,V1,V2,V3,V4,V5,cl_k3
parent and child,-0.833784547145311,-0.331971536667552,-0.912389962783688,-1.40896139230977,0.584059189777945,2
parent and teenager,-0.684155512582542,-0.556179567821361,-1.00190481952178,-1.48499144890975,0.384524325497271,2
wife and husband,-1.67965523979153,-0.0222925256804972,-0.803717278156598,-0.815771224751422,1.0123321337654,2
fiance and fiancee,-1.51294079945336,0.0857050277059741,-0.830371111138485,-0.628480750893824,0.675026691651154,2
siblings,-1.30237510366622,-0.301850092559346,-0.857687452037561,-0.547103078322878,0.196818200854102,2
divorced spouses,-0.727532988322604,2.00788613351637,0.35532303592104,0.573505414988285,1.52359100278343,1
a person and their in laws,-1.34652536369451,-0.414515098320761,0.330500400747793,-1.49247922310068,-0.0301380286429329,2
employer and employee,1.1607859591211,-0.361452992298735,-0.319196695322347,0.952232827143215,0.479839755855215,0
interviewer and job applicant,1.03618410869095,-0.0704840756904369,1.51344159545633,-0.115043856058837,-0.412133820250177,0
guard and prisoner,0.819576254914385,2.65637834652108,-0.666910302605373,0.389300410678875,0.275742606265145,1
nurse and patient,-0.0867371384128392,-0.15593483995675,-0.435066146595332,-1.72691553305329,1.35046194792845,2
therapist and patient,0.248514312306533,-0.358442023058267,-0.214832868951888,-0.287093332813498,1.79973418827484,0
salesperson and customer,1.45055921806485,-0.288895281342723,0.374655630658337,0.551609809505328,0.0656090314225964,0
business partners,0.323048957766852,-0.524739876549441,-0.399856585313648,0.661775885506859,0.527664102167207,0
opposing negotiators,0.487272440418772,2.56241086258313,0.903607445943196,1.05497228224157,-0.600249832831638,1
political opponents,0.227842007847073,1.78103707415329,1.69082780736826,0.511279584828019,-0.608798857556978,1
business rivals,0.512411120194479,2.01119235794053,1.07793683329551,-0.626664962600987,-0.191083750252647,1
enemies,-0.085790783027615,1.8137497709729,1.850177656009,0.840302862115954,-1.05665759255404,1
teacher and student,-0.690889137673985,-0.158193528110272,0.186554602670777,-1.39089709096122,0.497313140753204,2
professor and graduate student,-0.310176422225048,-0.733307077092757,0.649463677585048,0.498804209594884,0.819487308929739,0
