"","V1","V2"
"wife and husband",0.00818808785880304,-0.000209483813983949
"nurse and patient",-0.00467323462317189,-0.00174730546333006
"officer and soldier",-0.00452212401134969,0.00451494838523781
"neighbors",0.000144472709109091,-0.00517404972095996
"athletic trainer and trainee",-0.00349437981820887,-0.00491098591732661
"police officer and offender",0.000874624816098167,0.00651395709698393
"principal and teacher",-0.00370174075221586,0.0033352370978651
"doctor and nurse",-0.0038597479783461,-0.000270207457683767
"victim and criminal",0.00204850651560297,0.00690915806879399
"coach and athlete",-0.00355424483657686,-0.00480842307119391
"man and god",0.00602314202703258,0.000297769583954867
"half siblings",-0.00098790023305134,-0.00521507170450081
"parent and teenager",0.00361521195677552,7.84166263199438e-05
"prostitute and customer",-0.0044317358782998,-0.00309231111244688
"church members",-0.00133643428538712,-0.00384428375367677
"foreman and laborer",-0.00682594043730988,-0.000127888419800261
"a person and their family friends",0.0019119242325608,-0.00493352291034633
"a person and their social media follower",-0.00250419520385771,0.00133931734508522
"guide and tourist",-0.00607312808004336,-0.000154158818216126
"bride and bridesmaid",0.00478720140259378,-0.0034601879892796
"teammates in sports",-0.00162958263016014,-0.000829706640894245
"twins",0.00735023819142712,0.00199082832624559
"celebrity and haters",0.00258009734598882,0.00377669045882809
"employer and employee",-0.00367914424258338,0.00258657209287253
"teacher and student",-0.00348463860743816,-0.00531605572059349
"guest and host",-0.00155065902029748,-0.00225079389208988
"man wife and man mistress",0.0028557701922889,0.003378521520619
"religious followers",-0.004134479737499,0.00295585262603407
"intern and employee",-0.00584441155204006,0.0034713992156887
"criminal and police officer",0.00116997446058391,0.00429857832245314
"step grandparent and step grandchild",-0.00109758219442518,-0.000870361020771985
"chef and customer",-0.00588265554352887,-0.00310079952568612
"union leader and union member",-0.00269606850107704,0.000389402814860601
"professor and graduate student",-0.00393087581797829,-0.00274948486918594
"second cousins",0.00194349107079024,-0.00528665478013992
"fans of the same sports team",0.00291416826554697,-0.00107627085556406
"master and servant",-0.00260268233616842,0.00662261580184455
"siblings",0.00719817281414096,-0.00159751900051006
"landlord and housekeeper",-0.00417031194024396,0.00229904086997979
"close friends",0.00667944656442863,-0.00230748057637277
"entrepreneur and investor",-0.00532987080557476,0.0028722859270167
"fraternity brothers",0.0061644962526958,-0.00275557390987903
"psychologist and client",-0.00511592296824327,-0.00242845450085534
"chief and deputy",-0.00373753877781305,0.00155090175316701
"sugar daddy and sugar baby",-0.00415544088748351,-0.00316802723382911
"uncle and niece/nephew",0.00651244625729301,-0.00164699418477453
"childhood friends",0.00454321686603287,-0.00364266699615094
"ex lovers",0.00539995458691781,0.00539268977962141
"man and his mistress",0.00687175977769033,0.00341188040671951
