,0
Parent and Child,5.789653967475554
Parent and Teenager,6.274633777422521
Wife and Husband,6.035344103839836
Fiance and Fiancee,7.472974401186077
Between Siblings,7.827510095856317
Between divorced spouses,12.387231440407104
Between a person and their in-laws,9.767687404557208
Between cousins,8.475518797216338
Employer and Employee,9.618812172520157
Interviewer and Job applicant,11.270567032762438
Guard and Prisoner,13.379786388641197
Nurse and Patient,9.348093331662295
Therapist and Patient,9.089974467648466
Salesperson and Customer,9.140691963973358
Between Business Partners,11.455463780898167
Between opposing negotiators,11.041732764203838
Between political opponents,9.444284673767102
Between business rivals,12.296416790635014
Between enemies,11.075947539441223
Teacher and Student,5.922185633836275
Professor and Graduate student,8.302647551684343
Master and Servant,14.015551794214199
Between Close Friends,5.672036499574298
Between casual acquaintances,9.848638823963874
Between teammates in sports,11.819143644164555
Between second cousins,10.81277743176253
Parent and Infant,9.388373189824422
Grandparent and Grandchild,8.53895390677356
Step-parent and Step-child,10.894331785861416
Foster-parent and Foster-child,11.780696868972909
Godparent and Godchild,10.62874415627968
Step-grandparent and Step-grandchild,13.509275676945645
Ancestor and Descendant,9.65071109159676
Bride and Groom,11.395327582255904
Man and His Mistress,13.481704192754417
Man Wife and Man Mistress,15.29459573890124
Brother and Sister,8.922413099298728
Between step-siblings,16.064737479878914
Between distant relatives,12.812242641104243
Between close relatives,6.281175256827345
Between twins,12.518293096015183
Between a person and their family friends,7.671908569481952
Between a person and their deceased spouse,14.17590022454794
Manager and Staff,10.666161576154712
Foreman and Laborer,15.443376079822215
Owner and Manager,12.703799092073192
Union leader and union member,14.507687285619157
Manager and Assistant,15.72345387575989
Chief and Deputy,9.250262406612348
Supervisor and Subordinate,9.304420554565663
Boss and Secretary,11.075937395367172
Entrepreneur and Investor,13.832914500898568
Intern and Employee,8.389356047736095
Lawyer and Client,13.45741781431427
Judge and Lawyer,15.242114604716257
Victim and Criminal,15.888178649709415
Drug dealer and Addict,13.958120922913883
Victim and Witness,12.125049966912922
Criminal and Police officer,14.247570539658332
Criminal and Prosecutor,15.284069774531892
Criminal and Hostage,13.085240777644103
Defendant and Plaintiff,11.679982250894058
Police officer and Offender,12.333798104173265
Police officer and Civilian,10.806330619168302
Parole officer and Parolee,16.357204278962733
Consultant and Client,10.275242712106598
Chef and Customer,13.000493453120246
Customer and Server,10.375295195645544
Customer and Businessman,9.940095620533176
Doctor and Patient,8.915325515164303
Doctor and Nurse,13.322660714848418
Patient and Caretaker,11.645869950276632
Driver and Passenger,9.713049966867397
Coach and athlete,10.011756158967637
Team Captain and Team Members,11.409805551739398
Club Member and Club President,12.471623724568488
Politician and Supporter,14.540796935546574
Leader and Follower,12.143923724682214
Representative and Citizen,10.89967157844278
Officer and Soldier,17.184752037808764
Babysitter and Infant,11.288751095964779
Religious leader and Congregant,16.079552690237286
Between religious followers,13.611391603542486
Prostitute and Customer,14.171089480125984
Guide and Tourist,9.279326184988923
Athlete and Referee,12.66072454740024
Slave and Master,13.29498089685771
Reader and Writer,11.337462650678374
Reviewer and Writer,12.61850285611689
Performer and Audience,11.580635925381875
Dealer and Buyer,8.738076853140882
Sugar-daddy and Sugar-baby,13.262311084308255
Director and Performer,11.632583132121937
Psychologist and Client,11.468918472367644
Judge and Contestant,10.294273660003281
Man and God,15.730262942128755
Between Co-workers,8.62956495724929
Between sports rivals,8.03398015782564
Between romantic rivals,12.286171548955506
Between criminal and their accomplice,10.329534565483895
Between diplomats,10.117381839198176
Principal and Teacher,12.406530494023835
Professor and Teaching Assistant,7.476395937390292
University student and Administrator,8.304693702785354
Student and Dorm Resident assistant,14.570959492421263
Mentor and Mentee,9.131077354010378
Athletic trainer and Trainee,10.540315087450391
Researcher and Research Subject,8.502716609288395
Between peers,7.906696186798029
Between classmates,5.88328577050899
Between roommates,11.623224052672182
Between sorority sisters,13.998160562102047
Between fraternity brothers,11.683256182007066
Bride and Bridesmaid,16.6984920515113
Groom and Groomsman,17.068344097740802
Predecessor and Successor,16.392336294502257
Landlord and Tenant,10.89125242137993
Landlord and Housekeeper,16.015452048938535
Guest and Host,9.019372984545983
Television host and Guest,15.198084355316244
Volunteer and Organizer,13.803662911994426
Celebrity and Fans,11.515884186348721
Celebrity and Haters,13.225403499893511
Native and Tourist,11.325223795625247
Bully and Victim,14.0074743213499
Between friends,7.710643785509223
Between Facebook Friends,10.72622913620363
Between a person and their social media follower,14.241359832584214
Between childhood friends,7.261158122005471
Between pen-friends,11.856204506334144
Between friends with benefits,10.56460853714252
Between political allies,10.51615624664978
Between romantic lovers,11.242969279099645
Between ex-lovers,11.008893304106996
Between life-partners,6.9791773512050685
Between soul-mates,10.15377085922996
Between strangers,14.843401855007638
Between neighbors,10.78190183567225
Between church members,16.795989963552678
Between fans of the same sports team,9.61512410823624
Between fans of opposing sports teams,12.198421751707535
Superior and Subordinate,10.157392968980144
Aunt and Niece/Nephew,5.848479701099919
Uncle and Niece/Nephew,5.996709171519884
Between frenemies,9.775556695716777
Between half-siblings,11.763789170246824
Between adoptive parents and adopted kids,12.7830077725112
Mother and Infant,10.820521829045035
Between alumni,12.424138104109616
Between a monarch and their minister,13.892016867884394
Between confidants,11.939954417976448
Between a person and their significant other,12.106259919626858
Between companions,10.244270950397603
Between playmates,7.1357986160296925
Between competitors in sports,10.178574341200793
Between a person and their crush,11.122572605730115
Between cohabitants,9.675904004407638
Between long-distance lovers,9.372906856525834
Between brothers-in-arms,14.20579858706186
