"","Formality","Activeness","Valence","Exchange","Equality"
"Parent-Child",-0.393364035404529,2.90622802424283,-0.943676011321263,-0.929018081419623,-1.8473357643056
"Parent-Teenager",0.00922011213105234,1.7536790304465,-0.533619408914286,-1.2359882336554,-1.31457693549179
"Wife-Husband",-0.302362134300873,2.61072040474166,-0.831121160263135,-0.237687667792407,1.21324785471416
"Fiance-Fiancee",-0.758978058038639,1.1372071312498,0.159580678336963,-0.282560202780433,1.10611817465525
"Siblings",0.1488566979099,1.32940947993212,0.20633670973538,-1.01190137214579,1.28845512495124
"Divorced spouses",-1.15136564524178,-1.23890042430208,-0.2956411792866,-0.156687389901249,1.37549492120235
"A person and their in laws",-0.361904573615939,0.0252203255427983,0.159706000734841,-1.13977973673817,-0.932736615696429
"Cousins",-0.299396991544454,-0.248890960921652,0.717511463660096,-1.32253898708524,1.16913676724032
"Employer-Employee",1.04659747692734,0.0077111048581664,0.307503587516427,2.04380919332414,-0.188902319754185
"Interviewer-Job applicant",1.5491908874845,-0.76113176121965,0.0388504437620841,0.484216150610018,0.18906072517108
"Guard-Prisoner",1.2495469108067,-0.93256474583427,-1.38292087163397,-1.24481125988807,-0.917858363139368
"Nurse-Patient",1.00896591867963,0.306339046151511,0.377890780791877,0.626965228091965,0.142167142302683
"Therapist-Patient",1.10481624302184,0.613321017941529,0.265057692855067,0.676633891582614,-0.397890349985918
"Salesperson-Customer",0.200647249412258,-0.447615107754016,0.513053189532545,2.31333724705106,1.34285081888722
"Business partners",0.799988931689327,0.797976631980143,-0.419081004306095,2.4806878229793,1.66224112887091
"Opposing negotiators",1.21410793983184,-0.958745666913489,-1.3991768994154,0.267863291365516,1.03999208977178
"Political opponents",1.79224256153275,-0.588764059068744,-2.45893458495946,-0.999043131209033,0.582611980194058
"Business rivals",1.72087108485651,-0.168543337925181,-2.58571342331213,-0.0874006879973718,0.411544151372634
"Enemies",1.17669218977511,-0.627744682026716,-2.41094718251782,-0.884508012354262,0.325510844641522
"Teacher-Student",0.947391578021262,0.733709267615693,1.28622933224647,-0.115894096523462,-1.30590485956548
"Professor-Graduate student",0.515759096450625,0.626067685037697,1.12230608785283,0.0627370687883626,-1.49978536084133
"Master-Servant",-0.835134741457676,-0.137445678369101,0.240395895784331,1.39187872496653,-0.936812280562129
"Close friends",-0.549493618578726,1.30486332312383,0.531813782410491,0.0911806014673438,1.49256439289708
"Casual acquaintances",-0.505265204551353,-1.74532203845975,1.13809190330777,-1.25846050945508,0.502327947601778
"Teammates in sports",1.12518608566043,0.659736573811285,0.0114998415000435,0.723746705636938,1.05256392081125
"Second cousins",-0.378354872128794,-0.18895974665002,0.498157317935765,-0.728774847685958,0.835151669869911
"Parent-Infant",-0.897853887714902,2.62802427332618,-1.11799487553028,0.310387429573566,-1.62740475220532
"Grandparent-Grandchild",-0.860955598805739,1.96456950199598,-0.76680608413119,-0.242961059461945,-2.09772439543766
"Step-parent-Step-child",-1.36691764497751,0.408681980679082,-0.775756405029893,-0.442242133784674,-1.41723577841499
"Foster-parent-Foster-child",-1.3664633315383,0.134392796533619,-0.513513631704406,-0.0207542831613078,-1.81173789149633
"Godparent-Godchild",-0.816365349776579,-0.28801931656051,0.114221105299325,-0.473378162782693,-1.55369095489097
"Step-grandparent-Step-grandchild",-1.14556066353594,-0.422190368405584,-0.18600201944292,-0.778135291458072,-1.95120590101779
"Ancestor-Descendant",-0.451589283965154,-0.0339822600355579,1.19359302740596,-1.73756109973208,-2.35382481129792
"Bride-Groom",-0.382996663230413,2.05446292103586,-0.0764761020502978,-0.123217536976506,0.767611095591824
"Man-His Mistress",-3.64218118405172,-0.246265548900016,-0.142424976895563,1.19072167532732,-0.119002413413438
"Man Wife-Man Mistress",-1.61946902544178,-1.29425604531189,-1.71511094953932,-0.544436589512904,0.12774343331265
"Brother-Sister",-0.148187379930491,1.34785333727714,0.275579123015368,-0.709641493577187,0.624798665609223
"Step siblings",-0.296255609603354,0.00639220969885454,-0.314152825043976,-1.21345917411223,-0.0627237900617511
"Distant relatives",-0.408355912616016,-1.06998079289845,0.570363704815554,-1.10272213809956,0.357279614762597
"Close relatives",0.140558679588855,0.587968307905409,0.623724641895979,-0.532745934678223,0.641233812320906
"Twins",-0.664050721832061,1.63279927661435,0.196461943691269,-0.620224762498745,1.06681543203838
"A person and their family friends",-0.691261079356168,1.16519810070276,0.382977502217721,-0.792421542139265,0.194847993523726
"A person and their deceased spouse",-0.988284009141476,0.5110684845265,0.862590133873558,-1.2528042859654,0.872423075848262
"Manager-Staff",0.276450619913153,-0.465985533489039,-0.116437433231575,1.3785688873664,-1.06507474062146
"Foreman-Laborer",-0.145867679209886,-0.823930812131852,-0.294617210759914,1.688152702009,-0.661485049208863
"Owner-Manager",0.263587619355696,-0.369103516752933,-0.178922670531972,1.43416633393353,-1.17043012281206
"Union leader-union member",0.303045413227776,-0.561358973707483,0.217721172401988,0.445563407232663,-0.94519606991109
"Manager-Assistant",0.325938684794506,0.0271884197053428,-0.440044648286764,1.6632552048395,-1.06345970544145
"Chief-Deputy",1.07772890988996,0.044905587068833,0.146223262628731,0.159912648904192,-0.399637767459766
"Supervisor-Subordinate",1.12674766501788,0.132736210484103,-0.105106773035909,0.750911793690267,-0.942313641301452
"Boss-Secretary",0.858435602626667,0.0921370856709918,0.505013936622311,0.953016187403363,-0.43747773948645
"Entrepreneur-Investor",0.782873169139031,-0.196774087104501,0.329188019718209,1.74059116110722,0.621842485828912
"Intern-Employee",0.953727467830755,-0.838667948693912,0.854407814610257,-0.388177282184917,-0.171680112193782
"Lawyer-Client",1.02559250109217,0.133796121145353,0.414854657465178,1.14509154249007,0.341083004382183
"Judge-Lawyer",1.1663409415571,-0.415834538041763,0.735307248970699,-0.232653869387344,0.321130305970897
"Victim-Criminal",-0.0179068362395264,-1.10396903210476,-2.04099189280844,-1.31361637138928,-0.221917622687298
"Drug dealer-Addict",-2.09931076712992,-0.174240434229261,-1.16685035739486,2.54711598943658,0.190915363433342
"Victim-Witness",-0.101096468145176,-1.05272882869036,0.188422200536211,-1.29102235279955,0.416124947144486
"Criminal-Police officer",1.37520307997071,-0.233902930127594,-2.90659326902167,-1.08456968247559,-0.209549297837527
"Criminal-Prosecutor",1.38504307071572,-0.200659559138782,-2.6210004755342,-0.607705020563643,-0.165430382229114
"Criminal-Hostage",-1.02115978162148,-0.362572523763806,-3.87843626224551,-0.436903461181776,-0.168628327521948
"Defendant-Plaintiff",1.08296821314585,0.00650797744352707,-3.22108166984044,-0.541873784839776,1.72602644212426
"Police officer-Offender",1.18575582082983,-0.715248496703331,-2.11654569663983,-0.518703651745983,-0.0718096615783667
"Police officer-Civilian",0.590741536882258,-0.252857756409665,1.84184482676024,-1.00256949362962,0.100654550290864
"Parole officer-Parolee",-0.191997615687591,-0.341310199740324,-1.03547829159977,-0.244557898748898,-0.947034260342
"Consultant-Client",0.0780836038908497,0.2347575310858,-0.41437169919996,1.87259073621633,-0.0283277470191401
"Chef-Customer",0.253665356597724,-0.336457592395315,0.202460756584535,0.957288583426854,-0.109765351279409
"Customer-Server",0.305898439576315,0.0981371671546694,-0.161008211077746,1.4428125169563,0.0190194824326969
"Customer-Businessman",0.327071598700557,0.30771134283687,-0.398793866744089,2.03953124112232,-0.165575082364914
"Doctor-Patient",0.856054822412733,0.82658825495289,-0.659745244387204,0.829961943493405,-0.0370328939961045
"Doctor-Nurse",0.732366970729238,0.32670267234208,0.240770516201294,-0.275264664789309,0.0707671888472922
"Patient-Caretaker",0.617262031939151,0.50277105818861,-0.497048770244084,1.50337347566575,-0.284374461505874
"Driver-Passenger",0.97350745120954,-1.15187967476427,1.30323669503403,1.43231467967438,0.988587831275053
"Coach-athlete",0.361328820652091,0.684127809389644,0.37063926154356,0.860792234702244,-1.1324881624997
"Team captain-Team members",0.782581999261179,0.0590587752953305,-0.0987953314847986,0.727283488049323,-0.00518313494870071
"Club Member-Club President",0.349163575409333,-0.381163888949659,0.568548595361551,0.441038743910737,-0.918617874112756
"Politician-Supporter",0.76702225639169,-0.587706125753418,0.895352567282052,-0.533982827387789,-1.54021060167723
"Leader-Follower",0.870400626825692,-0.268496109798034,1.39387583445063,-1.20626536027321,-1.84134932384007
"Representative-Citizen",1.15489690962252,-0.890073145254239,1.77272557843764,-1.00681849571815,-0.791389531583047
"Officer-Soldier",0.989283261332593,0.496659450766036,0.289554762948347,-0.56753494680533,-1.2427024652754
"Babysitter-Infant",-0.259097408984646,0.102635850072156,1.12102749570648,0.747129187905891,-1.57758116726467
"Religious leader-Congregant",0.177075956618614,-0.103762577494139,0.279317225731924,-0.611454960742479,-0.708796069117698
"Religious followers",-0.149134551665523,-0.854128521425424,1.0994366432187,-1.31449456633794,0.673501065445106
"Prostitute-Customer",-2.83112392019468,-1.23250612681804,-0.429674325150746,2.37289036525675,-0.283734100815997
"Guide-Tourist",0.47114623183844,-0.595797806427741,0.288617346518203,1.38381818400089,0.352509212085553
"Athlete-Referee",1.80229423956332,-0.440910736956939,-0.231175716766084,-0.134520624031038,0.0418708664886652
"Slave-Master",-1.85887657090068,-1.46794515282141,-1.41595965291985,-0.543885976478824,-1.92728128610752
"Reader-Writer",0.0615183095158732,-0.61796654961067,1.25338261001709,0.546890139805631,0.0701208609076316
"Reviewer-Writer",1.43040473956984,-0.87592057680563,0.381925149830607,-1.46092485181409,0.19793214812803
"Performer-Audience",0.365571039176126,-0.618585860300167,1.49642835391581,-0.471980562530715,-0.123981590039363
"Dealer-Buyer",0.196671772184637,-0.757929665746358,-0.0370298377508816,2.01312035514059,0.968973081231155
"Sugar daddy-Sugar baby",-3.18725535779062,-0.83025275422898,-0.765173528002497,2.47009591545804,-0.857828565428446
"Director-Performer",0.732187250454092,-0.131816952110151,-0.0715934742915097,-0.0516594770986243,-0.120439200700221
"Psychologist-Client",0.232126542991594,0.363836945819337,0.629350544588467,0.291408306424682,-1.13496014709395
"Judge-Contestant",1.52340859379207,-0.985365395228436,-0.302265448117173,-1.30615941313306,-0.392709262004869
"Man-God",-0.914398698711852,-0.785025309244229,1.3812288418515,-1.81037043651573,-1.89777946635348
"Co-workers",1.03742313250614,0.305673894196311,0.143414331425591,0.522617942025814,1.1621791132698
"Sports rivals",1.26386364546323,-0.766066243611783,-1.38243105701445,-0.907591172490195,0.677190065824348
"Romantic rivals",0.0119091895718755,-1.41493721408084,-1.49375637378132,-1.22246145250976,0.605545520284334
"Criminal and their accomplice",-1.499136914141,-0.295687863828937,-1.11447261728599,1.56806868447935,0.0190178305570192
"Diplomats",0.508154707475904,-0.430329892855605,0.336040508120563,0.358320140667356,0.410494439364333
"Principal-Teacher",0.376531033929696,0.38799980054785,0.516317790108022,0.903837908580179,-0.820997111178309
"Professor-Teaching Assistant",0.144265329922031,0.477692329936383,0.414754534610194,1.16869445897822,-0.362349815887911
"University student-Administrator",0.239906673780788,-0.0280362730888364,0.753993092837981,0.210684592789639,-0.400537476099876
"Student-Dorm Resident assistant",-0.0579112763013875,-0.431556426964784,0.400900412239417,0.257791129700887,-1.93077626683044
"Mentor-Mentee",1.32173075441146,0.823593025168077,0.43087298852632,0.565190961356272,-2.21296939367681
"Athletic trainer-Trainee",0.66490530122684,0.253521625892174,0.113755134454345,1.17262085948457,-1.56228460146137
"Researcher-Research Subject",1.12167851648988,0.0379711864000163,0.451590913167174,1.20037415223333,-0.113548255724065
"Peers",-0.646200696725396,0.395609550412164,0.18284077786986,-0.189160643942579,2.00329004770703
"Classmates",-0.272464115510433,0.980150980704739,-0.127322761137551,0.249634233765633,2.15206967177328
"Roommates",-0.782356336265674,1.3656088622234,0.0977580969652089,0.447481400110782,1.88717263461426
"Sorority sisters",-0.89257506698033,0.712194080190312,0.384655841217321,0.281534383878933,1.66378486837873
"Fraternity brothers",0.434539637849607,0.537526461828664,0.64407703166514,-0.0701353609929031,1.74191209629225
"Bride-Bridesmaid",0.216208642524719,0.889687543375177,0.698451568719409,-0.761310701862275,1.14166503234529
"Groom-Groomsman",-0.0224934049229962,0.839093663375313,0.690421330405934,-0.757035718699773,1.08159300292658
"Predecessor-Successor",0.773898314272706,-0.868992836042856,-0.169121230542589,-0.0936933455290127,-0.537658366406835
"Landlord-Tenant",-0.04143993724,-1.07851987526273,0.732552378191175,1.45375813746485,-0.33958632758137
"Landlord-Housekeeper",-0.357526357955033,-0.378213522710454,0.39455177890731,1.28415325724164,-0.690725014741041
"Guest-Host",-0.113977781735496,-0.519952103970838,0.954158484079916,-0.434606337092304,0.201478061217834
"Television host-Guest",0.4071416246137,-0.925380616770694,0.647560443382097,0.115321973275945,-0.0765457625021257
"Volunteer-Organizer",1.460219868626,0.602031727971803,0.93685986392298,-0.213432001594955,1.09486516585757
"Celebrity-Fans",-0.363749334856992,-0.326424199919716,1.50796204103848,-0.398704449155202,-0.32075225565564
"Celebrity-Haters",-1.25539655193183,-1.74558423359511,-1.01745677387307,-1.40924826370577,0.271136186513047
"Native-Tourist",-0.0649700811978448,-1.01623806234892,0.940685232027606,-0.273136014867941,0.705261115180839
"Bully-Victim",-2.0284135113964,-1.08814287572629,-2.25884079583225,-0.771152609527708,-0.301473623896133
"Friends",-0.339547564792726,1.42076216831994,0.50973820620471,-0.129423534123072,1.35055117110152
"Facebook friends",-0.83203073356317,0.0467286562181747,0.710168771435168,-0.590240658574634,1.05941537555629
