"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Parent.and.Child",89.4765313390313,28.6392568850902,91.4150759734093,87.8907169990503,26.3291904083571,81.5216999050332,60.7412155745489,91.5604344729345,39.5762583095916,24.1350664767331,45.5708452041785,84.0408426450093,99.1788042204709,88.9094254510921,34.8665397873731,34.8132017673684,46.1873663373663,97.7381035631035,57.0161093536094,29.2863314154981,41.73491338908,27.9625023125023,83.1111881673156,94.5206565221271,83.0017102632299,27.2207958707959,81.647732469056,92.2412428439389,72.3632163950791,92.3680121893357,93.7446038710745,95.6994658028972,82.124371597901
"Parent.and.Teenager",70.8740978157645,30.1426519468186,80.3553062678063,83.3241690408357,25.118198005698,67.4977089268756,59.2304012345679,86.2428893637227,40.7692901234568,27.6456671415005,46.7423314339981,79.2844468802802,88.2506834215168,76.4101239809573,38.3553190636524,35.9598449390116,41.703982283149,83.9523923607257,55.428724978725,46.9036815036815,50.6128442545109,32.8779189945857,78.7136203756302,89.6895575375967,76.5135269051936,28.3284229931289,76.4344213157939,85.2244448271409,64.4378823065097,84.6384621641974,90.6364445830132,84.1728832986186,76.9546478847949
"Wife.and.Husband",87.4765194681861,86.8280982905983,91.4969373219373,88.0702041785375,27.0421889838557,92.6913580246914,55.6011989553656,91.8128205128205,69.7611585944919,29.3060660018993,47.6825854700855,88.891374674708,96.1978691062024,84.3855143313477,45.7108222024889,39.2377475919143,43.2933345975013,90.9518200934868,91.1977810769477,39.6342359800693,55.7162346912347,21.1736114194448,76.5031489389333,93.3738348978545,84.6242597453382,34.068871642156,84.5341401427186,85.7788810590281,81.21358452731,89.275696489422,92.5442085238654,93.479035098888,27.0408677923384
"Fiance.and.Fiancee",87.0441358024691,85.9065883190883,87.8966999050332,85.6913105413105,27.9299738841406,86.658024691358,54.8638295346629,86.6307217473884,67.2541191832858,32.1345085470086,45.1434591642925,81.929694688028,92.5878231336565,77.6050745550746,38.3542571625905,37.9672942797943,37.9402102527102,85.1898428731762,83.2121742455076,29.6617331742332,52.8066652483319,16.2874808833142,58.5291705026999,85.4325865583218,77.3379494325573,30.2823677593285,79.1789227384816,71.4547819283113,74.0919173328487,79.7554706640491,89.6107511859963,87.9665190836759,26.8909404139796
"Between.Siblings",75.1946106362773,74.851044634378,78.0920584045584,84.3261989553656,24.7130935422602,64.607383665717,61.8348053181387,78.0642924976258,56.7418803418803,35.8684235517569,46.9825498575499,82.6126167042834,83.9491547033214,71.1132586549253,27.2278209444876,35.7768734352068,28.243596372763,79.9621517371517,17.7999966083299,47.3573366448366,47.3445414153748,26.5378948212282,69.6482512041336,87.1149627877569,76.9479216770883,25.1431110737483,71.0169601186758,91.6920260385946,69.0736415998671,74.6891898860036,90.0861596555224,84.167096538175,33.8624803936079
"Between.divorced.spouses",30.4664886039886,63.2792853751187,33.2967355175689,34.0504036087369,65.7307692307692,22.8855175688509,48.0820512820513,28.4456315289649,50.4981481481481,67.8432929724597,59.6104700854701,57.9622200330534,29.4727625769292,35.2595347553681,46.9495857537524,37.1400132275132,23.3638247554914,26.4327026368693,27.6454247912581,74.9467934842935,62.1537798621132,39.7793948335615,50.7140363539873,50.1054154360527,33.378614277879,24.0353047188832,35.3599330861586,35.662139730277,39.1308684144468,23.2835780323525,51.1727850580792,27.5327194410528,28.3238089796913
"Between.a.person.and.their.in.laws",61.6767924976258,47.8134259259259,50.1216761633428,54.4105294396961,54.2940883190883,37.4045821462488,57.4327279202279,56.5168684710351,49.7058048433048,44.6981600189934,47.3997150997151,65.304927017427,51.1766690100023,48.0697188613855,25.9248570873571,30.7684704184704,28.7086538461538,44.3712298503965,17.148785011285,44.1280272196939,38.3807790974458,23.4427678802679,49.8636878372173,61.3879189438013,45.5036594215516,27.7816702723565,47.9680728766513,59.0154393718119,46.2921633740261,37.8974019988726,73.4025865383708,53.1015670966651,73.5524484321053
"Between.cousins",73.8444681861348,74.669764957265,60.9206671415005,70.9483855650522,35.7070275403609,47.0755935422602,62.4541073124406,63.6857905982906,53.9307692307692,33.9528727445394,43.2589268755935,66.0257504840838,64.1078108619775,57.476364684698,21.9260269051936,29.9213366880034,23.1671925296925,52.3182371640705,15.8694647944648,26.0064376981044,35.1451146076146,16.5914924581591,49.5166239261827,62.2100611353062,55.6779614448732,24.1641534482221,53.4951043600553,72.7321586819136,53.6408595036046,42.8324342052283,78.9971651532926,66.80708275022,37.0761380866773
"Employer.and.Employee",75.4541655874989,29.4311068561069,62.1782479865813,27.7386261886262,85.3574801741469,23.1146483146483,77.7400923150923,37.3949985199985,67.6568212651546,76.3413685080352,76.6800714717381,44.7440616482283,23.738315696649,77.5811968895302,83.5217893217893,47.3471661054994,74.0922378547379,37.9815917107584,14.8091730800064,42.3827421035754,58.3106261022928,34.7723344556678,80.7618679251032,72.2738574787595,70.2224134888351,91.6956300054339,71.6548464788661,67.5404397799006,74.6172534799986,69.2540678275972,77.8948877919466,65.811609877051,59.7919712458928
"Interviewer.and.Job.applicant",64.2874730208063,32.382740716074,31.3998066748067,26.5533571366905,87.2007252007252,18.7111564361564,64.0437701187701,32.9824117240784,52.2551053884387,76.6755099838433,57.6681232347899,37.99585337502,17.2455587622254,68.1797198172198,50.834790363957,35.575481000481,46.7880611672278,19.9383738175405,14.483177008177,26.3841931216931,53.3837081128748,22.4119428411095,67.9938702002427,61.2473123009888,48.4603979716725,84.2872479825911,61.7129543931015,22.3016673141673,61.8922892829756,60.7763136010685,72.5081481608442,49.8400726089452,55.0758553356593
"Guard.and.Prisoner",29.7300057966725,19.4771534021534,48.6116510033177,27.1568113984781,77.7704215537549,19.7296863630197,62.7139150972484,26.0730026146693,32.5168322418322,49.950760659094,49.9199001615668,41.9112794612795,14.1051667468334,30.8409611992945,18.0873216289883,29.5307700016033,37.9816839025172,22.2699795574796,13.4339005130672,70.8156545614879,22.7457712041045,76.0517756934424,71.9911129901326,52.0718500997913,24.569669673101,64.2712061540493,44.616050207962,51.9448913468521,51.2911161641554,71.3530604562467,56.8305151819858,28.6060774918618,47.4556300816105
