"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Parent.and.Child",88.7709757834758,28.7852164810498,91.0261870845204,86.9311210394544,26.0968671760338,79.5964473797807,60.6285893119226,91.0028587153587,40.639894673228,24.8845614262281,45.5698351031684,83.0599784474784,98.6312733562733,88.5137464387464,36.8585150960151,37.5119671994672,46.6700823867491,96.9751406001406,55.661788365955,30.3727511685845,42.4040491915492,30.9878109544776,83.5925012986287,93.8661110675817,83.2123163238359,29.4743312243312,80.7467223680459,92.2230610257571,72.5834184152812,91.4265980479216,91.3274321539027,94.8423950958265,80.9592200827495
"Parent.and.Teenager",70.5150069066736,31.286086290253,80.4184375809376,81.2019468186135,26.4490060865061,65.482052361219,58.091007295174,85.645414616248,41.3495931537598,28.3098085556419,47.111018302685,77.6400024358358,86.9895723104056,75.0996301537968,40.7732202982203,38.5937955562955,42.1626242584576,83.4493059409726,53.2429225095892,48.2234345901013,50.2128442545109,35.440264673598,79.4469537089635,88.8481433961826,75.9928198344865,30.0905442052501,75.8763405077131,84.6749498776459,65.9974782661057,83.5121995379348,88.8728082193768,83.4415701673055,76.4622236423707
"Wife.and.Husband",86.7729841146508,86.5715326340326,91.043907018907,86.8015173098507,26.175522317189,92.3019640852974,55.3921080462747,92.3254467754468,70.0086333419667,30.6954599412933,48.5371309246309,87.8419919586586,95.1447826864493,83.4176130967798,48.4910691160691,41.2612043820377,42.4569148444149,90.0086102169436,90.1607440399107,41.1058409183409,54.2304322220989,22.9223768515435,76.3864822722666,92.8607035847232,84.5636536847321,35.7769524502368,84.19828155686,85.0904972206443,81.0979279616534,88.815595479321,90.5199660996229,92.6578229776759,28.7146051660758
"Fiance.and.Fiancee",85.8981762065095,85.2308307433308,86.9421544504878,84.6145428645429,27.5582567124234,85.787822671156,54.1759507467841,85.7332469999137,67.0500787792454,31.2506701631702,46.1227520935854,80.7012996262996,92.0890577015577,78.1618646785313,40.49376333543,39.5234671193004,37.6723090181424,84.3392255892256,82.4825446158779,31.0709924334924,52.4350603100603,17.7720487845488,58.889776563306,84.0618794876148,77.2581514527593,32.377317254278,78.1597308192896,70.5138728374022,73.5600991510305,78.6468848054632,88.057720882966,87.0912665584234,28.8409404139796
"Between.Siblings",73.6077419494086,74.0000345333679,76.4344826469826,82.5817545109212,23.9267299058966,61.8740503323837,59.787835621169,76.8804541137874,57.28885003885,36.4517568850902,46.3997215747216,81.0027401610735,82.8442164317164,71.3268389018389,29.1012777346111,37.499095657429,29.5158185949853,78.655361613695,17.3302435219102,49.4542502250836,46.9531833906834,29.1675244508578,69.2780491839315,86.2841547069488,76.0363055154722,27.1764444070817,69.3048389065546,90.8809149274835,69.6377830140085,73.8987858455996,87.9972707666335,83.0766924977709,35.3887430198705
"Between.divorced.spouses",29.9371956746957,62.141911637745,31.5336042044375,30.5882823966157,66.5646076146076,22.3506690840024,47.1557886557887,28.0299749633083,51.7708754208754,67.0650101441768,59.5665306915307,55.7659237367571,28.3079477621144,35.7508927800594,46.5057585932586,36.3733465608466,23.6872815456149,26.4919618961286,26.8528321986655,74.8066700275034,60.31056998557,39.2972960681294,49.8493898893409,49.5725871532244,34.929119328384,24.9943956279741,35.013973490199,35.0565841747214,38.9071310407095,23.4744871232616,51.391471926766,28.4377699461033,29.3121928180752
"Between.a.person.and.their.in.laws",60.5252773461107,49.5831228956229,47.8120802037469,51.6847718639385,54.6895428645429,34.8192286108953,56.713536001036,55.4986866528533,51.0224715099715,45.8385640593974,47.898704998705,64.6092480050813,49.6507430840764,46.6647805897806,27.1686842478509,31.7295815295815,28.7086538461538,41.4588841713842,15.9808837767171,44.0508667258667,37.6178161344828,24.2174592382926,49.8263140998435,60.5167068225892,45.6566897245819,29.0013672420535,46.8599920685705,57.2240252303978,45.5462037780665,36.1857858372564,72.1874350232193,52.1167186118166,72.2544686341255
"Between.cousins",72.2293166709833,72.7894619269619,58.7949095657429,69.8635370802037,35.1398558231892,43.3084218250885,60.7147133730467,62.1731643356643,53.4762237762238,34.0447919364586,44.3513511180178,64.9751332001332,62.5294158002491,56.9220436970437,23.233434312601,31.3892379225713,23.9684270975938,50.7700890159224,15.2509462759463,27.9829809079809,34.6309170767504,18.385319618653,50.0827855423444,61.6216772969224,54.7769513438631,25.9995069835756,52.5986397135907,71.6786233283782,54.3514655642107,42.769302892097,77.2239328300603,65.4954665886038,38.2271481876874
"Employer.and.Employee",76.2504618837952,30.491292041292,63.507877616211,29.5136261886262,85.192665359332,22.3516853516854,77.4965737965738,37.239442964443,68.0633027466361,76.3969240635907,76.1309973976641,45.7681357223024,23.7025132275132,77.3293450376784,82.2958633958634,46.5700056116723,72.8934724226391,38.5673941798942,16.3480619688953,43.0975569183902,57.5291446208113,36.2186307519641,81.2757568139921,72.9516352565372,70.0932468221684,91.7650744498784,73.2506798121994,68.1571064465672,75.161697924443,68.5985122720417,76.5087766808355,66.6671654326066,59.3350268014484
"Interviewer.and.Job.applicant",63.1300656133989,33.4318147901481,33.2016585266585,28.008912692246,87.0210955710956,19.4435638435638,63.0159923409923,33.7064857981525,52.5930683514017,76.1819914653248,58.9107158273825,39.7921496713163,18.7122254288921,67.7871272246272,49.0693582651916,34.4767155683822,46.8078142536476,20.4451639409973,15.2245350328684,26.9835758377425,54.3497574955908,24.2798440756774,67.1674813113539,61.4723123009888,49.4451201938947,84.1539146492578,61.9837877264348,24.0544450919451,62.1311781718644,59.0179802677352,71.4914814941776,50.0136837200563,54.553633113437
"Guard.and.Prisoner",29.5207465374132,19.544745994746,48.6625769292436,27.0845891762558,76.6426437759771,19.9195011778345,62.6389150972484,26.2424470591137,32.9992396492396,49.4248347331681,50.0652705319372,41.4526374859708,14.6792408209075,31.3088624338624,18.7941117524451,29.8060786435786,37.301436988937,22.3070165945166,14.9536535994869,70.3613335738336,23.9679934263268,75.6838744588745,69.1188907679104,51.5232389886802,26.369669673101,62.7281505984937,46.6368835412953,52.3726691246299,52.4286161641554,70.1697271229134,56.9013485153191,29.0005219363062,47.1584078593882
"Nurse.and.Patient",83.1789445122778,56.3338985088985,56.3344713928047,47.2433051516385,71.2315437648771,36.8462571379238,62.1392681392681,48.495082386749,47.6752445085778,44.6806647056647,59.1469515052848,44.9043630751964,43.0852974186308,66.63974667308,34.1951398909732,36.0505892255892,76.0082431457432,48.191348003848,17.460575998076,22.858164983165,31.7270803270803,27.456904361071,82.4442062657749,73.1688025935575,67.0797749363926,75.4766468734606,69.167067545744,42.1920572619102,66.2962156126372,74.8059491343805,81.7208097186038,78.0561529701236,49.7236912234461
"Therapist.and.Patient",84.7027441694109,55.3235989319323,67.5039068955736,53.1415975999309,69.8733026233026,42.9143819143819,47.4865511032178,44.7691465941466,54.7611302277969,48.8643393643394,59.9374822708156,57.9028338945006,40.1667127625461,77.3258838383838,52.4825777617444,32.5612253487253,77.9315476190476,53.8636604136604,17.0191578483245,23.6965307840308,37.7398188231522,25.59487333654,79.0030739775838,78.7645882530687,71.9493078725922,76.0164190294092,75.8046666387353,55.0587289435329,73.4116989401303,73.7936958829116,83.1075097379019,84.670722940821,52.7147762186978
"Salesperson.and.Customer",67.659389376056,60.2293428793429,38.3819236319236,34.1331970498637,72.9536025702692,21.5981805231805,77.9623894623895,32.7818354485021,60.0526479693146,74.4878464128464,81.2219351636018,30.925785634119,21.911385682219,59.2540985249319,87.5362433862434,76.2591249799583,77.8805475388809,22.9385181176848,17.1256032547699,28.6160012826679,71.8508197049864,26.9961139169473,64.4537617883206,55.0074662537898,48.5727637105088,71.868603011005,61.009880605959,28.1685689220003,59.9978122095769,60.162156570735,62.3233025326162,47.6668806592826,46.2216099532276
"Between.Business.Partners",71.9930005180005,81.0206737706738,69.3439794773128,45.2990830157497,67.4093647093647,35.9784715284715,60.6777602027602,54.5261923261923,77.585450352117,76.5909889493223,68.6728382728383,64.378348965849,31.6883718133718,77.2295995670996,83.7341770883438,52.01920995671,59.6904641654642,46.9056798140131,18.4112433862434,39.9649470899471,74.1826378868046,28.4590147506814,64.8275717836992,65.3607122634083,80.5936550014981,79.4426382350402,76.5774902747942,69.5164501983129,77.1868305985953,65.605401805892,72.4859325405894,76.4624700372249,41.1951108622677
"Between.opposing.negotiators",31.6624831958165,60.2683541766875,40.2540888124221,33.0472148222148,76.0618104118104,18.8967615717616,62.2198480531814,32.2239815739816,55.3162368495702,84.4870330286997,64.1332161665495,48.6217091550425,17.7775673400673,54.4714205547539,53.1751863876864,44.9219837261504,40.9130631713965,20.8608084816418,15.8654882154882,76.8756954465288,76.3279361071027,45.9769801186468,54.8892311120252,51.2252709980651,30.3661013732092,64.7755414248061,51.1364429869332,34.5775712123751,51.0880393299511,44.9240356683984,55.1044918135604,29.0825720122289,42.6406297769043
"Between.political.opponents",31.1297847985348,64.9682222098889,49.8143873102206,30.5393548581049,79.1615531844699,23.8927061364561,82.1819651798818,30.4859248005081,50.2289687164687,88.6320103507604,44.7382737632738,46.7549325057658,15.2530767072434,47.8112726779393,39.7985650460651,29.5131878923546,24.8625201341868,20.0652848077848,15.6838554963555,86.8827377252377,62.5635785819119,53.3131507073174,73.5062755146088,57.3452174368841,30.1015624807291,71.5039281705948,58.6791100874434,51.128221624055,63.9474352807686,45.3796085087752,45.8588191129858,18.2504515546182,40.1439808648142
"Between.business.rivals",29.8554360762694,65.3053671637005,47.8787605141772,29.245393957894,78.8151573734907,23.2031268885436,69.5254183316683,27.8288624184458,48.9730217313551,87.9609772172272,58.3260494135494,45.6400564250564,16.512484336651,37.9225128575129,61.1442375525709,45.9825462500462,40.3120983029316,22.212905982906,16.1421291054624,83.8392109125443,64.6233051824718,53.0287864296198,63.3467241092241,56.1334688459688,38.1710198751865,79.8761695095028,56.284038338205,52.1014630431297,60.9834219792553,39.5167465250799,45.4271695896696,20.007398311565,40.1278662695329
"Between.enemies",20.939535002035,59.3278577132744,51.7623698061198,45.4744849286516,49.3009508238675,26.4591084070251,51.6755550776384,27.8015284098617,41.1084228271728,72.9049134507468,43.6381577527411,54.8734335726002,18.904885361552,24.5415175256842,27.6092837717838,23.648729295396,16.8677714261048,22.3098611573612,16.174063652397,92.0375892317559,32.6821405138072,65.4254001862335,40.2839944006611,48.0473845598846,24.5545926295926,29.7650049025049,45.5030985989319,51.0250171125171,46.5214862298196,36.4618397035064,26.9444476819477,14.3955000246667,36.2802536969204
"Teacher.and.Student",80.5045661128995,33.9013460305127,62.0654847467347,40.7376895481062,73.4617454304954,34.804261016761,76.60725670934,55.5774143294977,55.2260427072927,52.1225691746525,54.8109719755553,51.6637928429595,43.8039983164983,87.748478003478,24.6045018561685,32.7374346949347,66.2106448798115,54.986538338205,19.9054060137393,24.8917212108879,41.5839637522971,26.8124255065922,73.2773289981623,70.5409872534873,70.1679570429571,78.481762373429,71.7134976134976,55.4308506308506,75.2318650485317,74.3387095928762,82.2060114268448,76.4982408024075,76.1169902628236
"Professor.and.Graduate.student",78.3046698671699,40.336067327734,63.0786963807797,40.1082775249442,76.642262675596,32.3230461667962,74.1370099036766,55.6906438468938,57.7868241326575,55.4841155757822,54.1769537561204,56.9680812705813,40.4909241067574,85.7317477892478,26.4572993981327,32.5792645317645,64.7296491779825,48.9858863667197,19.298016983017,23.4326462426462,42.4595908412575,23.909021657355,67.0262501387501,66.0964735881403,70.9816968525302,78.8715021090021,69.9489343989344,52.8914391164391,74.1725515225515,71.6310747894081,81.9922640630974,77.9915630665631,75.4880702630703
"Master.and.Servant",55.1432686911854,26.8198472823473,54.7998572415239,34.3908956783957,73.0858019295519,32.6930951764285,47.7019400352734,36.7768170101503,45.8457499290833,56.3482998482999,62.4394698665532,54.5157211923879,25.4498939023939,46.3752293385627,62.7790430557097,44.3900970017637,74.4565551423885,38.1209942834943,19.43035661869,35.4584787434787,39.0183612683613,44.1282409565743,38.465100331767,49.9072168572169,39.3480268188602,62.2099617974618,56.3208877542211,53.2372648955982,59.4278941737275,70.0125684500685,47.8611530444864,51.6980439313773,54.6491605616606
"Between.Close.Friends",87.1565239544406,88.030779328696,82.8053610741111,85.7429371554372,25.5828174911508,71.1394916040749,49.5992115137948,84.8043290814124,70.8890384307051,25.7917720396887,41.3365449365449,74.0155898422565,85.4980367472034,79.6769538486205,35.0606094214428,41.8561350686351,34.4200518925519,87.2076805910139,37.3344268385935,20.2519924519925,46.9949443457777,17.1386013986014,64.319147981648,87.2699699991367,87.9962497379164,27.5263104179771,79.6800324675325,90.2425145841813,80.7378000086333,80.8623100664767,88.2875289833623,93.1312782896116,27.0788601830269
"Between.casual.acquaintances",61.0561873311873,70.8670920129253,44.4814802481469,56.2454314204314,40.4046935317769,41.2908710887878,55.1502824336158,54.2467009071176,55.5488929280596,39.2866134636968,42.7018518518518,41.1945990737657,39.6110041193375,42.2533101158101,28.2775752642419,34.3440096015096,29.1521809055142,37.6559642517976,27.5292988801322,24.4291408283075,32.8496428879762,19.7529028070695,47.1486753986754,51.0688132854799,50.7877479002479,27.0937722771056,48.185608681442,41.0684563892897,46.8606484564818,47.0882492507492,64.2750476375476,44.6371438746439,39.8874041082374
"Between.teammates.in.sports",73.1822868489535,77.473534644368,68.8205320913654,45.4178593011926,57.4593660968661,37.5693030734697,86.2571627446628,59.4908992242326,80.1030187405187,77.1556423514757,59.7050189008522,43.5939854898188,38.9348264389931,76.8410173160173,34.5806246993747,40.3201819785153,48.4563151354818,49.9169793169793,18.4913159371493,44.7033249158249,58.329959315376,24.6653930174764,62.421149375316,68.5030358530358,90.4972431889099,78.1167932376266,80.0473688348688,48.7924896091563,89.6147653272653,72.4521458479792,79.0207835374502,77.0406098531099,25.344050702384
"Between.second.cousins",68.5661189119523,75.0392300600634,49.992815055315,70.4218611635278,33.9958330249997,40.9152813236147,62.5396941021941,68.145979020979,60.5225532183866,39.6441994733661,47.5988613238613,58.4717762946929,47.6709525813692,50.4376563251563,23.6555124659291,34.6923581048581,28.7659431617765,45.6116402116402,22.2593023488857,32.5096911576078,38.4586109106942,17.7407738095238,43.3003442545109,52.5945518987186,51.7395498020498,22.3290453373787,50.2751520084853,71.8533924408924,53.2979938271605,34.9003417878418,73.4563689397023,55.0794275169275,38.4774873274873
"Parent.and.Infant",87.7917614792615,34.9266761016761,91.3229079562413,89.4324396282729,28.9892095558762,80.2627950752951,59.8358336108336,89.1432524265858,49.6322188613855,28.0442048692049,47.5667835251168,85.836391694725,99.7361882716049,83.7772877585377,30.4572801426968,37.8712832691999,45.8408279220779,98.2270713083213,61.9729938271605,24.0298651194484,34.6044863315697,23.0398999919833,80.6511446886447,90.6580857414191,84.0750573500573,27.9525984817651,85.3182864974532,94.9330848164182,80.079500283667,91.8533495825162,90.3872457789124,96.7426530259864,73.1796088171088
"Grandparent.and.Grandchild",87.4361582861583,38.1348418556752,79.5213160296494,86.3635700719034,30.0537854121187,71.1506370173037,61.4928724053724,85.8156653531654,48.7351454101454,28.0073758032091,46.1171174504508,81.7739257655924,94.0110620089787,79.8292267917268,29.5797659130992,38.9480569584736,39.4692299983967,90.2988806717973,49.6660994869328,20.9059383517717,35.8912207391374,19.5475970017637,72.1831819415153,83.2472720181054,77.3021574104907,24.64836336503,76.1561534144867,92.09856994857,70.6183660475327,70.6468212343212,87.4394830478164,90.5798963382297,90.0078188786522
"Step.parent.and.Step.child",63.962337354004,31.9120074370074,67.091685320852,69.3019471269471,36.6288856205523,56.3894663977997,56.7588195754862,73.1440614940615,45.3952898952899,36.7001207126207,43.3229751729752,66.3610640131473,68.3666195687029,63.7481992544492,29.6181768077601,37.9897817460317,36.6540814894982,68.2526154401154,30.7864237614238,38.247284351451,36.7234948693282,28.2902176527177,64.0914919956587,72.9522102897103,64.0171257754591,24.3333691000358,67.7538587955255,75.2855838605839,65.7066382691383,74.8062721229388,78.0439743898077,72.2717577175911,68.7576266326267
"Foster.parent.and.Foster.child",69.5813206854874,33.6739236072569,73.8297467964135,72.6794406211073,35.7601127267794,56.9264803098137,56.4648498106831,75.8430873139206,45.3587048753715,32.8376489251489,42.7383784425451,64.6940957190957,69.9559032788199,66.3939774731441,32.3677890011223,36.934157046657,40.7664141414142,72.2613245550746,28.516825998076,32.9166325957993,37.5537197370531,26.6653338945006,67.6654937654937,76.2447419864086,67.3464331964332,30.3652239735573,73.6670981795982,74.6347769514436,66.2422212047212,79.6927672636006,80.8038085371419,74.8977687436021,70.9966946633613
"Godparent.and.Godchild",74.0846212429546,38.8706572748239,57.9824837199837,69.5440539398873,36.1395544270544,50.5473728432062,58.1703489411823,69.2901603026603,46.2565510107177,33.9740862532529,40.0048121631455,62.1009630030463,65.1114257655924,60.570820306237,29.488440957191,35.8827831890332,32.2715538319705,61.4240951178451,25.1758808321308,20.4496472663139,35.8879329004329,19.5554904200738,49.063918026418,61.3364091155758,60.7035367410367,24.234174313341,57.5820987654321,72.3105855564189,56.3625761584095,53.3354702396369,77.1260938135938,69.1229455729456,69.3039509872843
