"","Valence.Evaluation","Equality","Activity.Intensity","Socioemotional","Formality.and.Regulation","Intimacy","Visibility","Communal.Sharing","Expected.Reciprocity","Strategic","Concreteness","Uniqueness","Love.Expression","Information.Exchange","Money.Exchange","Goods.Exchange","Service.Exchange","Attachment","Mating","Conflict","Negotiation","Coercion","Importance.for.society","Importance.for.individuals","Affiliation.Coalition","Occupational","Activeness","Endurance","Synchronicity","Spatial.Distance","Morality","Trust","Generation.Gap"
"Parent.and.Child",89.3607905982906,30.0592905551239,91.3872981956315,87.347787706121,26.8283486575153,80.75570663904,61.2517374600708,91.474155011655,38.6945243028576,24.8067836484503,45.8402054735388,84.1914599289599,98.5627548377548,88.9711538461539,36.3566632441632,35.6156709031709,45.6997120163787,97.2566220816221,55.4469735511402,29.5801585759919,42.7670121545122,30.0600331766998,82.7980568541843,93.7813888453594,82.7012052127248,28.5465534465534,80.9147779236014,92.436949914646,71.8209184152812,91.608542492366,91.1802099316805,94.9021173180487,81.7619978605273
"Parent.and.Teenager",71.8122291288958,31.4397899939567,80.7332523957524,82.407502374169,26.0138209013209,66.9042745834412,59.8835998877666,86.5000442458776,39.8088524130191,27.6570307778641,46.8841664508331,78.999261695095,88.0136463844797,76.7459264500931,39.9454425204425,37.2660177785178,41.5904020362354,84.3844911261578,54.6188484355151,47.7826938493605,51.4091405508072,35.4939683773017,78.1650092645191,89.0828656184048,76.4844865011532,29.8322108719168,76.1124516188242,85.7957832109793,63.9877560438835,83.9496995379348,88.2033637749324,83.3679590561944,77.0177791979263
"Wife.and.Husband",87.0535396702063,86.416903004403,91.2170551670552,87.0765173098507,27.5699667616334,92.3260381593715,56.4050710092377,91.2698912198912,67.9391888975222,30.4167562375896,48.1880568505568,89.512362329029,95.9077456494123,85.3916871708538,46.9206987456987,40.4797229005562,43.5402481777482,91.3715731799065,91.5237070028737,39.8984335109335,56.5841359258026,23.0242287033954,76.2045378278221,92.6995924736121,84.7997647958432,35.3561191169034,84.1913371124155,85.2738305539776,81.2590390727646,89.015595479321,89.932466099623,92.7258785332315,27.9215496105202
"Fiance.and.Fiancee",86.0268799102132,85.2474974099974,86.8078951912285,84.5423206423206,29.0314048605715,85.5776374859708,55.3490988949322,85.1332469999137,65.0723010014677,32.2877072002072,44.8644187602521,82.2938922188922,92.6001688126688,79.0396424563091,40.2419114835781,38.891985637819,38.0574942033275,85.6207070707071,83.8232853566187,29.5469183594184,53.9128380878381,17.5368635993636,57.8744987855282,84.4799350431703,76.5595403416482,31.4856505876114,79.0027863748452,71.7180395040689,74.3267658176972,79.3968848054632,87.3216097718549,87.5732110028679,27.6409404139796
"Between.Siblings",75.9475567642234,75.6528123111456,77.6261493136493,83.5067545109212,24.2943224984892,64.4268281101615,61.4896874730208,77.2869355952689,55.4666278166278,35.1878679962013,46.4404623154623,82.9731105314439,84.2923645798646,72.5046166796167,28.9920184753518,36.4139104722438,28.6584111875779,80.2053616136949,18.558021299688,47.3153613361947,48.8235537610538,27.6860429693763,68.7044380728204,87.0480435958377,77.1335277376944,26.6083888515261,71.061783350999,91.2961927052613,69.3627830140085,75.1835080678218,88.0722707666335,83.800303608882,34.8429096865371
"Between.divorced.spouses",30.4723808598809,63.4493190451524,33.0345301303635,34.5697638780972,65.2488668738669,23.4330764914098,48.4650479150479,28.8197897781231,52.4468013468013,67.4918619960287,58.9294936544937,56.3585163293497,30.4653551695218,36.9583001874668,47.6372400747401,37.1992724867725,24.8243185826519,27.499369303536,28.6454247912581,74.2418552126886,61.7883477633478,40.4621108829442,50.2493898893409,50.5239760421133,33.4568971061618,24.5138400724185,35.2223068235323,36.3010286191659,38.9099088184873,24.4786537899283,51.916471926766,28.4127699461033,29.0233039291863
"Between.a.person.and.their.in.laws",61.7382403090736,48.3247895622896,49.9491172407839,53.4597718639385,53.9784317534317,37.2673767590434,57.7126100751101,57.2357236898904,49.5900641025641,44.0209714668048,46.8311124061124,65.1185072643406,51.7729653062986,49.5425583675584,27.6186842478509,31.9055074555075,30.1605056980057,44.2551804676805,18.0216245174579,44.9638296888297,40.8178161344828,24.6007925716259,49.4665918776213,61.8500401559225,46.5844675023597,29.3069227976091,48.1113809574594,58.9990252303978,46.6198148891776,39.166341392812,72.9152128009971,53.6444963895944,73.0461353007922
"Between.cousins",73.5469092635759,74.375573038073,60.4699095657429,70.1950185616852,35.841707675041,46.1732366399033,62.4082318915652,63.6731643356643,53.2308534058534,33.7420141586808,42.2282029698696,66.1825406075406,64.8497861706195,59.0035251785252,23.4223232014899,31.0336823670157,24.1647233938901,52.299718645552,16.4287240537241,27.4200179450179,37.3401763360097,18.4038381371715,49.861952209011,63.1147328524779,56.9380624549742,25.9425625391312,54.4805841580351,73.3022344394893,54.9306322308773,45.206802892097,78.2850439411714,66.9162999219372,37.8090926321319
"Employer.and.Employee",76.0029871363205,31.2488677988678,62.7902008485342,29.0959494209494,85.1916552583219,24.308251008251,77.7228364228365,38.670251045251,68.8769391102724,76.2353079019746,76.8724115390782,45.0341851050184,23.8309082892416,76.8774931858265,83.7748757415424,50.0076599326599,75.1354477312811,37.8210978835979,16.5499138207472,43.6049643257977,59.6439594356261,36.2167789001122,80.5989891372244,71.9733524282544,70.2634488423704,91.5984077832117,72.0279525394721,67.8889246283854,74.3697787325238,68.9939668174962,75.8809989030577,66.5969634124046,59.3153298317514
"Interviewer.and.Job.applicant",63.6351161184494,34.6095925679259,32.6986282236282,28.1922460255794,86.0483682983683,20.4733618233618,63.6599317349317,34.1423443840111,52.8405430988764,76.3804763138097,57.9829380496047,38.3909151034151,17.622101972102,68.1179914221581,50.5014570306237,37.2421476671477,48.0226290684624,20.6297318422318,16.0634239217573,27.2792548500882,54.6676587301587,24.1650292608626,67.2306126244852,60.6526153312918,47.7526959514705,84.6029045482477,61.8196463122934,23.7221218596219,61.9958246365109,58.9290913788463,70.4197643224604,50.1045928109654,54.353633113437
"Guard.and.Prisoner",29.8318576485243,20.4523217523218,49.0514658181325,28.5608518025185,76.4825427658761,20.3967739051072,62.1671979255313,26.7081036247703,32.0820679320679,49.5551377634711,49.8420382087049,40.1952300785634,15.0002284752285,31.6125661375661,19.0626302709636,30.055461359628,37.2779801988135,22.5539301747635,14.3042708834375,71.4699755491422,23.4679934263268,75.3542448292448,69.7840422830619,51.351521816963,25.4711848246162,63.7301708005139,44.2454693998812,51.2277196296804,50.5796262651655,70.0525554057417,56.5988232627939,29.0202189060032,47.365983616964
"Nurse.and.Patient",84.0299546132879,57.6222823472823,57.2294208877542,47.0271435354769,71.2764932598266,38.4831258247925,64.3710863210863,48.7627591544258,48.717163700497,45.0761192511193,60.3994767578101,43.7796717171717,43.1062850729517,66.3329565496232,36.2846460638127,38.986391694725,76.7347863556197,48.0012245470579,17.4253908128908,22.7797699214366,33.6628827962161,26.9032006573673,81.8128931344618,73.283449058204,66.6095729161905,76.810990307804,67.9736332023097,41.5491279689809,66.9906600570816,75.3069592353906,81.8657592135533,78.1723145862852,50.0317720315269
"Therapist.and.Patient",85.3492088158755,55.0730938814272,66.6569371986039,52.2840218423552,71.096534946535,44.485594035594,49.9370561537228,44.3176314426314,56.8666857833525,49.9355514855515,61.6374822708156,56.4651795735129,41.1395522687189,76.8623035914703,53.8220839345839,35.661842632676,78.8735229276896,53.6599567099567,17.3598985890653,23.1169011544012,39.8515472182139,25.4504288920956,79.3141850886949,78.3014569399373,72.4912270645114,76.7194493324395,74.4011312851999,53.820345105149,73.3253353037667,73.2972312364469,82.9135703439625,84.6883997084977,51.7082105621321
"Salesperson.and.Customer",68.8679752346419,61.2227772227772,39.1990953490953,33.9468334135001,74.4642086308753,23.4375744625745,77.4315813815814,33.5060778727445,62.2076984743651,75.0822908572909,81.6386018302685,29.9813411896745,21.0916325957993,60.2775553150553,88.0485890652557,76.5751743626743,79.0805475388809,23.4230860189193,16.9336279461279,28.5678531345198,72.9452641494308,26.0214225589226,64.7825496671085,55.5963551426787,49.3040768418219,72.6357747281767,61.4416987877772,29.3847305381619,60.2144788762436,59.4560959646744,61.4273429366566,48.3941533865553,44.6509028825205
"Between.Business.Partners",71.6818894068894,81.5615828615829,69.7146865480199,45.4142345309012,67.2543142043142,38.1648351648352,62.07574000074,54.6817478817479,79.2708038874705,76.4399788483122,68.7021312021312,63.436373657207,30.7420755170755,78.2981180856181,85.0205968414302,55.1087161295495,62.6231802148469,47.1013588263588,18.5291446208113,40.4093915343915,76.4326378868046,28.6028419111753,64.3740364301639,65.1728334755296,80.8643620722052,78.8623352047372,76.1259751232791,68.9422077740705,75.9696588814236,65.3771189776092,71.6334072880641,76.5872175119724,40.888040155197
"Between.opposing.negotiators",31.0493518826852,60.8476471059804,41.1151999235333,32.4108511858512,77.1486790986791,19.5139332889333,63.7440904774238,32.7164058164058,56.8303782637116,84.5956188872856,62.2524080857414,46.9834375501042,17.8578142536476,54.3738896905564,54.7282728074395,46.4546997755331,40.2507174923842,20.4935245310245,15.8895622895623,77.3047077922078,76.7396645021645,46.3461159211159,54.3114533342475,51.0727457455399,30.3655963227042,64.1068545561193,50.6783621788524,33.7275712123751,50.416827208739,44.959894254257,55.2827746418433,29.1967134263703,41.0269934132679
"Between.political.opponents",30.439507020757,63.8584999876667,49.9199428657762,31.6546326358826,77.9893309622476,24.4635394697895,80.8597429576596,29.3525914671748,51.7900798275798,89.1597881285381,44.5341070966071,46.0202102835436,15.2725211516878,46.3446060112727,41.3999539349539,29.7034656701323,25.2305756897424,19.8111181411181,15.6477443852444,86.8591266141266,60.5302452485786,55.4825951517618,72.8388151971485,57.2333126749794,29.4444196235863,71.712658329325,57.2029196112529,51.3067930526264,64.1021971855305,46.0089735881403,45.2985016526683,18.5091817133484,38.7289014997348
"Between.business.rivals",28.8262694096027,66.7095338303672,47.8370938475105,29.0148384023384,77.2526573734907,24.4572935552102,68.9851405538906,27.3469179740013,48.5507995091328,88.4429216616717,59.6760494135494,45.0511675361675,16.8958176699843,38.2266795241795,63.9997931081264,47.3658795833796,41.3509871918205,22.7642948717949,16.3796291054624,83.9558775792109,64.6260829602496,54.3801753185087,64.085612998113,57.5977545602546,37.6384801926469,79.4769631602965,55.6848319889987,51.2300344717011,59.5667553125886,40.8270639853973,45.1089156214156,19.9026364068031,39.4199297615964
