"","geo","model","value","X"
"2001","modern","FAVEE",0.00545576326160518,"modern_FAVEE"
"2002","modern","FAVEE",0.00291106761309599,"modern_FAVEE"
"2003","modern","FAVEE",0.00147333934760963,"modern_FAVEE"
"2004","modern","FAVEE",0.00846180269821723,"modern_FAVEE"
"2005","modern","FAVEE",-0.000605443687253129,"modern_FAVEE"
"2006","modern","FAVEE",-0.00436884001370182,"modern_FAVEE"
"2007","modern","FAVEE",-0.000781606730284265,"modern_FAVEE"
"2008","modern","FAVEE",0.00113901120099808,"modern_FAVEE"
"2009","modern","FAVEE",-0.0055781910470437,"modern_FAVEE"
"2010","modern","FAVEE",-0.00353480488120432,"modern_FAVEE"
"2011","modern","FAVEE",-0.00478165073024953,"modern_FAVEE"
"2012","modern","FAVEE",0.0106199562899321,"modern_FAVEE"
"2013","modern","FAVEE",0.0104085668189621,"modern_FAVEE"
"2014","modern","FAVEE",0.00141030931208865,"modern_FAVEE"
"2015","modern","FAVEE",3.75393892737202e-05,"modern_FAVEE"
"2016","modern","FAVEE",0.00471433030481983,"modern_FAVEE"
"2017","modern","FAVEE",0.00381433568813319,"modern_FAVEE"
"2018","modern","FAVEE",0.00773758790652415,"modern_FAVEE"
"2019","modern","FAVEE",-0.00397498197882461,"modern_FAVEE"
"2020","modern","FAVEE",0.00454670322269537,"modern_FAVEE"
"2021","modern","FAVEE",0.00655853388747243,"modern_FAVEE"
"2022","modern","FAVEE",0.0063121083176959,"modern_FAVEE"
"2023","modern","FAVEE",0.00245278182411229,"modern_FAVEE"
"2024","modern","FAVEE",-0.00128472905271697,"modern_FAVEE"
"2025","modern","FAVEE",0.00521204920974934,"modern_FAVEE"
"2026","modern","FAVEE",-0.00205122165923893,"modern_FAVEE"
"2027","modern","FAVEE",0.0106352395335634,"modern_FAVEE"
"2028","modern","FAVEE",-0.00191648130359396,"modern_FAVEE"
"2029","modern","FAVEE",0.000111844714023432,"modern_FAVEE"
"2030","modern","FAVEE",-0.00246827319113318,"modern_FAVEE"
"2031","modern","FAVEE",-0.00099210374486246,"modern_FAVEE"
"2032","modern","FAVEE",0.00758648623127085,"modern_FAVEE"
"2033","modern","FAVEE",-0.00179329086229789,"modern_FAVEE"
"2034","modern","FAVEE",0.000247312647451208,"modern_FAVEE"
"2035","modern","FAVEE",-0.000490854714389464,"modern_FAVEE"
"2036","modern","FAVEE",0.00380381385663863,"modern_FAVEE"
"2037","modern","FAVEE",-0.0017464649760743,"modern_FAVEE"
"2038","modern","FAVEE",0.00545414605493714,"modern_FAVEE"
"2039","modern","FAVEE",-0.000337964078401016,"modern_FAVEE"
"2040","modern","FAVEE",0.00723877553668394,"modern_FAVEE"
"2041","modern","FAVEE",0.00070970771509354,"modern_FAVEE"
"2042","modern","FAVEE",0.00337750370504701,"modern_FAVEE"
"2043","modern","FAVEE",-0.00038661374129901,"modern_FAVEE"
"2044","modern","FAVEE",-0.00151412227260014,"modern_FAVEE"
"2045","modern","FAVEE",-0.00472515063453461,"modern_FAVEE"
"2046","modern","FAVEE",-6.20034247088704e-05,"modern_FAVEE"
"2047","modern","FAVEE",3.71174268871061e-05,"modern_FAVEE"
"2048","modern","FAVEE",-0.00693668889903777,"modern_FAVEE"
"2049","modern","FAVEE",-0.00536560314829509,"modern_FAVEE"
"2050","modern","FAVEE",-0.00844804594064169,"modern_FAVEE"
"2051","modern","FAVEE",-0.00470935096226496,"modern_FAVEE"
"2052","modern","FAVEE",0.00180232857785421,"modern_FAVEE"
"2053","modern","FAVEE",0.0100467613444103,"modern_FAVEE"
"2054","modern","FAVEE",-0.0027456900449811,"modern_FAVEE"
"2055","modern","FAVEE",0.00209896739534176,"modern_FAVEE"
"2056","modern","FAVEE",0.00442135159519247,"modern_FAVEE"
"2057","modern","FAVEE",0.00415716147085088,"modern_FAVEE"
"2058","modern","FAVEE",0.00250334241879339,"modern_FAVEE"
"2059","modern","FAVEE",-0.00648682796075233,"modern_FAVEE"
"2060","modern","FAVEE",0.00608639669551355,"modern_FAVEE"
"2061","modern","FAVEE",-0.00625624619750838,"modern_FAVEE"
"2062","modern","FAVEE",0.00170288524033602,"modern_FAVEE"
"2063","modern","FAVEE",-0.00606634943057543,"modern_FAVEE"
"2064","modern","FAVEE",-0.00272190479357466,"modern_FAVEE"
"2065","modern","FAVEE",0.00844595236596009,"modern_FAVEE"
"2066","modern","FAVEE",0.00587958410548416,"modern_FAVEE"
"2067","modern","FAVEE",0.00243418850944348,"modern_FAVEE"
"2068","modern","FAVEE",0.0106977630502211,"modern_FAVEE"
"2069","modern","FAVEE",-0.00505026800347983,"modern_FAVEE"
"2070","modern","FAVEE",-0.0129514407994068,"modern_FAVEE"
"2071","modern","FAVEE",-0.00405732006676892,"modern_FAVEE"
"2072","modern","FAVEE",-0.00156714640371677,"modern_FAVEE"
"2073","modern","FAVEE",0.000197364992053581,"modern_FAVEE"
"2074","modern","FAVEE",0.00519731827241028,"modern_FAVEE"
"2075","modern","FAVEE",-0.00779758779844361,"modern_FAVEE"
"2076","modern","FAVEE",-0.00787933971917268,"modern_FAVEE"
"2077","modern","FAVEE",0.00269143242809944,"modern_FAVEE"
"2078","modern","FAVEE",0.00419218331060671,"modern_FAVEE"
"2079","modern","FAVEE",0.00733888945200708,"modern_FAVEE"
"2080","modern","FAVEE",0.000698291759221931,"modern_FAVEE"
"2081","modern","FAVEE",0.0120717089684718,"modern_FAVEE"
"2082","modern","FAVEE",0.00337569510325088,"modern_FAVEE"
"2083","modern","FAVEE",0.00347612569108204,"modern_FAVEE"
"2084","modern","FAVEE",0.00175057712439199,"modern_FAVEE"
"2085","modern","FAVEE",0.00172029299853957,"modern_FAVEE"
"2086","modern","FAVEE",9.2682264688838e-05,"modern_FAVEE"
"2087","modern","FAVEE",0.00159552710388419,"modern_FAVEE"
"2088","modern","FAVEE",0.00679203744081316,"modern_FAVEE"
"2089","modern","FAVEE",-0.00411115944450993,"modern_FAVEE"
"2090","modern","FAVEE",0.000934568798850741,"modern_FAVEE"
"2091","modern","FAVEE",0.00235583657189366,"modern_FAVEE"
"2092","modern","FAVEE",0.00024740038479048,"modern_FAVEE"
"2093","modern","FAVEE",0.00362899810239734,"modern_FAVEE"
"2094","modern","FAVEE",0.0022939915092901,"modern_FAVEE"
"2095","modern","FAVEE",-0.00200105167079841,"modern_FAVEE"
"2096","modern","FAVEE",0.000795330172613277,"modern_FAVEE"
"2097","modern","FAVEE",-0.00434973571069387,"modern_FAVEE"
"2098","modern","FAVEE",0.00384191596945552,"modern_FAVEE"
"2099","modern","FAVEE",-0.000396561129884235,"modern_FAVEE"
"2100","modern","FAVEE",-0.00684783915853057,"modern_FAVEE"
"2101","modern","FAVEE",-0.00176318496716907,"modern_FAVEE"
"2102","modern","FAVEE",0.00265073112900308,"modern_FAVEE"
"2103","modern","FAVEE",-0.00025747082359197,"modern_FAVEE"
"2104","modern","FAVEE",0.00124950561661334,"modern_FAVEE"
"2105","modern","FAVEE",-0.00448406460254421,"modern_FAVEE"
"2106","modern","FAVEE",-0.00444278615422018,"modern_FAVEE"
"2107","modern","FAVEE",-0.00976338042848747,"modern_FAVEE"
"2108","modern","FAVEE",-0.00299335712167087,"modern_FAVEE"
