"","geo","model","value","X"
"2109","modern","FAVEE",-0.00241184795782174,"modern_FAVEE"
"2110","modern","FAVEE",-0.00381974443660274,"modern_FAVEE"
"2111","modern","FAVEE",0.00950861098680103,"modern_FAVEE"
"2112","modern","FAVEE",-0.00693308001462465,"modern_FAVEE"
"2113","modern","FAVEE",0.00588111975409712,"modern_FAVEE"
"2114","modern","FAVEE",-0.00055055272634337,"modern_FAVEE"
"2115","modern","FAVEE",-0.00261571560453893,"modern_FAVEE"
"2116","modern","FAVEE",-0.000883582235325371,"modern_FAVEE"
"2117","modern","FAVEE",0.0018621426239484,"modern_FAVEE"
"2118","modern","FAVEE",-0.00300719887371327,"modern_FAVEE"
"2119","modern","FAVEE",-0.00641721221181996,"modern_FAVEE"
"2120","modern","FAVEE",0.000993120119547371,"modern_FAVEE"
"2121","modern","FAVEE",0.000365120018687733,"modern_FAVEE"
"2122","modern","FAVEE",0.00261798701278911,"modern_FAVEE"
"2123","modern","FAVEE",-0.000915727876470364,"modern_FAVEE"
"2124","modern","FAVEE",0.00672319599827748,"modern_FAVEE"
"2125","modern","FAVEE",0.00145742879795793,"modern_FAVEE"
"2126","modern","FAVEE",-0.00170027939594698,"modern_FAVEE"
"2127","modern","FAVEE",0.00101845678326193,"modern_FAVEE"
"2128","modern","FAVEE",-0.00605599111234604,"modern_FAVEE"
"2129","modern","FAVEE",-0.00669042693934529,"modern_FAVEE"
"2130","modern","FAVEE",-0.00299778420272051,"modern_FAVEE"
"2131","modern","FAVEE",0.00191193296380675,"modern_FAVEE"
"2132","modern","FAVEE",0.00342636397536473,"modern_FAVEE"
"2133","modern","FAVEE",-0.0111415506686254,"modern_FAVEE"
"2134","modern","FAVEE",0.00704011342712317,"modern_FAVEE"
"2135","modern","FAVEE",-5.38800518814158e-06,"modern_FAVEE"
"2136","modern","FAVEE",-0.00390758965384689,"modern_FAVEE"
"2137","modern","FAVEE",-0.00210134831563013,"modern_FAVEE"
"2138","modern","FAVEE",0.0117561697060659,"modern_FAVEE"
"2139","modern","FAVEE",-0.000162483598957579,"modern_FAVEE"
"2140","modern","FAVEE",0.00589247859802344,"modern_FAVEE"
"2141","modern","FAVEE",0.00754137538357592,"modern_FAVEE"
"2142","modern","FAVEE",0.00388582683829383,"modern_FAVEE"
"2143","modern","FAVEE",9.16407796639055e-05,"modern_FAVEE"
"2144","modern","FAVEE",-0.00833361811490819,"modern_FAVEE"
"2145","modern","FAVEE",-0.0036631007301589,"modern_FAVEE"
"2146","modern","FAVEE",0.000525527645888375,"modern_FAVEE"
"2147","modern","FAVEE",0.00486483687654068,"modern_FAVEE"
"2148","modern","FAVEE",0.00535952251496566,"modern_FAVEE"
"2149","modern","FAVEE",-0.00269552482635258,"modern_FAVEE"
"2150","modern","FAVEE",-0.000369984342712665,"modern_FAVEE"
"2151","modern","FAVEE",-0.00281463377864447,"modern_FAVEE"
"2152","modern","FAVEE",0.0099029109531245,"modern_FAVEE"
"2153","modern","FAVEE",-0.00522756581488483,"modern_FAVEE"
"2154","modern","FAVEE",7.81159932207119e-05,"modern_FAVEE"
"2155","modern","FAVEE",-0.00328860838161608,"modern_FAVEE"
"2156","modern","FAVEE",-0.00367649204584171,"modern_FAVEE"
"2157","modern","FAVEE",0.00288331094357271,"modern_FAVEE"
"2158","modern","FAVEE",0.00957745678585722,"modern_FAVEE"
"2159","modern","FAVEE",-0.00196155000741147,"modern_FAVEE"
"2160","modern","FAVEE",0.00575610475433062,"modern_FAVEE"
"2161","modern","FAVEE",-0.00311723556553662,"modern_FAVEE"
"2162","modern","FAVEE",0.00496255763090215,"modern_FAVEE"
"2163","modern","FAVEE",0.00117198563419047,"modern_FAVEE"
"2164","modern","FAVEE",0.0014352389284646,"modern_FAVEE"
"2165","modern","FAVEE",0.00499771887470357,"modern_FAVEE"
"2166","modern","FAVEE",-0.000290413734004459,"modern_FAVEE"
"2167","modern","FAVEE",0.00235819336616734,"modern_FAVEE"
"2168","modern","FAVEE",0.00658514770193975,"modern_FAVEE"
"2169","modern","FAVEE",-0.00504541758086845,"modern_FAVEE"
"2170","modern","FAVEE",-0.00572078341095302,"modern_FAVEE"
"2171","modern","FAVEE",-0.00886815516308608,"modern_FAVEE"
"2172","modern","FAVEE",0.00354832111893517,"modern_FAVEE"
"2173","modern","FAVEE",-0.000311821269037254,"modern_FAVEE"
"2174","modern","FAVEE",-0.00424649239298265,"modern_FAVEE"
"2175","modern","FAVEE",0.000386902544458111,"modern_FAVEE"
"2176","modern","FAVEE",-0.000535641713452843,"modern_FAVEE"
"2177","modern","FAVEE",0.000628715748843402,"modern_FAVEE"
"2178","modern","FAVEE",0.0109803762780095,"modern_FAVEE"
"2179","modern","FAVEE",0.00119839675700519,"modern_FAVEE"
"2180","modern","FAVEE",0.00114612268211844,"modern_FAVEE"
"2181","modern","FAVEE",-0.00173388614603107,"modern_FAVEE"
"2182","modern","FAVEE",0.00705227011892508,"modern_FAVEE"
"2183","modern","FAVEE",-0.00369982314093575,"modern_FAVEE"
"2184","modern","FAVEE",-0.000592764473480101,"modern_FAVEE"
"2185","modern","FAVEE",-3.81902924274565e-05,"modern_FAVEE"
"2186","modern","FAVEE",-0.00709263001421603,"modern_FAVEE"
"2187","modern","FAVEE",0.00241764869006043,"modern_FAVEE"
"2188","modern","FAVEE",-0.00155889514038744,"modern_FAVEE"
"2189","modern","FAVEE",0.00819389871836176,"modern_FAVEE"
"2190","modern","FAVEE",0.00211958005786843,"modern_FAVEE"
"2191","modern","FAVEE",0.00408964383457368,"modern_FAVEE"
"2192","modern","FAVEE",-0.00494832361220824,"modern_FAVEE"
"2193","modern","FAVEE",0.00824515254185642,"modern_FAVEE"
"2194","modern","FAVEE",-0.00204542863727422,"modern_FAVEE"
"2195","modern","FAVEE",0.00326150949235121,"modern_FAVEE"
"2196","modern","FAVEE",-0.000298180159314392,"modern_FAVEE"
"2197","modern","FAVEE",0.00174819401382334,"modern_FAVEE"
"2198","modern","FAVEE",-0.000322920203655264,"modern_FAVEE"
"2199","modern","FAVEE",0.00469030523962206,"modern_FAVEE"
"2200","modern","FAVEE",-0.00778991679736549,"modern_FAVEE"
"2201","modern","FAVEE",-0.00300901493352738,"modern_FAVEE"
"2202","modern","FAVEE",0.00294763772941362,"modern_FAVEE"
"2203","modern","FAVEE",-0.00174724887577348,"modern_FAVEE"
"2204","modern","FAVEE",-0.000132053132019409,"modern_FAVEE"
"2205","modern","FAVEE",-0.00451338926675019,"modern_FAVEE"
"2206","modern","FAVEE",0.00334628917869143,"modern_FAVEE"
"2207","modern","FAVEE",0.00306283176432359,"modern_FAVEE"
"2208","modern","FAVEE",-0.00166857347686765,"modern_FAVEE"
"2209","modern","FAVEE",4.13785264486441e-05,"modern_FAVEE"
"2210","modern","FAVEE",-0.00675739002504219,"modern_FAVEE"
"2211","modern","FAVEE",-0.00213502133626497,"modern_FAVEE"
"2212","modern","FAVEE",0.00357782595880466,"modern_FAVEE"
"2213","modern","FAVEE",-0.000958251960012205,"modern_FAVEE"
"2214","modern","FAVEE",-0.00155055891881601,"modern_FAVEE"
"2215","modern","FAVEE",0.00315439213623299,"modern_FAVEE"
"2216","modern","FAVEE",0.00196496095648203,"modern_FAVEE"
"2217","modern","FAVEE",-0.00749384244023335,"modern_FAVEE"
"2218","modern","FAVEE",0.00143160340832005,"modern_FAVEE"
"2219","modern","FAVEE",-0.00901435021269469,"modern_FAVEE"
"2220","modern","FAVEE",-0.00185423066108359,"modern_FAVEE"
"2221","modern","FAVEE",0.00657569111528549,"modern_FAVEE"
"2222","modern","FAVEE",0.00287616962148893,"modern_FAVEE"
"2223","modern","FAVEE",0.00918762187334518,"modern_FAVEE"
"2224","modern","FAVEE",-0.00628432845445134,"modern_FAVEE"
"2225","modern","FAVEE",-0.000737025589246196,"modern_FAVEE"
"2226","modern","FAVEE",-0.000449420800293762,"modern_FAVEE"
"2227","modern","FAVEE",0.000431462275350001,"modern_FAVEE"
"2228","modern","FAVEE",0.00377573184701193,"modern_FAVEE"
"2229","modern","FAVEE",0.00136149765341332,"modern_FAVEE"
"2230","modern","FAVEE",-0.005310533484752,"modern_FAVEE"
"2231","modern","FAVEE",0.0116863818371964,"modern_FAVEE"
"2232","modern","FAVEE",-0.00773082502377441,"modern_FAVEE"
"2233","modern","FAVEE",0.0025383379804549,"modern_FAVEE"
"2234","modern","FAVEE",0.000105970312163576,"modern_FAVEE"
"2235","modern","FAVEE",0.0013842630117234,"modern_FAVEE"
"2236","modern","FAVEE",-0.0012673592379661,"modern_FAVEE"
"2237","modern","FAVEE",0.0011939432483518,"modern_FAVEE"
"2238","modern","FAVEE",0.0011293663556207,"modern_FAVEE"
"2239","modern","FAVEE",0.0119867929318326,"modern_FAVEE"
"2240","modern","FAVEE",-0.00229805561963377,"modern_FAVEE"
"2241","modern","FAVEE",-0.0100715809211839,"modern_FAVEE"
"2242","modern","FAVEE",0.00162672816516983,"modern_FAVEE"
"2243","modern","FAVEE",-0.00632095719855552,"modern_FAVEE"
"2244","modern","FAVEE",-0.00382939883247154,"modern_FAVEE"
"2245","modern","FAVEE",0.00271354465609211,"modern_FAVEE"
"2246","modern","FAVEE",0.0114184237378895,"modern_FAVEE"
"2247","modern","FAVEE",0.00173016465927903,"modern_FAVEE"
"2248","modern","FAVEE",0.00282662991641421,"modern_FAVEE"
"2249","modern","FAVEE",0.00849739659070735,"modern_FAVEE"
"2250","modern","FAVEE",-0.00327232702288054,"modern_FAVEE"
"2251","modern","FAVEE",8.54673184294785e-06,"modern_FAVEE"
"2252","modern","FAVEE",-0.00207210946522904,"modern_FAVEE"
"2253","modern","FAVEE",0.00277910866016485,"modern_FAVEE"
"2254","modern","FAVEE",-0.000670470339928892,"modern_FAVEE"
"2255","modern","FAVEE",0.000919089201910675,"modern_FAVEE"
"2256","modern","FAVEE",-0.000280705284218134,"modern_FAVEE"
"2257","modern","FAVEE",0.0120647759581463,"modern_FAVEE"
"2258","modern","FAVEE",0.00546397360117261,"modern_FAVEE"
"2259","modern","FAVEE",0.00585523145029649,"modern_FAVEE"
"2260","modern","FAVEE",0.00276498924012305,"modern_FAVEE"
"2261","modern","FAVEE",-0.0033187364291692,"modern_FAVEE"
"2262","modern","FAVEE",-0.00061654768312774,"modern_FAVEE"
"2263","modern","FAVEE",0.00491267528313549,"modern_FAVEE"
"2264","modern","FAVEE",-0.000912985912632879,"modern_FAVEE"
"2265","modern","FAVEE",0.013531518775304,"modern_FAVEE"
"2266","modern","FAVEE",0.000851095577979829,"modern_FAVEE"
"2267","modern","FAVEE",0.0012478219441102,"modern_FAVEE"
"2268","modern","FAVEE",0.000394338478175454,"modern_FAVEE"
"2269","modern","FAVEE",0.0016616160902474,"modern_FAVEE"
"2270","modern","FAVEE",-0.000546372996797507,"modern_FAVEE"
"2271","modern","FAVEE",0.00728829974941983,"modern_FAVEE"
"2272","modern","FAVEE",0.00491666007049133,"modern_FAVEE"
"2273","modern","FAVEE",0.00169050016957997,"modern_FAVEE"
"2274","modern","FAVEE",0.00250336415924345,"modern_FAVEE"
"2275","modern","FAVEE",0.00241556158511969,"modern_FAVEE"
"2276","modern","FAVEE",0.0052218427735442,"modern_FAVEE"
"2277","modern","FAVEE",0.00260882380645613,"modern_FAVEE"
"2278","modern","FAVEE",0.00416211190605299,"modern_FAVEE"
"2279","modern","FAVEE",-0.00279919563270111,"modern_FAVEE"
"2280","modern","FAVEE",0.00228285950443661,"modern_FAVEE"
"2281","modern","FAVEE",0.00388286807425047,"modern_FAVEE"
"2282","modern","FAVEE",-0.00073012341013719,"modern_FAVEE"
"2283","modern","FAVEE",0.00125329767280634,"modern_FAVEE"
"2284","modern","FAVEE",-0.00427317680389484,"modern_FAVEE"
"2285","modern","FAVEE",-0.00351558456776684,"modern_FAVEE"
"2286","modern","FAVEE",-0.000946746283331451,"modern_FAVEE"
"2287","modern","FAVEE",0.00209986554264227,"modern_FAVEE"
"2288","modern","FAVEE",-0.000437084768632184,"modern_FAVEE"
"2289","modern","FAVEE",-0.00758555742268093,"modern_FAVEE"
"2290","modern","FAVEE",0.0104394135781251,"modern_FAVEE"
"2291","modern","FAVEE",0.00804035535645588,"modern_FAVEE"
"2292","modern","FAVEE",0.0085650817019204,"modern_FAVEE"
"2293","modern","FAVEE",0.000302228016599416,"modern_FAVEE"
"2294","modern","FAVEE",0.00466363613959562,"modern_FAVEE"
"2295","modern","FAVEE",0.00344305488489862,"modern_FAVEE"
"2296","modern","FAVEE",-0.00422849669090439,"modern_FAVEE"
"2297","modern","FAVEE",-0.00263084470262611,"modern_FAVEE"
"2298","modern","FAVEE",0.00869875339837745,"modern_FAVEE"
"2299","modern","FAVEE",-0.00116240021848393,"modern_FAVEE"
"2300","modern","FAVEE",0.00220827375300792,"modern_FAVEE"
"2301","modern","FAVEE",0.00293483129167417,"modern_FAVEE"
"2302","modern","FAVEE",0.00583716654642634,"modern_FAVEE"
"2303","modern","FAVEE",-0.00951705199439767,"modern_FAVEE"
"2304","modern","FAVEE",-0.000424257393973553,"modern_FAVEE"
"2305","modern","FAVEE",0.00337883241284387,"modern_FAVEE"
"2306","modern","FAVEE",-0.00834352761832966,"modern_FAVEE"
"2307","modern","FAVEE",-0.00228242968885291,"modern_FAVEE"
"2308","modern","FAVEE",-0.000817844438061252,"modern_FAVEE"
"2309","modern","FAVEE",-0.00582602355526396,"modern_FAVEE"
"2310","modern","FAVEE",-0.00544308266404659,"modern_FAVEE"
"2311","modern","FAVEE",-0.000981109809007755,"modern_FAVEE"
"2312","modern","FAVEE",0.000716341002143489,"modern_FAVEE"
"2313","modern","FAVEE",0.00773392676263604,"modern_FAVEE"
"2314","modern","FAVEE",0.00399838878299341,"modern_FAVEE"
"2315","modern","FAVEE",0.00892437052401096,"modern_FAVEE"
"2316","modern","FAVEE",0.00201544180368707,"modern_FAVEE"
"2317","modern","FAVEE",0.00338067997304439,"modern_FAVEE"
"2318","modern","FAVEE",-0.00319031706368698,"modern_FAVEE"
"2319","modern","FAVEE",-0.000401952184537932,"modern_FAVEE"
"2320","modern","FAVEE",-0.00249804194051163,"modern_FAVEE"
"2321","modern","FAVEE",0.00220773150929342,"modern_FAVEE"
"2322","modern","FAVEE",0.00207869290109143,"modern_FAVEE"
"2323","modern","FAVEE",0.0031961360390405,"modern_FAVEE"
"2324","modern","FAVEE",0.00239205515003732,"modern_FAVEE"
"2325","modern","FAVEE",-0.0030201316107,"modern_FAVEE"
"2326","modern","FAVEE",0.00426293778991295,"modern_FAVEE"
"2327","modern","FAVEE",0.00209866900184401,"modern_FAVEE"
"2328","modern","FAVEE",0.00376964441989476,"modern_FAVEE"
"2329","modern","FAVEE",0.00686043129590141,"modern_FAVEE"
"2330","modern","FAVEE",-0.00439023906917861,"modern_FAVEE"
"2331","modern","FAVEE",0.00712623972616763,"modern_FAVEE"
"2332","modern","FAVEE",-0.0015611339321995,"modern_FAVEE"
"2333","modern","FAVEE",0.0064087253054856,"modern_FAVEE"
"2334","modern","FAVEE",0.0072741028001741,"modern_FAVEE"
"2335","modern","FAVEE",0.000145740196463694,"modern_FAVEE"
"2336","modern","FAVEE",0.000626002079172394,"modern_FAVEE"
"2337","modern","FAVEE",-0.0024216571578665,"modern_FAVEE"
"2338","modern","FAVEE",-0.00536076362406526,"modern_FAVEE"
"2339","modern","FAVEE",-0.000491100939962051,"modern_FAVEE"
"2340","modern","FAVEE",0.00682216616741574,"modern_FAVEE"
"2341","modern","FAVEE",-0.00281693303648462,"modern_FAVEE"
"2342","modern","FAVEE",-0.00473744373459504,"modern_FAVEE"
"2343","modern","FAVEE",0.0139771095756228,"modern_FAVEE"
"2344","modern","FAVEE",-0.000897593962470203,"modern_FAVEE"
"2345","modern","FAVEE",0.00189399611542576,"modern_FAVEE"
"2346","modern","FAVEE",-0.000688339302135156,"modern_FAVEE"
"2347","modern","FAVEE",0.00524088871748741,"modern_FAVEE"
"2348","modern","FAVEE",-0.000934399449777899,"modern_FAVEE"
"2349","modern","FAVEE",-0.00596584793805969,"modern_FAVEE"
"2350","modern","FAVEE",0.000267336581672617,"modern_FAVEE"
"2351","modern","FAVEE",-0.000922580858083937,"modern_FAVEE"
"2352","modern","FAVEE",-0.00608674344971494,"modern_FAVEE"
"2353","modern","FAVEE",-0.00683339197297349,"modern_FAVEE"
"2354","modern","FAVEE",0.00101198785548978,"modern_FAVEE"
"2355","modern","FAVEE",-0.00521065821414864,"modern_FAVEE"
"2356","modern","FAVEE",0.00171731354555193,"modern_FAVEE"
"2357","modern","FAVEE",0.00137480138884055,"modern_FAVEE"
"2358","modern","FAVEE",0.00320811662387727,"modern_FAVEE"
"2359","modern","FAVEE",0.000583628893790205,"modern_FAVEE"
"2360","modern","FAVEE",0.00624282308801866,"modern_FAVEE"
"2361","modern","FAVEE",-0.0065995756794863,"modern_FAVEE"
"2362","modern","FAVEE",0.00435667362519221,"modern_FAVEE"
"2363","modern","FAVEE",0.00898743057305692,"modern_FAVEE"
"2364","modern","FAVEE",-0.00349610485414349,"modern_FAVEE"
"2365","modern","FAVEE",0.00161561019115106,"modern_FAVEE"
"2366","modern","FAVEE",-0.00697417762272562,"modern_FAVEE"
"2367","modern","FAVEE",0.00469435385334578,"modern_FAVEE"
"2368","modern","FAVEE",0.00369402869072784,"modern_FAVEE"
"2369","modern","FAVEE",0.01482777834632,"modern_FAVEE"
"2370","modern","FAVEE",-0.000421070728813479,"modern_FAVEE"
"2371","modern","FAVEE",0.00157114290813357,"modern_FAVEE"
"2372","modern","FAVEE",-0.00881543592945691,"modern_FAVEE"
"2373","modern","FAVEE",-0.00550930898272883,"modern_FAVEE"
"2374","modern","FAVEE",-0.00354318335598607,"modern_FAVEE"
"2375","modern","FAVEE",-0.00934453846579173,"modern_FAVEE"
"2376","modern","FAVEE",0.00635495207216735,"modern_FAVEE"
"2377","modern","FAVEE",0.00622651218437472,"modern_FAVEE"
"2378","modern","FAVEE",0.00569610995989252,"modern_FAVEE"
"2379","modern","FAVEE",-0.00363393109406372,"modern_FAVEE"
"2380","modern","FAVEE",-0.00655721147817213,"modern_FAVEE"
"2381","modern","FAVEE",0.00455469219148107,"modern_FAVEE"
"2382","modern","FAVEE",-0.00334706323151485,"modern_FAVEE"
"2383","modern","FAVEE",0.00788240935598767,"modern_FAVEE"
"2384","modern","FAVEE",0.00351041206923158,"modern_FAVEE"
"2385","modern","FAVEE",0.0031257587506316,"modern_FAVEE"
"2386","modern","FAVEE",0.0024819382381727,"modern_FAVEE"
"2387","modern","FAVEE",-0.00525940674460586,"modern_FAVEE"
"2388","modern","FAVEE",-0.000748250951544699,"modern_FAVEE"
"2389","modern","FAVEE",-0.00107361235611155,"modern_FAVEE"
"2390","modern","FAVEE",-0.00658752867722387,"modern_FAVEE"
"2391","modern","FAVEE",-0.00237404756656945,"modern_FAVEE"
"2392","modern","FAVEE",0.00119460832855653,"modern_FAVEE"
"2393","modern","FAVEE",0.00222170717831929,"modern_FAVEE"
"2394","modern","FAVEE",0.00192398125138927,"modern_FAVEE"
"2395","modern","FAVEE",0.00393870395322705,"modern_FAVEE"
"2396","modern","FAVEE",-0.00405427600495874,"modern_FAVEE"
"2397","modern","FAVEE",0.00229258933506,"modern_FAVEE"
"2398","modern","FAVEE",-0.00247633107388865,"modern_FAVEE"
"2399","modern","FAVEE",0.00100589552156519,"modern_FAVEE"
"2400","modern","FAVEE",-0.00198058936503599,"modern_FAVEE"
"2401","modern","FAVEE",-0.00733777170498593,"modern_FAVEE"
"2402","modern","FAVEE",0.00165372358007486,"modern_FAVEE"
"2403","modern","FAVEE",0.00232099171574198,"modern_FAVEE"
"2404","modern","FAVEE",-0.00266924681106277,"modern_FAVEE"
"2405","modern","FAVEE",-0.00560303449691738,"modern_FAVEE"
"2406","modern","FAVEE",-0.0020333645046555,"modern_FAVEE"
"2407","modern","FAVEE",-0.00280158761998078,"modern_FAVEE"
"2408","modern","FAVEE",-0.00836177265801609,"modern_FAVEE"
"2409","modern","FAVEE",0.00492037462744815,"modern_FAVEE"
"2410","modern","FAVEE",0.00663964046324211,"modern_FAVEE"
"2411","modern","FAVEE",-0.00677330348288291,"modern_FAVEE"
"2412","modern","FAVEE",0.00096291408800502,"modern_FAVEE"
"2413","modern","FAVEE",-0.00332094554961554,"modern_FAVEE"
"2414","modern","FAVEE",0.00572074626477422,"modern_FAVEE"
"2415","modern","FAVEE",-0.000295010957778335,"modern_FAVEE"
"2416","modern","FAVEE",0.00274281406503604,"modern_FAVEE"
"2417","modern","FAVEE",-0.001297009289697,"modern_FAVEE"
