"","FA1","FA2","FA3","FA4","FA5"
"Psychologist and Client",-0.155422971775427,0.700679841366915,1.23869148195233,0.309410704606234,-0.872307593247918
"Judge and Contestant",-0.835709319123529,-0.836800423805667,0.531504207392804,-0.209917852575262,-0.273644775877367
"Man and God",0.954378327033046,-0.352763382317874,-0.772831772149895,0.279024313771395,-1.68671625162292
"Between Co-workers",-1.40675496174471,0.842530823834963,-0.51806880478104,0.542646069544756,1.258746252136
"Between sports rivals",-0.715557686065965,-0.314706831792226,-0.933788526987365,-1.97769220387681,1.47036351611821
"Between romantic rivals",1.02661747835921,-1.21828952171694,-0.785548921553888,-2.37211883180983,-0.274619466306088
"Between criminal and their accomplice",0.165662428956457,0.29925166666938,0.636424386211242,-0.435150270938778,0.421816193078103
"Between diplomats",-1.55238363858808,0.608121398942669,-0.221202550668565,-0.878505825147324,1.93852234804166
"Principal and Teacher",-1.11457744872223,1.13324086623982,0.168129626443451,0.223590515487556,-0.0792952489515261
"Professor and Teaching Assistant",-1.15333566804009,0.794210417527682,0.069955465284558,0.758961170465525,-0.728096321710965
"University student and Administrator",-0.996243528901895,-0.282468997305616,0.348067399185542,0.643426265489308,-0.770158150999975
"Student and Dorm Resident assistant",-0.866845744467032,-0.537586605401789,-0.434565791986959,0.496537688962385,-0.631608847326046
"Mentor and Mentee",-0.265567771836666,0.904078073129351,-0.0302328304602001,0.614607264711148,-1.27003058075393
"Athletic trainer and Trainee",-0.382526321709225,0.712337055297246,1.34345408287352,0.0577301287577561,-0.434775800094197
"Researcher and Research Subject",-0.892434464980664,-0.519769790240783,0.487271590914615,0.721366280966633,-0.951754466277878
"Between peers",-0.011770324840247,-0.220165854084354,-0.649238390273717,0.312401467559399,1.0337115519998
"Between classmates",-0.481950536446771,-0.366237622717849,-0.838122010051829,0.229249496309775,1.27543919087226
"Between roommates",0.695282940983653,0.121402228238521,0.538964836816642,0.211995032041565,1.44200856593059
"Between sorority sisters",0.439880374271264,0.427419027725565,-0.866882058817098,0.533171793297702,0.68539930416263
"Between fraternity brothers",0.519385173923801,0.0285973588100783,-0.953049072692104,0.616798900817682,0.889131260259198
"Bride and Bridesmaid",0.759326568507566,0.504112979005788,-0.436094962075195,0.561826834541133,-0.275204161195785
"Groom and Groomsman",0.318823346582734,0.224129580769264,-0.731361124674299,0.923368476849297,-0.45044527203092
"Predecessor and Successor",-1.07183652994715,0.0312564756392965,-0.637306217664913,0.265161688142004,-0.0897063171741456
"Landlord and Tenant",-0.550682055458019,-0.1900176319552,1.81222781165556,0.0267122901903097,1.0557627386518
"Landlord and Housekeeper",-0.374746155149407,-0.460060356297453,2.01948120985487,0.225920434136256,0.392589545352333
"Guest and Host",-0.139618675775315,-0.325742928176824,0.697580978287532,0.70717571745034,-0.0668015950942983
"Television host and Guest",-1.3573906168787,-1.13704844579446,0.106863514266269,0.645972717755517,0.565982954232797
"Volunteer and Organizer",-1.39796991389375,0.259908170421869,-0.708504502790905,1.12503869089216,-0.206008779431639
"Celebrity and Fans",-0.147182668122796,-2.38429240023406,0.0223616186626312,0.708301338696693,-0.677859858059383
"Celebrity and Haters",-0.0405533734787804,-2.56903300706833,-1.1966719156013,-1.32401082282759,-0.648754747840413
"Native and Tourist",-0.336903609219638,-2.15995973214406,0.750484044919713,0.530944227048401,0.842919722768359
"Bully and Victim",1.04153109140458,-0.883822993980893,-0.568971941056705,-2.63187738356633,-1.11748471944526
"Between friends",0.790028117472221,0.514890531758644,-0.68462445470078,0.762417332732803,0.727096820593719
"Between Facebook Friends",0.173891767628126,-1.67487209514748,-0.971289099833269,0.887121629093663,0.557407848097097
"Between a person and their social media follower",-0.427904773414309,-1.86144462535971,-0.915054511373942,0.90629135026455,-0.113759816729066
"Between childhood friends",0.692533104746826,0.256054344502389,-0.808883457178161,0.671776789427992,1.05996108834443
"Between pen-friends",0.740389208374386,-0.761082484199877,-0.18725213178406,0.983886990148747,1.09654583135664
"Between friends with benefits",1.51228582662139,-0.224466606885619,1.28049812374097,0.0734972454652881,0.872105155717623
"Between political allies",-1.02917166351673,0.383036782017005,-0.0458042638696528,-0.0343062500122036,0.80367003235508
"Between romantic lovers",1.3809471237347,1.24908501036331,-0.0689525822197723,0.54138533659859,0.85140529222346
"Between ex-lovers",1.01514297216765,-1.31403906363355,-0.471123370248161,-1.1664552901891,0.962999590360927
"Between life-partners",1.47331709558025,1.0181327036076,0.0555025388043897,0.344069840540259,0.925624687137367
"Between soul-mates",1.52942531377675,0.936145567670455,-0.189570632895166,0.713582190811426,0.800638761919321
"Between strangers",-0.0667900685267232,-3.32520501132997,-0.342569479286842,0.168925845326831,0.492484597622506
"Between neighbors",0.09223378368755,-0.754452986052618,-0.754796725052357,0.351961086528435,1.32710101482634
"Between church members",-0.402484694561994,-0.173523195989736,-1.16501801861709,1.08937246026535,1.23500674314347
"Between fans of the same sports team",-0.256520342903571,-1.5036981220727,-0.714899120921902,1.35546779013044,1.28035362690595
"Between fans of opposing sports teams",-0.186002365139957,-2.07814670164077,-1.27403549912644,-1.56599017502493,0.684963917133885
"Superior and Subordinate",-1.16647426523079,0.358898819373616,-0.217574237966322,-0.426166040186689,-0.665751497798287
"Aunt and Niece/Nephew",1.17403353287444,0.199207681060528,-0.894512902737551,0.623692973637114,-0.408655048015303
"Uncle and Niece/Nephew",1.00202532748302,-0.0188135975503589,-0.616129913191041,1.05544945651451,-0.1587219935476
"Between frenemies",0.402878691191138,-0.85747288408432,-0.643465698097285,-1.65064809596305,0.833935420715692
"Between half-siblings",0.82772775496389,0.343663350877957,-0.845872156075588,-0.226816898514299,1.01683708507179
"Between adoptive parents and adopted kids",1.48404921807452,1.05162460161813,-0.559883709303397,0.282114992650189,-0.675692445710891
"Mother and Infant",1.69167546073389,0.82512086610697,-0.5613928670299,0.609467572028635,-1.44800327262257
"Between alumni",-0.647964950298761,-1.05339747326252,-1.03904880124673,0.797770993978046,0.504272738988818
"Between a monarch and their minister",-0.73709680781297,0.697578679599332,-0.433900791466949,0.200135782318993,-0.913997073196409
"Between confidants",0.722933331345538,0.508970301742662,-0.367521796428409,0.633601267255933,0.78620541332123
"Between a person and their significant other",1.62387149500112,1.33491695907588,0.350733931955793,0.0960437862058863,0.705724893672381
"Between companions",1.17341979350709,1.03107346961688,-0.0144257866771563,0.288173469161116,1.02751163550569
"Between playmates",0.310343960130307,-0.236236770580607,-0.768741839732282,0.530617554674043,1.26367180443659
"Between competitors in sports",-1.03064821041467,-0.0532911646959222,-1.07093354227155,-2.03074498628845,0.855745307139758
"Between a person and their crush",1.20161151122613,-0.98210402522707,-0.477248696233194,0.517977266266649,-0.445530594893524
"Between cohabitants",0.45936106374096,0.542103540312692,0.139131351713117,0.264772945554706,1.55840621823771
"Between long-distance lovers",1.51568451640065,0.563395119693017,0.0496402694065862,0.594226662736572,1.04599203951446
"Between brothers-in-arms",-0.624468695434134,1.34333441969784,-1.28019625087595,0.869055351615811,0.197848331533135
