"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.0013,0.8371,0.6388,0.2216,0.3464,0.5182,0.2392,0.3056,0.761,0.8953,0.6841,0.736,0.5851,0.4638
