,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,cl_k3
Parent and Child,1.2363368818382632,-1.1527094691109516,1.6701396793364385,1.793671982182641,-1.2795195713791805,1.9316287454693952,-0.1249296088220228,2.005641024296549,-1.0784480983673737,-0.942814334448714,0.0798287571403053,1.6661158055240035,1.9797549369362744,1.2604451620268695,0.4223004178173278,0.1339340116850219,-0.2360002047966284,1.895701359990036,0.3669596012512343,-0.4427294617284173,-0.4680079598362627,0.593867738453303,1.6719898750872064,1.1902089973405048,-1.3976633499437725,-1.325398942080282,-0.7689195366829723,0.8892298978112912,-0.7162471161625305,-0.6468922587319782,-0.2109751642707706,1.2748444884122578,0.67934634571916,0
Parent and Teenager,0.9285729008905096,-0.9706119530237852,1.1002293220365689,1.5268297088298897,-1.317288561508405,1.5213733534988867,0.2037036583656664,1.8425006518969285,-0.8553904153063084,-0.8088397886387511,0.2050964931195172,1.3232917163481972,1.9625809604853468,1.1417904622898365,1.0813329706694403,0.6424160784669891,0.0887704491569539,1.795059937421363,0.3583379967023697,0.2901685502876849,0.4684767008390345,1.1185547549388373,1.3773248303842178,1.00456296799204,-1.3976633499437725,-1.292862029647201,-1.051785908231773,1.3682576541018348,-1.3354758784071954,-1.218544575491981,-0.2315708490287407,1.0802451345860955,0.8204952146808916,0
Wife and Husband,0.8356630198496782,1.4573549281384344,1.7669169098213218,1.641190683123926,-1.1803759722899665,2.31391217889646,-0.0238116804565799,1.8898639858193984,1.4604731764747514,-0.92137840711912,0.2990472951039262,1.5271330666689469,1.972885346355904,1.2272218461005002,1.2761413353489957,0.951926901725578,0.3501712194122761,1.842025934620077,3.091386638692473,0.1960802919883201,0.2699826695002487,-0.2631210551397362,0.1249983903965187,0.7260939239693426,-0.0079381869002186,-0.8264996181063806,-0.8632083271992391,0.7037997986020488,-1.005220538543374,-1.2820614995764257,-0.3345492728185915,0.9273456422941112,-2.02012577317396,0
Fiance and Fiancee,0.992448444106081,1.4853699306133832,1.7776699354307537,1.7079012514621137,-1.1898182198222722,2.31391217889646,0.1405049531372647,1.8056625032905629,1.5851230581853466,-1.0285580437670905,0.1111456911351083,1.5363985825926174,2.00723329925776,1.1987447181636126,0.9445526295114548,0.5374034777185395,0.1442190973929314,1.8051240796782304,2.6473740044259424,-0.3288331490502392,0.4277599764618478,-0.4205271600853967,-0.4459151337155204,0.5218832916860309,-0.3815202199764428,-0.8590365305394612,-1.03292815012852,-0.8105460116067649,-1.2116301259582622,-0.5357376415842001,-0.8494413917678449,1.052445226896644,-2.037769381794176,0
Between Siblings,0.173680117433755,0.5702131830983926,1.019581629965833,1.545889871212229,-1.3597786754037826,1.1017939753472303,-0.2892462424158674,1.4583313878591135,0.5420003638703651,-0.9964041527726992,-0.1456531676222761,1.6800140794095098,1.584753478564933,0.9187196267842144,-0.5973348526331099,0.0952451587776983,-0.2756063821080408,1.6306789472258647,-0.4779576445375044,0.6368095019169223,0.1834596301987265,0.331524230210536,-0.3169991766579634,0.3733664682072594,-1.2482305367132829,-1.0434123676602507,-1.3912255540903344,1.2446375879623397,-1.60380834204655,-1.996626895526429,-0.1491881099968602,0.5242469807970609,-1.508461123187682,0
Between divorced spouses,-1.7948479871188583,0.579551517256709,-1.2224242096006352,-1.2273637554181511,0.2690090239190237,-0.7070593437954665,-0.5799602864665157,-0.8151086404194624,-0.17309632594305,0.7506239245892178,-0.5590366963536755,-0.2657442645612853,-0.5482543966403106,-0.704476665618398,0.2150574766688648,0.3550131711554426,-0.3706612076554307,-0.3888589323188326,0.8152830377921978,2.270973988169042,1.68997843215464,1.684050761595469,-1.1089114842972436,-0.1464424139684427,-0.6953291277604712,-1.0108754552271704,-1.410083312193588,0.0393419431022633,-1.7689360119784607,-1.043873034259758,1.0247659212074376,-1.1993472959489468,-1.949551338693094,2
Between a person and their in-laws,0.3362724092552098,0.4348073378028074,-0.5127245193781562,-0.1361694590292216,0.6325355539128095,-0.4459877307233247,0.6587343360101594,0.2374098911909894,0.0368403169379525,0.1396999956957867,-0.0579657524368277,0.6561745698439245,0.1833570001692174,-0.8088928013869868,-0.5890451349871715,-0.2308466014411719,-0.3310550303440183,0.0438991847264595,-0.5339980741051249,0.948786358383236,0.1223845436329465,0.8387216794798859,-1.6798250084092832,-1.5944814428864698,-1.6815856950817023,-0.468593581342495,-1.6740919256391356,-1.0114286190834445,-1.1084253322508184,-1.3455784236608703,-1.0348025545895765,-1.032547849812237,1.3498034732873856,2
Between cousins,0.4582166281213009,0.9857690531434647,0.4658008110801103,1.021735405697896,-0.9915310216438438,-0.0030983871187984,0.2985017162082691,0.8847087881314173,-0.3305488081038019,-0.8356346978007437,-0.5277197623588725,1.096286576218271,0.8531420817554052,0.0976291046039457,-0.8170123702504807,-0.3248052442161008,-0.7667229807695555,0.5303327271417105,-0.5253764695562603,-0.1208485780726968,-0.3153202434218121,-0.1989926420137266,-0.3169991766579634,-1.1489309724501535,-1.487323037882066,-0.5445130436863496,-1.8060962323619096,-0.0842781230372315,-0.9639386210603964,-2.2030568988008743,-0.9112284460417552,0.1072483654552847,-1.2790942111248682,0
Employer and Employee,0.685131145278716,-1.0395719591159664,0.3276657897897211,-1.1082377405285302,1.2037915296173298,-0.9731515648113034,0.9290303368331696,-1.0652841990868698,0.5712703765797356,1.449764939031363,1.77479758473595,-0.1949292500018039,-0.6095900268221959,1.1458586234236778,2.061888143646168,0.5531948462521409,1.7329926101135913,-0.4535569896844078,-0.4908900513608015,0.191835708907146,0.8661918478804846,0.5763781712371187,0.7511616103903686,0.5590124975557241,-0.1225033437102608,1.5812319019415777,1.0791407574358616,0.4411071580556219,0.8593460677711168,0.1364831383095069,-0.4718538378717257,0.2833144474884794,0.1735628986062878,1
Interviewer and Job applicant,0.3778138464513509,-1.1918586392362005,-1.607878819907949,-1.5158319822431725,1.6744512527661275,-1.2456988531833195,-0.4827315091920515,-1.2110175342329323,-0.518785269148547,1.6740177172486546,1.231328330179984,-0.8004968978702658,-0.7862366417460256,0.4576613649488861,-0.1052808980777593,-1.1167423761762143,-0.0662594448905749,-1.0909526659526678,-0.4508611730982154,-0.653543754760076,1.607817899036388,-0.0898910560460995,-0.3231380317559421,-0.041242997337646,-0.9991758479958,1.353473514910014,0.3751177882477344,-1.6346797858700646,0.2951598621704223,-0.62571995070383,0.084229650593468,-1.4402798292575285,0.2970681589478032,1
Guard and Prisoner,-1.426781919918642,-1.5941253414405918,-0.267886397809562,-1.3340273564423966,0.971366974975948,-1.2657812849580996,0.6490114582827129,-1.3211271652321797,-1.5159843228333092,0.1207374445965303,0.3332550230059417,-0.4232580352636829,-0.8254914450624322,-2.1934236406042524,-1.1859048054947448,-1.1206902183096146,-0.9687144850577591,-1.0669904224839364,-0.5678686634042361,2.1231210108414684,-0.9369773745377898,3.4788134925896386,-0.2249163501882793,-0.4187232570128583,-1.7413588203738988,0.3556748669622113,-1.3912255540903344,-0.4808925019014447,-0.4479146525231755,0.7716523791539545,-0.3345492728185915,-1.4634464189987384,-0.4439634031012884,2
Nurse and Patient,1.274751544191684,-0.3442252310198043,0.2019381057409834,-0.2490642669861548,0.4948966379611164,-0.2760042903439357,0.4662213570067201,-0.2005997438868986,-1.2979731936876528,-0.5751057348718309,0.5259746168201139,-0.7045326258036787,0.2491087957241986,-0.0474686425030547,-0.9697800240113476,-0.9154024273727958,1.6848993948068764,-0.1564251706721363,-0.5278397851416501,-1.0921506731480908,-1.5549990838343757,-0.4188614870171887,1.684267585283164,1.3572904237541232,0.7193015041548312,1.2558627776107725,0.8339899020935675,-0.959920258191988,0.6254152020342437,0.4170162196824714,0.5304694870161544,0.5937467500206904,-0.4145573887342612,1
Therapist and Patient,1.5177466176830887,0.0982681414050262,0.992699065942254,0.4752219035427417,0.1055855089368022,0.4297497405983378,-1.49391079284648,-0.5114975255318321,-0.68834948070628,-0.7399974835610164,0.3294006311296585,-0.0956558651053349,0.3815937569170708,0.7288721072049614,0.2411108749846718,-1.1325337447098158,1.6933864328021788,0.1838386865838519,-0.5617103744407613,-1.070927757742219,-1.3841342583229668,-0.5937571591790334,1.4816853670498602,1.4377370364717914,0.4553035341142989,1.0606413030122894,0.8214180633580649,-0.4911941740797359,1.2446439642789089,0.3111546795417298,0.2078037591412888,0.7327462884679489,0.2147313187201263,1
Salesperson and Customer,0.3885342173406774,0.6614415244911743,-0.9461541670198568,-1.1111700732027363,0.8435334699231888,-1.0161853471858322,1.080707229381334,-1.3437967951437892,-0.0908374971218878,1.796037611278652,2.1949262992508456,-1.488792366485785,-0.8377585710988095,0.1694999513018052,2.203997589005114,3.368006287366602,1.5151586349008228,-0.9495754294871516,-0.5555520854772866,-0.275068430022031,2.149495750125749,-0.0607417773524587,-0.1082781033266801,-0.1216896100553141,-0.8397808472166111,1.1184847028933211,0.2619712396282139,-1.4131938340368029,-0.035095477693399,-0.2287391751760502,0.8119438453750797,-1.102047619035866,-0.0028731875958769,1
Between Business Partners,0.8959651061021406,1.4889615975973507,0.9893904426778132,-0.3399665798865428,-0.0367745307810438,0.0596592121773894,-0.4127267895544371,0.0714358150524181,1.5159852695442473,1.3079580351586635,1.231328330179984,0.9731875789466492,-0.1458926626471428,1.0983967435288646,1.976030353741805,0.995353165192982,0.6607968100403541,-0.0797459915721952,-0.5586312299590239,0.3616190321541195,2.124047797390007,0.1474673561735468,0.3398583188257811,-0.1402542129901608,0.9085830675801178,1.201634590222305,1.211145064158636,0.1475095009743215,0.6666971195172208,-0.0117230178875309,-0.2315708490287407,0.4593805295216734,-0.2145964910384745,1
