,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,cl_k3
Parent and Child,-0.2543364542414357,-0.7461892521082525,0.3622454821595889,0.5003266387071525,-0.3107458962182172,0.940843273733626,-0.3123417850249662,1.00735265726962,0.2146399901667924,-0.3496576857687091,0.3551385656101252,1.031300853550781,2.1033589710968905,1.693769514447566,-0.2423983727044012,0.1273752784548743,1.0117362108324877,2.0133972598066654,1.5826991019439105,-0.5897987883691845,0.4819261612685064,0.2690587952626797,1.8189863449008443,2.019489022674944,1.7930688031204447,-0.5072657216641508,1.501858943406048,1.7612755787139094,1.7878490314099889,1.7887913108933764,1.2459705702839476,1.4333583959071674,1.4384001529323562,2
Parent and Teenager,-1.3153490598850668,-1.161475868418839,0.3622454821595889,0.5329810010510864,-0.2211756152004835,0.5153231315116253,-0.4283273760229609,0.6170128221772262,-0.5206310300307831,-1.173937544640855,0.3917470897023749,0.6399113399008177,1.9420607286362177,1.049933142430452,-0.0082351745331649,0.2912400331810981,0.4010415398480726,1.843103202127589,1.5920607322322775,0.4636229376642398,1.6786472136056707,0.2570741795441397,1.7859901764197303,1.910949204670339,1.4676186973626064,-0.473307641245014,1.3667006711302625,1.4476425847635797,1.428312385458084,1.6469871174275654,1.2280358749224116,0.9912535880195812,1.8395117103263023,2
Wife and Husband,-0.1027632248637739,0.2768338758763631,1.0207846980402968,-0.0656823085876996,-0.4719724020501379,0.9030192610916704,0.2359537360564623,1.2567364408008723,0.6873142174366618,-1.1441442967298137,0.5503840274354569,1.1854846013522813,2.0740320179222227,1.5076605631613689,0.2302643791597609,0.2172365955628032,-0.25097833443604,1.924379911474421,3.487790865626625,-0.4134340650061225,1.074180967782307,-0.6597489229241531,0.9977483738153364,1.9064267122534804,1.410186325758282,-0.0658106762153735,1.1852024197884925,1.3247760510510789,1.9445701334915888,1.6503634077481797,1.2674922047177903,1.3160652836104612,-1.028902333828082,2
Fiance and Fiancee,-0.1135898841050358,0.6819915503257157,1.18253117211626,0.0975895031319692,-0.5078005144572317,0.9975792926965594,0.2254095914202811,0.8013399665264125,0.5691456606191949,0.0873099502598986,0.9286721097220356,0.906767826480338,2.033707457307054,1.4171210733464623,0.0568101582921785,0.5661099443347636,-0.3106702947578248,1.742474895317225,3.4175786384638718,-0.6326983156737133,0.433080404030255,-0.7436412329539316,0.3158275585389775,1.8476343108343187,0.6329348967130918,-0.426288760664671,0.945779194614244,0.7751099791793661,1.290029060091966,1.154048730617841,1.1024930073916597,1.1115542160162035,-0.8656592581444991,2
Between Siblings,0.7525428551958875,-0.0878080311280542,-0.6313400014499002,0.826870262146491,-0.4271872615412713,0.5342351378326032,0.1199681450584676,-0.6732771882670769,-0.2580342371030774,-0.4390374295018334,0.5747897101636229,1.0490912859894157,1.6964474957983755,0.0288488961845619,-0.827806368132492,0.1590910374341433,-1.339208687994735,1.5179963647402603,-0.1772873922691137,0.7210201014914113,0.2315916554224674,-0.120441215589863,0.9830834100459528,1.6938695686611271,0.6712231444493085,-0.7214628443079361,0.5325810479425556,1.544642479799764,0.9166640816034496,0.6847443760524186,1.2387966921393327,0.615314125530137,-0.7583852369810016,2
Between divorced spouses,-2.6362014873189747,0.438896945656104,-1.6711387633668071,-1.611322126200566,0.0475352278527177,-0.8652533299197546,-1.7358013109094448,-1.4214285388608323,-1.0852141348253497,-0.1510360330284327,-0.2916120266862846,-0.2377499937384928,-0.8439998229572161,-1.5555921755763022,0.5077911325478928,-0.4329364635122135,-1.5412430152376997,-0.8545094842886957,-0.1445216862598287,2.084271746946432,1.819078765665644,0.4787895703371257,-0.2121111371588488,-0.0382450269957083,-1.1206668496056136,-1.021861248015684,-1.7110462718354886,-1.2974544447604452,-1.895096867507603,-1.7293032031869842,-0.4829340625681204,-1.4839318330109188,-0.8516669945144776,1
Between a person and their in-laws,-0.6332695276855898,-1.2627652870311772,-1.1743460215620625,-0.9582348793218898,0.1639765931757715,-0.4870132035001984,-0.4177832313867797,-0.8792898790102849,0.4247174245089566,-0.9852469745375928,-0.2550035025940351,0.2722424028357013,0.2484291827991565,-1.5254123456380002,-0.8971880564795248,-0.6549467763670972,-1.0774824004299854,-0.1346300586453257,-0.2662228800086016,0.511289079113716,-0.4461432262582733,-0.5039489185831361,-0.5677365085664126,0.2828519346012505,-1.0172885807178291,-1.0035761277899948,-1.0931798842890392,0.1090440332642317,-0.2218686305775831,-0.8852306230333465,0.4927133650994368,-0.0493468441512001,1.1772112318386236,1
Between cousins,-0.3734297058953127,-1.4856020079783212,-0.6082333622961911,-0.1962997579634348,-0.0330780250632426,0.1370830050920693,-0.1225471815737024,-0.7817049202371863,-1.1377334934108911,-0.3893820163167641,0.1354874210566276,-0.3029815793468201,0.6590065272445048,-0.7457667388985272,-0.8538245012626292,-1.0091060849689355,-1.4815510549159143,0.3530301974356669,-0.6032415703898191,-0.9663613058200468,-1.1116666686294512,-1.205048938117713,-0.8207071335882874,-0.1060824132485868,-0.9330544356981536,-1.123735489273094,-0.7881083554379797,0.6457767857977864,-0.2310875189353244,-0.8413388488653574,0.7796684908840121,0.5100510760330926,-0.5951421612974187,1
Employer and Employee,1.2577869531214256,-1.3876889033197275,1.3365754331409871,-1.614950388683225,1.3881037670847995,-1.2088214447508516,0.3203068931459126,-0.6082205490850112,-0.1004761613464541,1.6961453374561355,0.1720959451488772,-0.4749557595869552,-0.6414605525946672,1.1297839424755436,2.009254231932903,-0.1091714239321745,0.6289041191533478,-0.1704305139528588,-0.3142012352364833,-0.023167531888536,0.3491267587770101,0.1394751378059682,1.8153201039584983,0.9087648850944776,1.122258702781936,1.8269604831466613,0.9681768511628028,1.4482892507304872,0.8419910859057463,0.4855432471361605,0.844950782000003,0.3103520335587003,0.5587531793916786,0
Interviewer and Job applicant,-0.2795986591377123,-0.7664471358307202,-1.990780604993116,-1.27389371531325,1.4299032315597424,-0.7990613077963324,-1.3175502403409192,-0.8684471058132741,-0.0304503498990662,1.7226282244881723,-0.6576972676087808,-0.1969802527332883,-0.8957802246562389,0.6047806508404954,0.8899324628967853,-0.7600052279859262,-0.432924021186096,-1.0823745444217785,-0.3580838772132043,-0.7053891813841644,0.0323925516852225,-0.4372844936487585,1.014613082150129,0.2502899891998693,0.1949173426107777,1.6221671366189443,-0.3401552244668039,-1.788273913643539,-0.8681127044552379,0.2113884731022592,0.4833873235114376,-0.7717521152709157,0.2845048122432591,0
