,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,Morality,Trust,Generation Gap,cl_k3
Parent and Child,2.0092903604456964,-0.4755937537149703,2.9551100616797945,2.8780079409531463,-0.9422961351088496,1.684193039843735,0.9488836172393068,2.23269667670336,-1.3456250492476514,-0.8177588956668772,-1.408874675635393,1.2865006534905028,1.8912292949310985,0.3019301024880997,-0.9912708927901672,-1.0025320727072282,-0.7584284075015714,1.9243871600509528,1.2017793799537264,-1.235805993335389,-0.5148358940224806,-1.5301803245311372,1.2546657778035872,1.4479844888578668,0.7339697093256735,-1.2001835913673031,1.2792806290708785,1.460779220448156,0.8551417827079376,1.255885534333947,0.7844768630992094,0.8492092272006138,2.084024282257018,0
Parent and Teenager,0.6836439771658234,-1.6489927615767908,1.3549892763685063,1.6962069169371268,-2.242624155237432,-1.509323512658555,0.8831307589446049,1.3703667815096443,-2.38659852232434,-2.988852634077484,-2.119671945224799,1.4083798264394216,1.5886804506861447,-0.6538857656365737,-0.9961397781806116,-1.2967451788956574,-1.621922890743923,1.0931432135169217,1.4888128971790284,-1.043794615282497,-0.9972509931647312,-0.9293610465508542,1.2907435275600925,1.4363622407709036,0.934149023752662,-0.6958318286205013,0.9685591793973068,1.514261234255879,0.0779585999880942,1.5957021952894506,0.402754402389517,-0.3413671124118015,2.0371731629817367,0
Wife and Husband,2.0712364531223257,3.1512759069488383,2.6222849383350466,2.915327973290495,-1.2218058964449,3.9062977132578753,0.5149147524942747,3.082707573394307,-0.9748673739052692,-1.550503032380457,-0.8961684483905755,2.0080253573481026,1.9368188468036256,0.8419390675302881,-0.55794009304063,-0.6756286213867515,-1.1808573633323622,1.5301889998389384,4.261295734014333,-0.8576017638372684,-0.6031654192175404,-1.1638271062504768,1.0634537040941126,1.6184441274666637,0.7183307003860648,-0.7950021190482431,1.2252421160841704,1.268873170902797,2.0615156782730666,1.5317762887730686,0.8447488305796871,0.9588675742701784,-2.0341891020401834,0
Fiance and Fiancee,0.7827577254484313,2.191222173243712,0.9197564227638362,1.335446604342763,-1.7200624275222076,-0.2222027728667575,0.0151930294545404,0.4957178878131621,-1.659343082229667,-1.591211039975656,-1.0826070764796,0.4528471105198973,1.0333168187844486,-0.5728844208802455,-0.9961397781806116,-0.7344712426244372,-1.572225366528536,0.9260374716879146,0.8234170163385552,-1.0845243015361408,-0.7730298907465017,-1.3909661015844863,0.6305207070160573,0.9327314903358234,0.7902701415082642,-0.6448299649719481,0.752405127450474,0.44462095810142,1.0407377666410338,0.458493963576975,0.7500357388246507,0.5672306204503048,-0.9331877990710798,0
Between Siblings,2.145571764334281,2.9645987920617296,2.1614501521653957,1.7957270031700554,-1.1731955031690655,-0.707908712410832,-0.0111081138633406,1.53051376204562,-0.8750479997746281,0.72914539295068,-0.371809806890194,1.3206268219162005,1.2902761111568752,-0.5080833450751828,-0.9961397781806116,-1.3359735930541146,-1.913895845509323,0.6946602906939057,-0.4878042782588475,-0.3455714223628894,-0.6643166289679664,-0.5849890213670333,1.0129448544350066,0.9792204826836768,0.668285871779318,-1.3616894929210543,0.745650313327136,1.2185371579072932,0.2210221709365227,1.0203690366420148,0.3797936528731446,0.6768889675198695,-0.4506212705356852,0
Between divorced spouses,-2.735780338584128,1.404511474790901,-2.613310271203489,-1.94871624134386,0.2851162951059804,-2.031457397668435,-0.4187758352904926,-1.228941902574268,0.8361412710363667,-1.876167093142048,0.7468219616439534,-1.4874693228268927,-1.399507449322235,-1.9823078196403567,-0.5530712076501857,-0.8390803470469899,-0.7087308832861844,-1.156357157258166,-0.990112933403126,0.2711923980494304,-0.861359415941562,-0.2772523180112787,0.3887997836474766,0.5918122131182296,-0.2262654395662869,-1.1066801746782895,-0.8552406339040934,-1.1441094520691726,-0.0264391409742731,-1.7519965933315933,-1.6120513676721695,-1.7700587199467,-1.4813458945918676,1
Between a person and their in-laws,0.8942606922663643,0.9111505283035444,0.6381351645490492,-0.2071147322676202,0.0056065337699298,-1.7400338339419903,0.186150461020765,1.419642775520714,1.3922777840499398,0.5798826984349511,0.8749985184551575,-0.7756949528052058,0.7017564415297045,-1.2586958064838247,-0.1002648663388715,-0.878308761205447,-0.8019137411900353,0.3518792818138924,-0.820502218679084,-0.9390611363445558,-0.6099599980786989,-0.7535115017761372,0.4465241832578838,-0.3999529569693136,-0.3044604842643296,-1.1888498438898472,-0.4398195653187745,-0.24435321977454,-0.4594964368181656,-0.9882502365306114,-0.6907512933277232,-0.908457421542978,2.205837192372748,2
Between cousins,2.1331825457989555,2.9379306327921437,1.4573970066284283,1.323006593563647,0.7712202278643295,-1.0114749246258783,0.6332698974247378,0.5326748833214638,2.347691793586079,-0.6820655370162142,1.4226619884666676,-0.0736709166194327,1.1037733989510816,-0.5782845105306675,-0.9084998411526152,-0.329110962987046,-1.112523267536205,0.2019125904288865,-0.618274058815803,-0.2990232095015822,-0.1003665834918147,-0.2406169961832127,-0.1451509127487919,-1.0353025190566465,0.2929496572287142,-1.0641786216378286,0.1613588916583539,0.2684449126171565,0.039292770002032,-0.6517980969707076,-0.8801774768377963,-0.9366552822180092,-0.1367187713913026,0
Employer and Employee,-0.189795929574653,-0.3978116225120089,-0.9459844129091262,-1.1732889027789628,1.6229148267180191,-1.119746873649245,1.1834021451570778,-1.2874571454624129,-0.0705513773169586,0.6906989413329925,2.0276164952347,-1.3038380355838546,-1.248233027199758,1.2991466579326745,1.3287529957565127,-0.2604612382097458,1.674679548876758,-1.4148711681218429,-1.2184350493777982,-0.4987926230313588,0.0864843351900428,0.3663081687684145,1.5493007341483749,1.0687548383165797,0.4142388598936783,1.1333090837134063,1.0180944829684555,0.7525794820530798,1.408922392174978,1.6629926232014312,0.5143691569829945,1.1238772774796184,1.3656404533693756,2
Interviewer and Job applicant,-0.1226876625083042,-0.5644876179469266,-1.3993519687473244,-1.432455794010546,1.881157540995892,-0.5783871285324121,0.1094387930102792,-1.0256784272786066,-1.1459863009863689,-0.8867363529809641,0.1923612499833648,-1.2753995618957736,-1.4727270326326576,-0.1768778465159739,-0.0183052955997266,-0.7344712426244372,-1.1777512680689004,-1.5184195978876802,-1.1586363999558602,-1.352176525488657,-0.7571758734037987,-0.8548692255004533,0.513468452250509,-0.1020790430367698,-0.0170502533075245,0.8871149023975514,0.5332489358932688,-0.9885571896872334,1.3651011181907753,-0.3960944709051806,0.5143691569829945,0.3012656135895197,0.8169617898566397,2
