,Valence.Evaluation,Equality,Activity.Intensity,Socioemotional,Formality.and.Regulation,Intimacy,Visibility,Communal.Sharing,Expected.Reciprocity,Strategic,Concreteness,Uniqueness,Love.Expression,Information.Exchange,Money.Exchange,Goods.Exchange,Service.Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance.for.society,Importance.for.individuals,Affiliation.Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial.Distance,Morality,Trust,Generation.Gap,cl_k3
Guard and Prisoner,29.2763020929688,19.7332075332075,48.4318076984744,27.4858712275379,78.0738403571737,19.4857404940738,61.9243851827185,26.1082590249257,32.4317182817183,49.965005673339,49.468689335356,41.9174523007856,14.734796376463,32.1989858906526,19.2725068141735,30.1048440756774,36.8705727914061,21.3008437550104,14.8474807599808,71.6983706108706,22.1161415744749,74.4591831008498,70.7774377764574,51.8095637750049,26.2000115534429,64.5025095728527,46.053550207962,51.7269426289034,53.0811802667195,70.0517784049647,57.9710066349772,29.8795817653661,46.8648181157985,2
Nurse and Patient,84.4033034866368,57.3266335516335,56.5763517346851,46.0962966046299,72.4182959016292,37.001385343052,64.3217467717468,47.9822618739285,48.2303727137061,45.778527953528,59.6982335565669,44.3352272727273,44.1371492704826,67.5490059323393,36.7661275452942,38.5049102132435,75.9137987012987,47.8654220779221,17.9068722943723,22.9093995510662,32.7554753888087,24.4155463363797,82.9313857529544,73.9555547303096,67.3049886116062,77.5561340529478,69.2358709645474,42.3206897405427,68.5718566382782,74.8640687925002,81.9691003168944,78.492050406021,49.1766826764376,1
Therapist and Patient,85.313855280522,54.3116331199665,65.4180094596761,51.2168112751446,71.7818496318496,42.4883135383135,49.3609100775767,42.836667961668,56.0846345013012,50.455365005365,60.3981660314994,56.1380190796857,41.8000460958794,77.8623035914703,54.3529481321148,35.6927068302068,77.7130291005291,53.9624258457592,17.8043430335097,23.789740660574,38.4564854898188,24.7096881513548,80.3056380801479,78.6103147487951,72.111273684558,77.0745386875289,74.4597948438635,53.8681306529346,74.3292203076517,73.9907044299201,83.0852875156797,84.6130306331287,51.5570839110055,1
Salesperson and Customer,67.6632355299022,60.9049839049839,38.0246586746587,33.5233679900347,73.9634316300983,22.7716847966848,77.533756983757,32.6117499784166,61.0573488240155,75.1335729085729,80.9035590952258,30.962822671156,22.3632375340709,61.9257034632035,87.5671075837742,75.9825817700818,79.9200537117204,24.4354316979317,17.112640291807,29.0555074555075,74.9823011864679,27.4103114478115,65.1687190532779,56.2416542879778,50.2454132831584,73.2946713870734,62.0846669307454,29.7215603749917,61.7059318676966,60.2117292203077,62.9207384300521,48.8121798045818,45.1746014062191,1
Between Business Partners,71.5451372701373,81.4706737706738,69.0285948619282,44.2623308789976,67.6482535982536,37.015651015651,61.7222046472046,52.7971324971325,78.4149375316042,76.6820145903479,68.1830946830947,64.3499539041206,31.581581689915,79.0018217893218,83.8415844957511,53.4976050184384,61.6602172518839,48.2062970979638,18.6896384479718,40.0390211640212,76.019057639891,29.8374098124098,65.4925290486565,66.6487464514425,82.0586122664554,78.9823818247838,76.2903107876147,70.2767066085693,76.4475143592791,66.171213771704,72.7876419422988,77.3560597808147,41.0993843665412,1
Between opposing negotiators,30.0547908881242,61.456815715149,40.0382768466102,31.709607984608,76.2267676767677,18.5104367854368,63.3754036087369,31.0637251637252,55.4546983880317,84.9507082423749,62.0725324058658,47.8784992784993,17.8516414141414,55.0282106782107,53.6480258938592,45.8003787878788,40.281581689915,20.0367344075677,15.9265993265993,76.8602633477634,77.8446027737694,47.099202340869,54.9439319667261,52.0346727074668,30.2494347065426,65.0396439889087,50.781314781805,34.4711609559649,51.3756461675579,46.1475399419027,55.6767140357827,29.444965174622,41.0060143922889,2
Between political opponents,30.58996998372,64.2450740617407,51.1282761991095,31.0273178210678,77.9430346659513,24.5028913216413,81.8227059206226,30.5840729486563,51.4845242720243,88.7570103507604,44.0317922817923,47.1458415966749,15.4808544850212,46.677939344606,41.4359387834388,31.1965212256879,26.3271665988333,18.7814464239464,15.2096130721131,86.8105155030155,63.1060028243362,54.9863830305497,72.9062755146089,57.8396618813286,29.6793402585069,72.4594837261504,57.9124434207768,51.2671105129439,64.9752130585464,45.8740529532196,45.8421524463191,18.4837848879516,37.7606475314809,2
Between business rivals,28.9119175577509,67.1933301266635,48.7398716252883,28.1259495134495,77.8707129290462,24.3392379996547,69.742084998335,27.8538624184457,48.6896883980217,88.0563475875976,59.8751234876235,44.8845008695009,16.7645045386712,38.4255431605432,63.8002981586315,47.9062836237836,41.1792700201034,21.3507847707848,15.9067755701089,83.8876957610291,65.9101738693405,53.9792914801248,64.2967241092241,58.1501355126355,37.9821309862977,79.4928361761695,56.9673716715383,51.7403519320186,60.8723108681442,40.7056354139688,45.9327251452252,20.1462872004539,39.2834218250885,2
Between enemies,20.7691646316646,61.3908206762373,52.0827401764902,45.4754108545775,49.1472471201638,25.9424417403584,52.4487032257866,27.5515284098617,41.3954598642099,73.5993578951912,43.8335281231115,53.4471709463376,18.3553904120571,23.8304064145731,29.1501928626929,25.6780222246889,17.0273673857007,21.3810732785733,15.5791141574475,92.2406195347862,32.5538576855243,67.7572183680517,39.7506610673277,47.3362734487735,24.2768148518148,29.4872271247271,44.2253208211542,50.6194615569616,46.3770417853751,35.7118397035064,26.4500032375032,13.8899444691111,35.2191425858092,2
Teacher and Student,81.0304920388254,34.2698645490312,63.1765958578459,41.4228747332914,74.5163750601251,36.7274091649092,77.8979974500808,57.347784699868,55.4065982628483,52.2327543598377,55.7322682718516,50.9117726409393,44.4292508417509,87.6878719428719,26.6736937753604,31.8328892403892,66.185392354559,55.0254272270939,19.8872241955575,24.8816202007869,41.7501253684587,24.8472739914407,75.4273289981623,72.368765031265,71.2290681540682,79.8039845956513,71.8690531690532,57.1252950752951,75.2096428263095,74.8720429262096,83.1671225379559,77.5593519135186,76.3892124850458,1
Professor and Graduate student,79.2972624597625,39.924030290697,64.2416593437427,39.9082775249442,77.0330034163368,33.3184165371665,74.944417311084,57.2693475505976,58.7646019104352,55.7405970572637,55.257509311676,55.425151977652,40.6687018845352,85.7681114256114,28.1992185900519,34.124214026714,64.094295642629,48.0596237404571,19.0732695082695,24.1008280608281,43.844944376611,23.4564964048297,69.115139027639,68.1131402548069,73.2705857414191,79.8659465534466,70.4489343989344,54.830328005328,74.4892181892182,72.5977414560748,82.9700418408752,79.1860075110075,74.8269591519591,1
Master and Servant,57.4117872097039,27.2142917267917,55.4044868711535,35.2881179006179,74.0515426702927,34.0338359171692,48.7704585537919,37.0045947879281,49.3587128920462,56.9445961445961,64.5329883850717,54.6914787681454,26.7443383468383,48.69795661129,63.9487400254067,46.0714101330768,74.9939288797622,36.8108932733933,19.1581343964677,35.0579736929737,37.1067451067451,42.1585439868773,39.0817669984337,50.2127724127724,41.0646934855268,63.2099617974618,55.5264433097766,51.6094871178205,59.2334497292831,70.1959017834018,48.9500419333753,52.8035994869328,55.0380494505495,1
Between Close Friends,87.0583758062925,88.0548534027701,82.4711018148518,85.7392334517335,25.655039713373,71.4598619744453,51.3381004026837,84.321921674005,68.9520013936681,25.5639942619109,40.510619010619,73.9322565089232,84.9293498785166,78.9966508183175,34.7075791184125,40.5495694120694,32.8579306804307,88.3758624091958,36.1288712830379,19.7494671994672,47.998479699313,17.0633488733489,65.5135924260924,87.6144144435811,87.851805293472,26.7874215290882,79.8411435786436,90.1314034730701,81.5822444530778,81.4289767331434,88.3875289833623,93.2979449562783,25.689971294138,0
Between casual acquaintances,61.8330391830392,71.1791290499624,44.2768506185173,56.6065425315425,41.302841679925,41.0455007184174,57.3965787299121,54.0467009071176,55.8970410762077,39.7801319822153,42.3175925925926,40.9743970535637,38.8079738163072,40.8462394087394,29.3235348602015,35.1621914196914,29.4643021176354,37.339802635636,27.5808140316474,24.8271206262873,35.1506529889863,19.868054322221,47.9764531764532,50.8799243965911,50.5044145669146,27.6604389437723,47.5522753481087,41.0629008337342,46.3439817898151,46.866027028527,62.858380970881,44.2371438746439,39.0596263304597,2
Between teammates in sports,74.4082127748795,77.7207568665902,71.0409024617358,45.8863778197112,58.9260327635328,41.6989327030994,86.4358664483665,62.4121955205289,80.5326483701484,76.6213830922164,58.4318707527041,45.666207712041,41.607842312009,78.1759379509379,34.2147516835017,40.7225629308963,50.0142516434183,53.4161856661857,17.9135381593715,42.5747534872535,60.7593243947411,24.3526946047779,62.7798795340462,70.4649406149406,90.5908939825607,78.2191741900075,80.8648291523292,49.0528070694737,89.831431993932,74.2894474352808,79.4493549660216,77.8437844562845,23.9845268928602,1
Between second cousins,69.9337115045448,75.569785615619,51.018740981241,71.2551944968612,33.9097219138886,43.1273183606517,63.7304348429348,68.1570901320901,59.566997662831,39.4377179918847,47.8229353979354,58.3630461359628,49.7368255972423,51.770196007696,24.3451950056117,33.9542628667629,28.9135622093955,47.3989417989418,23.1720007615841,30.6866752845919,39.7974997995831,17.0106150793651,44.2511379053046,53.3199487241154,52.5585974210974,21.9449183532517,50.1688028021361,72.8176781551782,53.9464065255732,34.7027227402227,72.6658927492261,55.4064116439116,37.1695508195508,0
Parent and Infant,88.4325022200022,33.8970464720465,91.5784635117969,90.106513702347,29.541987333654,81.3729802604802,61.7978706478707,89.9599190932524,49.3877744169411,27.4451307951308,49.1251168584502,85.5895662978996,99.7219025573192,83.3979226791727,26.813629349046,35.3585848565015,43.8130501443001,98.2381824194324,62.9531525573192,22.31716670675,33.3973434744268,19.9319634840468,81.0400335775336,90.3191968525302,84.1290256040256,27.2430746722413,84.9159055450722,95.1283229116562,78.8041034582701,91.8176352968019,90.5197854614521,96.8982085815419,74.4089738964739,0
Grandparent and Grandchild,88.0278249528249,38.7848418556752,80.2963160296494,87.0913478496812,30.7602668936002,73.0080444247111,64.4771316646317,86.5628875753876,48.1342194842195,27.0258943217277,48.439339672673,81.7302749719416,94.4610620089787,79.6077982202982,28.475797659131,37.8909141013308,38.5874839666506,91.7385632114799,51.9867344075677,19.6853034311368,36.3483635962803,17.3364858906526,73.7990549573883,83.6718751927085,76.5164431247765,24.0912205078872,77.0998042081375,92.7112683612684,69.9461438253105,72.0825355200355,87.6751973335306,91.3044995128328,90.583215704049,0
Step-parent and Step-child,65.4660410577077,31.8684889184889,68.0500186541853,70.3889841639842,37.0066633983301,57.6098367681701,57.9930788347455,73.7959133459134,44.6795491545492,36.83437997188,44.4655677655678,66.7785243306077,68.5063021083854,63.6950246512746,27.9475418871252,37.3762896825397,35.1874148228315,68.8224567099567,31.3657888407888,38.3853795895463,36.5592091550425,26.6259319384319,65.4867300908968,73.200622988123,64.8655384738718,25.0000357667024,66.7697318113985,76.2244727494728,65.3510827135827,74.6173832340499,77.697942643776,72.0169958128292,69.5623885373886,0
Foster-parent and Foster-child,70.8905799447466,33.5970717554051,75.3436356853024,74.470181361848,36.4378905045572,58.1199988283322,58.8444794403128,76.0893836102169,44.6744456161123,32.8728341103341,43.2781932573599,65.0028258778259,70.1027286756453,67.16699334616,30.7749318582652,35.2484427609428,39.9378427128427,72.3518007455507,29.5279371091871,31.096791325958,37.2695927529261,24.2066037357704,67.9131128131128,76.993948335615,66.6504014504014,30.1993509576843,72.3456696081696,75.0117610784277,66.1811100936101,79.4022910731244,80.1752371085704,75.418403664237,72.2514565681232,0
Godparent and Godchild,75.1577693911027,39.4391757933425,59.7324837199837,71.0264613472947,37.4284433159433,52.449224695058,60.8046082004415,68.9994195619196,47.1315510107177,34.6305677347344,41.5909232742566,62.9557249078082,66.7058702100369,62.1112964967132,28.0352663540164,36.1065927128427,33.0929824033991,64.4375871813372,27.3592141654642,19.7821869488536,36.1053932178932,18.6904110549944,50.213918026418,62.3356154647821,61.8686161061161,26.5167139958807,59.1328924162258,73.689950635784,56.5649571107904,55.1092797634464,77.5356176231176,70.8340566840567,70.5507763841097,0
Step-grandparent and Step-grandchild,63.5424422799423,34.1138475721809,58.8615185740186,68.5414101330768,38.6452091118758,54.5398360898361,57.9688882105549,68.8069094485761,44.9824494949495,33.285855656689,43.0497998914666,61.9792257896424,63.0342562530063,58.9415724707391,25.871310325477,34.5126242584576,30.914564293731,64.7782788199455,29.1619278098445,24.7113025092192,35.2203032307199,21.1663850809684,55.8105312896979,64.85863997114,59.8812647229314,23.1730784647451,57.1770313020313,69.9288422996756,57.5805567888901,56.6842196383863,76.132427603261,67.0272304855638,87.1750254375254,0
Ancestor and Descendant,74.4194885361552,30.5298861632195,50.4082752124419,64.0828222703223,47.8285874619208,37.9825096200096,63.3260421677088,62.631405323072,42.936044973545,30.1985429693763,37.5927208593875,64.8721941638608,57.2260381593715,54.3507215007215,26.7451819785153,29.3815776815777,29.2851050184384,52.8166005291005,47.285405643739,27.6775893859227,30.3015592432259,20.9600428892096,65.5221577804911,69.7419975086642,67.749511291178,30.3704109162442,48.3315184815185,81.8468574635241,41.7370176120176,44.5513230596564,81.2422091797092,68.5884572217905,90.5523265314932,0
Bride and Groom,86.1275272566939,86.2317540484207,88.4535694244027,84.8873456790123,27.9253066378066,90.0935726310726,65.1933722142056,87.9039381914382,72.1026374859708,31.7724266474266,51.2378387045054,85.4087161295495,98.5249358666025,89.812670354337,43.7438592271926,46.6303150553151,43.2129769921437,97.8809784351451,91.9006834215167,35.6871753246753,62.1001803751804,22.7609086900754,66.7244796869797,89.9414261664262,84.1741645699979,31.3145935854269,88.3341633674967,79.1858795525462,83.5230282063615,88.6125888000888,89.0586569294903,90.6662169620503,28.7115944240944,0
Man and His Mistress,65.2268899310566,50.9892376142376,64.3143117684784,72.9745851370851,29.2314634439634,81.1018919352253,16.3244528619529,44.5729797979798,59.5675986050986,50.6935986852654,56.485710277377,68.799354657688,75.8553811928812,65.8889750681417,54.2869548661215,52.0293129709796,49.1587421837422,72.9824154240821,80.3237373737374,41.9493767035434,57.4763267596601,32.1439153439153,30.8365537240537,58.6680628013961,56.2861659944993,27.2433083891417,72.0022722647723,45.0143368976702,65.1440482357149,63.4453443161777,26.1741944783611,53.080009650843,31.6263293804961,0
Man Wife and Man Mistress,34.5792428250762,41.3774891774892,40.9394660894661,56.1983245149912,42.4389650472984,36.6510181176848,26.5414321789322,34.1108285233285,38.0638848805515,57.0056537598204,44.4311387686388,66.8079284912618,47.8626503126503,42.5442580567581,33.282872374539,39.1263447971781,29.1165764790765,39.4102493185827,41.1711099086099,72.0562830687831,37.9269620811287,42.3227673561007,31.5089381297715,47.0920849212516,38.3054348429348,23.7759399551066,45.2812115353782,37.7963109421443,45.8766008682675,44.5962976837977,33.7195613028946,34.4928617678618,33.0097905181239,2
Brother and Sister,72.515544332211,72.0984587942921,79.7258798300465,80.0139750681417,27.0507014590348,54.1061568061568,71.2393959435626,77.7637706429373,64.3983545775212,30.9122815456149,45.15031665865,82.6447430655764,86.0794211960878,80.920494628828,32.0095558762225,41.8683140933141,36.3034672118006,86.2888928972262,21.7750561167228,40.7509940676607,49.0204645662979,24.7514530222864,68.5785486118819,86.4628066378066,77.8387136012136,31.3542428250762,74.1899635857969,92.0749844291511,72.9034738409738,77.1105306730307,88.9460137085137,86.2166381458048,39.4725065058398,0
Between step-siblings,51.2852693602694,60.6199995991663,55.7058100849767,62.1693121693122,35.929329004329,39.8895602853936,61.8962962962963,63.4355178771845,55.3655743947411,37.9603455186788,42.3265752765753,66.8591991341991,61.4327220618887,62.4898328523328,26.4091249799583,36.4616061407728,30.6382535674202,60.6026495109828,20.0732263107263,46.8627906044573,42.3300364758698,26.0172839506173,53.3342575634242,67.4113755072088,56.2214843798177,26.5844552052885,55.5791554124887,68.8040558207225,57.6851941268608,61.9417423625757,77.8825805367472,63.6307715432715,40.8654399612733,0
