,Valence.Evaluation,Equality,Activity.Intensity,Socioemotional,Formality.and.Regulation,Intimacy,Visibility,Communal.Sharing,Expected.Reciprocity,Strategic,Concreteness,Uniqueness,Love.Expression,Information.Exchange,Money.Exchange,Goods.Exchange,Service.Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance.for.society,Importance.for.individuals,Affiliation.Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial.Distance,Morality,Trust,Generation.Gap,cl_k3
Between distant relatives,54.9465748757416,60.3889069264069,32.4590909090909,51.0476531184865,51.8431216931217,31.3587882796216,58.6126202501202,45.4725629308963,50.1785513868847,44.2771404521405,44.2161816578483,50.9215528298862,45.9079565496232,40.3070727112394,24.8731842231842,33.0012806637807,26.0696709155043,40.4037898829566,23.462804633638,36.4683942600609,34.1014890973224,21.3410113035113,43.2236330027997,50.5324681491348,45.2097296222296,27.7804767763101,42.4688974605641,66.5885267510268,43.8111044819378,32.5750340708674,74.2388310763311,51.6449268324268,60.0216279091279,2
Between close relatives,77.9385000801668,67.8163740580407,76.8563291646625,79.8966430174763,30.4962101170435,50.5313812730479,67.0608265191598,75.4822370530704,63.6779641654642,35.7254208754209,48.7757535674202,73.7301667468334,80.538924963925,75.4821087862754,32.1342091550425,40.1765712682379,35.8910553952221,77.9826218534552,26.8612534070867,36.726096280263,46.2638327721661,21.5650833734167,65.5339321172655,81.7528565570232,73.559866984867,29.7507543382543,70.8833637041971,87.5580937580938,67.9752764211098,69.4210514793848,85.6599115390782,80.1063001813002,56.3796610796611,0
Between twins,76.9739337822671,87.338279621613,86.912999037999,83.3830928330928,24.4256774090107,73.7194364277698,59.1995109828443,85.0691758858426,64.2541927208594,25.1620971620972,40.2659892576559,89.4409072409073,89.9341120299454,82.4143100726434,19.8260148801815,30.7519394186061,24.0254880921548,96.033496287663,25.752127039627,32.7119236270552,46.0442662275996,19.0774198024198,44.1235452818786,85.0039124455791,81.8828617370284,20.9769434269434,79.1128922003922,93.4214960964961,78.9085249626916,87.5878081794748,86.7235901444235,92.7667022792023,21.9474311182645,0
Between a person and their family friends,83.0929653679654,69.0710317460318,72.476771685105,79.3111151194484,33.2382154882155,63.4350048100048,63.0688071188071,78.1658649991983,65.41987333654,32.4636844636845,44.4807319223986,57.7966451758118,78.9387342595676,72.8631458048125,24.4708481333481,31.5340859757526,28.1072113072113,79.4786190661191,30.1224346641013,33.4058643273556,44.1894947644948,20.8579807538141,56.6329318829319,80.3119864703198,73.2810414893748,23.19294671378,77.2276960693627,78.850536963037,67.095222678556,70.9317984484651,82.2059033559033,83.6931500598167,48.8661022619356,0
Between a person and their deceased spouse,71.6499839666506,64.2264069264069,63.2210758377425,74.5114438031105,27.3447891614558,67.821669071669,39.9032828282828,73.9488896905563,47.9329004329004,25.3182700016033,32.1665945165945,76.9816872941873,87.5496622204956,43.0007346049013,23.9778320444987,24.8540231373565,20.572667301834,87.4459384751052,58.7729505062838,20.5032452602628,27.0776914443581,15.5145564312231,41.4280719280719,74.9221850680184,62.3783178241512,18.4680407555408,47.3661152119485,75.6122376080709,46.5814861064861,40.2772047397047,77.7288735955403,74.8672159630493,27.0451087492754,0
Manager and Staff,63.6306437389771,29.904797979798,49.7518237934905,28.8292568542569,80.642011383678,30.4271604938272,75.2755090588424,31.9523088023088,59.9275252525253,79.6325677409011,72.0402356902357,32.0770752395752,22.7984056067389,76.8626851543518,79.0138013221347,49.6575615742282,72.2661400328067,29.1776017192684,18.5150264858598,52.5475174597982,63.6151325526325,39.3049879133212,64.6742587659254,56.6615737657404,59.2051921843588,88.2224118474118,62.0688558355225,48.7217455384122,60.8924237799238,57.2616844575178,69.4261113886114,60.3086331877999,54.5750798584132,1
Foreman and Laborer,58.5918390251723,30.3778419111752,45.1433541766875,28.2834495751162,76.3458032708033,28.4021685105019,73.8768438351772,30.2835257335257,57.0876302709636,79.0292408209075,70.7208513708514,38.0223364598365,20.8092450759117,69.8861595194928,81.0913224121558,48.6365666740667,77.1784998951666,28.331112714446,15.6378473378473,53.253843500554,60.4399443149443,43.5147835189502,60.7195603778937,53.5908155116488,57.2902501819168,86.2387009595343,59.3414579247913,43.2927646427646,59.4171760338427,56.8992411909079,65.7263150429817,58.6420075295075,50.4175498883832,1
Owner and Manager,62.435722302389,32.9260261343595,47.7113997113997,28.1616081449415,79.1105018438352,28.8344276094276,69.210417668751,31.5524851691518,59.6365359948693,80.377076318743,71.2959155042489,43.2997652039319,20.2076542284876,75.6909669034669,82.21918328585,50.9307387057387,74.6610787360787,29.3979640729641,17.7948700990368,49.4694374907094,65.6437565520899,38.1299001924002,61.9726249059583,55.4148149689816,61.9764837014837,87.7204728913062,61.0734014442348,50.6637185345519,60.1837162837163,55.9086839086839,67.1468269384936,64.6590098173431,49.7969592136259,1
Union leader and union member,66.0132956549623,43.9363355780022,44.1439273689274,35.1705106621773,69.458822350489,28.4755691839025,72.5830527497194,42.6462522045855,53.7828282828283,71.8338664421998,60.8989618406285,38.8536190661191,24.1298493173493,66.1783796450463,55.5040434873768,39.0455220705221,66.0239482739483,29.1216376216376,16.5383505383505,42.3289909976313,64.5784709118042,35.1442370900704,64.2344283802617,50.7827630702631,66.6154193029193,74.7149551066218,57.457274361441,48.5963479421813,56.1107483565817,46.5029128279128,70.9994821536488,64.2877072002072,50.2028098444765,1
Manager and Assistant,65.4940275773609,32.8050905884239,49.6241382074715,29.1951619368286,75.2306637806638,29.8700296616963,71.0005411255411,32.2415383998717,59.4109227192561,77.2159451659452,70.0685866602533,44.2440494690495,23.6659672118005,77.393723714557,77.6798557923558,47.1527367694034,75.6736724695058,33.7558154808155,21.0986983695317,45.3564330812138,61.1947561697562,35.8717885509552,58.3379418421085,55.7819948569949,63.9820310861978,87.2488240154907,62.1366984866985,49.1760554260554,61.7969700053033,60.8240541865542,67.7876968710302,67.7190528607195,49.7007548007548,1
Chief and Deputy,74.7407159198826,34.1022158397158,64.9917852209519,33.1628841837175,82.0527065527065,25.1296465879799,78.71136332803,45.3743619035286,66.5615652865653,76.7465301673635,69.121935009435,60.5606311535233,27.8956794385716,79.5049414728336,60.5950204116871,41.7129686671353,65.2842140158317,40.3615931998285,17.3499957377408,38.9564012965974,48.4198839377761,26.0286777674033,68.2192420234087,66.3130491422158,80.2017736892737,90.2034852493186,74.6634820426487,62.5329906204906,77.1401034151034,71.266688712522,79.4122053872054,77.1977312810646,50.1919432419432,1
Supervisor and Subordinate,72.1560222185222,28.243989652323,56.1732580690914,28.0225410392077,83.9464384381051,24.4041432333099,78.800442304609,36.189905002405,61.5825244200244,76.7757270507271,70.2582695082695,47.6273202106535,26.770739382259,78.5065292097155,61.3244966090554,42.802884506561,66.318425320141,37.3682817726935,19.2927092878073,43.8306014972682,46.4822142454495,33.0732644624802,64.1506774090108,69.8596600929934,72.7407106782107,90.7324635241302,72.7708253166586,61.8878607503607,73.8714145422479,69.016165624499,74.9876022126022,70.1984207150874,58.0718514510181,1
Boss and Secretary,78.2348053181386,26.5541745291745,64.0839874631541,32.4331076331076,81.3986854195187,30.3104748646415,72.4084577459577,38.231822652656,60.0405737780738,70.4335983460983,70.2260222801889,59.9378245392951,29.310528070332,78.8456638949286,67.4206476892751,44.4732743019508,73.4136042969376,43.996389739527,20.0804108654599,34.7268524866564,43.4449560878482,26.01715436887,57.3043771043771,66.4364117364117,73.0060064935065,90.7899831649832,74.4397005772006,63.0691618566619,72.6627044252044,74.3021103896104,76.2344937469938,77.4821869488536,57.0621232162899,1
Entrepreneur and Investor,74.6270507270507,57.8339870006537,53.7647150688817,34.1418060334727,77.0377543752544,26.2313339438339,66.194166019166,36.5080308580309,77.2332653457653,85.1277290610624,78.3739766406433,50.1614130060208,28.3830781600389,75.7581993805033,89.7308496877124,59.5976112032485,70.8360330029448,36.9038910708028,17.6586019100725,39.9403783761627,76.6610372742725,28.608307369827,72.1310746352413,66.6805295013628,72.4185365560366,82.4445025653359,64.6913159371493,58.7149531024531,62.4670835337502,44.1303210678211,74.9907908449575,71.1954705788039,45.7744488536155,1
Intern and Employee,71.9524013024013,42.2164244705911,50.6668185209852,33.2400335775336,73.6025311108645,28.1469878886546,79.762639366806,44.9915214415214,59.0563396480063,62.9260521885522,61.3560660018993,42.9904422193638,27.7689631174925,72.2211967952164,48.9857001114354,39.2512412152118,60.9992310793781,36.1871292469332,17.2261812896617,36.9147467002859,42.2128141557063,27.3018253351587,54.3069163860831,56.2826759660093,64.7246071829405,85.8630210838544,65.2769340227673,41.8786616161616,64.3063331729998,65.0603535353535,73.8499739458073,61.7020282186949,61.3111872695206,1
Lawyer and Client,81.6099479224479,53.0163404496738,59.1086802086802,36.4646250354584,81.4503663003663,31.3352476227476,59.2564782439782,36.5866901616902,67.3896552521553,75.2134414967748,74.8419195002528,49.3896733984969,28.3992624659291,80.010335361806,80.9653288342014,45.6147001600433,82.1714978104684,39.9151864838139,16.4948292720352,31.25481239893,67.9698183352595,23.9255403184325,73.9428811928812,73.4313472021805,75.2561507936508,83.6458654000321,76.4644320185987,41.1119749078082,70.1085237293571,63.7858666025333,77.1542949334616,80.9114558281225,47.4820286195286,1
Judge and Lawyer,53.3649147149147,38.5743602076935,43.2157775866109,27.3362845487846,89.3510278301945,22.1716897300231,73.9507879466213,37.154610358777,54.4860101318435,72.9839176255843,61.6519588436255,48.4690257727023,22.2032634032634,68.7652254517451,36.3498309696839,31.7307565800213,49.4320898690997,25.0545185116264,16.9738581589072,46.3963946093848,64.1423387614564,28.5828648022275,76.674196328363,61.5820426487093,56.2907347282347,84.8876162417829,62.4947931697932,45.6473244348244,64.6871131954465,59.8399490941158,77.4199214365881,64.8914081289081,55.5896143979477,1
Victim and Criminal,17.4457889332889,34.2158047199714,29.6098275181609,36.8310704727371,41.2741423699757,21.729559637893,51.819790703124,25.1702996077996,24.358501375168,43.9790658415658,46.758705337872,48.7376653756556,14.1740100585689,23.5851610354061,38.1634580742424,33.3899515970594,14.8306625291919,14.1897747767846,16.2963175078371,90.8672058515196,22.6077287454738,85.1905812596989,52.0735930735931,45.5154581529582,17.4459595959596,20.5475649350649,27.2924202340869,23.6354918229918,44.0475669392336,52.667925284592,16.1733445566779,11.5724747474747,44.4406946448613,2
Drug dealer and Addict,58.6191060482727,30.7820757945758,53.6193833943834,36.2964652631319,38.1354212145879,35.0705038788372,22.4248012789679,26.8413877788878,54.7834258334258,68.4427355052355,80.9032045115378,45.4601885768552,15.24080333247,49.1272721106054,88.9813638521972,82.5419565002898,76.0176702926703,37.2631877381877,16.8779737238071,44.0588672130339,67.1906571823238,47.6850489017156,34.6090267756934,52.5582491582492,63.6634980759981,48.4925044091711,64.639722623056,57.1472422639089,68.5885822510822,64.0654020362354,15.4186026936027,40.3847262305596,35.0602312810646,2
Victim and Witness,59.2871577496578,58.6322558614225,38.2431051972719,44.1466026257693,52.0266212182879,34.0206244372911,58.2437352770686,53.5266155141155,35.8847690889358,43.4535299576966,40.3910298035298,59.5226969018636,26.3762021928689,51.814954952455,23.6936161061161,25.6146739063406,26.1737413820747,25.2291868625202,16.5641147432814,35.8250633625634,31.5565881649215,31.544935311602,69.6799021965689,60.5569003527337,48.6462241462241,28.232872374539,44.2350869809203,24.0155062530063,61.8474346641013,55.4157708032708,64.7806497514831,50.8327300785634,43.2487073112073,2
Criminal and Police officer,21.1150107608441,25.3134855884856,42.9120515287182,26.7513548180215,68.4975177600178,22.9581017747684,65.6052288760622,30.7561122519456,25.6329548537882,65.0454015120682,48.8763084138084,42.749452707786,13.3521793021793,43.4199835658169,29.085880631714,26.2086032794366,32.2740685240685,15.0043185209852,14.946737984238,82.5126108459442,35.8336868378535,64.290772344939,80.5129609587943,60.2939915023248,24.1061788520122,61.5534932659933,48.9217171717172,34.9857744107744,50.5422819464486,47.2375621292288,54.207714045214,21.4312770562771,49.4853214686548,2
Criminal and Prosecutor,24.7559284850952,25.2401152859486,38.2455373330373,25.9544651336318,75.8875074000074,25.3113539238539,69.9190890899224,31.350620367287,24.3761251094584,66.3007581924249,48.3017681392681,46.6959380126047,14.1316299441299,49.8154421196088,34.8723834807168,21.7230767689101,40.1688214563215,16.6443638151971,15.7696860238527,70.3529293237627,41.6905636030636,50.8206330706331,74.9903639570306,57.6671536796537,28.1779902196569,63.1533269199936,47.7437269520603,33.7912618245952,50.8466229757896,46.1238957030624,56.6259118967452,28.4633698092031,52.3102633477634,2
Criminal and Hostage,24.7887487512488,20.9680618763952,39.5682202057202,34.3333359541693,39.7536770328437,29.1055937889271,39.0011920178587,27.7306411181411,26.4576499118166,65.3181366473033,56.3889616556283,57.8006138922806,13.1276487401487,34.5959003959004,45.9184821351488,35.675470671304,21.0560280768614,17.0253198961532,17.850111000111,81.8178437303438,42.924074999075,82.3427242510576,46.3920574795575,51.1532327240661,23.1378427128427,25.7964967131634,36.74838664422,24.9363997113997,56.6389209555876,58.0088744588745,23.5471460638127,18.1623977873978,44.9137506012506,2
Defendant and Plaintiff,20.942570700904,44.7030104155104,44.7751097667764,33.2461109877777,65.7657735782736,27.9520041686708,64.0898377856711,33.5541996583663,29.0997457789124,65.5477268102268,52.0795991045991,53.2124691666358,16.6174057424057,48.3991522366522,40.4013091846425,26.3139053847387,28.4789972373306,18.5720654345654,16.9894392644393,70.421350717184,47.7626671168338,44.6183884017217,68.3156184864518,60.1618666827,29.5434463684464,43.9007475549142,50.9300505050505,33.0766293891294,52.4804252845919,48.1222983806317,53.3512706429373,29.2701799743466,44.2614157447491,2
Police officer and Offender,26.5125965084298,30.2553932178932,38.0463573463573,26.0346025887692,72.1785197826865,25.2933390683391,68.7204682663016,32.8235605443939,27.6603321061654,56.1950495492162,52.4851286059619,41.697923681257,13.0811918020251,50.7035578618912,41.9097014097014,29.436757378424,42.336952707786,14.7674891466558,14.853317978318,72.2959341584342,38.8333612375279,51.7388531221865,74.5695065736732,57.7639249639249,28.2090648548982,66.054304954305,48.4574855699856,27.9051126342793,57.3090408048741,51.0717672759339,57.1881012506013,28.4174402757736,47.5006814173481,2
Police officer and Civilian,67.8898931315598,49.0584663792997,39.3024814691481,38.7367217658884,64.5338904922238,35.886556961557,77.4524731441398,52.8434215475882,48.9652134902135,46.674558620392,44.6617971534638,29.8675457258791,31.0943245026578,57.3240453990454,29.5023687732021,26.1983818650485,58.184626022126,29.5788897830565,17.2332038332038,30.0875131041798,36.0113090613091,30.0675685425685,83.8023148148148,70.5660614077281,65.0882275132275,67.9660854577521,54.7812189353856,49.9193763027096,48.1704705788039,49.5085698252365,77.886872695206,68.7515612473946,50.0480860189193,1
Parole officer and Parolee,47.156582614916,21.6507204986372,43.6433248849916,26.1205684747351,79.1067524296691,25.4265858370025,56.4593738822905,28.8813841251341,36.1250423958757,61.4684205455039,51.4916794625128,52.3472741310977,17.1350286333129,61.8181196073353,28.3969294503608,27.238220240181,48.2976264294892,23.4804433855904,11.5175769219887,56.239996940242,35.9389682848016,55.6192292184939,70.9727320518987,61.0269813519813,41.0909095534095,73.4410034410034,53.8067870401204,42.9835906377573,64.1991258741259,55.0371819538486,65.0844923594924,39.3706381581381,46.4472348639015,2
Consultant and Client,71.4112072341239,52.4669265919266,47.4362453904121,31.0329745871413,79.9459625251292,28.4441955421122,56.9267837872004,34.3643570935238,60.5404869050702,75.438372044622,70.2850219225219,45.400981262746,21.0211847067239,80.2562069285108,85.2282680373367,53.5067970518951,84.4683860892195,26.9890906479142,14.1043963661611,32.5908535455104,73.8176818823878,24.5092490842491,63.9830185246852,63.9888244471578,59.6861277611278,79.7731956315289,66.3032321073987,38.0049153007486,59.7686458603125,53.7362947237947,70.9990851740852,62.079947675781,44.3320304695305,1
Chef and Customer,70.2442838026171,52.0750344562845,37.6339580943748,33.200968013468,68.4628483399317,28.176754033004,69.5626421418088,29.6027168048001,55.6263198221531,59.5645584353918,75.9823156010656,35.2564795135874,25.8307073554623,46.8037730969103,73.7968040583237,69.6479042834435,80.114673770311,23.2714986901261,14.4939398836458,25.0903146145793,44.1380538397695,18.0569986658222,57.8655108780109,54.5349428349428,48.8562921646255,76.6536181411181,44.6208341041674,26.8289738039738,52.4797767047767,51.6562389770723,74.5544968919969,61.4682761682762,47.2902628235961,1
Customer and Server,71.636209315376,51.3743301451635,43.0287968975469,35.0038271913272,68.6688525980193,30.0494104660771,76.6869151681652,33.5161955328622,57.8683248849916,61.0892433954934,74.4423729819563,29.3872175391783,23.8573824595883,55.3818187894168,78.3524801360586,70.3257839564212,87.5952670786004,25.2923056065213,12.2872833230676,28.9718382742893,46.5785428351605,22.0021133459859,59.6679408554408,56.702651977652,52.9476652976653,75.2242754159421,59.8210497835498,26.6745527620528,59.6878989837323,65.386303973804,72.000629000629,58.8191971608638,43.8683094683095,1
