"","query","layer","position","r_value"
"1","q3.2_bert_embedding_data","hidden","CLS",0.387490623718821
"2","q3.2_bert_embedding_data","layer0","CLS",0.330395936808917
"3","q3.2_bert_embedding_data","layer1","CLS",0.314187410833225
"4","q3.2_bert_embedding_data","layer10","CLS",0.061392109472832
"5","q3.2_bert_embedding_data","layer11","CLS",0.387490623718821
"6","q3.2_bert_embedding_data","layer2","CLS",0.16068620493537
"7","q3.2_bert_embedding_data","layer3","CLS",0.144766330824172
"8","q3.2_bert_embedding_data","layer4","CLS",0.290444392481475
"9","q3.2_bert_embedding_data","layer5","CLS",0.14365461513241
"10","q3.2_bert_embedding_data","layer6","CLS",0.120854024882589
"11","q3.2_bert_embedding_data","layer7","CLS",0.141789845724579
"12","q3.2_bert_embedding_data","layer8","CLS",0.203359539762484
"13","q3.2_bert_embedding_data","layer9","CLS",0.149369305965086
"14","q3.2_bert_embedding_data","hidden","MASK",0.489175424464048
"15","q3.2_bert_embedding_data","layer0","MASK",0.0270712198244721
"16","q3.2_bert_embedding_data","layer1","MASK",0.033153891865745
"17","q3.2_bert_embedding_data","layer10","MASK",0.455058099686062
"18","q3.2_bert_embedding_data","layer11","MASK",0.489175424464048
"19","q3.2_bert_embedding_data","layer2","MASK",0.0216798726707531
"20","q3.2_bert_embedding_data","layer3","MASK",0.0289984351379065
"21","q3.2_bert_embedding_data","layer4","MASK",0.0432857121347468
"22","q3.2_bert_embedding_data","layer5","MASK",0.0596123352445061
"23","q3.2_bert_embedding_data","layer6","MASK",0.0546446196377232
"24","q3.2_bert_embedding_data","layer7","MASK",0.103077991992032
"25","q3.2_bert_embedding_data","layer8","MASK",0.177765276213314
"26","q3.2_bert_embedding_data","layer9","MASK",0.289181214455228
