"","query","layer","position","r_value"
"1","q4.1_bert_embedding_data","hidden","CLS",0.35180807021526
"2","q4.1_bert_embedding_data","layer0","CLS",0.323212009447415
"3","q4.1_bert_embedding_data","layer1","CLS",0.312511811511374
"4","q4.1_bert_embedding_data","layer10","CLS",0.0612714680684112
"5","q4.1_bert_embedding_data","layer11","CLS",0.35180807021526
"6","q4.1_bert_embedding_data","layer2","CLS",0.163387484544503
"7","q4.1_bert_embedding_data","layer3","CLS",0.139936301304575
"8","q4.1_bert_embedding_data","layer4","CLS",0.28609434801194
"9","q4.1_bert_embedding_data","layer5","CLS",0.137402839625047
"10","q4.1_bert_embedding_data","layer6","CLS",0.116066923426475
"11","q4.1_bert_embedding_data","layer7","CLS",0.137880186678023
"12","q4.1_bert_embedding_data","layer8","CLS",0.204099864214574
"13","q4.1_bert_embedding_data","layer9","CLS",0.143829601030678
"14","q4.1_bert_embedding_data","hidden","MASK",0.32127047062542
"15","q4.1_bert_embedding_data","layer0","MASK",0.0249406138411755
"16","q4.1_bert_embedding_data","layer1","MASK",0.0319434805725345
"17","q4.1_bert_embedding_data","layer10","MASK",0.246808938399921
"18","q4.1_bert_embedding_data","layer11","MASK",0.32127047062542
"19","q4.1_bert_embedding_data","layer2","MASK",0.0293141765007844
"20","q4.1_bert_embedding_data","layer3","MASK",0.035638361035791
"21","q4.1_bert_embedding_data","layer4","MASK",0.0385952861277711
"22","q4.1_bert_embedding_data","layer5","MASK",0.045987592643339
"23","q4.1_bert_embedding_data","layer6","MASK",0.0334248546308551
"24","q4.1_bert_embedding_data","layer7","MASK",0.0529421049850341
"25","q4.1_bert_embedding_data","layer8","MASK",0.0958093533015963
"26","q4.1_bert_embedding_data","layer9","MASK",0.157426434889946
