"","query","layer","position","r_value"
"1","q3.1_bert_embedding_data","hidden","CLS",0.356418778685281
"2","q3.1_bert_embedding_data","layer0","CLS",0.320552863021266
"3","q3.1_bert_embedding_data","layer1","CLS",0.309898691108993
"4","q3.1_bert_embedding_data","layer10","CLS",0.0622387819531199
"5","q3.1_bert_embedding_data","layer11","CLS",0.356418778685281
"6","q3.1_bert_embedding_data","layer2","CLS",0.160393124408568
"7","q3.1_bert_embedding_data","layer3","CLS",0.145437980548476
"8","q3.1_bert_embedding_data","layer4","CLS",0.290863042269586
"9","q3.1_bert_embedding_data","layer5","CLS",0.139756300416195
"10","q3.1_bert_embedding_data","layer6","CLS",0.119290278509747
"11","q3.1_bert_embedding_data","layer7","CLS",0.139134969716518
"12","q3.1_bert_embedding_data","layer8","CLS",0.204894895836485
"13","q3.1_bert_embedding_data","layer9","CLS",0.14403760867347
"14","q3.1_bert_embedding_data","hidden","MASK",0.423683111837302
"15","q3.1_bert_embedding_data","layer0","MASK",0.0254674422793711
"16","q3.1_bert_embedding_data","layer1","MASK",0.0293709285156047
"17","q3.1_bert_embedding_data","layer10","MASK",0.339015475879401
"18","q3.1_bert_embedding_data","layer11","MASK",0.423683111837302
"19","q3.1_bert_embedding_data","layer2","MASK",0.0206127470353633
"20","q3.1_bert_embedding_data","layer3","MASK",0.0293041391687986
"21","q3.1_bert_embedding_data","layer4","MASK",0.0342740338973965
"22","q3.1_bert_embedding_data","layer5","MASK",0.0390310297862253
"23","q3.1_bert_embedding_data","layer6","MASK",0.035126436796509
"24","q3.1_bert_embedding_data","layer7","MASK",0.0664078512773596
"25","q3.1_bert_embedding_data","layer8","MASK",0.136222130211523
"26","q3.1_bert_embedding_data","layer9","MASK",0.192978409383927
