"","query","layer","position","r_value"
"1","q1.2_bert_embedding_data","hidden","CLS",0.396261119698345
"2","q1.2_bert_embedding_data","layer0","CLS",0.331909089669346
"3","q1.2_bert_embedding_data","layer1","CLS",0.316043484820057
"4","q1.2_bert_embedding_data","layer10","CLS",0.0662250263230648
"5","q1.2_bert_embedding_data","layer11","CLS",0.396261119698345
"6","q1.2_bert_embedding_data","layer2","CLS",0.163394296628508
"7","q1.2_bert_embedding_data","layer3","CLS",0.152593128758932
"8","q1.2_bert_embedding_data","layer4","CLS",0.28752082576563
"9","q1.2_bert_embedding_data","layer5","CLS",0.146115420626602
"10","q1.2_bert_embedding_data","layer6","CLS",0.12637975526991
"11","q1.2_bert_embedding_data","layer7","CLS",0.144267290334787
"12","q1.2_bert_embedding_data","layer8","CLS",0.208651091154781
"13","q1.2_bert_embedding_data","layer9","CLS",0.152632708869228
"14","q1.2_bert_embedding_data","hidden","MASK",0.442912345545661
"15","q1.2_bert_embedding_data","layer0","MASK",0.0265267529580103
"16","q1.2_bert_embedding_data","layer1","MASK",0.0330866252477772
"17","q1.2_bert_embedding_data","layer10","MASK",0.326416803044104
"18","q1.2_bert_embedding_data","layer11","MASK",0.442912345545661
"19","q1.2_bert_embedding_data","layer2","MASK",0.0215890519940217
"20","q1.2_bert_embedding_data","layer3","MASK",0.0255758163610678
"21","q1.2_bert_embedding_data","layer4","MASK",0.0421050453812272
"22","q1.2_bert_embedding_data","layer5","MASK",0.0586332911772984
"23","q1.2_bert_embedding_data","layer6","MASK",0.0421695106149515
"24","q1.2_bert_embedding_data","layer7","MASK",0.0910736513154882
"25","q1.2_bert_embedding_data","layer8","MASK",0.124487820340535
"26","q1.2_bert_embedding_data","layer9","MASK",0.173121653077358
"27","q1.2_bert_embedding_data","hidden","關",0.142302994840061
"28","q1.2_bert_embedding_data","layer0","關",0.101596048617161
"29","q1.2_bert_embedding_data","layer1","關",0.102360148702892
"30","q1.2_bert_embedding_data","layer10","關",0.106194114857526
"31","q1.2_bert_embedding_data","layer11","關",0.142302994840061
"32","q1.2_bert_embedding_data","layer2","關",0.0919969943402707
"33","q1.2_bert_embedding_data","layer3","關",0.0764690117107664
"34","q1.2_bert_embedding_data","layer4","關",0.0630572674124543
"35","q1.2_bert_embedding_data","layer5","關",0.0595942573588534
"36","q1.2_bert_embedding_data","layer6","關",0.0509035962148128
"37","q1.2_bert_embedding_data","layer7","關",0.0563650265358142
"38","q1.2_bert_embedding_data","layer8","關",0.0648958077089134
"39","q1.2_bert_embedding_data","layer9","關",0.0769748297341683
"40","q1.2_bert_embedding_data","hidden","關系",0.131779432102673
"41","q1.2_bert_embedding_data","layer0","關系",0.110381564643555
"42","q1.2_bert_embedding_data","layer1","關系",0.110985663305905
"43","q1.2_bert_embedding_data","layer10","關系",0.0949553425423038
"44","q1.2_bert_embedding_data","layer11","關系",0.131779432102673
"45","q1.2_bert_embedding_data","layer2","關系",0.0947981355470147
"46","q1.2_bert_embedding_data","layer3","關系",0.0804953216051528
"47","q1.2_bert_embedding_data","layer4","關系",0.0703697370485513
"48","q1.2_bert_embedding_data","layer5","關系",0.056902000736254
"49","q1.2_bert_embedding_data","layer6","關系",0.0465953355052426
"50","q1.2_bert_embedding_data","layer7","關系",0.0527612867322894
"51","q1.2_bert_embedding_data","layer8","關系",0.0598899022662119
"52","q1.2_bert_embedding_data","layer9","關系",0.0750041355354948
"53","q1.2_bert_embedding_data","hidden","系",0.121848647236121
"54","q1.2_bert_embedding_data","layer0","系",0.128380960009203
"55","q1.2_bert_embedding_data","layer1","系",0.12916127455599
"56","q1.2_bert_embedding_data","layer10","系",0.093713832963066
"57","q1.2_bert_embedding_data","layer11","系",0.121848647236121
"58","q1.2_bert_embedding_data","layer2","系",0.1229627545585
"59","q1.2_bert_embedding_data","layer3","系",0.114631925111649
"60","q1.2_bert_embedding_data","layer4","系",0.100563391572982
"61","q1.2_bert_embedding_data","layer5","系",0.074186055478072
"62","q1.2_bert_embedding_data","layer6","系",0.0636867548104633
"63","q1.2_bert_embedding_data","layer7","系",0.0671627155380793
"64","q1.2_bert_embedding_data","layer8","系",0.0711970181831911
"65","q1.2_bert_embedding_data","layer9","系",0.085800662992216
