"","query","layer","position","r_value"
"1","q2.1_bert_embedding_data","hidden","CLS",0.34255694054921
"2","q2.1_bert_embedding_data","layer0","CLS",0.321230359770603
"3","q2.1_bert_embedding_data","layer1","CLS",0.307080116729924
"4","q2.1_bert_embedding_data","layer10","CLS",0.063240924335737
"5","q2.1_bert_embedding_data","layer11","CLS",0.34255694054921
"6","q2.1_bert_embedding_data","layer2","CLS",0.156190280789634
"7","q2.1_bert_embedding_data","layer3","CLS",0.149476069417329
"8","q2.1_bert_embedding_data","layer4","CLS",0.276598581715638
"9","q2.1_bert_embedding_data","layer5","CLS",0.134663671866007
"10","q2.1_bert_embedding_data","layer6","CLS",0.120190345589983
"11","q2.1_bert_embedding_data","layer7","CLS",0.139753589923476
"12","q2.1_bert_embedding_data","layer8","CLS",0.199419882985484
"13","q2.1_bert_embedding_data","layer9","CLS",0.142654468440182
"14","q2.1_bert_embedding_data","hidden","MASK",0.261834767711391
"15","q2.1_bert_embedding_data","layer0","MASK",0.0292100492653802
"16","q2.1_bert_embedding_data","layer1","MASK",0.0284974608382153
"17","q2.1_bert_embedding_data","layer10","MASK",0.12262616086021
"18","q2.1_bert_embedding_data","layer11","MASK",0.261834767711391
"19","q2.1_bert_embedding_data","layer2","MASK",0.0173238625589533
"20","q2.1_bert_embedding_data","layer3","MASK",0.0145072422322631
"21","q2.1_bert_embedding_data","layer4","MASK",0.0142033506911083
"22","q2.1_bert_embedding_data","layer5","MASK",0.0152829197288847
"23","q2.1_bert_embedding_data","layer6","MASK",0.0139715460187393
"24","q2.1_bert_embedding_data","layer7","MASK",0.0170482720734932
"25","q2.1_bert_embedding_data","layer8","MASK",0.0224626640362945
"26","q2.1_bert_embedding_data","layer9","MASK",0.035699758804209
