,0
0,5
1,268
2,271
3,22
4,407
5,534
6,156
7,414
8,415
9,160
10,161
11,162
12,163
13,158
14,556
15,559
16,176
17,177
18,52
19,54
20,572
21,321
22,579
23,332
24,208
25,597
26,87
27,216
28,91
29,96
30,480
31,227
32,356
33,102
34,103
35,104
36,363
37,375
38,255
