,0
0,260
1,416
2,161
3,421
4,550
5,300
6,556
7,176
8,560
9,49
10,563
11,183
12,186
13,188
14,318
15,577
16,582
17,327
18,328
19,583
20,459
21,462
22,590
23,215
24,219
25,105
26,112
27,626
28,627
29,248
