,0
0,513
1,260
2,392
3,138
4,10
5,267
6,525
7,398
8,266
9,271
10,401
11,18
12,23
13,25
14,157
15,414
16,160
17,417
18,547
19,548
20,35
21,422
22,39
23,555
24,175
25,312
26,60
27,445
28,190
29,191
30,446
31,69
32,454
33,71
34,459
35,590
36,211
37,469
38,343
39,216
40,473
41,471
42,347
43,477
44,224
45,613
46,485
47,487
48,106
49,107
50,363
51,621
52,364
53,492
54,623
55,500
56,245
57,502
58,505
59,250
60,381
61,383
