"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.7189,0.215,0.7924,0.3656,0.5582,0.7408,0.0483,0.7849,0.1418,0.5275,0.4997,0.0306,0.7843,0.4231,0.4787
