"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.7447,0.063,0.8039,0.2928,0.4955,0.4496,0.0821,0.5888,0.1738,0.761,0.8014,0.0289,0.7311,0.2109,0.226
