"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.3692,0.1882,0.7758,0.156,0.6136,0.5745,0.018,0.6926,0.203,0.7002,0.7002,0.1088,0.7158,0.3947,0.4393
