"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.5726,0.1773,0.7902,0.1809,0.5019,0.6324,0.0502,0.7076,0.2069,0.7729,0.8385,0.0481,0.7296,0.3322,0.3594
