"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.2929,0.2778,0.8768,0.1408,0.4506,0.6989,0.0292,0.2834,0.3152,0.747,0.5768,0.1434,0.7182,0.9702,0.6447
