"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.1063,0.4786,0.8592,0.1546,0.7558,0.886,0.0651,0.1358,0.5598,0.7524,0.4462,0.2376,0.7261,0.9934,0.6938
