"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.853,0.2555,0.6099,0.1771,0.9075,0.8008,0.0671,0.479,0.1473,0.8016,0.2752,0.0719,0.6377,0.1896,0.5093
