"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.4675,0.6081,0.6207,0.3951,0.3173,0.514,0.0618,0.6322,0.1669,0.4859,0.8292,0.2475,0.9497,0.3956,0.6827
