"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.1538,0.3213,0.8911,0.1195,0.4128,0.729,0.0435,0.2414,0.3656,0.7279,0.5979,0.2229,0.6908,0.9858,0.7492
