,Afghanistan,Albania,Argentina,Armenia,Australia,Austria,Benin,Bolivia,Bosnia and Herzegovina,Brazil,Bulgaria,Burkina Faso,Cameroon,Canada,Chile,Colombia,Congo (Brazzaville),Costa Rica,Croatia,Cyprus,Czechia,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Finland,France,Gabon,Georgia,Germany,Ghana,Greece,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyzstan,Latvia,Lebanon,Lithuania,Malawi,Mali,Malta,Mauritius,Mexico,Moldova,Mongolia,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,North Macedonia,Norway,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan Province of China,Tanzania,Thailand,Togo,Tunisia,Turkey,Uganda,Ukraine,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Zambia,Zimbabwe
El Salvador,0.4467611312866211,0.22945711016654968,0.3758070170879364,0.40523529052734375,0.18315476179122925,0.09192216396331787,0.060034751892089844,0.3165055513381958,0.4765283018350601,0.37528184056282043,0.4778549373149872,0.08152955770492554,0.13917267322540283,0.09196996688842773,0.47023633122444153,0.4132322371006012,0.18025898933410645,0.3870728015899658,0.4510931968688965,0.3804411292076111,0.41790571808815,0.050671398639678955,0.12742310762405396,0.2898878753185272,0.06166338920593262,0.0,0.18311715126037598,0.011350095272064209,0.2688606381416321,0.25405001640319824,0.2593606114387512,0.09762120246887207,0.18130773305892944,0.30064472556114197,0.4758845865726471,0.20710739493370056,0.2858150005340576,0.06849437952041626,0.08309423923492432,0.13795799016952515,0.08473169803619385,0.27858686447143555,0.07899171113967896,0.2627864480018616,0.34808722138404846,0.03409266471862793,0.37658071517944336,0.4115954637527466,0.08879727125167847,0.1672114133834839,0.18762296438217163,0.1251823902130127,0.12026584148406982,0.4077787399291992,0.5956867709755898,0.39855068922042847,0.18837785720825195,0.2033628523349762,0.040356576442718506,0.17523550987243652,0.21905502676963806,0.3385935127735138,0.4453791677951813,0.02959054708480835,0.3966682553291321,0.17296165227890015,0.08483946323394775,0.117642343044281,0.06748330593109131,0.1128796935081482,0.4500465989112854,0.3432595431804657,0.07114207744598389,0.36757317185401917,0.4122147262096405,0.4020582437515259,0.060827553272247314,0.4431294798851013,0.12619471549987793,0.5100875198841095,0.24538904428482056,0.24815937876701355,0.09692633152008057,0.05065107345581055,0.19524067640304565,0.48657354712486267,0.3631453216075897,0.19341963529586792,0.26855194568634033,0.330677330493927,0.19745779037475586,0.06884503364562988,0.13546693325042725,0.26523327827453613,0.18900978565216064,0.4629479646682739,0.1545754075050354,0.3851912319660187,0.2763667702674866,0.14362120628356934,0.48861561715602875,0.3076271414756775,0.2977559268474579,0.21655026078224182,0.21029222011566162,0.52646903693676,0.004703342914581299,0.03667795658111572
Estonia,0.2636439800262451,0.046339958906173706,0.19268986582756042,0.22211813926696777,3.7610530853271484e-05,0.0911949872970581,0.24315190315246582,0.13338840007781982,0.29341115057468414,0.19216468930244446,0.2947377860546112,0.10158759355545044,0.043944478034973145,0.09114718437194824,0.28711917996406555,0.23011508584022522,0.0028581619262695312,0.20395565032958984,0.2679760456085205,0.1973239779472351,0.23478856682777405,0.13244575262069702,0.05569404363632202,0.10677072405815125,0.2447805404663086,0.18311715126037598,0.0,0.19446724653244019,0.0857434868812561,0.07093286514282227,0.07624346017837524,0.0854959487915039,0.0018094182014465332,0.11752757430076599,0.2927674353122711,0.023990243673324585,0.10269784927368164,0.11462277173995972,0.2662113904953003,0.3210751414299011,0.09838545322418213,0.09546971321105957,0.10412544012069702,0.0796692967414856,0.16497007012367249,0.14902448654174805,0.19346356391906738,0.2284783124923706,0.27191442251205444,0.01590573787689209,0.004505813121795654,0.05793476104736328,0.06285130977630615,0.22466158866882324,0.4125696197152138,0.2154335379600525,0.0052607059478759766,0.02024570107460022,0.14276057481765747,0.007881641387939453,0.035937875509262085,0.15547636151313782,0.2622620165348053,0.21270769834518433,0.2135511040687561,0.01015549898147583,0.09827768802642822,0.06547480821609497,0.11563384532928467,0.07023745775222778,0.2669294476509094,0.16014239192008972,0.25425922870635986,0.1844560205936432,0.22909757494926453,0.2189410924911499,0.2439447045326233,0.26001232862472534,0.05692243576049805,0.3269703686237335,0.06227189302444458,0.06504222750663757,0.08619081974029541,0.23376822471618652,0.37835782766342163,0.3034563958644867,0.18002817034721375,0.010302484035491943,0.08543479442596436,0.14756017923355103,0.014340639114379883,0.1142721176147461,0.3185840845108032,0.08211612701416016,0.3721269369125366,0.27983081340789795,0.028541743755340576,0.2020740807056427,0.0932496190071106,0.03949594497680664,0.30549846589565277,0.12450999021530151,0.11463877558708191,0.033433109521865845,0.3934093713760376,0.34335188567638397,0.17841380834579468,0.14643919467926025
Finland,0.4581112265586853,0.2408072054386139,0.3871571123600006,0.41658538579940796,0.19450485706329346,0.10327225923538208,0.048684656620025635,0.32785564661026,0.48787839710712433,0.38663193583488464,0.4892050325870514,0.09287965297698975,0.15052276849746704,0.10332006216049194,0.48158642649650574,0.4245823323726654,0.19160908460617065,0.39842289686203003,0.4624432921409607,0.3917912244796753,0.42925581336021423,0.062021493911743164,0.13877320289611816,0.30123797059059143,0.05031329393386841,0.011350095272064209,0.19446724653244019,0.0,0.2802107334136963,0.26540011167526245,0.27071070671081543,0.10897129774093628,0.19265782833099365,0.3119948208332062,0.4872346818447113,0.21845749020576477,0.2971650958061218,0.07984447479248047,0.07174414396286011,0.12660789489746094,0.09608179330825806,0.28993695974349976,0.09034180641174316,0.2741365432739258,0.35943731665611267,0.04544275999069214,0.38793081045150757,0.4229455590248108,0.07744717597961426,0.1785615086555481,0.19897305965423584,0.1365324854850769,0.13161593675613403,0.4191288352012634,0.607036866247654,0.4099007844924927,0.19972795248031616,0.2147129476070404,0.051706671714782715,0.18658560514450073,0.23040512204170227,0.349943608045578,0.4567292630672455,0.01824045181274414,0.4080183506011963,0.18431174755096436,0.09618955850601196,0.12899243831634521,0.07883340120315552,0.1242297887802124,0.4613966941833496,0.3546096384525299,0.05979198217391968,0.3789232671260834,0.4235648214817047,0.4134083390235901,0.049477458000183105,0.4544795751571655,0.13754481077194214,0.5214376151561737,0.25673913955688477,0.25950947403907776,0.10827642679214478,0.03930097818374634,0.18389058113098145,0.4979236423969269,0.37449541687965393,0.20476973056793213,0.27990204095840454,0.3420274257659912,0.20880788564682007,0.08019512891769409,0.12411683797836304,0.27658337354660034,0.17765969038009644,0.47429805994033813,0.1659255027770996,0.3965413272380829,0.2877168655395508,0.15497130155563354,0.49996571242809296,0.3189772367477417,0.3091060221195221,0.22790035605430603,0.1989421248435974,0.5378191322088242,0.016053438186645508,0.04802805185317993
France,0.177900493144989,0.0394035279750824,0.10694637894630432,0.13637465238571167,0.08570587635040283,0.1769384741783142,0.3288953900337219,0.04764491319656372,0.20766766369342804,0.10642120242118835,0.2089942991733551,0.18733108043670654,0.12968796491622925,0.17689067125320435,0.20137569308280945,0.14437159895896912,0.08860164880752563,0.11821216344833374,0.1822325587272644,0.111580491065979,0.14904507994651794,0.21818923950195312,0.14143753051757812,0.02102723717689514,0.3305240273475647,0.2688606381416321,0.0857434868812561,0.2802107334136963,0.0,0.014810621738433838,0.00950002670288086,0.17123943567276,0.08755290508270264,0.03178408741950989,0.20702394843101501,0.06175324320793152,0.016954362392425537,0.20036625862121582,0.3519548773765564,0.4068186283111572,0.18412894010543823,0.009726226329803467,0.18986892700195312,0.006074190139770508,0.07922658324241638,0.23476797342300415,0.10772007703781128,0.1427348256111145,0.35765790939331055,0.1016492247581482,0.08123767375946045,0.14367824792861938,0.14859479665756226,0.13891810178756714,0.32682613283395767,0.1296900510787964,0.08048278093338013,0.06549778580665588,0.22850406169891357,0.09362512826919556,0.04980561137199402,0.06973287463188171,0.1765185296535492,0.29845118522644043,0.1278076171875,0.09589898586273193,0.18402117490768433,0.15121829509735107,0.20137733221054077,0.1559809446334839,0.18118596076965332,0.07439890503883362,0.34000271558761597,0.09871253371238708,0.14335408806800842,0.1331976056098938,0.3296881914138794,0.17426884174346924,0.14266592264175415,0.24122688174247742,0.023471593856811523,0.02070125937461853,0.1719343066215515,0.3195117115974426,0.46410131454467773,0.2177129089832306,0.09428468346595764,0.07544100284576416,0.00030869245529174805,0.06181669235229492,0.07140284776687622,0.2000156044960022,0.4043275713920593,0.0036273598670959473,0.4578704237937927,0.19408732652664185,0.11428523063659668,0.1163305938243866,0.007506132125854492,0.12523943185806274,0.21975497901439667,0.03876650333404541,0.028895288705825806,0.05231037735939026,0.4791528582572937,0.25760839879512787,0.2641572952270508,0.23218268156051636
Gabon,0.19271111488342285,0.02459290623664856,0.12175700068473816,0.1511852741241455,0.070895254611969,0.16212785243988037,0.3140847682952881,0.06245553493499756,0.22247828543186188,0.12123182415962219,0.22380492091178894,0.1725204586982727,0.11487734317779541,0.1620800495147705,0.2161863148212433,0.15918222069740295,0.0737910270690918,0.13302278518676758,0.19704318046569824,0.12639111280441284,0.16385570168495178,0.2033786177635193,0.1266269087791443,0.03583785891532898,0.31571340560913086,0.25405001640319824,0.07093286514282227,0.26540011167526245,0.014810621738433838,0.0,0.0053105950355529785,0.15642881393432617,0.0727422833442688,0.046594709157943726,0.22183457016944885,0.04694262146949768,0.031764984130859375,0.18555563688278198,0.33714425563812256,0.3920080065727234,0.1693183183670044,0.024536848068237305,0.1750583052635193,0.00873643159866333,0.09403720498085022,0.2199573516845703,0.12253069877624512,0.15754544734954834,0.3428472876548767,0.08683860301971436,0.06642705202102661,0.12886762619018555,0.13378417491912842,0.15372872352600098,0.3416367545723915,0.14450067281723022,0.06567215919494629,0.050687164068222046,0.21369343996047974,0.07881450653076172,0.03499498963356018,0.08454349637031555,0.19132915139198303,0.2836405634880066,0.14261823892593384,0.0810883641242981,0.1692105531692505,0.13640767335891724,0.18656671047210693,0.14117032289505005,0.19599658250808716,0.08920952677726746,0.32519209384918213,0.11352315545082092,0.15816470980644226,0.14800822734832764,0.31487756967544556,0.18907946348190308,0.1278553009033203,0.25603750348091125,0.008660972118377686,0.005890637636184692,0.15712368488311768,0.3047010898590088,0.4492906928062439,0.23252353072166443,0.10909530520439148,0.06063038110733032,0.01450192928314209,0.07662731409072876,0.05659222602844238,0.18520498275756836,0.3895169496536255,0.01118326187133789,0.4430598020553589,0.20889794826507568,0.09947460889816284,0.13114121556282043,0.02231675386428833,0.1104288101196289,0.2345656007528305,0.05357712507247925,0.043705910444259644,0.03749975562095642,0.46434223651885986,0.2724190205335617,0.24934667348861694,0.21737205982208252
Georgia,0.18740051984786987,0.029903501272201538,0.11644640564918518,0.14587467908859253,0.07620584964752197,0.16743844747543335,0.31939536333084106,0.05714493989944458,0.2171676903963089,0.11592122912406921,0.21849432587623596,0.17783105373382568,0.12018793821334839,0.1673906445503235,0.2108757197856903,0.15387162566184998,0.07910162210464478,0.1277121901512146,0.19173258543014526,0.12108051776885986,0.1585451066493988,0.20868921279907227,0.13193750381469727,0.030527263879776,0.32102400064468384,0.2593606114387512,0.07624346017837524,0.27071070671081543,0.00950002670288086,0.0053105950355529785,0.0,0.16173940896987915,0.07805287837982178,0.04128411412239075,0.21652397513389587,0.05225321650505066,0.026454389095306396,0.19086623191833496,0.34245485067367554,0.39731860160827637,0.17462891340255737,0.019226253032684326,0.18036890029907227,0.0034258365631103516,0.08872660994529724,0.2252679467201233,0.11722010374069214,0.15223485231399536,0.3481578826904297,0.09214919805526733,0.07173764705657959,0.13417822122573853,0.1390947699546814,0.148418128490448,0.33632615953683853,0.13919007778167725,0.07098275423049927,0.055997759103775024,0.21900403499603271,0.0841251015663147,0.04030558466911316,0.07923290133476257,0.18601855635643005,0.28895115852355957,0.13730764389038086,0.08639895915985107,0.17452114820480347,0.14171826839447021,0.1918773055076599,0.14648091793060303,0.19068598747253418,0.08389893174171448,0.3305026888847351,0.10821256041526794,0.15285411477088928,0.14269763231277466,0.32018816471099854,0.1837688684463501,0.1331658959388733,0.2507269084453583,0.013971567153930664,0.011201232671737671,0.16243427991867065,0.31001168489456177,0.4546012878417969,0.22721293568611145,0.1037847101688385,0.0659409761428833,0.009191334247589111,0.07131671905517578,0.06190282106399536,0.19051557779312134,0.39482754468917847,0.005872666835784912,0.44837039709091187,0.2035873532295227,0.10478520393371582,0.12583062052726746,0.01700615882873535,0.11573940515518188,0.22925500571727753,0.04826653003692627,0.038395315408706665,0.0428103506565094,0.46965283155441284,0.26710842549800873,0.2546572685241699,0.2226826548576355
Germany,0.349139928817749,0.1318359076976776,0.27818581461906433,0.3076140880584717,0.08553355932235718,0.005699038505554199,0.15765595436096191,0.21888434886932373,0.37890709936618805,0.27766063809394836,0.3802337348461151,0.016091644763946533,0.04155147075653076,0.005651235580444336,0.37261512875556946,0.3156110346317291,0.08263778686523438,0.28945159912109375,0.3534719944000244,0.282819926738739,0.32028451561927795,0.046949803829193115,0.029801905155181885,0.19226667284965515,0.1592845916748047,0.09762120246887207,0.0854959487915039,0.10897129774093628,0.17123943567276,0.15642881393432617,0.16173940896987915,0.0,0.08368653059005737,0.2030235230922699,0.378263384103775,0.10948619246482849,0.18819379806518555,0.02912682294845581,0.1807154417037964,0.23557919263839722,0.012889504432678223,0.18096566200256348,0.018629491329193115,0.1651652455329895,0.2504660189151764,0.06352853775024414,0.2789595127105713,0.3139742612838745,0.18641847372055054,0.06959021091461182,0.09000176191329956,0.027561187744140625,0.022644639015197754,0.31015753746032715,0.4980655685067177,0.3009294867515564,0.09075665473937988,0.10574164986610413,0.057264626026153564,0.07761430740356445,0.12143382430076599,0.24097231030464172,0.3477579653263092,0.12721174955368042,0.29904705286026,0.07534044981002808,0.012781739234924316,0.020021140575408936,0.03013789653778076,0.015258491039276123,0.35242539644241333,0.24563834071159363,0.16876327991485596,0.2699519693851471,0.31459352374076843,0.3044370412826538,0.15844875574111938,0.34550827741622925,0.02857351303100586,0.4124663174152374,0.1477678418159485,0.15053817629814148,0.0006948709487915039,0.14827227592468262,0.2928618788719177,0.3889523446559906,0.26552411913871765,0.09579843282699585,0.17093074321746826,0.23305612802505493,0.09983658790588379,0.028776168823242188,0.23308813571929932,0.16761207580566406,0.2866309881210327,0.36532676219940186,0.05695420503616333,0.2875700294971466,0.1787455677986145,0.046000003814697266,0.3909944146871567,0.21000593900680542,0.20013472437858582,0.11892905831336975,0.3079134225845337,0.4288478344678879,0.09291785955429077,0.06094324588775635
Ghana,0.26545339822769165,0.04814937710762024,0.19449928402900696,0.2239275574684143,0.0018470287322998047,0.08938556909561157,0.2413424849510193,0.13519781827926636,0.2952205687761307,0.193974107503891,0.29654720425605774,0.0997781753540039,0.04213505983352661,0.08933776617050171,0.2889285981655121,0.23192450404167175,0.001048743724822998,0.20576506853103638,0.26978546380996704,0.19913339614868164,0.23659798502922058,0.1306363344192505,0.05388462543487549,0.10858014225959778,0.24297112226486206,0.18130773305892944,0.0018094182014465332,0.19265782833099365,0.08755290508270264,0.0727422833442688,0.07805287837982178,0.08368653059005737,0.0,0.11933699250221252,0.29457685351371765,0.025799661874771118,0.10450726747512817,0.11281335353851318,0.26440197229385376,0.3192657232284546,0.0965760350227356,0.0972791314125061,0.10231602191925049,0.08147871494293213,0.16677948832511902,0.1472150683403015,0.19527298212051392,0.23028773069381714,0.2701050043106079,0.014096319675445557,0.0063152313232421875,0.05612534284591675,0.06104189157485962,0.22647100687026978,0.4143790379166603,0.21724295616149902,0.00707012414932251,0.022055119276046753,0.14095115661621094,0.00607222318649292,0.03774729371070862,0.15728577971458435,0.26407143473625183,0.2108982801437378,0.21536052227020264,0.008346080780029297,0.09646826982498169,0.06366539001464844,0.11382442712783813,0.06842803955078125,0.26873886585235596,0.16195181012153625,0.25244981050491333,0.18626543879508972,0.23090699315071106,0.22075051069259644,0.24213528633117676,0.2618217468261719,0.055113017559051514,0.32877978682518005,0.06408131122589111,0.0668516457080841,0.08438140153884888,0.23195880651474,0.3765484094619751,0.3052658140659332,0.18183758854866028,0.012111902236938477,0.08724421262741089,0.14936959743499756,0.016150057315826416,0.11246269941329956,0.3167746663093567,0.08392554521560669,0.3703175187110901,0.2816402316093445,0.026732325553894043,0.20388349890708923,0.09505903720855713,0.03768652677536011,0.3073078840970993,0.12631940841674805,0.11644819378852844,0.03524252772331238,0.39159995317459106,0.3451613038778305,0.17660439014434814,0.14462977647781372
Greece,0.14611640572547913,0.07118761539459229,0.07516229152679443,0.10459056496620178,0.11748996376991272,0.2087225615978241,0.3606794774532318,0.015860825777053833,0.17588357627391815,0.07463711500167847,0.17721021175384521,0.21911516785621643,0.16147205233573914,0.20867475867271423,0.16959160566329956,0.11258751153945923,0.12038573622703552,0.08642807602882385,0.15044847130775452,0.07979640364646912,0.11726099252700806,0.249973326921463,0.173221617937088,0.010756850242614746,0.3623081147670746,0.30064472556114197,0.11752757430076599,0.3119948208332062,0.03178408741950989,0.046594709157943726,0.04128411412239075,0.2030235230922699,0.11933699250221252,0.0,0.17523986101150513,0.0935373306274414,0.01482972502708435,0.2321503460407257,0.3837389647960663,0.4386027157306671,0.21591302752494812,0.02205786108970642,0.221653014421463,0.037858277559280396,0.047442495822906494,0.26655206084251404,0.07593598961830139,0.11095073819160461,0.38944199681282043,0.13343331217765808,0.11302176117897034,0.17546233534812927,0.18037888407707214,0.10713401436805725,0.2950420454144478,0.0979059636592865,0.11226686835289001,0.09728187322616577,0.26028814911842346,0.12540921568870544,0.0815896987915039,0.037948787212371826,0.1447344422340393,0.3302352726459503,0.09602352976799011,0.12768307328224182,0.2158052623271942,0.18300238251686096,0.23316141963005066,0.18776503205299377,0.14940187335014343,0.04261481761932373,0.37178680300712585,0.0669284462928772,0.11157000064849854,0.10141351819038391,0.3614722788333893,0.14248475432395935,0.17445001006126404,0.20944279432296753,0.05525568127632141,0.05248534679412842,0.2037183940410614,0.3512957990169525,0.4958854019641876,0.1859288215637207,0.06250059604644775,0.10722509026527405,0.032092779874801636,0.030032604932785034,0.10318693518638611,0.23179969191551208,0.4361116588115692,0.035411447286605835,0.4896545112133026,0.16230323910713196,0.14606931805610657,0.08454650640487671,0.024277955293655396,0.15702351927757263,0.18797089159488678,0.0069824159145355225,0.002888798713684082,0.08409446477890015,0.5109369456768036,0.22582431137561798,0.29594138264656067,0.26396676898002625
Honduras,0.029123455286026,0.2464274764060974,0.1000775694847107,0.07064929604530334,0.29272982478141785,0.3839624226093292,0.5359193384647369,0.1593790352344513,0.0006437152624130249,0.10060274600982666,0.001970350742340088,0.39435502886772156,0.33671191334724426,0.38391461968421936,0.005648255348205566,0.0626523494720459,0.29562559723854065,0.08881178498268127,0.02479138970375061,0.09544345736503601,0.05797886848449707,0.42521318793296814,0.34846147894859314,0.18599671125411987,0.5375479757785797,0.4758845865726471,0.2927674353122711,0.4872346818447113,0.20702394843101501,0.22183457016944885,0.21652397513389587,0.378263384103775,0.29457685351371765,0.17523986101150513,0.0,0.26877719163894653,0.19006958603858948,0.40739020705223083,0.5589788258075714,0.6138425767421722,0.39115288853645325,0.19729772210121155,0.39689287543296814,0.21309813857078552,0.12779736518859863,0.44179192185401917,0.09930387139320374,0.06428912281990051,0.5646818578243256,0.3086731731891632,0.28826162219047546,0.3507021963596344,0.35561874508857727,0.06810584664344788,0.11980218440294266,0.07733389735221863,0.28750672936439514,0.2725217342376709,0.4355280101299286,0.30064907670021057,0.25682955980300903,0.1372910737991333,0.03050541877746582,0.5054751336574554,0.07921633124351501,0.30292293429374695,0.39104512333869934,0.3582422435283661,0.4084012806415558,0.3630048930644989,0.025837987661361694,0.1326250433921814,0.547026664018631,0.10831141471862793,0.06366986036300659,0.07382634282112122,0.5367121398448944,0.032755106687545776,0.34968987107276917,0.0342029333114624,0.23049554228782654,0.22772520780563354,0.37895825505256653,0.5265356600284576,0.6711252629756927,0.010688960552215576,0.11273926496505737,0.2824649512767792,0.20733264088630676,0.1452072560787201,0.27842679619789124,0.4070395529270172,0.6113515198230743,0.21065130829811096,0.6648943722248077,0.012936621904373169,0.3213091790676117,0.09069335460662842,0.19951781630516052,0.33226338028907776,0.012731030583381653,0.1682574450969696,0.1781286597251892,0.2593343257904053,0.6861768066883087,0.050584450364112854,0.4711812436580658,0.43920662999153137
Hong Kong,0.23965373635292053,0.02234971523284912,0.16869962215423584,0.1981278955936432,0.023952633142471313,0.11518523097038269,0.2671421468257904,0.10939815640449524,0.26942090690135956,0.16817444562911987,0.2707475423812866,0.12557783722877502,0.06793472170829773,0.11513742804527283,0.26312893629074097,0.20612484216690063,0.026848405599594116,0.17996540665626526,0.24398580193519592,0.17333373427391052,0.21079832315444946,0.1564359962940216,0.0796842873096466,0.08278048038482666,0.2687707841396332,0.20710739493370056,0.023990243673324585,0.21845749020576477,0.06175324320793152,0.04694262146949768,0.05225321650505066,0.10948619246482849,0.025799661874771118,0.0935373306274414,0.26877719163894653,0.0,0.07870760560035706,0.1386130154132843,0.2902016341686249,0.3450653851032257,0.12237569689750671,0.07147946953773499,0.1281156837940216,0.05567905306816101,0.1409798264503479,0.17301473021507263,0.1694733202457428,0.20448806881904602,0.29590466618537903,0.039895981550216675,0.01948443055152893,0.08192500472068787,0.08684155344963074,0.20067134499549866,0.3885793760418892,0.1914432942867279,0.01872953772544861,0.0037445425987243652,0.16675081849098206,0.03187188506126404,0.0119476318359375,0.13148611783981323,0.2382717728614807,0.2366979420185089,0.18956086039543152,0.034145742654800415,0.12226793169975281,0.08946505188941956,0.13962408900260925,0.09422770142555237,0.24293920397758484,0.13615214824676514,0.27824947237968445,0.1604657769203186,0.20510733127593994,0.19495084881782532,0.2679349482059479,0.23602208495140076,0.08091267943382263,0.30298012495040894,0.038281649351119995,0.04105198383331299,0.11018106341362,0.2577584683895111,0.4023480713367462,0.2794661521911621,0.15603792667388916,0.013687759637832642,0.06144455075263977,0.12356993556022644,0.009649604558944702,0.13826236128807068,0.3425743281841278,0.05812588334083557,0.3961171805858612,0.25584056973457336,0.05253198742866516,0.17808383703231812,0.06925937533378601,0.06348618865013123,0.2815082222223282,0.10051974654197693,0.09064853191375732,0.00944286584854126,0.4173996150493622,0.3193616420030594,0.20240405201911926,0.17042943835258484
Hungary,0.16094613075256348,0.056357890367507935,0.08999201655387878,0.11942028999328613,0.10266023874282837,0.19389283657073975,0.34584975242614746,0.030690550804138184,0.1907133013010025,0.08946684002876282,0.19203993678092957,0.20428544282913208,0.14664232730865479,0.19384503364562988,0.1844213306903839,0.12741723656654358,0.10555601119995117,0.1012578010559082,0.16527819633483887,0.09462612867355347,0.1320907175540924,0.23514360189437866,0.15839189291000366,0.0040728747844696045,0.34747838973999023,0.2858150005340576,0.10269784927368164,0.2971650958061218,0.016954362392425537,0.031764984130859375,0.026454389095306396,0.18819379806518555,0.10450726747512817,0.01482972502708435,0.19006958603858948,0.07870760560035706,0.0,0.21732062101364136,0.36890923976898193,0.42377299070358276,0.20108330249786377,0.00722813606262207,0.20682328939437866,0.023028552532196045,0.062272220849990845,0.2517223358154297,0.09076571464538574,0.12578046321868896,0.3746122717857361,0.11860358715057373,0.09819203615188599,0.16063261032104492,0.1655491590499878,0.1219637393951416,0.30987177044153214,0.11273568868637085,0.09743714332580566,0.08245214819908142,0.2454584240913391,0.1105794906616211,0.06675997376441956,0.05277851223945618,0.15956416726112366,0.31540554761886597,0.11085325479507446,0.11285334825515747,0.20097553730010986,0.1681726574897766,0.2183316946029663,0.17293530702590942,0.16423159837722778,0.05744454264640808,0.3569570779800415,0.08175817131996155,0.12639972567558289,0.11624324321746826,0.34664255380630493,0.1573144793510437,0.1596202850341797,0.22427251935005188,0.04042595624923706,0.03765562176704407,0.18888866901397705,0.33646607398986816,0.48105567693710327,0.20075854659080505,0.0773303210735321,0.0923953652381897,0.017263054847717285,0.044862329959869385,0.08835721015930176,0.21696996688842773,0.42128193378448486,0.020581722259521484,0.47482478618621826,0.1771329641342163,0.13123959302902222,0.09937623143196106,0.009448230266571045,0.14219379425048828,0.20280061662197113,0.021812140941619873,0.011940926313400269,0.0692647397518158,0.49610722064971924,0.24065403640270233,0.2811116576194763,0.2491370439529419
Iceland,0.37826675176620483,0.16096273064613342,0.30731263756752014,0.3367409110069275,0.11466038227081299,0.02342778444290161,0.1285291314125061,0.24801117181777954,0.40803392231464386,0.3067874610424042,0.4093605577945709,0.013035178184509277,0.07067829370498657,0.023475587368011475,0.40174195170402527,0.34473785758018494,0.11176460981369019,0.31857842206954956,0.3825988173484802,0.3119467496871948,0.34941133856773376,0.017822980880737305,0.058928728103637695,0.22139349579811096,0.13015776872634888,0.06849437952041626,0.11462277173995972,0.07984447479248047,0.20036625862121582,0.18555563688278198,0.19086623191833496,0.02912682294845581,0.11281335353851318,0.2321503460407257,0.40739020705223083,0.1386130154132843,0.21732062101364136,0.0,0.15158861875534058,0.2064523696899414,0.016237318515777588,0.2100924849510193,0.010497331619262695,0.1942920684814453,0.2795928418636322,0.03440171480178833,0.3080863356590271,0.3431010842323303,0.15729165077209473,0.09871703386306763,0.11912858486175537,0.056688010692596436,0.051771461963653564,0.33928436040878296,0.5271923914551735,0.3300563097000122,0.1198834776878357,0.13486847281455994,0.028137803077697754,0.10674113035202026,0.1505606472492218,0.27009913325309753,0.376884788274765,0.09808492660522461,0.3281738758087158,0.10446727275848389,0.016345083713531494,0.049147963523864746,0.0010110735893249512,0.044385313987731934,0.38155221939086914,0.27476516366004944,0.13963645696640015,0.2990787923336029,0.34372034668922424,0.3335638642311096,0.12932193279266357,0.37463510036468506,0.05770033597946167,0.44159314036369324,0.1768946647644043,0.1796649992465973,0.028431951999664307,0.1191454529762268,0.2637350559234619,0.4180791676044464,0.29465094208717346,0.12492525577545166,0.20005756616592407,0.26218295097351074,0.1289634108543396,0.00035065412521362305,0.2039613127708435,0.19673889875411987,0.2575041651725769,0.39445358514785767,0.08608102798461914,0.3166968524456024,0.2078723907470703,0.07512682676315308,0.4201212376356125,0.23913276195526123,0.22926154732704163,0.14805588126182556,0.2787865996360779,0.4579746574163437,0.06379103660583496,0.03181642293930054
