"","V1","V2"
"Parent and Child",-1.62835385854365,-1.07063084888581
"Parent and Teenager",-1.05002403142069,-1.00423963015979
"Wife and Husband",-1.87037430512236,-1.09277180407104
"Fiance and Fiancee",-1.43081873548237,-1.23036265143384
"Between Siblings",-0.958644441661898,-1.1272493223827
"Between divorced spouses",1.69201722261494,-0.358581497837112
"Between a person and their in-laws",0.627229439967661,-0.768513409272386
"Between cousins",0.0779633331549004,-1.15772351235685
"Employer and Employee",-0.648380129404254,1.82149320362367
"Interviewer and Job applicant",0.367502414577346,1.1192220904008
"Guard and Prisoner",1.7435436129357,-0.270540560571516
"Nurse and Patient",-0.459453748329539,0.594402805388333
"Therapist and Patient",-0.831797157241183,0.663825716411056
"Salesperson and Customer",0.0415287665603714,1.8807403164515
"Between Business Partners",-0.886161888489745,1.21723575686258
"Between opposing negotiators",1.169047885347,0.687945155758093
"Between political opponents",1.29191175339871,0.286115774305902
"Between business rivals",1.2549889490374,0.643768273533834
"Between enemies",2.2693461359978,-1.13839848446248
"Teacher and Student",-0.748491578529985,0.671636250966438
"Professor and Graduate student",-0.668965668329666,0.693544172429492
"Master and Servant",0.614463136765097,0.433962798908195
"Between Close Friends",-1.57080573286121,-1.09644751216872
"Between casual acquaintances",0.806325690764066,-0.861703773059098
"Between teammates in sports",-0.945405302787703,0.780731709557598
"Between second cousins",0.338010671437144,-1.04740175093316
"Parent and Infant",-1.74685611667963,-1.1097679639421
"Grandparent and Grandchild",-1.33391905711478,-1.08757373504589
"Step-parent and Step-child",-0.36523246215865,-0.930456446221268
"Foster-parent and Foster-child",-0.621591426607599,-0.866274585016481
"Godparent and Godchild",-0.156868904431187,-0.95871919525813
"Step-grandparent and Step-grandchild",0.0120396793787682,-1.02406060215046
"Ancestor and Descendant",0.145761811880898,-0.992565127049106
"Bride and Groom",-1.904308980028,-0.927455680134781
"Man and His Mistress",0.0135179474046874,-1.00527023608138
"Man Wife and Man Mistress",1.60031030928288,-1.27901874563255
"Brother and Sister",-1.1931038313108,-0.863207107521291
"Between step-siblings",0.142056927096637,-0.967599308569854
"Between distant relatives",0.963614268310133,-0.850938162532399
"Between close relatives",-0.966371209249002,-0.778409341146817
"Between twins",-1.30577127857974,-1.58407570770223
"Between a person and their family friends",-0.880434097789265,-1.07301638128559
"Between a person and their deceased spouse",0.00606372310208014,-2.18225300357713
"Manager and Staff",0.0759458335813531,1.62030079454506
"Foreman and Laborer",0.296735703433708,1.49662042089219
"Owner and Manager",0.064260516844745,1.57588234216578
"Union leader and union member",0.261832572049316,1.00025572094581
"Manager and Assistant",-0.0285978970285725,1.47783709918814
"Chief and Deputy",-0.712413871812863,1.36931175510759
"Supervisor and Subordinate",-0.412184726467793,1.43055665563741
"Boss and Secretary",-0.619708508197606,1.29368405905439
"Entrepreneur and Investor",-0.55557949161005,1.80940426209424
"Intern and Employee",-0.0421385161705218,0.937905865263983
"Lawyer and Client",-0.82229133859979,1.72073864482584
"Judge and Lawyer",0.178018280966389,1.06511978475183
"Victim and Criminal",2.74539951571812,-1.13989071189544
"Drug dealer and Addict",0.525558292454983,0.861696562668944
"Victim and Witness",0.876800542925378,-0.700830205012252
"Criminal and Police officer",1.80178594596702,-0.158566414929084
"Criminal and Prosecutor",1.59954714075783,0.0300053533743128
"Criminal and Hostage",2.23135772908226,-0.718938433855806
"Defendant and Plaintiff",1.52024431944139,-0.235239035588086
"Police officer and Offender",1.5089196793637,0.155075627083657
"Police officer and Civilian",0.280007061678972,0.231073786930899
"Parole officer and Parolee",0.992064278024336,0.252093255276777
"Consultant and Client",-0.193659827536779,1.64559912665343
"Chef and Customer",0.385504851275912,1.2812892980602
"Customer and Server",0.0589355547248623,1.52185801565276
"Customer and Businessman",-0.115059251011896,1.81628183404834
"Doctor and Patient",-0.761829114532106,0.917904765940625
"Doctor and Nurse",-0.690507607763918,0.478251672965448
"Patient and Caretaker",-0.755934180265535,0.435801974646623
"Driver and Passenger",0.172877108359055,1.39980416495223
"Coach and athlete",-1.00949031125037,0.806031281578924
"Team Captain and Team Members",-0.707038917414783,0.485739968903803
"Club Member and Club President",0.0873657954569963,0.56809215511294
"Politician and Supporter",0.503239944963657,0.54867027490631
"Leader and Follower",0.238038214223796,0.0441286737669224
"Representative and Citizen",0.43696233705423,0.415204737038165
"Officer and Soldier",-0.10247137217503,0.500265920771894
"Babysitter and Infant",-0.804036645629799,0.217589368983728
"Religious leader and Congregant",-0.122274163915953,0.0858443170774859
"Between religious followers",0.2330874519885,-0.694346968896885
"Prostitute and Customer",1.16655712197926,0.654325054938348
"Guide and Tourist",-0.167392582497477,1.74008964332685
"Athlete and Referee",0.577948377834974,0.648207328375362
"Slave and Master",2.20871420323288,-0.493798664565119
"Reader and Writer",0.0858251711384525,0.432157207600593
"Reviewer and Writer",0.605873517661614,0.477130362938764
"Performer and Audience",-0.159617990773852,0.451203926221017
"Dealer and Buyer",-0.291547533596967,2.10872221696497
"Sugar-daddy and Sugar-baby",0.274156960668946,-0.297105291951138
"Director and Performer",-0.503044464818658,0.858237705635024
"Psychologist and Client",-0.905594654127562,0.757100411906951
"Judge and Contestant",0.74607897461496,0.469823849615862
"Man and God",0.190149167993887,-1.36257977302869
"Between Co-workers",-0.868916553521996,1.1076841902988
"Between sports rivals",1.34725100746419,-0.311143542078039
"Between romantic rivals",1.55071172316739,-1.59635015555372
"Between criminal and their accomplice",0.492090958970154,0.269241224062978
"Between diplomats",0.221420345459249,1.0451990319433
"Principal and Teacher",-0.389239160112225,0.917451996076312
