"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.4047,0.2837,0.8627,0.1524,0.4522,0.6264,0.0289,0.22,0.3167,0.7196,0.5418,0.0095,0.691,0.9701,0.6257
