"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.1805,0.5072,0.8131,0.1719,0.7484,0.8122,0.0628,0.0538,0.5595,0.7534,0.3789,0.0238,0.6678,0.9936,0.6719
