"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics","check_size"
"1",0.3793,0.383,0.9204,0.2518,0.6774,0.9006,0.2257,0.9489,0.1448,0.6552,0.7645,0.0029,0.6816,0.5632,0.0883
