,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
parent and child,0.8275370865987457,-0.9585990198316603,1.5014585576024244,0.7588742404319176,0.27571909492132096,1.8117154382688005,-0.761657314465936,0.9331915435062567,0.4947436002967273,-1.2564353070230658,0.27976517157486575,1.325614733525229,1.636209270067457,0.8049435189835734,-0.4061025660285489,-0.6210142114595424,-0.8707373487709161,1.6674899252517508,-0.40083056640400827,-0.6046958477716037,-0.36108360283039864,-0.559578138640525,-0.6516736734285062,1.4493086953390764,0.4624647296734997,-1.1477310942774122,0.9467640578403206,1.7434645842208891,0.6423215235691296,-1.5602905659425568
parent and teenager,0.8275370865987457,-0.9585990198316603,1.5014585576024244,0.7027397885925712,0.13990950355672982,1.3399647652948161,-0.7934346729020639,1.2361572513520858,1.01373476630074,-1.2564353070230658,0.27976517157486575,0.9933403100404501,1.636209270067457,0.3946223236267319,-0.8416527042986283,-0.6210142114595424,-0.8707373487709161,1.0297727920827107,-0.40083056640400827,-0.26555426119070424,-0.7715902932800754,-0.559578138640525,-0.6516736734285062,1.4493086953390764,0.399750962493895,-1.1477310942774122,-0.14828834640872474,1.7434645842208891,0.6423215235691296,-1.5602905659425568
wife and husband,0.8275370865987457,1.4742380775862804,1.5014585576024244,0.9553448218696298,0.13990950355672982,1.8706842723905486,-1.365427124752368,1.0594272551086854,1.359728876970082,-1.2564353070230658,0.3070886742041063,1.2702356629444327,1.636209270067457,1.0784909825548012,-0.9505402388661481,-0.6210142114595424,-0.819772048401111,1.4124030719841347,-0.40083056640400827,-0.5029533717973338,-0.9475217320442226,-0.559578138640525,-0.6516736734285062,1.4493086953390764,0.8387473327511277,-1.1477310942774122,0.43345824334858063,1.2922072218887355,0.6754265875067282,-1.5602905659425568
fiance and fiancee,0.8275370865987457,1.4742380775862804,1.5014585576024244,0.7869414663515908,1.0090908882901133,1.9591375235731705,-0.570993163849168,1.2109101090316001,1.359728876970082,-1.2564353070230658,-0.1574108704929835,1.325614733525229,1.636209270067457,1.1810712813940116,-1.1138715407174278,-0.6210142114595424,-0.8962199989558187,1.6037182119348468,3.0894246394140263,-0.5029533717973338,-0.44904932221247224,-0.559578138640525,-0.6516736734285062,1.4493086953390764,0.8387473327511277,-1.1477310942774122,0.80988250730919,1.3963435362730787,0.6423215235691296,-1.5602905659425568
siblings,0.534634397772922,-0.5693450842447898,1.5014585576024244,0.7308070145122445,-0.9194053090870813,1.36944918235569,-0.761657314465936,1.2361572513520858,1.359728876970082,-1.2564353070230658,-1.1137334625164037,1.3809938041060255,1.2173663904805851,0.6339763542515561,-1.1410934243593078,-0.6210142114595424,-1.2020118011746495,1.1573162187165187,-0.40083056640400827,0.039673166732105254,-0.5956588545159283,-0.559578138640525,-0.6516736734285062,0.9178159184321927,0.8387473327511277,-1.1477310942774122,0.7414417320436246,1.7434645842208891,0.6423215235691296,-1.5602905659425568
divorced spouses,-0.8322448167475884,1.4742380775862804,0.3574348707230999,0.25366417387780077,0.8732812969255221,0.7797608411382094,-0.6663252391575519,-1.28855698069649,0.4947436002967273,0.6151671034793177,0.6622942083842338,1.1594775217828397,0.5192949245024654,0.5655894883587492,0.4377758268697298,0.3193787373220503,-0.38656699525776733,-0.054346334304657296,1.5188097967959107,1.2605828784233433,1.3689088783503822,-0.559578138640525,-0.6516736734285062,0.19650429262999342,-2.296941026229106,-1.1477310942774122,-0.2509495093070727,1.2574951170939546,0.2450607563179467,-1.5602905659425568
a person and their in laws,0.8275370865987457,-0.08277766476120163,0.20981891112576767,0.7027397885925712,0.5745001959234216,1.3399647652948161,-0.888766748210448,1.1604158243906286,0.9643070362051197,-1.2564353070230658,-0.7312044257070356,0.35648099836129055,0.966060662728462,0.702363220144363,-0.9777621225080281,-0.6210142114595424,-0.8962199989558187,0.2963980889383147,-0.40083056640400827,0.17532980136446502,-0.9475217320442226,-0.559578138640525,-0.6516736734285062,0.8418883788740664,0.3370371953142903,-1.1477310942774122,-0.14828834640872474,0.5979651259931148,-0.08598988305803908,-1.5602905659425568
employer and employee,-0.34407366870454903,-0.9585990198316603,-1.3401486646462204,-1.4865038331419351,1.3621958258380504,-0.547037926601122,0.9543200410849761,-1.28855698069649,-1.1116576278109311,1.1034112105668958,1.2634112662275265,-0.4742050603506568,-1.156076593845022,1.0784909825548012,1.526651172544928,2.1448474026039657,1.0404614150967766,-0.8833786074244093,-0.40083056640400827,0.27707227733873485,1.8087374752607501,-0.559578138640525,1.5411130964443753,-0.0312783260443853,0.4624647296734997,1.030724725110299,-0.04562718351037673,-0.47811012264509734,-0.6487759699972149,-1.5602905659425568
interviewer and job applicant,-0.9298790463561963,-0.9585990198316603,-0.8603967959548907,-1.0374282184271646,1.3621958258380504,-0.547037926601122,0.4141049476708001,-1.28855698069649,-1.1116576278109311,1.4560319545745914,0.27976517157486575,-0.8618585544162322,-1.156076593845022,-0.08408573762291663,1.526651172544928,2.1448474026039657,0.5562910615836277,-1.2341230306673814,-0.40083056640400827,-0.028155150584074633,1.339586971889691,-0.559578138640525,1.67989706922114,-1.0563001100790894,0.43110784608369734,1.030724725110299,-0.11406795877594206,-1.7277458952572147,0.6754265875067282,0.3580471187255036
guard and prisoner,-0.994968532761935,-0.9585990198316603,-1.3401486646462204,-0.7006215073910866,1.3621958258380504,-0.7829132630881143,0.4458823061069281,-1.28855698069649,-1.1116576278109311,0.9949125201029897,1.3180582714860076,-1.387959724933799,-1.156076593845022,-0.9731149942294067,0.46499771051160976,-0.6210142114595424,0.4543604608440175,-1.5210957405934493,-0.40083056640400827,1.7692952582946924,0.6945050297544846,3.0736549545651486,2.124005782106787,-2.3470682825672355,-2.296941026229106,1.030724725110299,-1.7908669527822927,-0.5475343322346594,0.6754265875067282,1.2607942644516497
nurse and patient,0.8275370865987457,-0.10710603573538104,0.17291492122643462,-0.7286887333107598,1.0362528065630314,0.7797608411382094,-0.475661088540784,-1.28855698069649,-0.7903773821893995,-0.8495652177834172,1.618616800407654,-0.8895480897066305,-1.156076593845022,0.257848591841118,1.2272104524842486,1.5086992313693588,1.1169093656514844,-0.1818897609384653,-0.40083056640400827,-0.26555426119070424,-0.5076931351338546,-0.559578138640525,2.040735398440728,0.8798521486531296,-0.6977399631491867,1.030724725110299,-1.1748999753922047,-1.24177642813028,0.6423215235691296,1.2607942644516497
therapist and patient,0.8275370865987457,-0.5936734552189692,0.7264747697164303,0.33786585163682026,1.335033907565132,1.0156361776252016,-1.65142335067752,-1.28855698069649,-1.1116576278109311,-0.7953158725514641,-0.6492339178193138,1.214856592363636,-1.156076593845022,1.0101041166619942,0.6283290123628895,0.7619165955722115,1.1169093656514844,0.6152566555228347,-0.40083056640400827,-1.0794940689848629,-0.15583025760556024,-0.559578138640525,1.6521402746657872,0.9937434579903189,0.8387473327511277,0.6168181194266338,0.8441028949419727,-0.47811012264509734,0.6754265875067282,0.3580471187255036
salesperson and customer,-0.14880520948733322,-0.13143440670956044,-1.3032446747468873,-1.0374282184271646,1.1720623979276228,0.6323387558338393,0.6365464567236961,-1.28855698069649,-1.1116576278109311,0.6422917760952942,0.8535587267889179,-1.387959724933799,-0.485927986506027,-1.075695293068617,1.4994292889030483,2.1448474026039657,1.0404614150967766,-1.5210957405934493,-0.40083056640400827,0.2431581186806449,1.2222993460469262,-0.559578138640525,-0.6516736734285062,0.2724318321881196,-0.6977399631491867,1.030724725110299,-0.21672912167429007,-1.7277458952572147,0.6423215235691296,1.2607942644516497
business partners,-0.18134995269020251,1.1093125129735895,0.09910694142776852,-1.1496971221058572,0.9004432151984404,0.13110366579898072,-0.443883730104656,0.5292372663784846,1.0384486313485501,1.4560319545745914,0.7442647162719556,0.2180333219092993,-1.156076593845022,1.146877848447608,1.526651172544928,1.3150889183849133,0.9130481641722638,-0.2137756175969173,-0.40083056640400827,-0.2316401025326143,-0.09718644468417784,-0.559578138640525,-0.6516736734285062,0.5381782206415615,0.8387473327511277,1.030724725110299,0.6730009567780593,0.5979651259931148,0.609216459631531,-0.17795899904939563
opposing negotiators,-2.426937233688184,-0.10710603573538104,1.5014585576024244,-0.8970920888287988,0.33004293146715746,0.042650414616358615,0.3505502307985441,-1.28855698069649,-1.1116576278109311,1.4560319545745914,-0.21205787575146465,-0.44651552506025854,-1.156076593845022,-0.9389215612830032,0.7099946632885294,1.5640164636506289,-0.8707373487709161,-1.2341230306673814,-0.40083056640400827,2.3119217968241315,1.8087374752607501,-0.559578138640525,-0.6516736734285062,-0.10720586560251154,-2.296941026229106,1.030724725110299,-0.21672912167429007,-1.2764885329250613,0.6423215235691296,-1.221760386295252
