,parent and child,parent and teenager,wife and husband,fiance and fiancee,siblings,divorced spouses,a person and their in laws,employer and employee,interviewer and job applicant,guard and prisoner,nurse and patient,therapist and patient,salesperson and customer,business partners,opposing negotiators,political opponents,business rivals,enemies,teacher and student,professor and graduate student,master and servant,close friends,casual acquaintances,teammates in sports,second cousins,grandparent and grandchild,foster parent and foster child,godparent and godchild,step grandparent and step grandchild,ancestor and descendant,man and his mistress,step siblings,distant relatives,twins,a person and their family friends,manager and staff,union leader and union member,manager and assistant,entrepreneur and investor,drug dealer and addict,victim and witness,criminal and police officer,criminal and prosecutor,customer and businessman,representative and citizen,officer and soldier,religious followers,reader and writer,reviewer and writer,sugar daddy and sugar baby,director and performer,psychologist and client,judge and contestant,man and god,university student and administrator,student and dorm resident assistant,athletic trainer and trainee,researcher and research subject,peers,classmates,bride and bridesmaid,guest and host,television host and guest,volunteer and organizer,bully and victim,a person and their social media follower,childhood friends,pen friends,friends with benefits,life partners,soul mates,church members,fans of the same sports team,fans of opposing sports teams,superior and subordinate,a monarch and their minister,cousins,parent and infant,step parent and step child,bride and groom,man wife and man mistress,brother and sister,close relatives,a person and their deceased spouse,foreman and laborer,owner and manager,chief and deputy,supervisor and subordinate,boss and secretary,intern and employee,lawyer and client,judge and lawyer,victim and criminal,criminal and hostage,defendant and plaintiff,police officer and offender,police officer and civilian,parole officer and parolee,consultant and client,chef and customer,customer and server,doctor and patient,doctor and nurse,patient and caretaker,driver and passenger,coach and athlete,team captain and team members,club member and club president,politician and supporter,leader and follower,babysitter and infant,religious leader and congregant,prostitute and customer,guide and tourist,athlete and referee,slave and master,performer and audience,dealer and buyer,co workers,sports rivals,romantic rivals,criminal and their accomplice,diplomats,principal and teacher,professor and teaching assistant,mentor and mentee,roommates,sorority sisters,fraternity brothers,groom and groomsman,predecessor and successor,landlord and tenant,landlord and housekeeper,celebrity and fans,celebrity and haters,native and tourist,friends,facebook friends,political allies,romantic lovers,ex lovers,strangers,neighbors,aunt and niece/nephew,uncle and niece/nephew,frenemies,half siblings,adoptive parents and adopted kids,mother and infant,alumni,confidants,a person and their significant other,companions,playmates,competitors in sports,a person and their crush,cohabitants,long distance lovers,brothers in arms
Concreteness,0,0,0,0,0,14,0,8,13,0,0,11,100,34,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,14,0,0,0,0,21,0,6,100,100,0,0,0,100,0,0,0,0,0,100,0,11,0,0,5,0,0,73,0,0,0,12,15,0,0,0,0,0,0,0,0,9,0,0,52,0,0,0,0,0,27,0,0,0,12,0,0,0,0,40,58,79,10,34,0,0,0,0,100,100,100,62,38,100,0,0,0,0,0,0,23,19,100,100,0,100,100,100,71,0,0,0,70,14,100,0,0,0,0,0,0,100,100,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uniqueness,89,77,100,100,67,100,100,0,0,0,0,0,0,100,100,77,100,0,0,0,82,76,0,0,0,22,37,89,80,30,91,27,0,100,0,0,0,100,76,0,18,0,0,0,0,34,0,0,0,70,0,0,0,0,0,0,0,0,0,0,34,73,0,0,79,0,0,0,67,100,100,0,0,0,0,79,21,100,94,100,100,100,0,100,69,79,80,93,100,0,29,0,100,100,100,0,0,79,0,0,0,0,69,82,0,0,0,0,0,0,73,0,0,0,0,80,0,0,0,0,89,100,0,68,100,77,84,0,0,75,100,70,25,0,0,0,0,0,65,100,91,0,21,65,73,80,67,75,100,0,100,100,26,0,0,100,100,100,0
Love Expression,100,0,100,100,100,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,100,94,66,63,11,65,44,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,16,14,39,100,100,0,0,0,0,0,72,100,100,100,68,100,78,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,67,0,0,0,0,0,0,60,0,0,100,100,0,0,69,100,0,0,100,100,0,73,100,74,0,0,78,0,100,0
Information Exchange,100,100,100,100,100,8,100,100,100,0,100,100,100,100,100,85,34,0,100,100,0,100,6,100,12,100,100,100,46,0,79,22,0,100,10,100,100,100,100,0,70,14,0,100,100,100,15,100,100,53,100,100,100,0,100,100,100,100,20,67,100,69,75,100,0,0,82,100,84,100,100,84,100,0,100,17,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,74,0,78,23,32,60,100,100,69,76,100,100,100,49,100,100,100,100,100,100,100,0,100,0,0,0,100,100,20,31,100,82,100,100,100,100,100,100,100,79,19,0,83,11,0,100,75,100,100,20,0,63,100,100,44,100,100,0,28,100,100,100,100,29,100,100,100,100
Money Exchange,0,0,0,0,0,4,0,100,0,0,0,100,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,100,0,0,0,0,0,100,69,100,0,0,100,0,0,79,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,100,0,0,100,0,100,0,47,57,0,0,0,0,100,100,100,61,0,100,52,23,0,14,58,0,0,69,100,100,15,66,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
Goods Exchange,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Service Exchange,0,0,0,0,0,0,0,79,0,0,17,100,100,79,0,0,0,0,0,68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,66,93,100,100,0,0,0,100,79,75,0,0,100,88,79,100,20,0,72,0,65,100,0,0,0,6,78,68,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,87,100,79,100,100,69,100,25,76,79,15,20,85,21,100,100,100,100,75,100,71,82,67,80,100,23,76,82,100,100,80,84,100,100,68,0,0,76,73,84,100,72,0,0,0,0,100,100,100,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
Attachment,100,92,100,100,87,7,73,0,0,0,12,0,0,88,0,0,0,0,0,0,0,94,0,78,11,79,100,89,57,31,81,60,19,100,61,0,0,0,0,0,0,0,0,0,0,0,16,0,0,70,0,0,0,82,0,0,0,0,8,24,90,8,0,0,0,8,82,70,80,100,100,52,23,0,0,0,74,100,76,100,100,83,83,85,66,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,62,33,0,78,100,72,0,16,0,17,0,0,0,0,0,89,0,0,14,77,72,82,80,100,0,0,0,11,0,0,81,18,75,100,17,0,18,85,80,79,77,100,100,11,100,100,78,72,0,81,70,100,70
Mating,100,100,100,100,100,78,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,100,64,17,74,100,100,82,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,60,100,0,0,0,100,0,100,0
Conflict,31,54,10,6,14,100,42,26,11,100,2,0,4,20,100,100,100,100,6,16,100,4,0,3,0,5,50,3,13,0,14,33,0,9,2,22,5,26,24,41,0,100,100,0,49,26,19,0,37,39,29,0,80,0,28,49,4,0,3,11,5,3,3,4,100,0,1,0,7,6,9,12,8,100,36,80,0,0,40,0,0,0,0,0,0,7,0,6,8,0,0,0,100,100,100,100,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,10,0,0,0,0,0,0,19,0,0,100,0,0,0,0,0,100,0,10,0,0,100,0,0,0,0,0,0,0,0,100,0,5,0,0
Negotiation,8,5,0,0,0,100,7,5,0,0,0,0,100,12,100,100,74,0,0,5,0,12,5,0,0,0,0,0,0,0,9,4,0,0,0,0,32,11,100,100,0,0,0,100,100,9,0,0,100,100,13,0,0,6,100,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,100,78,100,100,0,0,0,70,0,0,0,0,0,0,0,0,0,69,0,0,0,100,0,0,18,0,100,0,0,0,0,76,0,24,0,0,0,0,0,0,73,58,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coercion,0,0,0,0,0,11,0,33,15,100,0,0,100,15,100,100,100,100,0,0,100,0,0,0,0,0,4,0,0,0,4,0,0,0,0,15,0,34,20,100,0,100,100,100,52,10,0,0,36,9,0,0,5,0,0,0,0,0,0,0,0,0,12,0,100,0,0,0,5,0,0,0,0,100,13,100,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,76,100,100,76,69,12,76,18,0,0,0,0,0,0,0,0,0,87,74,0,76,62,0,0,100,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Importance for society,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,84,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,78,72,0,100,50,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,73,0,19,0,0,76,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Importance for individuals,100,100,100,100,94,90,93,85,5,53,77,74,0,88,48,73,75,86,70,79,91,100,0,91,14,100,100,88,85,10,86,65,18,100,81,55,23,66,52,100,59,26,58,6,4,74,0,36,64,89,58,66,54,100,0,22,0,0,0,9,94,17,44,42,82,4,72,76,81,100,100,5,16,0,27,68,55,100,100,100,78,100,77,100,66,34,67,0,0,23,62,26,75,65,68,66,0,29,36,0,0,0,33,78,9,70,65,71,67,69,31,47,6,0,0,76,0,40,35,23,64,67,44,65,44,63,62,71,79,82,0,0,36,69,16,0,81,6,77,100,71,0,40,72,76,67,100,100,100,0,83,100,77,78,19,70,60,100,76
Affiliation Coalition,100,100,100,100,100,0,84,91,76,0,91,85,85,100,0,0,0,0,100,100,0,100,61,100,84,100,100,100,64,100,100,76,65,100,89,86,100,96,94,78,82,0,0,77,64,100,100,76,72,92,84,100,77,100,64,89,94,91,75,100,100,85,80,100,0,76,100,100,100,100,100,100,100,0,100,13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,72,0,0,0,0,76,16,100,100,100,100,100,100,67,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,15,100,80,100,100,0,0,100,100,100,56,100,100,100,100,100,100,100,100,0,100,100,100,100
Occupational,0,0,0,0,0,0,0,100,100,100,100,100,100,100,79,100,100,0,100,100,70,0,0,17,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,16,0,100,100,100,100,100,0,100,100,0,100,100,78,0,100,0,100,100,0,0,0,0,100,80,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,77,100,100,100,100,74,0,100,100,100,100,100,100,100,100,0,0,100,100,100,100,100,0,0,0,0,100,100,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100
Activeness,100,100,100,100,100,100,100,76,76,86,88,100,67,100,80,100,100,100,89,100,65,100,19,65,100,100,100,100,100,32,100,100,25,100,80,34,63,89,100,100,86,68,62,80,27,88,14,59,100,100,79,100,73,26,53,80,67,100,70,16,100,78,71,72,59,27,100,100,100,100,100,22,10,23,89,100,100,100,100,100,100,100,100,0,83,100,100,100,100,100,100,100,100,100,74,100,0,100,100,72,72,72,78,100,70,100,100,82,60,67,100,29,100,78,75,100,22,100,100,72,100,100,57,84,100,100,100,100,100,100,13,100,100,22,17,75,100,21,100,100,100,0,65,100,100,100,79,100,100,0,100,100,100,100,81,100,100,81,79
Endurance,100,100,100,100,100,100,96,89,0,100,11,80,0,96,0,96,88,100,100,100,79,96,55,100,100,100,80,96,82,100,59,84,100,100,84,85,80,77,82,49,0,0,0,21,60,82,90,44,16,83,85,77,0,100,78,80,0,0,64,72,86,0,0,52,86,57,85,77,79,100,100,85,87,91,82,78,100,100,100,100,35,100,100,100,44,0,45,21,62,28,62,0,0,0,17,0,0,0,18,0,0,65,64,100,0,100,81,69,79,0,29,100,0,0,0,77,0,0,69,0,83,0,0,100,40,100,100,100,100,100,0,0,0,81,100,0,100,68,100,100,100,0,67,100,100,78,100,100,100,0,100,100,100,61,0,70,100,100,73
Synchronicity,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,17,100,100,100,100,100,100,100,100,100,100,100,100,100,54,51,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,63,54,58,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Spatial Distance,92,92,100,100,89,0,77,86,100,100,100,93,100,92,85,0,0,0,100,85,95,88,0,100,0,52,94,19,0,0,91,46,0,95,0,91,65,76,93,94,83,93,68,100,0,92,6,0,0,100,100,92,100,0,0,91,100,85,77,100,87,100,100,81,100,0,3,0,93,100,100,73,76,13,84,89,82,100,100,100,100,100,78,0,76,100,100,100,100,100,100,82,100,100,100,72,80,100,100,100,100,100,79,100,100,100,100,89,78,68,100,100,100,100,100,100,100,100,100,86,87,100,80,100,85,100,100,100,100,100,0,73,100,24,17,100,88,0,86,100,26,0,100,82,80,100,78,100,100,51,100,100,87,100,100,100,100,0,73
