"","V1","V2","V3","V4","V5"
"Teach Assistant and Student",-0.573442086678885,0.244584978870549,-0.860056938217134,0.560091675491134,0.397946427435539
"Senior student and Junior student",0.53466800987806,-0.742934170844608,0.0079506056777551,0.121802052256804,1.19936773373143
"President of student union and Member of student union",-0.384399455440222,0.00303627267572073,-0.65867165372496,-0.100828308184036,0.203870441697958
"Club president and Club member",-0.50008662365267,-0.0706785144409611,-0.785770164666796,-0.314728568093815,0.0521531951278895
"Teacher and Parent",-0.0851426884960607,-0.225486174847442,-1.1337962099415,-0.379196604168426,0.679237339676772
"Examer and Examinee",1.25555303212694,-0.990489291419005,-1.7361901937251,0.985704837896975,0.129984514464698
"Parent and Head teacher",0.256789113580722,-0.219633602272443,-0.907056907367906,-0.284771343150105,0.768084729877965
"Private Teacher and Student",-0.704303245777194,1.26757161845181,-0.420731218921962,0.753478196232246,0.321886185511876
"Graduate advisor and College student",-0.312442428694477,0.125874084645008,-0.854618517785369,0.791016687747244,0.464251229066626
"Head teacher and Student",-0.861055018774375,-0.353680891646291,-1.41875718252399,1.1828315291434,0.293499322625058
"Class leader and Class member",-0.434753630571534,-0.356608610214795,-0.780275948053541,-0.992578335223389,0.467743137787989
"Creditor and Debtor",0.106524389530296,1.32531468084382,1.1862266836232,0.561671104516801,-1.79262825663892
"Original partner and Mistress",1.149557576736,-0.418717732799867,2.3085191067361,0.264352852458625,-1.75758094163291
"Adoptive father and Adoptive child",-0.731588852945263,-0.993366918891007,0.77429034996567,1.68045655717351,0.549779271578434
"Between net friends",1.73762852187378,-0.519684628871376,1.20749369094076,-1.05829675125951,0.88463761364973
"Local and Visitor",2.18810654436555,-0.232478254746851,0.517550943225177,-0.3260074783588,0.790863219532322
"Master and Apprentice",-1.18686246476855,-0.273587183182528,-0.184586503118684,1.45561577104276,0.0524172851431496
"Between sport mates",-0.418938623278276,-0.35357838532056,-0.197989140510973,-1.6628253263937,0.62772141993575
"Between childhood sweetheart",-1.22688207484471,-1.00008865016402,0.892824003101803,-1.10591913934871,0.511062173648893
"Beggar and Passerby",3.18800921027172,-0.340582236544715,1.09639228111501,0.493667605354419,1.62108058663847
"Between travel mates",-0.766708187945971,-0.052202119471872,0.921092470746049,-1.54123281748048,0.281619379992048
"Between fellow townsman",0.380627363872548,-0.376104437704888,0.827432626881793,-0.413756317298026,1.13323560853568
"Between old friends",-1.13998168340323,-0.88445666151647,0.509399742018461,-1.24468398074157,0.621865698215743
"God Parent and God Child",-0.478390942383937,-0.897962266853822,1.0279992363731,1.65789261609276,0.818152155917501
"Accosting people and Accosted people",1.81733942793787,-0.448060426236817,1.4319335911773,-0.708135994429936,0.264178531800877
"Reporter and Victim",0.70785641954215,-0.820323569039808,0.0395295095606556,0.250633967395651,-0.972362587335945
"Between people who are flirting",-1.11500272087608,0.21833411219413,2.41653355433479,-1.09066368063111,-0.0837590156303543
"Parent and Son/Daughter",-1.65383351927636,-1.20209125988438,0.791363668528741,1.96057277664071,0.205169204818375
"Between family in law",-0.805343738496991,-0.917565993623293,0.656320349717078,-0.994574252720529,0.656323509142634
"Mother in law and Wife",-0.99581294351107,-0.676280590460603,0.736522815123369,1.28826221967554,-0.192848932172503
"Criminal and Passerby",2.59065681334898,-1.11449556946948,0.499197614266391,0.411941939900109,-0.450374246481558
"Criminal and Victim's family",1.3368401293065,-1.08589199420355,0.552380416614402,0.650356658631799,-2.1267835615346
"master and servant1",-0.185404239426331,1.70501500734096,0.637687214617121,1.21255816998065,-0.20348862453256
"Leading player and Replacement",-0.571187936557517,-0.054154751787627,-0.665608493459385,-0.307707205871846,-0.428708847617716
"Supervisor and Assistant",-0.796409557291053,1.27666245319638,-0.504889146579053,0.723120377051383,-0.337660652899665
"Television host and Audience",1.11663508873039,0.207944710217549,-0.697036109196596,-0.700994868690733,1.10861681241827
"Network anchor and Follwer",1.58097511672749,1.47422072040049,1.52213158131501,0.0995692644032946,1.18011854311576
"Loyal minister and Betrayer",0.889263998156001,-0.605885843268889,0.250502848734428,0.236009601638655,-2.43462827664866
"Agency and Client",0.25820411309015,1.82601389926757,-0.298348827631664,-0.489477307426506,0.206268934631545
"Government and Civilian",0.325830821952438,-0.410849193250412,-1.21343259029773,0.854716819775845,0.919067849991993
"Star and Agent",-1.55326912303448,1.96953077502108,0.33113357043604,-0.284222147919287,-0.334062360925553
"Actor and Audience",1.35248334566535,0.410663686763518,-0.145638393275576,-0.138498356829626,1.19610174588261
"Actor and Play Writer",-0.549405228893575,0.915669605818391,-0.606936218381358,-0.0409199161784743,-0.163720959252464
"Thief and Owner",1.54874081981608,-0.0706104252352627,1.28075083054506,0.673788178437083,-2.13728887926997
"Suspect and Police officer",0.44956422120179,-1.10627829937226,-1.48171989039598,0.557915555979031,-2.24661580608963
"Property and Proprietor",0.0383275046025584,1.54276747084104,-0.471199522572456,-0.364838184404814,-0.0123867311156018
"Delivery guy and Customer",1.01715929005846,1.66286193139507,-0.178981990098581,-0.0369076230942449,0.890962629122395
"Librarian and Reader",0.993792037552416,0.561386014278219,-0.618012618568494,0.111514823652635,1.0850938238448
"Between players of the same sports team",-1.38386765419248,-0.316515588952815,-0.388595555975446,-1.59909744772956,-0.155052413578368
"Conductor and Passenger",1.19608296067643,1.5105741262143,-0.483215971625643,-0.456364195140284,1.1447391335489
"Victim and Passerby",2.2518607389774,-1.38879309710148,0.389553548387289,0.307099006491069,-0.152538880918008
"Leader and Betrayer",0.849831180414236,-0.45095673481669,0.347039869634083,0.939324450362645,-1.99191336698392
