Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2022/9/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kyrgyz Republic,KGZ,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,29,142,55,12,2,4,14,5,1,,,,3,3,3,6,5,1,3,7,4,5,9,,1,1,
Kyrgyz Republic,KGZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193900004,0.210639998,0.179920003,0.156369999,0.171890005,0.198100001,0.222719997,0.199259996,0.198609993,0.230140001,0.234249994,0.190170005,0.15997,0.155469999,0.156330004,0.166099995,0.14914,0.125359997,0.119029999,0.111210003,0.107069999,0.101070002,0.090159997,0.089330003,
Cambodia,KHM,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046797643,0.091650036,0.208915176,0.153409396,0.114782587,0.259104012,1.212855118,0.50562836,1.535160329,1.85868091,1.74238257,1.409278855,1.194021529,2.283074746,
Cambodia,KHM,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604572,3806890,9960158,8239391,7198370,13857078,73018958,31192963,121425753,171116017,177204847,164816028,160372355,308424330,
Cambodia,KHM,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,3,,1,,,
Cambodia,KHM,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,39,28,26,43,53,74,65,65,77,55,160,310,248,
Cambodia,KHM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049800001,,,,,,,,,,,,,0.11823,,,,,,
Kiribati,KIR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.759484638,1.382543247,2.759443135,3.421358415,21.54998776,,7.672041012,
Kiribati,KIR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38745,23849,42924,59185,57241,,83778,
Kiribati,KIR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025390672,1.301051927,0.116633026,35.76767615,35.12059546,27.63543911,23.28034578,25.76347196,34.60264196,,,,
St. Kitts and Nevis,KNA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7420,302278,34590,12585339,10761053,7944481,4863483,5702669,6842005,,,,
St. Kitts and Nevis,KNA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,9,4,,,
St. Kitts and Nevis,KNA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22493149,30.33173034,32.063484,32.07439709,28.17905389,28.2174677,29.81577923,30.05823366,31.21077649,30.52376861,32.54563403,36.39070601,32.40443514,35.70851858,
"Korea, Rep.",KOR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06527E+11,1.10787E+11,1.03492E+11,1.32075E+11,1.33455E+11,1.30655E+11,1.43474E+11,1.49049E+11,1.47041E+11,1.359E+11,1.66653E+11,1.92786E+11,1.53547E+11,1.63987E+11,
"Korea, Rep.",KOR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,1241,1319,1556,1599,1997,2702,3640,4871,5696,7020,9082,13253,15951,21449,28554,59228,68405,67359,50596,55970,72831,73714,76570,90313,105250,122188,125476,128701,127114,127316,131805,138034,148136,159978,164073,167275,163424,159084,162561,171603,180477,
"Korea, Rep.",KOR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,3829,3984,4368,4795,6636,7883,9115,12186,14355,16295,16738,14880,15122,15044,17158,19271,21921,25325,24637,24672,29179,30898,29566,28338,34865,38733,40713,43768,43518,36207,38296,40890,40779,44611,46219,46419,45406,45691,47431,47372,46282,
"Korea, Rep.",KOR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.216160059,2.248300076,2.11026001,2.015670061,2.12519002,2.278650045,2.207740068,2.277220011,2.442140102,2.522900105,2.719340086,2.872580051,2.988869905,3.146689892,3.315779924,3.591989994,3.850399971,3.951240063,4.077859879,3.978199959,3.987040043,4.292059898,4.516329765,4.627029896,4.814499855,
Kuwait,KWT,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.109997036,2.77210785,,1.659975725,0.133875612,0.12742852,0.14694707,0.2035277,4.116977351,0.902769485,1.34985082,
Kuwait,KWT,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127947715,131438845,,97593423,5504360,4070223,3788705,5445869,231333593,26496306,30598853,
Kuwait,KWT,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,
Kuwait,KWT,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,256,,,
Kuwait,KWT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205379993,0.257959992,0.197630003,0.125420004,0.178839996,0.180010006,0.143470004,0.130099997,0.100830004,0.084789999,0.08585,0.085510001,0.112130001,0.101400003,0.098959997,0.097209997,0.301530004,0.427049994,0.096600004,0.079850003,0.080399998,0.063490003,0.191459998,0.186609998,
Latin America & Caribbean (excluding high income),LAC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23319466,15.58130557,14.87223917,13.65962534,13.86263889,14.19605074,14.19307686,14.73553512,15.62260308,15.39538031,15.04686563,14.65737566,14.97895186,
Latin America & Caribbean (excluding high income),LAC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52043906728,63449903095,67343347377,72988082047,74273300976,76107717093,73916648339,77020880461,85065590576,89662229489,88282363655,80554265566,83979373891
Latin America & Caribbean (excluding high income),LAC,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575417819,0.545433655,0.533881216,0.568607779,0.573811641,0.627362578,0.61898412,0.68587346,0.737677322,0.780321147,0.824275244,0.776861917,0.747985235,0.776692573,0.811264483,0.814968082,0.766314631,0.686981529,0.684325891,0.691953386,,
Lao PDR,LAO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.325823547,8.161973201,8.77232289,9.813602078,24.99434274,35.18016555,33.57410065,37.95044688,38.01673897,20.60946436,,
Lao PDR,LAO,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19433467,21093610,11789240,45042419,153548987,298095207,275176770,389702557,467981187,229427361,235751311,
Lao PDR,LAO,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,1,,,,,1,1,1,,3,1,,,
Lao PDR,LAO,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,14,21,36,18,20,43,53,69,43,61,63,97,58,,,
Lao PDR,LAO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037099998,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.047642965,3.388611037,8.236488704,24.11593626,2.950564917,2.290655231,2.674337263,2.521160962,2.188008526,2.822545094,7.609520806,2.354760919,3.890919238,5.136491363,
Lebanon,LBN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51307620,77054017,161872923,605177104,61167595,44875794,49876814,46480137,37644901,38914218,272165507,39529297,65234788,76215324,43838265
Lebanon,LBN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,80,110,,,,,,
Lebanon,LBN,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,261,194,,,,,,
Lebanon,LBN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,25,,15,10,6,12,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,47,22,,21,21,37,23,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.167351706,8.518445421,6.26898307,4.558693322,6.42816144,4.569022833,14.33878798,10.527321,,
St. Lucia,LCA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513358,2882323,2100682,2083156,4560982,3921940,9939616,5341649,,
St. Lucia,LCA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,,
St. Lucia,LCA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,14,10,,5,1,,,,,,2,,1,,,4,5,,,,,7,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573949993,0.273739994,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25347141,14.22775429,13.65527364,13.36086673,13.06914829,13.49954981,13.33358133,13.87937016,14.81048099,65.26486027,14.28582845,14.05923647,14.97039278,
Latin America & Caribbean,LCN,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75783963486,,,,77913934202,85868019978,90464511455,,,
Latin America & Caribbean,LCN,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,4939,4517,4378,5389,5368,3223,3132,3808,3331,3586,4580,4504,3870,4526,4321,4405,4806,4729,4271,4719,5272,5155,5387,5786,6117,6517,6364,6606,6676,6468,6390,7230,7634,7662,7455,7561,8674,8651,8183,8364,8385,
Latin America & Caribbean,LCN,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,18229,19233,17103,15132,14439,10708,10672,11433,10035,11273,13880,14456,17359,18718,21742,17060,22471,36818,34649,39071,42558,38671,37830,36331,37919,43034,47719,50846,52677,45025,46886,51214,54246,54244,55532,56102,50470,48231,46257,46129,42462,
Latin America & Caribbean,LCN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567650224,0.542075255,0.526905286,0.562516906,0.566805033,0.593228403,0.591126807,0.627496783,0.674299251,0.699351409,0.739830408,0.714128371,0.686635565,0.71277503,0.742228006,0.768351786,0.728591112,0.656931035,0.658364158,0.665534276,,
Least developed countries: UN classification,LDC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21784501,7.240305179,6.122970134,3.625860774,,,
Least developed countries: UN classification,LDC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884546588,1208122502,,,,,
Least developed countries: UN classification,LDC,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.570914735,1.685781201,1.468712182,,,,,5.181022254,6.458697683,3.640347666,3.870409896,5.068708271,3.363027944,
Low income,LIC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,400,300,300,400,400,6100,6600,7300,8200,8700,8700,8500,9000,700,600,700,600,600,800,600,600,
Low income,LIC,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,600,700,800,900,800,600,600,800,1100,1100,1000,900,1000,1200,1200,1300,1500,1300,1200,1300,1500,1600,1300,
Low income,LIC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87768131,0.97931972,1.1300716,1.035499503,0.950917429,1.039212636,0.954465735,0.891656288,0.943903956,1.019916596,,1.102102837,1.256371215,
Sri Lanka,LKA,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103072546,46943091,62430399,71718328,60090697,72418950,71136519,63227843,67493898,79026660,,90992777,83149831,94325867
Sri Lanka,LKA,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,11,6,12,16,16,28,26,41,26,28,23,33,36,49,36,76,50,81,54,119,71,120,123,95,120,149,153,151,201,202,225,194,,328,,218,280,277,343,356,353,
Sri Lanka,LKA,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,67,102,76,85,78,80,103,90,92,94,83,92,91,77,57,113,114,193,158,248,250,236,202,189,195,211,270,279,264,200,235,235,,188,,263,293,266,260,255,251,
Sri Lanka,LKA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183559999,,,,0.143920004,,,,0.182099998,,0.174199998,,0.114440002,,0.136869997,,,0.100809999,0.099890001,0.108709998,0.128539994,0.127580002,0.128360003,,,
Lower middle income,LMC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.639240758,5.915946051,6.157072053,6.066798746,6.411731673,6.404816257,5.95583257,9.623017449,10.24744747,11.89614292,12.85420047,
Lower middle income,LMC,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66178148724,73523283320,79898926774,1.34373E+11,1.48539E+11,1.61381E+11,,
Lower middle income,LMC,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9100,10000,10000,10200,12200,6800,7800,10200,10700,11600,12300,11800,11900,25700,26200,26100,28700,32400,32800,35100,38800,36300,41100,42400,
Lower middle income,LMC,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18600,17300,13200,17100,18000,15900,17500,22900,31300,37200,44200,46400,41400,52600,55700,57000,55800,54500,58500,57400,56400,62200,64300,62500,
Lower middle income,LMC,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517130541,,,,0.440710079,,,,0.534164257,,,,
Low & middle income,LMY,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46896129,20.40042235,19.7872104,18.05128185,19.06439184,19.70346394,19.60367636,20.57668468,20.29458976,20.75037853,21.03210903,21.29758332,22.73035588,
Low & middle income,LMY,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29153E+11,9.26524E+11,8.75694E+11,1.01337E+12,1.12619E+12,1.11515E+12,,
Low & middle income,LMY,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645389526,0.673864813,0.725911212,0.777543597,0.804083366,0.841468251,0.882486752,0.896530917,0.966345642,1.047175915,1.117285359,1.125165914,1.226085039,1.200141922,1.337678321,1.360253247,1.390760657,1.344897092,1.416380799,1.56097748,1.863376753,
Lesotho,LSO,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212663319,0.144839386,0.208562082,0.657639015,0.25294219,0.128266219,
Lesotho,LSO,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682349,827952,1254082,4393509,1504622,958397,
Lesotho,LSO,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,4,1,,
Lesotho,LSO,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041850001,0.042950001,0.055319998,,,,,0.029100001,,0.01255,,,,0.051010001,,,,,,
Late-demographic dividend,LTE,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.36327731,19.04198492,24.13852617,23.95547717,21.6136748,21.154827,21.57800877,21.8088901,23.17628791,23.13085213,22.77771967,22.63767059,22.64741299,24.15167152,
Late-demographic dividend,LTE,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09891E+11,6.49291E+11,7.29421E+11,7.96513E+11,8.75645E+11,8.89635E+11,8.95274E+11,8.52232E+11,9.46783E+11,1.05631E+12,1.03958E+12,1.10106E+12,
Late-demographic dividend,LTE,"Patent applications, residents",IP.PAT.RESD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.825428681,0.875215724,0.898850057,0.954798998,0.964238004,1.022160696,1.028701861,1.060479998,1.097307712,1.274361365,1.318570455,1.292286351,1.430806745,1.474702177,1.537495333,1.612712055,1.677091074,1.671715152,1.695587248,1.79912363,2.091195784,
