,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
0,47,47,47,90,1,9,89,86,6
1,1,37,53,56,0,0,100,100,0
2,4,53,54,100,1,3,100,100,9
3,5,51,78,100,4,5,100,100,6
4,1,50,50,100,2,2,100,100,2
5,0,50,38,100,0,0,100,100,0
6,33,30,33,65,11,27,66,88,17
7,8,51,53,100,1,3,100,100,6
8,1,50,51,99,1,1,99,100,1
9,8,53,51,100,4,9,100,100,9
10,5,47,47,97,5,5,96,95,4
11,1,58,57,100,7,1,99,90,4
12,25,4,17,93,1,1,100,100,10
13,5,7,15,100,1,2,100,100,10
14,4,7,20,100,4,3,100,100,2
15,9,28,41,100,9,18,100,100,16
16,18,89,56,97,14,10,81,100,16
17,6,36,70,100,3,19,82,100,55
19,42,43,44,100,8,16,78,98,42
20,43,59,43,99,4,13,66,96,25
21,3,49,48,100,2,1,100,100,1
22,27,20,33,100,4,9,95,97,16
23,0,51,52,100,0,0,100,100,0
24,6,65,60,59,0,6,96,93,15
25,43,41,38,99,6,8,70,73,12
26,6,49,55,100,0,0,100,100,0
27,1,50,50,100,1,1,100,100,1
28,1,100,10,100,8,8,100,100,11
29,3,79,72,70,7,18,100,100,19
30,3,50,50,100,4,4,95,92,3
31,1,64,59,58,3,38,100,100,46
33,12,10,11,100,3,5,100,100,26
34,6,50,50,100,5,2,100,94,20
35,6,54,56,94,6,5,98,100,5
37,1,51,50,61,9,14,82,100,22
38,1,66,82,97,1,1,56,95,50
39,2,86,83,78,16,15,94,84,31
40,4,31,22,78,0,0,98,94,0
42,4,40,45,90,2,1,99,100,11
45,1,84,96,92,5,6,64,98,9
47,6,55,81,97,1,1,100,100,1
49,25,12,21,90,4,10,96,87,7
50,1,50,50,100,1,1,100,100,2
51,8,56,55,100,4,8,72,93,18
52,12,67,68,97,8,11,91,91,14
53,0,45,45,100,0,49,100,100,10
54,13,56,60,87,0,6,100,100,40
55,5,46,52,97,4,7,67,100,35
56,2,50,50,100,1,4,86,100,9
57,8,53,53,100,3,10,100,100,18
58,0,50,60,100,0,0,100,100,15
59,5,50,51,100,6,6,100,100,10
60,0,51,51,100,0,0,100,100,0
61,0,48,47,100,0,0,100,100,0
62,6,14,18,95,4,5,95,96,14
63,19,51,50,91,3,15,88,95,25
65,1,30,91,100,4,7,54,100,15
66,14,29,73,100,10,37,100,100,43
67,0,17,54,100,0,1,100,100,0
68,0,86,84,83,4,13,77,77,18
69,0,33,60,100,0,38,61,82,25
70,0,98,95,96,1,1,96,97,1
71,0,51,51,100,0,0,100,100,0
72,0,47,54,88,9,42,58,100,28
73,0,48,49,100,0,0,100,100,0
74,5,45,47,100,10,5,100,100,5
75,7,45,80,100,9,6,100,100,11
76,0,72,76,99,1,7,69,97,20
77,0,77,66,100,4,0,88,89,9
78,7,51,50,100,5,5,100,100,5
79,41,56,65,100,13,36,81,95,5
80,0,46,26,100,8,16,76,100,9
81,27,21,50,100,8,20,100,100,36
82,0,51,50,100,21,22,100,100,26
83,0,52,51,100,1,10,61,83,22
84,3,100,100,100,1,1,100,100,3
85,9,20,28,100,12,11,79,80,27
86,0,72,59,100,1,1,53,51,44
87,17,13,15,100,11,12,90,100,29
88,0,52,54,100,7,14,100,97,19
90,0,75,56,91,0,0,100,100,0
91,5,30,38,100,3,3,100,100,5
92,2,48,49,100,3,7,100,100,38
93,5,15,20,100,2,9,57,100,5
94,0,48,47,100,1,1,100,100,5
95,6,49,50,96,6,6,100,98,21
96,4,44,48,100,4,3,100,100,7
97,0,100,100,100,1,1,100,100,11
98,9,47,45,97,7,6,100,62,7
99,10,44,72,100,28,24,100,100,14
100,1,50,50,98,1,7,100,100,7
101,0,22,59,84,1,11,57,84,30
102,18,48,62,100,12,1,55,64,6
103,5,48,48,100,0,1,100,100,1
104,7,46,77,100,4,12,100,100,18
105,12,8,12,100,15,22,78,100,33
106,21,41,53,100,4,3,100,100,2
107,0,100,100,100,1,1,100,100,11
108,1,12,8,100,10,9,100,100,7
109,3,40,42,100,7,13,90,100,23
110,0,22,13,100,1,1,100,100,1
111,5,50,50,100,5,19,99,98,31
112,2,51,51,100,1,1,100,100,10
113,32,24,35,62,2,19,100,100,34
114,44,55,49,100,0,7,100,100,1
115,14,84,13,97,1,1,100,100,2
116,2,45,45,100,6,6,100,100,6
117,6,37,58,100,4,46,94,93,5
118,1,32,31,91,4,15,57,88,29
119,4,48,27,100,4,5,96,95,14
120,0,46,46,100,6,47,72,100,32
121,5,50,78,100,3,3,100,100,12
122,9,16,7,100,7,9,83,82,9
123,10,38,47,100,7,9,100,100,9
124,5,52,53,100,5,12,93,100,18
125,5,50,50,100,1,1,100,100,1
126,0,43,43,100,0,0,100,100,2
127,0,68,91,86,5,9,100,100,11
128,1,50,50,100,1,1,100,100,1
129,6,46,53,97,0,37,76,94,14
130,9,56,100,100,11,1,100,100,27
131,41,28,16,100,1,10,90,100,17
132,3,72,48,100,1,1,100,100,1
133,15,67,83,71,1,9,99,93,35
134,0,98,94,97,10,1,96,98,15
135,0,81,81,86,1,1,55,89,12
136,0,59,71,62,4,9,100,100,22
137,17,47,53,96,0,0,97,98,11
138,37,57,62,100,0,0,100,100,0
139,42,78,31,95,1,47,90,64,4
140,5,53,51,99,5,4,100,99,5
141,2,50,50,100,5,12,100,100,28
142,16,50,50,100,5,20,100,92,33
143,4,6,5,100,3,7,100,100,8
144,0,36,59,100,8,19,100,100,12
145,0,49,48,100,1,5,100,87,11
146,14,51,51,100,5,14,82,100,27
147,23,3,6,97,1,4,100,98,2
148,0,84,46,81,1,1,61,56,6
149,6,42,25,100,6,12,100,100,15
150,2,50,50,100,0,0,100,100,0
151,27,51,47,100,3,1,100,100,4
152,0,49,56,100,2,43,100,100,7
153,8,42,45,96,6,8,91,97,17
154,10,18,48,100,1,1,65,100,9
155,42,22,20,100,0,7,72,100,14
156,0,72,47,65,13,6,100,100,37
157,29,19,20,65,14,35,90,100,12
158,33,34,33,100,24,28,51,100,5
159,0,56,52,97,20,48,94,79,26
160,0,90,56,67,1,1,78,100,6
161,36,46,47,99,6,9,96,100,7
162,0,50,50,100,14,12,100,100,10
163,1,50,50,100,1,1,100,100,2
164,0,88,78,85,1,1,61,60,7
165,6,61,45,100,7,46,100,100,26
166,4,51,52,100,3,49,100,100,14
167,1,75,75,100,1,1,100,100,1
168,1,75,75,100,1,1,100,100,1
169,6,50,52,99,1,1,61,100,3
170,5,41,55,90,5,36,84,83,31
171,16,23,31,95,0,1,97,97,11
172,5,56,74,81,9,11,100,100,32
173,38,48,42,100,3,4,100,100,4
174,16,70,55,100,2,0,92,87,4
175,0,98,98,98,11,11,99,98,13
176,12,42,5,100,5,36,100,100,10
177,6,48,48,100,6,6,100,100,6
178,0,50,50,100,0,0,100,98,0
179,9,51,50,100,3,4,100,100,5
180,33,16,44,85,10,19,81,76,15
181,4,42,41,100,6,18,77,100,32
182,40,59,40,66,3,6,84,80,27
183,46,42,47,100,3,2,100,100,2
185,0,48,100,100,1,1,59,56,9
186,0,52,49,100,4,7,100,100,38
188,5,53,50,100,2,6,100,100,4
189,8,51,51,100,25,18,100,100,13
190,1,50,50,100,1,1,100,100,2
191,8,50,71,100,8,8,100,99,12
192,0,78,61,60,6,17,100,100,29
193,27,75,34,100,23,13,100,100,15
195,14,69,44,100,5,10,100,100,25
196,4,21,55,100,1,15,100,100,20
197,0,72,80,89,2,38,99,99,6
198,9,51,49,100,3,7,100,100,30
199,3,44,58,100,2,1,100,100,3
200,6,31,22,82,5,8,100,100,12
201,7,89,77,77,0,1,71,100,27
202,9,51,89,100,0,41,85,100,46
203,0,50,50,100,1,2,99,100,2
204,9,96,93,93,0,0,100,100,0
205,1,35,71,100,2,6,100,100,11
206,46,53,55,100,6,30,56,78,1
207,12,43,28,100,15,12,87,85,11
208,6,78,56,100,2,4,100,98,10
209,27,60,54,95,16,22,96,96,17
210,20,46,73,100,1,1,100,100,2
211,2,50,80,100,1,1,100,100,5
212,4,43,50,100,2,4,87,100,17
213,4,17,79,100,6,6,98,94,6
214,11,28,48,100,0,1,98,100,39
215,7,51,47,100,5,11,84,100,18
216,3,32,15,100,3,2,91,100,4
217,6,55,55,100,4,1,100,100,5
218,1,27,35,100,0,1,100,95,1
219,0,49,66,100,6,7,100,85,6
220,5,41,38,100,4,9,100,100,20
221,1,65,55,100,1,1,100,100,1
222,1,59,59,59,0,1,53,58,1
223,14,15,64,100,2,4,97,97,16
224,3,5,3,70,1,7,95,96,15
225,14,10,10,100,5,5,100,100,5
226,6,43,59,100,9,1,100,100,8
227,1,53,52,100,2,2,86,100,4
228,8,37,44,100,4,4,100,92,19
229,3,3,41,100,5,1,100,78,36
230,14,31,20,100,0,0,100,100,0
231,7,96,100,71,12,22,100,100,13
232,4,52,3,100,1,2,100,100,2
233,7,48,60,100,9,10,100,100,32
234,48,52,47,100,8,7,100,100,11
236,16,31,44,100,8,1,100,100,18
237,7,52,50,100,6,3,100,100,18
238,8,13,15,100,6,40,100,100,15
239,4,50,57,100,4,10,78,100,18
240,3,5,2,100,1,1,100,100,2
241,2,49,49,100,4,4,100,100,5
242,11,56,49,99,9,19,87,88,25
243,1,1,1,100,2,1,100,100,1
244,1,49,83,79,0,1,90,100,1
245,3,17,46,100,2,3,100,100,3
246,5,55,63,100,6,1,100,100,1
247,1,1,1,100,1,3,100,100,15
248,5,51,52,100,6,1,100,100,8
249,1,50,50,100,2,10,100,100,20
251,0,22,15,98,0,0,90,100,7
252,0,4,19,100,0,0,100,100,0
253,3,43,42,100,3,24,60,84,15
254,4,60,51,99,3,16,90,100,22
255,1,100,100,97,2,11,100,100,20
256,1,49,49,100,1,3,76,96,4
257,0,50,49,100,7,3,100,100,1
258,1,100,100,100,0,1,100,100,1
259,45,10,63,100,4,24,53,100,7
260,47,63,55,100,4,5,69,53,41
261,46,47,37,100,7,9,100,100,4
262,17,50,50,100,0,5,85,98,16
263,26,18,29,100,7,19,53,100,24
264,1,50,51,100,6,10,100,100,20
265,1,50,50,100,10,30,90,75,40
266,1,51,52,100,3,1,97,95,12
267,34,50,54,98,4,2,100,100,6
268,8,70,65,100,6,17,100,100,23
269,7,50,50,99,1,2,100,100,11
270,20,49,54,91,5,7,75,100,16
272,5,29,49,100,4,12,100,100,41
273,27,60,54,95,16,1,96,96,17
274,11,28,48,100,0,1,98,100,39
275,4,47,16,100,5,6,100,100,2
276,3,32,15,100,3,2,91,100,4
277,1,50,50,100,2,10,100,100,20
278,34,50,54,98,4,2,100,100,6
279,4,35,18,100,13,13,100,100,13
