,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
0,0,52,52,100,0,0,100,100,0
1,1,50,50,100,1,1,100,100,1
2,0,50,79,100,7,28,67,100,5
3,0,49,48,100,0,11,65,100,28
5,2,50,50,99,1,5,100,100,16
6,0,25,33,100,0,1,75,100,10
7,2,50,65,100,1,13,78,100,38
8,0,50,50,100,0,0,100,100,0
9,1,9,21,100,2,4,100,100,8
10,11,50,60,98,1,9,86,95,31
11,5,27,40,100,4,16,71,93,31
12,0,54,53,100,0,0,100,100,0
13,5,55,51,100,3,3,100,100,27
14,20,50,61,94,6,9,70,100,35
15,1,31,50,100,1,1,100,100,1
16,15,69,45,92,7,6,100,99,15
17,5,50,50,100,1,1,100,100,2
18,1,50,50,100,1,2,100,100,4
20,1,50,50,90,1,1,100,100,1
21,0,50,45,100,2,15,70,100,42
22,1,34,43,100,1,12,100,100,21
23,0,50,51,78,0,1,100,100,0
24,2,50,50,90,4,7,68,88,19
25,2,51,51,100,1,1,100,100,4
26,1,30,28,100,1,1,100,100,1
27,2,50,50,100,3,5,100,100,5
28,2,30,30,95,2,7,85,100,20
29,5,47,48,95,5,13,87,98,37
30,1,50,50,80,1,2,100,99,3
31,5,9,30,100,6,10,100,100,11
32,0,50,50,100,1,9,83,100,23
33,0,50,80,79,2,2,100,100,2
34,6,50,50,100,1,1,100,100,1
35,0,31,59,100,9,16,81,100,35
36,0,50,60,100,0,0,90,100,20
37,5,50,50,89,3,8,71,90,28
38,0,50,50,100,0,5,100,100,10
39,5,50,52,100,12,23,63,100,39
40,17,50,50,85,1,1,100,100,1
42,1,50,50,99,1,1,100,100,1
43,0,50,50,100,0,0,100,100,0
44,0,50,60,100,0,10,60,100,30
45,5,43,48,100,5,8,70,83,23
46,2,50,50,100,2,3,100,100,1
47,6,52,50,100,3,2,100,100,3
48,3,49,48,100,2,2,100,100,2
49,1,50,50,90,1,2,100,100,10
50,4,50,51,95,1,7,84,100,24
51,1,77,18,100,2,7,57,100,29
52,0,50,68,100,2,18,67,82,26
53,5,20,55,95,2,9,64,78,21
54,0,50,50,100,0,0,100,100,0
55,0,50,70,100,0,0,100,100,0
57,1,50,50,100,0,0,100,100,0
59,1,50,50,94,1,25,75,100,5
60,1,50,50,100,2,10,85,100,15
61,4,50,60,100,0,5,80,100,15
62,5,50,50,95,1,1,100,99,30
63,5,50,60,86,6,8,68,85,17
64,1,50,70,100,1,5,80,100,10
65,7,50,50,81,3,11,78,92,30
66,8,26,8,98,3,4,100,100,3
67,0,50,40,100,0,10,80,100,25
68,0,53,51,100,0,0,100,100,0
69,0,50,60,95,0,0,100,100,0
70,8,9,49,100,11,7,83,98,17
71,3,50,50,100,5,23,53,100,38
72,2,50,50,78,0,20,94,94,1
73,2,14,44,90,7,11,89,89,20
74,1,50,50,100,1,10,60,100,33
75,0,80,50,100,1,2,100,100,8
77,3,50,52,99,5,6,99,98,4
79,3,42,41,100,3,3,100,100,8
80,1,45,51,96,1,10,75,95,30
81,0,50,50,100,0,0,100,100,0
82,0,50,55,100,0,10,75,90,30
83,4,54,54,100,3,2,97,96,4
84,2,50,36,100,1,1,100,100,13
85,6,19,10,100,1,4,80,96,12
86,2,50,50,100,0,0,100,100,0
88,4,50,50,100,3,10,70,100,20
89,1,51,51,100,1,1,100,100,1
90,0,50,65,100,0,7,88,100,21
91,15,50,51,100,0,0,100,100,0
92,1,40,60,90,3,16,90,100,30
93,0,50,50,100,0,9,80,100,20
94,0,50,49,100,2,9,75,100,20
95,9,55,76,100,5,7,100,100,3
97,5,36,51,100,1,1,100,100,2
98,4,49,49,100,3,3,99,100,3
99,8,45,53,100,5,8,80,100,14
100,1,8,50,100,2,7,72,100,11
102,6,33,65,94,2,3,100,100,2
103,0,50,50,100,0,5,95,100,10
105,2,50,50,100,1,10,55,100,40
106,3,50,50,92,3,16,100,100,12
107,1,1,10,100,0,0,100,100,0
108,8,50,50,100,4,5,80,86,20
109,4,50,50,99,5,16,78,100,35
110,3,51,51,100,2,3,68,89,16
111,0,50,66,100,1,4,76,100,5
112,3,50,49,100,2,1,100,100,2
113,5,34,21,100,7,18,63,88,25
115,3,50,63,100,1,5,75,100,20
116,0,50,50,100,0,5,80,100,20
117,1,50,49,100,1,1,79,100,18
118,0,50,60,100,0,0,100,100,0
119,1,50,50,100,4,8,61,89,18
120,1,50,50,95,1,1,74,88,14
121,2,52,51,100,1,1,100,100,1
122,0,50,50,100,0,0,100,100,0
123,7,6,75,99,1,27,72,100,5
124,9,50,51,91,3,8,64,92,27
125,3,50,50,85,1,7,60,100,23
126,7,55,62,100,8,19,68,96,38
127,0,50,0,100,0,0,100,100,0
128,0,50,50,100,0,1,90,100,13
129,1,50,50,90,1,3,79,100,10
130,5,50,60,91,3,6,72,90,20
131,0,50,50,100,0,0,100,100,0
