,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
0,100,51,54,0,0,0,100,100,13
1,98,48,49,2,1,1,87,100,16
4,100,50,48,2,2,2,100,100,23
5,100,51,51,3,2,5,74,100,24
6,100,50,33,2,9,23,69,93,42
7,100,50,50,1,1,10,70,100,40
8,100,47,60,0,0,0,100,100,0
9,100,50,50,0,0,1,100,100,10
10,100,70,25,1,0,1,100,100,1
11,100,31,57,0,0,20,100,100,10
12,83,34,36,2,2,1,100,100,24
13,100,40,48,1,0,0,100,100,0
14,100,50,50,2,2,1,61,96,2
15,100,49,48,0,2,2,100,100,1
16,100,50,49,1,1,1,100,100,1
17,100,80,50,0,0,0,100,100,0
18,100,50,50,2,3,10,75,100,18
19,100,41,50,4,2,8,74,93,25
20,100,85,60,0,5,12,100,100,29
21,98,40,50,2,2,8,72,95,26
22,100,50,50,0,0,0,100,100,0
23,100,50,50,1,1,1,100,100,1
24,99,51,51,5,5,11,72,94,23
25,100,81,64,1,6,1,68,93,24
26,100,48,41,2,10,23,52,84,38
27,100,47,51,0,0,0,100,100,0
28,98,58,47,4,3,3,100,100,17
29,100,84,68,1,3,1,66,79,28
31,100,94,72,3,2,2,70,90,22
32,100,65,50,1,4,10,79,100,25
33,100,50,34,1,2,5,82,100,19
34,97,50,29,6,11,21,67,92,45
35,100,65,50,1,15,24,68,94,36
36,100,45,30,1,1,1,100,100,1
37,100,50,50,3,1,1,100,100,2
38,99,49,40,3,5,12,65,93,28
39,100,41,31,3,5,2,96,100,2
40,100,50,52,0,4,9,100,100,8
41,100,50,31,3,0,0,100,100,0
42,100,80,50,0,0,14,83,100,32
43,100,50,50,0,1,3,62,100,10
44,100,80,65,1,1,1,100,100,1
45,100,56,47,1,1,6,100,100,20
46,100,58,10,3,5,3,100,100,4
47,92,50,38,8,5,17,83,98,44
48,100,50,42,0,0,0,100,100,0
49,100,50,50,1,1,1,100,100,2
50,100,46,46,3,2,6,100,100,6
51,100,50,50,0,0,10,100,100,30
52,100,45,45,1,1,11,100,99,19
54,100,46,46,0,0,3,100,98,6
55,100,60,61,20,3,3,100,100,3
56,100,50,50,1,1,2,100,100,2
57,100,50,50,2,2,2,100,100,2
58,100,51,56,12,1,3,97,94,38
59,100,57,51,2,1,7,67,100,33
60,100,50,50,1,1,1,100,100,1
61,100,50,50,10,1,1,100,100,10
62,100,50,50,1,3,3,100,100,2
63,100,100,100,0,0,0,100,100,0
64,100,50,52,7,6,10,74,100,21
65,95,50,50,5,6,16,63,96,34
66,100,46,70,0,2,15,100,100,35
67,100,5,100,3,2,2,100,100,7
68,100,70,54,0,0,13,54,83,23
69,100,53,48,0,0,0,100,100,1
70,100,50,35,4,0,0,100,100,0
71,100,80,50,0,0,10,85,100,30
72,100,50,50,0,0,30,100,100,5
73,95,50,50,15,10,10,67,85,33
74,96,48,48,2,1,2,94,100,12
76,100,51,50,4,4,4,100,100,3
77,100,67,58,1,0,0,100,100,0
78,100,50,50,1,1,1,100,100,1
79,90,50,51,9,6,12,100,100,22
80,100,54,37,2,5,8,70,97,19
81,100,53,53,4,2,3,100,100,3
82,82,55,50,10,5,12,86,100,31
84,100,70,57,7,2,4,100,100,2
85,100,50,61,2,4,4,100,100,5
86,95,55,33,5,5,17,72,100,30
87,100,50,50,1,1,1,75,89,9
88,98,57,20,7,3,7,78,100,38
89,100,85,90,1,4,10,95,100,15
90,95,50,42,3,2,3,100,100,21
91,100,55,71,6,4,11,59,92,33
92,100,50,25,1,1,2,64,100,11
93,100,75,50,2,2,2,100,100,2
94,100,50,50,1,1,2,100,100,1
95,100,51,51,0,0,0,100,100,0
96,100,52,52,0,0,0,100,100,0
97,100,49,58,1,1,2,100,100,3
99,98,52,32,1,5,13,67,78,26
100,100,50,50,0,0,0,100,100,0
101,100,44,43,5,1,1,100,100,2
102,100,49,43,2,7,18,75,97,40
103,100,50,29,0,1,2,100,100,8
104,100,54,54,1,1,8,82,100,17
105,97,98,76,2,1,15,70,97,43
106,100,61,40,4,8,20,67,95,29
107,100,50,50,1,1,1,86,97,1
108,100,56,55,3,3,13,53,100,26
109,95,49,50,16,3,4,100,100,15
110,100,50,50,1,1,5,100,100,10
111,99,50,50,4,1,1,100,100,8
112,82,84,58,7,5,16,82,98,47
113,100,52,54,6,8,21,81,100,42
