,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
1,78,52,42,2,1,3,91,100,11
2,97,55,50,5,2,3,92,100,20
3,100,50,50,1,0,10,100,100,27
4,100,53,4,2,2,8,68,100,12
5,85,25,50,0,0,0,100,100,39
7,88,51,56,5,7,4,94,99,7
8,97,39,40,4,5,10,88,93,17
9,100,50,25,5,1,5,75,100,20
10,80,30,30,0,4,13,79,100,41
11,100,50,40,1,2,9,72,99,17
12,95,35,35,3,1,2,90,81,10
13,100,50,27,3,0,0,100,100,6
14,100,52,55,11,2,2,100,100,27
15,100,51,51,2,3,7,89,100,23
16,95,50,50,1,2,5,80,90,12
17,100,50,50,0,0,4,100,100,12
18,100,52,50,11,4,12,88,100,13
19,100,48,51,3,2,1,100,100,2
20,100,63,51,4,4,27,86,100,13
21,87,38,49,0,0,0,100,100,0
22,100,47,49,0,0,11,77,84,24
23,100,50,30,1,2,8,78,100,24
24,100,50,50,0,0,0,100,100,0
25,90,50,50,2,2,8,66,100,19
26,100,50,36,0,6,2,100,100,3
27,90,48,50,2,4,23,76,100,49
28,100,51,50,3,5,8,100,84,47
29,100,50,50,0,0,0,100,100,0
30,100,67,68,3,8,18,72,97,36
31,100,50,50,0,0,0,100,100,0
32,100,50,22,1,1,1,82,100,8
33,100,50,50,0,0,8,83,100,27
35,75,50,50,8,5,6,98,98,6
36,93,48,49,5,4,9,97,96,17
37,100,39,50,0,0,6,81,100,13
38,94,56,52,0,3,6,95,98,14
39,93,5,8,6,5,8,67,97,15
40,100,54,52,5,1,4,82,100,10
41,84,53,25,5,2,5,76,95,24
42,100,50,50,0,0,0,100,100,0
43,100,51,50,3,2,8,81,95,35
44,100,49,50,2,7,6,96,96,16
45,100,16,16,5,4,5,97,96,19
46,100,50,25,1,1,7,85,95,25
47,100,63,51,2,1,1,100,100,2
48,90,50,30,5,1,1,100,100,1
49,100,44,23,4,0,2,100,100,5
50,90,50,60,10,4,11,85,100,30
51,100,50,50,1,1,20,55,80,31
52,100,50,50,5,3,2,83,100,18
53,100,47,48,10,3,6,100,100,4
54,97,50,49,7,2,9,61,87,21
55,100,3,5,2,1,1,79,100,3
56,97,54,32,1,0,0,100,100,8
57,100,50,50,2,1,1,100,100,10
58,100,50,37,1,1,1,100,99,8
59,100,40,40,1,1,1,100,100,20
60,80,48,47,10,8,13,85,83,20
61,80,50,40,0,1,15,60,100,30
62,100,51,50,1,1,1,100,100,2
63,90,68,50,0,0,6,60,100,20
64,100,30,75,0,0,0,100,100,0
65,99,50,30,1,4,11,78,99,31
66,100,51,47,1,0,0,100,100,0
67,100,50,50,0,0,0,100,100,0
68,100,50,50,1,1,8,100,100,11
69,100,50,50,0,0,0,100,100,0
70,100,50,50,0,0,0,100,100,0
71,100,60,30,0,0,0,100,100,0
72,90,30,20,5,3,3,98,100,9
73,84,82,83,5,3,4,100,100,4
75,81,36,25,1,4,10,63,85,21
76,90,31,18,1,4,6,100,100,17
77,100,56,31,5,10,24,55,98,36
78,100,40,45,0,2,18,67,100,38
79,92,51,31,3,1,8,70,100,34
82,81,48,50,6,3,5,90,96,20
83,100,31,73,9,0,14,59,100,26
84,86,50,50,0,6,21,93,100,5
85,100,48,48,0,2,2,100,100,0
86,83,50,31,3,1,3,100,100,3
87,100,51,50,0,0,0,67,100,16
88,100,65,50,10,10,19,71,88,35
89,100,29,11,0,0,8,100,100,11
90,100,53,49,0,4,26,55,76,21
91,100,17,39,1,2,2,100,100,2
92,100,64,47,8,1,1,100,100,1
93,100,49,47,1,2,3,100,100,17
94,71,57,50,13,0,16,62,96,45
95,100,50,50,1,1,10,65,100,20
96,91,51,52,0,0,6,90,100,14
97,100,4,3,0,0,10,55,89,20
98,100,50,50,2,2,3,100,100,4
99,100,44,51,0,5,3,98,98,3
100,100,1,1,1,2,2,100,100,2
101,100,50,50,10,0,5,90,100,10
103,100,50,40,2,1,10,80,90,40
105,100,50,10,4,0,0,100,100,9
106,100,40,30,0,0,0,100,100,0
107,100,50,6,0,0,5,59,100,15
108,100,50,40,0,0,0,100,100,0
109,100,50,40,1,1,1,100,100,1
110,100,50,25,0,0,0,100,100,0
111,90,47,41,7,9,10,85,97,23
112,100,50,31,2,3,8,85,100,31
113,84,13,26,6,1,1,100,100,6
114,100,60,60,0,0,0,100,100,0
115,100,57,42,2,0,0,100,100,0
116,100,75,73,2,1,4,100,100,2
117,100,3,1,1,1,3,75,100,19
118,82,50,50,0,0,0,100,100,0
119,100,49,49,1,1,1,100,100,7
120,91,86,46,13,5,10,89,94,32
121,100,50,50,0,0,8,76,99,29
122,100,45,30,1,2,13,81,93,24
123,100,80,50,5,6,6,91,91,16
124,100,61,50,0,2,9,75,100,32
125,88,69,59,11,12,18,68,89,28
126,100,60,82,0,3,3,100,100,6
127,100,50,50,10,1,1,100,100,1
128,100,50,50,0,0,8,91,100,28
129,100,52,50,4,2,5,81,93,7
130,100,50,50,0,0,0,100,100,20
131,100,55,24,2,2,2,100,100,4
133,100,58,49,0,1,2,100,100,1
134,92,46,45,10,8,6,93,97,20
135,100,50,50,0,0,0,100,100,0
136,100,50,26,0,0,0,100,100,0
137,100,50,50,0,0,13,84,100,30
138,95,52,58,1,2,6,86,92,28
139,100,38,38,0,0,6,91,100,18
140,94,50,45,4,4,12,72,93,25
141,100,50,27,0,0,5,100,100,16
143,100,50,25,1,2,2,100,100,2
144,100,50,50,2,2,10,80,90,25
145,99,50,51,1,1,1,100,99,1
146,92,50,41,4,11,22,59,92,37
147,93,51,47,5,6,22,97,100,41
148,100,52,52,4,0,0,100,100,0
149,100,50,16,0,7,12,100,100,20
150,98,31,48,5,0,18,57,88,21
151,100,50,50,0,0,8,88,100,22
152,84,50,37,5,6,22,66,96,41
153,74,7,17,2,7,3,100,94,7
154,100,39,47,3,2,2,100,100,2
155,100,50,33,7,4,17,57,100,34
156,100,50,41,1,2,6,85,100,17
157,100,48,6,4,1,4,100,100,6
158,95,20,5,5,2,2,95,100,5
159,99,51,66,13,0,9,55,84,20
160,100,50,40,0,0,10,100,100,20
161,100,50,50,1,0,1,95,100,2
162,100,50,50,0,0,5,87,100,19
163,100,0,30,0,0,0,100,100,0
164,100,47,37,0,0,0,100,100,0
165,80,43,67,5,0,0,100,100,18
166,100,50,13,2,1,4,77,91,15
167,90,50,40,1,0,10,80,90,30
168,100,61,23,1,2,1,100,100,2
169,90,25,25,4,0,16,70,100,33
170,100,50,25,1,1,10,71,100,21
171,100,50,30,1,1,5,80,97,23
172,98,55,35,3,3,3,96,98,11
173,100,27,19,1,2,8,85,94,22
174,100,50,50,1,1,1,100,100,1
175,100,40,30,1,3,7,68,100,17
176,100,50,30,0,0,10,70,100,20
177,100,39,47,12,1,3,100,100,2
178,75,25,25,1,1,1,100,100,1
179,100,45,17,6,0,0,100,100,0
180,78,31,22,15,5,27,91,100,42
181,100,30,15,5,0,0,100,100,0
182,100,51,52,0,0,0,100,100,0
184,100,50,10,5,1,3,90,96,7
185,100,45,40,0,2,2,100,100,20
187,95,50,43,3,3,8,99,100,13
188,100,50,50,0,5,22,58,100,36
189,100,50,25,0,0,0,100,100,0
190,86,25,15,1,1,5,76,100,8
191,95,50,50,2,3,6,95,100,11
192,90,50,50,2,3,4,92,95,12
194,97,51,8,7,2,12,77,100,45
196,100,81,64,0,1,2,80,100,11
197,88,13,44,3,3,3,79,100,0
198,100,51,51,0,0,3,60,100,11
199,100,50,50,0,0,0,100,100,0
201,100,50,50,0,1,1,100,100,1
202,100,50,20,0,0,4,81,100,21
203,100,50,50,2,0,0,100,100,0
204,80,40,29,4,2,3,56,100,7
205,84,74,73,5,4,6,90,93,7
206,100,50,35,1,1,3,82,100,11
207,100,52,46,2,1,4,75,100,11
209,99,54,40,0,0,0,100,100,6
210,100,50,50,0,0,0,100,100,5
211,100,54,48,1,1,1,100,100,2
212,100,50,33,2,3,3,75,100,13
213,99,32,21,8,3,10,81,99,30
214,100,51,51,0,6,9,55,100,22
215,100,50,41,1,1,16,69,100,40
216,100,49,51,6,3,4,100,100,5
217,100,52,52,0,1,1,100,100,1
218,100,50,17,0,0,0,100,100,0
219,100,48,47,0,0,0,100,100,0
220,100,50,50,1,1,5,85,95,15
221,100,33,16,7,5,5,69,100,14
222,72,3,71,3,2,13,83,100,2
223,100,50,20,0,0,0,75,100,10
224,82,13,50,5,4,5,100,100,3
225,100,50,50,1,3,14,63,100,36
226,100,51,49,4,2,3,63,100,4
227,73,0,18,0,1,5,95,99,10
229,100,50,31,0,0,4,83,100,24
230,100,51,50,2,1,1,100,100,3
231,100,50,50,3,2,1,100,100,3
232,100,50,50,2,3,4,100,100,11
233,100,50,50,0,0,0,100,100,0
234,100,50,50,0,0,0,100,100,0
235,100,10,52,0,1,1,100,100,1
236,100,51,50,1,2,1,100,100,32
237,100,50,50,0,0,9,86,100,8
238,100,2,16,1,3,3,98,100,25
240,100,50,38,1,1,6,92,100,11
241,100,50,50,0,0,0,100,100,0
242,100,50,50,1,2,2,100,100,9
243,100,47,64,2,9,17,81,95,10
244,100,9,65,23,4,17,100,100,13
245,100,50,50,5,0,0,100,100,0
246,100,50,50,3,4,12,73,100,37
247,100,74,24,1,2,12,80,100,30
248,100,42,43,0,0,2,96,100,5
249,99,46,45,5,5,13,98,86,12
250,100,3,25,0,1,2,90,100,41
251,100,20,20,0,0,20,75,81,28
252,99,53,53,2,3,2,100,100,1
253,94,50,50,1,0,0,86,93,6
254,100,48,48,4,4,3,87,100,12
256,100,50,4,0,0,8,88,100,20
257,100,1,20,1,3,10,80,90,25
258,100,50,50,0,0,5,60,100,20
259,100,50,50,0,0,0,100,100,0
260,97,50,19,2,3,7,83,100,19
261,100,50,50,0,0,0,100,100,0
262,100,50,50,1,1,2,100,100,15
263,92,7,56,3,6,11,100,97,1
264,96,48,48,2,2,8,79,100,28
265,83,34,46,4,8,16,62,80,10
266,100,50,50,1,1,1,100,100,1
267,100,50,50,0,0,0,100,100,12
268,100,49,28,9,7,10,58,100,25
269,100,50,19,0,0,0,100,100,0
270,100,49,48,4,3,13,72,90,36
271,100,46,37,0,0,7,84,100,21
272,100,55,45,0,0,6,87,100,19
273,97,50,50,0,0,0,100,100,0
275,90,0,10,0,0,1,70,90,10
276,100,52,0,0,0,12,84,100,23
