,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
119,96,50,38,0,1,4,83,100,17
120,100,14,31,0,0,0,100,100,28
121,95,53,33,8,3,5,79,100,13
122,100,54,53,5,3,5,85,100,12
123,100,50,40,0,0,3,84,100,32
124,100,33,12,0,3,22,71,100,49
125,87,50,48,3,2,3,92,100,6
126,100,50,49,10,1,1,100,100,20
127,98,50,43,0,0,12,74,99,30
128,99,45,15,0,0,0,81,98,11
129,100,50,47,0,0,0,100,98,0
130,100,50,50,1,1,1,100,100,1
131,90,50,50,0,0,0,100,100,0
132,100,50,50,1,1,20,80,100,40
133,90,31,30,5,0,0,100,100,5
134,100,50,50,0,0,0,80,100,5
135,85,50,50,1,0,5,70,100,15
136,100,14,30,1,1,1,100,100,3
137,100,58,64,6,3,9,77,100,22
138,91,50,50,4,5,16,70,95,30
139,100,50,50,0,0,0,100,100,0
140,80,45,40,2,3,7,86,96,15
141,100,47,50,5,2,3,100,100,5
142,100,50,50,0,0,0,100,100,0
143,100,35,35,0,0,0,100,100,0
144,99,48,47,28,5,5,99,99,21
145,82,29,22,1,2,11,71,100,37
146,100,0,0,0,0,0,100,100,0
147,100,53,34,0,0,0,100,100,0
148,100,49,21,1,1,1,100,100,1
149,100,50,39,3,0,1,100,100,0
150,95,31,17,0,0,0,100,100,0
151,92,50,3,20,2,5,62,100,14
152,93,51,40,5,5,10,92,96,28
153,100,50,50,5,1,1,100,100,1
154,100,40,35,0,0,10,90,100,20
155,86,42,53,5,1,1,97,98,1
157,100,50,45,1,1,10,90,100,20
159,100,50,35,7,6,9,85,100,18
164,100,50,50,2,1,1,100,100,1
165,75,12,16,2,2,4,81,100,4
166,89,58,40,8,0,0,100,100,0
167,100,50,50,0,1,1,100,100,1
168,100,50,50,17,0,0,100,100,21
169,100,49,55,1,2,4,68,100,13
170,92,61,54,2,1,1,100,100,12
171,98,50,20,0,1,6,80,100,20
172,100,40,34,0,0,5,69,98,10
173,100,53,45,10,0,0,100,100,0
174,95,10,3,1,1,1,80,100,10
175,86,37,28,1,2,1,100,100,2
178,100,50,50,0,0,0,100,100,0
179,97,50,50,1,1,2,98,97,1
180,86,78,58,6,1,1,99,99,3
181,100,51,51,0,0,0,100,100,0
182,100,47,54,1,1,1,100,100,1
183,79,51,51,6,2,8,87,95,18
184,89,69,6,8,12,10,96,97,29
185,99,49,49,2,1,1,100,100,1
186,86,51,50,5,3,4,100,100,4
187,100,50,50,0,0,1,90,100,5
188,100,50,50,2,1,1,100,100,1
189,93,26,31,5,0,0,100,100,0
190,100,50,30,3,1,1,90,95,10
191,100,50,50,3,1,1,100,100,1
192,97,19,30,18,2,2,100,100,2
193,100,50,28,0,0,0,100,100,0
194,100,57,55,0,1,4,56,100,12
195,73,32,52,5,5,4,99,99,5
196,98,15,50,3,2,13,100,99,17
197,100,59,36,0,1,3,100,100,28
198,93,50,20,3,2,1,100,100,2
199,85,6,34,3,6,6,88,83,5
200,100,50,50,0,0,0,100,100,0
201,98,50,45,2,1,1,66,90,2
202,100,45,38,6,6,6,100,98,3
203,100,0,1,0,0,0,100,100,0
204,90,50,50,0,0,0,100,100,0
205,97,50,48,1,1,7,64,99,21
206,100,50,50,0,2,5,90,100,10
207,100,13,13,7,5,8,100,100,7
209,97,60,50,0,0,0,100,100,0
210,100,50,35,1,1,6,77,100,17
211,100,50,31,1,0,0,100,100,4
212,100,50,60,0,0,0,100,100,0
213,100,50,50,1,1,1,100,100,1
214,100,50,50,0,0,0,100,100,0
215,100,50,50,0,0,0,100,100,0
217,91,40,42,4,5,9,69,88,25
218,100,25,20,1,1,1,100,100,1
219,100,50,50,0,0,0,100,100,0
220,100,15,50,1,1,3,70,100,14
221,82,37,40,2,2,2,100,100,1
222,100,50,50,0,0,0,100,100,0
223,100,50,50,1,0,0,100,100,0
224,100,53,54,3,3,6,80,100,25
225,82,55,69,1,5,9,67,84,24
226,100,50,56,5,1,6,88,100,13
228,92,50,25,1,1,10,100,100,6
229,100,50,40,0,0,0,100,100,0
230,91,50,49,3,4,4,100,100,10
231,100,40,51,2,3,3,100,100,2
232,90,50,50,10,1,8,66,100,18
233,100,50,50,5,1,4,71,100,9
234,90,50,10,5,0,0,100,100,0
235,100,50,50,1,1,4,85,100,30
236,100,50,50,0,0,6,87,100,12
237,87,50,49,25,0,0,100,100,0
238,100,51,50,0,2,2,100,100,2
239,95,52,49,3,3,10,91,95,28
240,93,51,58,5,1,2,96,100,44
241,100,36,29,0,0,2,70,86,18
242,100,60,25,0,0,0,100,100,0
243,100,52,52,0,0,0,100,100,12
244,94,51,30,4,2,4,88,100,10
245,100,50,12,3,3,11,60,100,26
246,100,50,50,0,0,0,100,100,2
247,90,49,64,1,1,1,100,100,1
248,97,22,10,1,1,6,86,97,9
249,100,25,24,0,0,0,100,100,0
250,86,49,34,10,3,1,100,100,23
251,100,52,45,2,4,6,100,100,16
252,100,50,33,1,1,20,85,100,35
253,100,50,50,0,1,1,100,100,2
254,100,72,62,1,1,6,83,100,17
256,90,50,50,3,1,3,70,100,20
257,100,50,20,0,0,0,100,100,0
258,100,51,46,1,1,4,85,100,7
259,100,50,50,0,1,1,100,100,2
260,100,50,50,0,0,0,100,100,0
261,100,50,50,3,1,1,100,100,1
262,100,4,4,0,0,2,81,100,10
263,99,30,30,1,1,5,55,100,21
264,100,25,22,0,0,0,100,100,0
265,100,50,50,1,1,2,75,100,8
266,79,52,49,11,1,1,100,100,25
267,88,47,27,2,4,11,72,92,32
269,100,50,30,0,0,0,100,100,0
270,97,48,48,0,0,0,100,100,1
272,92,76,34,6,7,11,85,94,11
273,90,36,15,2,1,10,100,100,21
274,98,29,17,2,5,2,95,96,4
275,100,51,50,3,3,25,74,100,44
276,100,50,27,1,1,1,100,100,2
277,100,50,50,1,1,5,80,100,15
278,100,53,49,2,2,8,77,100,24
279,100,40,20,10,1,5,80,92,21
280,100,50,30,1,1,8,84,100,21
281,100,50,50,0,0,0,100,100,0
282,91,48,50,8,11,9,98,97,20
283,100,50,50,1,1,1,100,100,1
284,100,51,51,7,0,3,79,100,11
285,100,2,2,1,1,1,100,100,1
286,100,50,50,0,0,0,100,100,0
287,100,50,46,0,3,3,77,100,11
288,97,36,46,6,1,4,100,100,8
289,100,40,20,0,0,0,100,100,1
290,90,40,20,1,1,1,100,100,1
291,95,50,50,1,1,1,100,100,1
292,100,51,21,0,0,0,100,100,0
293,90,50,25,0,1,5,100,100,10
294,74,30,30,0,0,1,85,100,4
295,100,50,50,3,0,6,100,84,13
296,100,50,50,0,0,0,100,100,0
297,100,51,54,2,4,14,78,100,29
298,100,51,57,0,2,2,78,100,22
299,100,50,30,1,1,1,75,100,13
300,95,49,51,4,5,6,96,96,3
301,84,50,43,1,3,20,69,91,40
302,100,50,50,2,1,1,100,100,2
303,100,50,50,0,0,0,100,100,0
304,80,50,50,0,0,0,100,100,0
305,100,51,29,1,1,11,78,99,31
306,90,25,20,10,0,0,100,100,0
307,100,51,45,2,0,13,74,100,38
308,100,50,50,1,1,1,100,100,1
309,100,50,75,1,1,20,69,100,44
310,100,50,50,3,1,2,100,100,1
311,100,50,50,0,0,0,100,100,0
312,88,48,48,5,1,2,100,100,2
313,100,50,50,1,1,1,100,100,1
314,100,53,24,2,2,2,100,100,2
315,100,50,37,1,0,0,88,100,4
316,82,41,61,1,0,0,100,100,0
317,100,50,50,0,0,0,100,100,0
318,100,50,41,1,1,5,94,100,18
319,100,50,50,14,1,1,100,100,1
320,100,50,50,5,0,0,100,100,0
322,100,40,40,1,2,1,100,100,35
323,75,43,27,1,1,2,81,100,12
324,94,49,9,1,1,1,100,100,1
325,100,50,50,20,0,0,100,100,0
326,92,53,31,3,3,3,91,100,9
327,90,39,18,0,3,9,60,80,4
328,93,50,36,1,1,1,100,100,1
329,95,4,7,0,8,4,93,92,6
330,91,53,49,3,1,3,100,100,2
331,100,50,50,1,1,1,100,100,1
333,100,50,50,1,1,1,100,100,1
334,100,50,50,0,0,0,100,100,0
335,100,50,50,0,0,0,100,100,0
336,100,54,53,0,11,24,77,91,40
337,76,54,50,2,2,1,100,99,12
338,96,6,6,5,5,9,55,84,18
339,100,34,19,0,2,2,100,100,19
340,100,51,37,0,0,0,100,100,0
341,78,54,39,8,6,14,76,94,25
342,100,61,52,0,0,0,75,100,14
343,77,42,11,11,4,23,93,97,48
344,90,36,36,22,5,7,87,99,16
345,95,41,31,1,2,4,79,91,24
346,100,50,50,0,0,0,100,100,0
347,100,50,50,1,1,8,89,100,25
348,100,50,50,4,3,1,100,100,2
349,100,50,50,0,0,0,100,100,0
350,99,48,44,2,1,9,79,99,32
351,99,14,13,1,1,1,97,100,1
352,100,61,50,2,0,0,100,100,0
353,100,50,65,12,0,0,76,100,22
354,100,50,48,1,1,1,100,100,1
355,95,45,24,5,0,0,100,100,0
357,100,50,33,1,1,6,100,100,20
358,99,50,50,0,1,0,100,100,1
359,75,50,25,0,0,6,79,100,11
360,97,48,57,4,5,5,100,99,6
361,100,2,14,0,2,1,100,100,1
362,91,13,5,0,0,0,100,100,0
364,100,40,33,0,0,0,100,100,0
365,100,50,50,0,0,0,100,100,0
366,100,50,30,1,5,10,75,100,35
367,100,50,50,1,1,1,100,100,3
368,100,10,20,1,1,5,100,100,14
369,100,61,36,5,4,1,100,100,2
370,100,49,13,1,2,2,100,100,4
371,84,48,48,1,1,2,100,100,14
372,100,50,40,0,0,0,100,100,0
373,90,50,50,0,0,5,85,100,20
374,100,50,50,3,0,0,100,100,0
376,98,75,19,1,1,1,100,99,1
377,90,40,40,20,0,0,100,100,0
378,100,50,50,0,0,0,100,100,5
379,100,50,50,0,0,0,100,100,0
380,100,50,35,0,0,2,100,100,24
381,100,43,45,3,5,16,64,97,27
382,100,49,49,4,3,4,100,99,6
383,100,50,50,0,0,5,90,100,15
384,100,50,50,1,1,2,90,99,5
385,90,50,50,13,1,3,92,100,14
386,95,56,63,6,1,4,67,84,17
387,100,52,51,4,0,9,69,100,30
388,91,50,50,1,2,7,75,85,30
389,100,48,18,0,0,0,100,100,0
390,100,50,50,0,0,0,100,100,0
391,86,50,33,3,0,0,100,100,0
392,100,50,50,0,0,0,100,100,0
393,100,50,50,0,0,0,100,100,0
394,100,50,46,0,0,8,83,100,21
395,100,31,17,2,2,25,85,100,40
396,100,46,31,0,1,1,100,100,0
397,100,2,54,2,2,2,100,100,48
398,100,30,50,0,0,0,100,100,0
399,91,33,25,1,1,1,100,100,1
400,100,50,50,0,0,4,100,100,17
401,100,50,50,0,0,0,100,100,0
402,94,46,47,16,5,10,84,93,19
403,80,50,50,11,0,13,85,100,28
404,98,59,24,7,6,6,98,99,5
405,100,50,40,5,0,0,100,100,0
406,100,50,50,0,0,0,100,100,0
408,100,89,87,0,0,0,100,100,0
409,100,50,50,0,0,9,87,100,21
410,100,50,50,1,1,5,55,100,15
411,100,50,40,0,0,3,84,100,20
412,100,44,16,3,5,17,77,88,34
413,90,50,50,0,0,0,100,100,0
416,100,0,52,2,0,12,71,100,28
417,98,35,24,0,0,6,66,86,18
418,100,64,50,0,0,0,100,100,0
419,99,51,52,2,5,15,76,95,27
420,86,50,40,1,1,1,100,100,1
421,75,53,52,2,5,17,72,100,32
422,100,50,50,0,0,0,100,100,0
423,100,52,53,2,1,1,100,100,1
424,100,50,44,0,0,12,73,98,28
425,88,56,58,3,2,3,99,100,4
426,100,50,50,0,0,0,100,100,0
427,92,86,52,7,5,6,95,95,7
428,100,50,50,0,0,0,100,100,0
429,100,50,25,0,0,7,88,100,22
430,100,50,50,1,1,1,100,100,1
431,100,50,50,1,1,1,99,99,16
432,100,50,50,1,0,0,100,100,0
433,100,50,21,3,2,3,100,100,47
434,94,62,48,10,3,3,100,100,5
435,100,50,50,0,0,10,75,100,20
436,94,42,21,1,2,7,70,100,16
437,100,50,50,0,0,10,100,100,20
438,100,54,23,0,0,0,100,100,9
439,96,45,50,1,1,1,100,100,3
440,97,52,29,1,5,16,89,97,43
441,100,15,9,6,2,2,100,100,1
442,100,50,50,0,0,0,100,100,0
443,90,80,1,1,1,2,70,100,15
444,100,60,46,0,0,4,84,97,13
445,90,57,85,26,1,1,100,100,1
446,90,2,3,2,1,1,100,100,0
447,100,51,19,2,1,4,70,100,9
448,100,30,20,0,1,1,100,100,1
449,100,50,21,0,0,0,100,100,0
450,100,47,42,3,1,4,90,100,14
451,99,54,38,0,0,11,91,100,18
452,100,55,50,0,0,0,95,100,5
453,100,48,31,9,0,8,88,100,21
454,100,50,40,1,1,1,100,100,1
455,90,14,41,5,8,8,100,100,9
456,100,50,30,2,2,3,99,99,2
457,90,53,51,0,0,0,100,100,0
458,95,50,41,5,1,1,100,100,1
459,100,50,50,1,1,1,98,98,41
460,80,50,50,0,1,1,100,100,1
461,99,53,40,0,8,18,85,96,32
462,100,50,25,9,1,1,100,100,1
463,100,50,50,0,0,0,100,100,0
464,100,50,50,0,0,0,100,100,0
465,100,50,50,1,1,8,68,100,18
466,100,50,51,1,1,1,99,99,1
467,100,50,40,0,0,0,100,100,0
468,100,35,20,0,0,0,100,100,0
469,83,69,55,11,5,6,95,98,6
470,100,80,50,0,0,0,100,100,0
471,85,60,50,1,0,2,91,100,25
472,100,56,48,5,3,2,89,100,12
473,100,50,39,1,1,15,81,95,26
474,100,73,48,2,1,1,100,100,4
475,96,48,36,6,5,5,80,94,8
476,99,54,54,0,1,2,55,100,17
477,90,50,50,2,0,2,100,100,3
478,86,48,46,6,5,6,97,97,7
479,100,50,50,3,1,10,77,100,24
481,100,35,10,5,0,10,100,90,20
482,93,50,50,4,8,11,80,100,32
483,73,52,50,0,0,0,100,100,0
484,100,51,52,1,1,1,100,100,1
485,100,45,50,0,0,10,80,100,35
486,91,50,74,3,1,1,100,100,1
487,93,12,10,3,3,5,97,99,4
488,85,49,21,2,1,9,90,98,19
489,94,50,51,1,2,1,100,100,6
490,100,52,30,8,2,17,74,90,37
491,85,50,60,10,1,5,70,100,20
492,100,57,33,1,0,0,100,100,1
493,96,50,45,0,3,10,80,98,22
494,100,61,34,0,0,11,100,100,19
495,98,51,39,4,1,15,73,97,34
496,75,52,54,17,0,0,100,100,0
497,100,50,35,1,1,10,75,100,40
498,95,50,40,1,0,3,100,100,8
499,100,65,40,2,3,10,91,100,8
500,98,52,52,12,0,0,99,99,0
501,90,50,50,1,1,1,100,100,1
502,100,84,77,1,1,11,63,100,28
503,100,50,50,0,0,0,100,100,0
504,100,50,50,0,0,0,100,80,0
505,90,49,41,9,2,6,89,97,12
506,100,43,30,0,0,6,73,100,16
507,100,50,50,0,0,0,100,100,1
508,80,50,50,5,1,5,70,95,19
509,100,45,43,20,8,20,61,90,37
510,100,52,23,0,0,0,100,100,7
511,97,52,7,3,7,14,73,96,41
512,80,49,40,5,5,15,65,90,30
513,100,50,50,1,1,20,80,100,30
514,100,50,50,4,1,9,78,100,20
515,100,3,56,2,2,4,52,100,14
516,100,30,30,8,0,0,100,100,0
517,90,50,40,5,0,5,80,95,15
518,100,50,35,0,0,0,100,100,0
519,100,50,60,3,5,17,59,91,28
520,100,53,48,2,1,1,92,100,9
521,100,50,50,1,1,15,75,100,30
522,100,50,40,10,5,10,90,95,15
523,100,47,47,1,2,20,82,100,49
524,100,49,40,0,0,0,100,100,0
525,100,50,40,0,0,0,100,100,0
526,93,50,50,1,2,1,97,96,11
527,100,50,50,1,1,1,100,100,1
528,100,50,50,0,3,14,77,100,26
529,100,50,40,0,0,2,100,100,10
530,100,54,55,0,0,0,100,100,0
531,99,37,48,3,1,2,77,100,9
532,100,50,50,1,1,5,70,90,15
533,100,50,31,0,0,0,100,100,0
535,90,53,54,0,0,0,100,100,12
536,100,40,30,0,0,0,100,100,0
537,100,50,49,2,2,1,100,100,1
538,90,56,45,7,5,5,97,97,9
539,100,50,22,1,1,1,100,100,1
540,95,53,51,0,1,3,90,97,8
541,100,50,20,0,0,0,100,100,0
542,93,22,24,8,5,2,100,100,8
543,100,75,49,5,6,14,57,100,42
544,100,50,50,0,0,0,100,100,0
545,97,16,42,7,6,20,73,97,49
546,100,60,40,0,0,0,100,100,0
547,100,60,20,0,0,0,100,100,0
548,92,6,6,0,0,0,100,100,0
549,80,46,53,4,0,0,100,100,0
550,100,50,50,2,1,12,66,98,28
551,91,47,50,0,1,6,87,98,22
552,100,50,50,0,0,0,100,100,0
553,88,44,20,11,0,0,100,100,3
554,93,50,63,2,1,2,95,100,1
555,100,52,48,2,2,21,73,100,33
557,78,50,50,11,0,0,100,100,0
558,100,50,50,15,0,10,80,100,25
560,100,50,50,3,1,4,98,100,17
561,100,50,34,0,1,12,79,100,26
562,94,50,58,3,1,5,75,96,22
563,100,3,48,10,3,2,100,100,2
564,100,50,30,1,1,1,100,100,1
565,98,52,28,0,5,5,98,96,8
566,100,52,52,4,6,11,90,100,20
567,96,40,29,1,1,7,77,100,18
568,100,40,41,5,6,7,98,100,12
569,100,50,50,6,5,8,82,96,18
570,98,72,49,25,5,12,81,91,23
571,100,42,45,3,10,18,100,100,22
573,100,52,22,0,0,0,100,100,0
574,100,8,16,8,2,9,72,91,23
575,92,50,37,0,0,0,100,100,0
576,100,54,55,6,7,14,77,100,25
577,96,50,53,0,0,0,100,100,0
578,100,50,50,1,1,1,100,100,7
580,87,50,38,4,3,3,100,100,11
581,100,6,10,5,6,11,99,99,15
582,100,46,46,10,2,0,100,100,5
583,84,53,53,3,5,10,72,95,18
584,100,50,50,0,0,0,100,100,0
585,100,1,51,1,1,1,100,100,1
586,100,50,37,0,3,6,76,93,12
587,100,52,42,1,4,7,82,93,23
588,76,53,56,0,0,1,61,91,14
589,81,50,36,3,6,7,76,93,32
590,100,50,40,2,1,4,100,100,4
591,93,51,50,0,3,3,100,99,10
592,100,50,40,9,8,8,100,100,6
593,98,46,33,2,1,1,99,98,8
594,100,50,50,0,0,0,100,100,0
595,100,59,50,1,1,7,80,100,25
596,99,48,48,6,2,10,100,100,21
598,100,51,23,0,0,25,73,100,22
599,100,50,35,0,0,0,100,100,0
