,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
0,1,50,50,90,1,1,100,100,5
1,1,50,50,100,1,1,100,100,1
2,2,54,55,100,3,3,100,100,3
4,5,50,50,94,2,8,88,100,34
5,2,56,56,100,3,9,61,100,21
6,4,44,51,99,6,1,100,100,4
7,1,50,57,94,1,1,63,100,7
8,10,50,50,95,0,0,100,100,0
9,0,50,50,100,0,0,100,100,0
10,7,52,65,87,3,3,95,93,7
11,0,50,50,100,1,4,76,100,22
12,4,50,72,91,5,8,87,95,36
13,5,50,50,95,0,0,100,100,0
14,3,50,50,100,1,4,100,100,10
15,1,50,50,100,1,1,90,100,10
16,1,50,50,100,1,10,70,100,22
17,0,50,50,100,0,24,77,100,5
18,2,50,50,100,1,1,100,100,1
19,2,50,51,100,5,20,66,100,37
20,0,50,50,100,0,0,100,100,0
21,2,43,33,89,3,7,56,100,12
22,14,50,34,82,0,0,100,100,0
23,2,46,45,100,1,1,100,100,1
24,0,38,38,84,0,0,100,99,0
25,0,50,50,100,0,0,100,100,0
26,0,50,50,100,0,0,100,100,0
27,2,50,50,80,1,1,100,100,3
28,6,51,65,100,7,22,64,100,40
29,2,50,50,99,1,5,80,95,19
30,3,54,49,100,3,4,100,100,14
31,1,50,60,100,3,10,80,99,25
32,1,49,49,100,1,22,71,100,43
33,0,49,39,80,0,0,100,100,0
34,1,54,68,99,5,23,68,87,34
35,0,50,50,100,0,0,100,100,0
36,3,50,50,90,8,14,74,91,23
38,0,50,50,100,1,28,70,100,5
39,0,51,66,100,0,0,100,100,0
40,9,51,50,100,0,9,98,100,7
42,0,50,50,100,0,0,100,100,0
43,1,50,34,100,1,1,100,100,1
44,1,45,50,100,5,15,80,100,30
45,1,50,70,100,1,1,100,100,1
46,5,49,50,89,8,6,98,98,11
48,1,50,50,100,6,30,67,100,42
49,0,50,50,80,0,21,75,100,45
50,1,50,50,100,1,4,70,100,7
51,1,50,50,100,1,2,100,100,1
52,0,50,40,89,2,9,81,100,27
53,17,50,52,89,7,11,82,94,18
54,2,50,61,100,2,10,97,100,26
55,0,49,49,100,0,19,77,100,27
56,0,50,50,100,0,0,100,100,0
57,1,43,61,100,2,10,84,100,16
58,1,56,34,100,2,2,100,100,1
59,0,50,49,100,0,0,100,100,0
60,0,50,50,100,0,0,100,100,0
61,0,53,70,97,10,21,78,100,38
62,8,50,50,89,1,5,100,100,14
63,2,51,52,100,1,1,100,100,1
65,2,48,46,100,2,5,66,98,10
66,0,50,52,86,0,0,76,88,5
67,0,50,50,100,0,0,100,100,0
68,0,50,50,100,0,0,100,100,0
69,1,30,50,100,1,1,100,100,10
70,2,51,50,100,2,14,71,100,37
71,3,50,50,100,1,10,85,100,20
72,0,51,58,100,0,0,100,100,0
73,1,50,50,100,3,15,60,100,27
74,1,50,40,100,2,13,70,100,32
75,6,40,54,84,4,13,69,90,49
76,0,50,50,100,0,9,73,100,37
77,0,50,50,100,0,0,100,100,0
78,2,50,50,93,12,28,79,98,40
80,3,50,63,97,0,0,100,100,0
81,11,52,52,100,4,10,74,87,21
82,10,50,50,100,1,1,100,100,1
83,0,50,70,100,0,0,100,100,0
84,1,50,60,100,1,1,100,100,1
85,1,49,68,100,2,5,100,100,15
86,1,50,50,100,1,4,87,100,6
87,1,50,50,100,1,1,100,100,1
88,5,51,52,100,11,36,78,100,5
89,1,50,50,100,1,1,100,100,1
90,1,56,53,100,0,4,100,100,17
91,0,50,50,100,0,0,100,100,0
93,7,48,57,99,5,9,69,98,8
95,0,50,50,100,0,6,100,100,15
96,1,50,50,100,1,1,100,100,1
97,0,50,50,100,12,20,80,91,30
98,0,50,50,100,0,0,100,100,0
99,1,36,48,89,1,1,100,100,1
101,0,50,50,100,0,0,100,100,0
102,1,50,50,100,1,1,100,100,1
103,0,50,25,93,0,0,100,100,0
104,0,50,50,100,0,0,100,100,0
105,0,50,50,100,0,0,100,100,10
106,0,50,50,100,0,13,57,100,35
107,1,50,50,92,1,11,70,99,30
108,1,50,50,100,0,0,100,100,0
109,0,50,50,100,0,12,53,83,29
110,18,37,56,100,0,0,100,100,0
111,0,37,61,100,0,0,100,100,0
112,0,50,40,100,0,0,100,100,0
113,0,50,50,100,0,10,80,100,25
114,5,55,50,100,6,19,83,100,23
115,0,50,50,100,0,0,100,100,0
116,2,50,52,93,2,6,60,90,24
117,0,57,18,100,0,1,76,100,17
118,2,50,60,100,3,8,66,92,24
119,7,49,50,89,12,24,78,87,48
120,0,31,49,100,5,9,61,97,28
121,1,50,50,100,1,1,100,100,1
122,5,55,55,100,2,5,67,94,28
124,0,50,66,100,0,17,70,100,44
125,5,50,50,90,5,10,70,100,30
126,0,50,65,100,0,16,80,100,30
127,0,50,50,100,0,2,83,100,10
128,0,50,50,100,0,0,100,100,0
129,1,47,51,100,2,8,69,100,21
130,14,51,51,100,3,2,75,84,13
131,1,34,34,100,1,1,100,100,1
132,0,50,50,100,0,0,100,100,0
133,0,50,50,100,0,2,80,100,30
134,0,50,50,90,0,0,100,100,0
135,1,50,50,100,1,5,60,100,15
136,1,25,50,100,1,5,60,100,15
138,0,50,50,100,0,0,100,100,0
139,4,54,54,98,3,12,100,100,8
140,2,38,47,100,1,2,100,100,1
141,0,50,60,100,0,9,77,100,35
142,2,50,50,100,1,8,68,100,37
143,0,51,51,100,4,25,78,100,28
144,1,50,50,91,1,2,100,100,4
145,1,46,51,89,6,12,72,100,21
146,1,50,41,100,1,1,100,100,1
147,1,49,50,100,1,5,100,100,14
148,1,50,50,100,2,1,80,100,1
149,1,50,80,100,1,1,100,100,1
150,1,51,64,86,0,11,76,84,23
151,1,50,50,97,3,10,73,100,28
152,1,50,51,100,5,20,78,100,5
153,5,49,47,91,3,9,73,82,22
154,0,22,27,100,0,0,100,100,0
155,0,50,50,100,0,0,100,100,0
156,6,46,72,100,3,12,74,100,31
157,9,29,56,100,7,21,69,100,35
158,1,50,50,100,2,5,70,100,16
159,5,50,46,100,3,6,75,100,19
160,0,50,50,100,0,0,100,100,0
161,1,50,50,100,1,1,100,100,1
162,0,50,50,100,0,0,100,100,0
163,4,54,22,95,4,7,100,100,5
164,0,50,50,100,0,0,100,100,0
166,1,30,80,100,1,1,100,100,1
167,4,50,50,97,3,16,73,100,29
169,0,50,45,95,0,5,80,100,15
170,7,51,54,96,6,18,69,100,42
171,3,20,54,100,1,1,100,100,29
172,0,50,50,100,5,5,100,100,30
173,1,54,50,100,1,5,97,100,17
174,6,50,49,100,4,11,51,100,25
176,0,50,72,95,0,13,71,90,28
177,0,50,50,100,0,0,100,100,0
178,5,51,50,100,9,29,67,100,42
179,3,50,50,100,3,1,100,100,2
180,0,50,50,90,0,0,100,100,0
181,5,50,50,100,1,3,75,100,25
182,1,50,60,90,5,20,80,100,5
183,0,50,70,100,0,5,36,100,18
184,1,54,54,100,3,3,100,100,3
186,3,51,51,100,2,3,100,100,3
187,7,47,50,95,6,7,94,94,26
188,1,57,49,100,1,1,100,100,1
189,10,50,55,95,1,5,95,100,15
190,5,51,51,95,1,11,84,98,14
191,4,57,33,100,3,12,87,100,39
192,1,50,60,89,1,1,100,100,1
193,0,50,50,100,0,0,100,100,0
194,2,50,50,100,9,12,90,100,5
195,5,51,52,100,3,4,100,100,4
196,1,50,34,95,1,1,100,100,1
198,0,50,50,100,0,0,100,100,0
199,3,50,50,100,10,15,100,100,25
200,1,50,50,100,1,6,93,100,14
201,0,50,50,100,0,0,100,100,0
202,3,52,52,100,2,2,100,100,1
203,2,50,54,99,2,9,77,88,25
205,2,44,60,100,2,14,85,100,34
207,0,50,50,100,0,0,100,100,0
208,0,48,48,100,1,12,59,100,26
209,0,50,50,100,10,20,80,100,30
210,0,35,43,100,0,0,100,100,0
211,0,50,60,100,0,10,100,100,17
212,1,50,22,100,2,8,73,100,36
213,7,50,50,84,0,0,100,100,0
214,1,44,35,93,4,12,78,94,24
215,0,50,50,100,2,15,58,88,33
216,0,50,50,100,0,0,90,100,20
217,1,50,50,87,1,6,85,100,22
218,2,54,53,95,3,11,100,100,26
219,1,50,50,100,5,10,70,90,20
220,5,50,50,100,1,1,85,100,14
221,1,50,50,100,1,1,90,100,10
222,7,53,53,96,5,0,97,97,2
223,3,55,55,100,2,13,77,98,32
224,7,55,27,98,4,9,72,98,10
225,5,50,60,95,5,10,75,90,20
226,1,50,50,100,2,31,77,100,4
227,1,50,50,100,1,1,100,100,1
228,0,50,50,100,0,5,70,88,20
229,1,25,20,100,1,1,81,100,14
230,0,48,47,100,3,4,97,100,11
231,0,51,71,100,0,0,100,100,0
232,0,50,20,100,0,0,100,100,0
233,0,40,40,100,0,0,100,100,0
234,0,50,74,87,0,8,78,100,24
236,0,50,50,100,0,0,100,100,0
237,3,28,53,100,3,2,100,100,1
238,14,70,51,100,0,4,75,93,18
240,1,50,50,92,1,1,100,100,1
241,0,50,50,100,0,0,100,100,0
242,5,53,80,100,4,15,83,100,41
243,4,51,59,100,1,1,100,100,26
244,11,50,53,95,0,0,100,100,0
245,0,50,36,100,0,20,73,100,49
246,1,50,50,100,3,15,60,100,40
247,7,50,50,100,5,16,58,86,35
248,12,48,46,100,7,7,100,100,10
249,4,50,50,96,4,10,81,98,23
250,1,50,50,100,1,1,100,100,1
251,1,60,65,100,1,20,80,100,40
252,1,50,59,98,3,10,73,85,23
253,5,50,50,79,6,4,100,100,6
254,0,50,50,100,0,0,100,100,0
255,0,49,49,100,0,0,100,100,0
256,10,50,63,100,6,13,74,88,24
257,0,52,52,100,0,14,83,100,29
258,0,50,51,100,0,0,100,100,0
259,0,50,50,100,0,4,70,100,17
262,0,49,46,100,4,12,80,93,35
263,1,50,50,100,1,7,91,100,14
264,15,39,68,89,4,22,84,100,4
265,0,50,50,100,0,3,70,100,15
267,1,50,50,100,1,2,100,100,4
268,0,50,50,100,0,5,70,100,10
269,0,50,50,100,1,3,100,100,15
270,0,51,51,100,0,18,85,100,49
271,4,48,49,78,5,4,100,100,5
273,5,48,49,100,6,16,100,100,39
275,0,53,53,100,0,0,100,100,0
276,0,50,50,100,0,8,59,100,19
277,3,43,25,100,3,7,64,100,25
278,0,50,50,100,0,0,100,100,19
279,5,45,50,95,1,2,80,100,15
280,1,50,50,100,1,25,75,100,4
281,0,50,50,100,0,2,62,100,7
282,4,48,54,100,4,4,100,100,4
283,4,60,56,95,2,5,85,100,10
284,2,50,50,94,1,1,100,100,1
285,2,50,49,100,1,4,69,100,19
286,3,50,50,95,1,15,70,90,7
287,4,50,58,100,2,4,100,100,13
288,2,50,49,100,1,1,100,100,1
289,0,51,50,97,1,1,100,100,1
291,9,50,50,100,1,10,56,100,24
292,3,50,50,100,3,2,100,100,2
293,0,50,50,100,0,27,69,100,48
294,2,50,50,95,2,3,100,100,15
295,17,50,50,94,9,18,77,92,43
296,0,50,50,100,0,0,80,100,5
297,0,49,48,100,0,0,100,100,0
298,0,50,50,100,0,5,100,100,25
299,0,41,64,100,0,20,71,100,35
300,1,55,70,100,1,5,85,95,10
302,1,49,49,100,1,1,100,100,1
303,1,62,51,100,1,19,69,100,35
304,0,47,59,93,11,19,66,100,38
305,1,50,50,100,1,11,75,100,32
306,4,50,50,97,3,5,91,96,13
307,3,36,50,100,4,15,58,100,35
308,3,58,50,100,3,2,100,96,2
309,1,43,33,100,1,1,100,100,10
310,0,50,50,100,0,0,100,100,0
311,0,50,50,100,0,0,100,100,0
312,4,38,30,94,1,1,100,100,1
313,1,53,49,94,2,6,91,95,14
314,8,49,14,88,6,9,100,100,6
315,1,48,48,100,1,11,70,100,24
316,0,50,50,100,0,0,100,100,0
318,1,50,45,95,1,1,100,100,1
319,1,50,50,100,1,1,100,100,10
320,0,50,50,100,0,0,100,100,0
321,1,50,50,100,1,1,100,100,1
322,2,50,55,100,2,9,75,100,22
323,0,38,50,100,0,19,55,99,31
324,3,50,53,100,2,4,83,100,17
325,1,52,69,96,8,21,61,96,42
326,1,50,50,100,1,3,70,100,20
327,7,52,52,98,4,13,57,100,23
328,3,50,57,94,1,5,74,92,22
329,2,51,64,100,0,0,100,100,0
330,0,50,50,90,0,0,100,100,0
331,1,50,50,100,0,0,100,100,1
332,0,50,50,100,0,0,100,100,0
333,0,50,50,100,0,0,100,100,0
334,8,53,66,78,6,18,77,100,30
336,1,50,50,100,4,8,90,97,22
337,10,50,50,100,2,5,87,97,15
339,1,74,51,92,1,1,100,100,1
340,5,25,26,100,2,4,100,100,4
341,0,50,50,100,0,5,72,100,23
342,1,50,50,100,2,2,100,100,2
343,2,36,59,100,1,1,100,100,1
344,0,50,50,100,1,3,90,100,20
346,2,51,51,99,3,13,57,100,30
347,1,50,56,100,2,2,100,100,1
349,0,50,50,100,0,0,100,100,0
350,1,60,75,100,1,1,100,100,1
351,0,50,75,100,0,0,100,100,0
352,0,50,50,100,10,20,80,100,30
353,0,50,50,100,5,20,76,100,39
354,0,50,50,100,5,20,76,100,39
355,2,50,50,100,3,7,88,100,19
357,1,50,50,100,1,1,100,100,1
358,0,50,50,100,0,0,100,100,0
359,7,50,50,98,5,6,100,100,10
360,10,50,40,85,1,5,82,100,15
361,5,47,62,100,7,33,77,100,4
362,4,57,65,100,3,19,71,100,39
363,0,50,50,100,0,5,80,100,20
364,6,50,50,81,6,11,79,89,24
365,4,58,57,95,4,23,69,100,37
366,5,50,50,100,1,10,80,100,20
367,0,50,60,100,0,0,100,100,0
368,2,50,49,100,1,10,80,100,25
369,4,41,50,100,5,17,69,100,36
370,0,51,51,100,3,10,84,100,18
371,0,50,50,100,0,10,81,100,30
372,3,64,51,93,5,12,83,96,28
373,4,50,50,100,5,7,57,100,16
374,1,50,50,100,1,15,70,100,36
375,1,50,50,100,1,1,100,100,1
376,3,60,88,100,3,2,91,100,4
378,0,50,50,100,0,0,100,100,0
