,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
0,100,71,37,13,2,9,84,100,14
1,44,61,57,34,0,3,100,100,10
2,100,50,50,0,3,7,100,100,30
3,91,68,60,0,6,5,75,87,43
4,75,50,35,0,0,0,100,100,0
5,100,47,65,9,1,2,77,100,5
7,100,50,50,1,1,1,80,100,25
8,100,55,27,2,2,7,81,100,29
9,100,50,50,1,1,10,75,100,20
10,100,53,55,0,0,0,100,100,0
11,100,50,50,1,0,4,79,100,15
12,100,52,34,1,1,1,100,100,1
13,100,50,60,0,5,5,100,100,5
14,100,30,20,0,0,10,60,100,30
15,100,60,50,1,1,1,100,100,1
16,94,17,18,3,1,9,80,100,30
17,88,88,14,2,1,1,100,100,0
18,89,53,1,1,1,3,100,100,16
19,100,45,40,5,1,1,100,100,1
20,100,50,50,1,3,4,100,100,10
21,100,100,100,2,2,3,100,100,1
22,100,100,4,3,1,1,100,100,1
23,50,63,72,27,10,20,90,100,31
24,100,61,41,7,3,1,100,100,4
25,100,50,30,1,1,1,100,100,1
26,100,100,80,4,4,4,100,100,3
27,98,52,39,1,2,2,100,100,2
28,100,1,2,1,1,2,100,100,1
29,100,35,50,20,1,1,100,100,1
30,100,53,26,2,2,1,87,86,4
31,88,54,28,13,4,5,99,98,20
32,99,74,38,6,1,5,81,92,15
33,100,100,0,0,0,0,100,100,0
34,83,64,21,0,0,14,100,72,31
35,100,70,50,1,1,4,80,99,30
36,100,50,30,5,1,6,100,100,10
37,100,50,18,0,0,11,85,100,21
38,83,50,37,6,1,3,100,99,8
39,100,50,51,1,1,1,100,100,1
40,100,100,42,0,5,3,100,100,20
41,100,54,51,1,2,4,100,100,21
42,80,50,49,1,3,3,88,98,18
43,50,50,51,3,1,1,84,100,11
44,100,65,80,2,6,18,72,95,38
45,100,74,31,0,0,0,100,100,0
46,100,73,51,39,1,1,100,100,1
47,100,45,20,1,1,1,100,100,1
48,100,60,0,0,0,0,100,100,0
49,100,40,40,1,1,1,100,100,1
50,97,61,61,5,4,3,100,100,2
51,98,39,22,1,3,2,100,100,3
52,100,50,50,0,0,0,100,100,25
53,100,50,35,0,0,0,100,100,0
54,100,50,42,0,0,0,100,100,0
55,100,70,30,0,0,0,100,100,0
56,100,53,53,10,0,0,100,100,0
57,89,60,32,7,7,2,97,90,34
58,90,75,32,3,2,5,96,96,18
59,59,61,40,1,0,0,100,70,0
60,90,97,23,2,6,22,69,100,49
61,100,50,40,0,0,0,100,100,0
62,100,34,45,0,0,0,100,100,5
63,100,56,54,4,7,6,98,91,27
64,100,24,23,6,9,14,81,91,25
65,100,100,85,0,0,0,100,100,0
66,93,60,21,2,3,4,74,90,17
67,100,76,52,8,1,1,100,100,2
68,100,50,40,0,0,0,100,100,0
69,100,90,70,10,0,0,100,100,0
70,100,54,34,11,0,0,100,100,0
71,100,51,51,5,0,5,81,90,35
72,92,92,54,6,3,3,67,99,21
73,100,51,49,0,2,2,100,100,7
74,100,53,36,12,0,0,100,100,0
75,85,91,46,15,1,3,85,100,10
76,100,94,51,1,0,0,100,100,0
77,100,83,19,5,4,2,100,100,5
78,85,60,30,10,5,10,60,95,20
79,100,75,50,0,0,0,100,100,0
80,92,77,50,17,2,6,93,92,6
81,100,69,47,1,1,1,100,100,1
82,100,50,50,1,5,20,80,100,40
83,98,98,77,4,6,7,100,100,5
84,100,55,41,2,5,11,77,88,23
85,100,35,71,1,1,5,62,89,11
86,100,71,50,8,1,1,77,92,21
87,100,100,100,17,6,5,64,100,7
88,100,6,2,1,1,1,100,100,1
89,100,50,25,1,1,25,75,100,2
90,100,50,20,5,5,5,100,100,5
91,100,50,50,1,1,2,100,100,8
92,100,30,50,1,0,0,100,100,1
93,100,90,1,1,1,5,90,100,30
94,100,100,81,4,1,1,100,100,4
95,100,51,11,1,0,0,100,100,16
96,100,50,0,0,0,0,100,100,0
97,100,60,40,0,0,0,100,100,0
98,100,70,70,7,3,10,91,96,23
99,100,85,33,0,0,0,100,100,0
100,86,64,53,22,1,1,100,100,2
101,100,44,45,0,1,2,100,100,2
102,75,55,30,10,1,1,100,100,1
103,100,50,36,0,0,0,100,100,0
104,100,60,70,19,1,6,51,100,15
105,93,50,46,5,3,7,86,93,27
106,100,52,13,2,0,1,100,100,0
107,100,50,50,1,1,5,60,85,20
108,100,79,47,2,1,1,100,100,1
109,100,60,60,5,2,2,100,100,2
110,100,50,50,0,0,0,100,89,0
111,100,52,50,6,5,16,84,100,27
112,49,43,23,1,5,12,79,100,26
113,100,50,5,0,0,0,100,100,0
114,100,100,50,0,0,0,100,100,0
115,100,51,73,0,2,2,100,100,2
116,100,50,50,0,0,0,100,100,0
117,100,49,51,1,5,13,100,91,46
118,100,37,50,9,3,14,74,94,32
119,85,58,13,1,1,2,100,95,1
120,100,90,80,0,0,10,80,100,25
121,100,64,47,0,0,0,100,100,0
122,100,70,20,1,6,6,100,93,8
123,100,47,40,6,2,3,77,100,14
124,96,79,11,1,1,1,100,100,1
125,86,49,53,0,0,0,100,100,0
126,100,45,37,0,0,0,100,100,0
127,92,94,58,3,2,4,100,100,3
128,95,50,18,4,1,1,100,100,1
129,96,70,50,4,7,17,74,92,30
130,100,76,39,2,2,5,90,100,24
131,100,58,64,1,1,1,100,100,6
132,100,78,79,2,5,5,100,100,5
133,100,69,42,3,2,1,100,100,1
134,93,82,51,2,13,10,63,83,34
135,100,51,50,27,7,16,100,100,46
136,100,49,30,10,5,10,70,100,30
137,100,30,20,0,0,0,100,100,0
138,100,85,75,4,5,6,100,100,6
139,100,50,50,2,0,0,81,100,24
140,100,50,50,5,3,11,60,81,27
141,100,50,50,1,1,3,100,100,1
142,88,62,29,28,2,10,78,85,33
143,89,52,31,3,4,10,78,100,31
144,96,60,30,1,1,17,69,100,26
145,100,50,55,1,2,7,88,95,15
146,95,92,37,2,7,7,92,94,5
147,100,100,90,1,1,1,79,92,5
148,100,62,68,5,4,4,100,100,4
149,100,5,15,30,0,0,100,100,0
150,100,50,50,10,0,0,100,100,0
151,100,55,55,1,1,1,100,100,1
153,100,50,50,0,0,0,100,100,0
154,100,65,26,0,0,0,100,100,0
155,100,79,71,0,0,0,100,100,0
156,84,47,21,21,9,3,100,100,13
157,90,70,40,1,8,15,78,92,28
158,100,75,50,0,1,1,100,100,1
159,100,100,50,0,0,0,100,100,0
160,100,100,93,1,1,11,100,100,17
161,100,50,32,1,1,1,100,100,3
162,100,50,50,0,0,5,67,97,12
163,100,58,34,0,0,0,100,100,0
164,100,74,44,14,3,24,62,83,16
165,100,50,43,0,3,2,100,100,3
166,100,51,50,0,0,2,82,94,9
167,100,50,50,0,1,1,100,100,1
168,100,50,25,0,0,0,100,100,0
169,97,47,46,5,5,4,97,95,5
170,100,33,23,1,0,0,100,100,0
171,97,54,78,0,0,2,68,87,31
173,100,18,65,1,6,13,76,95,27
174,100,85,50,0,3,3,100,100,3
175,100,36,36,3,3,8,80,96,20
176,100,70,71,0,1,2,90,100,21
177,100,47,38,7,7,7,100,100,10
178,52,53,32,32,7,20,75,91,31
179,100,50,50,1,0,6,77,100,22
180,81,76,7,5,5,10,79,100,23
181,100,71,45,0,0,15,75,100,28
182,100,49,50,1,1,4,92,100,32
183,100,79,80,0,0,0,100,100,0
184,84,85,39,2,5,4,100,99,6
185,94,60,51,5,3,12,68,100,38
186,100,83,75,0,0,0,100,100,0
187,87,36,8,3,3,5,89,94,6
188,100,8,100,1,6,7,100,100,30
189,100,15,50,0,0,0,100,100,20
190,92,12,14,1,5,5,85,98,22
191,100,0,50,1,1,5,81,100,17
192,99,49,64,6,3,4,100,100,5
193,100,20,46,2,1,5,93,100,17
194,90,81,24,7,11,11,94,99,22
195,92,42,19,2,4,11,97,100,31
196,92,52,45,0,1,9,80,98,27
197,100,57,2,1,1,2,100,90,7
199,70,50,30,30,0,0,100,100,0
200,100,100,55,35,0,0,79,100,20
201,100,50,50,1,6,14,72,100,24
202,90,92,39,4,3,9,83,100,34
203,100,50,50,5,5,5,100,100,5
204,99,12,9,6,7,6,97,96,11
205,95,55,45,5,5,10,80,90,15
206,100,81,84,2,2,2,100,100,4
207,100,100,46,1,0,2,100,100,5
208,100,50,40,0,0,0,100,100,0
209,94,63,72,2,1,5,85,96,9
210,100,62,48,0,0,0,100,100,0
213,92,28,83,1,1,1,99,100,3
214,100,31,53,0,0,0,100,100,0
216,100,50,50,0,0,0,100,100,0
217,100,51,51,1,1,1,100,100,1
218,100,48,78,8,5,13,73,88,24
219,100,30,15,0,0,0,100,100,0
220,100,50,60,6,3,5,100,100,29
221,50,50,81,28,3,4,74,100,27
222,96,53,35,3,4,4,81,75,10
223,100,92,70,0,0,4,100,100,34
224,100,50,50,1,1,1,100,100,1
226,100,50,51,2,2,2,95,95,31
227,100,34,10,1,2,1,100,100,2
229,100,60,35,1,1,1,100,100,1
230,100,89,91,0,0,0,100,100,0
231,100,59,30,0,0,0,100,100,0
234,89,49,58,13,6,15,70,98,32
235,98,52,47,0,1,14,65,86,30
