"Australia2005-2014","Brazil2005-2014","Chile2005-2014","China2005-2014","Egypt2005-2014","France2005-2014","Germany2005-2014","Great Britain2005-2014","Hong Kong2005-2014","India2005-2014","Japan2005-2014","Mexico2005-2014","Qatar2005-2014","Russia2005-2014","South Africa2005-2014","Spain2005-2014","United States2005-2014"
NA,0.0825741090395118,0.0706355419238708,0.104825934932169,0.217590649078767,0.063225081245135,0.0522646618760256,0.0397841255821628,0.091408607045239,0.0786668756200835,0.0755984248569563,0.0822924716569898,0.146575081275581,0.0980955291897164,0.0805226370635357,0.0572899120109566,0.0230046099345319
0.0825741090395118,NA,0.032130613309504,0.113957900377955,0.11870109966633,0.0680940044557171,0.105135977567077,0.0703978258415164,0.103826584048027,0.0693375811891798,0.121459807602223,0.0225634602083549,0.0765274517279111,0.0727009103656715,0.0312843151584309,0.0474610663220533,0.0621626422301011
0.0706355419238708,0.032130613309504,NA,0.142291552804997,0.188218217602401,0.0543203870538636,0.0728772077985627,0.0570080321285641,0.0982769639570025,0.0871297869507401,0.0882717546218308,0.0220241114896891,0.102378324978019,0.0724134596497581,0.050400079343102,0.0406872231152946,0.0710895871234159
0.104825934932169,0.113957900377955,0.142291552804997,NA,0.134809746588806,0.157915486866109,0.112614761829758,0.171040778209398,0.0857267771593636,0.0890552409925116,0.0987486644457034,0.101896422126366,0.256104200913912,0.0820376734630733,0.0795855728880038,0.121834223630991,0.107896428522155
0.217590649078767,0.11870109966633,0.188218217602401,0.134809746588806,NA,0.353199945288541,0.218981213452122,0.321975144589628,0.265328002942943,0.141374665532466,0.245674687530547,0.104631001055679,0.0496036266800868,0.147923485680426,0.0951334895681494,0.226350595691959,0.181004022770112
0.063225081245135,0.0680940044557171,0.0543203870538636,0.157915486866109,0.353199945288541,NA,0.120099629562221,0.0304654079053393,0.122339842984957,0.0872367225233011,0.111875531824034,0.0831372921515402,0.142537327806576,0.111104146813522,0.100243330372156,0.0321881394579127,0.0850549086929442
0.0522646618760256,0.105135977567077,0.0728772077985627,0.112614761829758,0.218981213452122,0.120099629562221,NA,0.112280933851443,0.0662964497849618,0.109588344890174,0.0485806886505527,0.0963017615550982,0.274929238157143,0.095853585399405,0.0880512946374722,0.0550010834822438,0.064499500500361
0.0397841255821628,0.0703978258415164,0.0570080321285641,0.171040778209398,0.321975144589628,0.0304654079053393,0.112280933851443,NA,0.106639468128019,0.0901036029189126,0.119139684764481,0.0785208920310919,0.125754531131816,0.132737432441113,0.0751053822332897,0.045367458295065,0.0625306330616518
0.091408607045239,0.103826584048027,0.0982769639570025,0.0857267771593636,0.265328002942943,0.122339842984957,0.0662964497849618,0.106639468128019,NA,0.116718285983669,0.0811119366791096,0.106891545386964,0.188608484290731,0.126372121242456,0.0936862115567158,0.061799360439827,0.0852254146854759
0.0786668756200835,0.0693375811891798,0.0871297869507401,0.0890552409925116,0.141374665532466,0.0872367225233011,0.109588344890174,0.0901036029189126,0.116718285983669,NA,0.132349260004001,0.0791342720005219,0.11070564357041,0.106655321623169,0.054443522213198,0.0965583765667332,0.0734583148009511
0.0755984248569563,0.121459807602223,0.0882717546218308,0.0987486644457034,0.245674687530547,0.111875531824034,0.0485806886505527,0.119139684764481,0.0811119366791096,0.132349260004001,NA,0.114243057467361,0.279241636553905,0.0878346975515663,0.131054098266242,0.0695076632704319,0.0959106489770397
0.0822924716569898,0.0225634602083549,0.0220241114896891,0.101896422126366,0.104631001055679,0.0831372921515402,0.0963017615550982,0.0785208920310919,0.106891545386964,0.0791342720005219,0.114243057467361,NA,0.0794377935482889,0.0727933340825948,0.0441923399124592,0.0620016371475247,0.0748850450808699
0.146575081275581,0.0765274517279111,0.102378324978019,0.256104200913912,0.0496036266800868,0.142537327806576,0.274929238157143,0.125754531131816,0.188608484290731,0.11070564357041,0.279241636553905,0.0794377935482889,NA,0.168068987567878,0.102510237318645,0.135108193469786,0.0966129704355221
0.0980955291897164,0.0727009103656715,0.0724134596497581,0.0820376734630733,0.147923485680426,0.111104146813522,0.095853585399405,0.132737432441113,0.126372121242456,0.106655321623169,0.0878346975515663,0.0727933340825948,0.168068987567878,NA,0.0518901663447023,0.0681377349958657,0.0737434298043065
0.0805226370635357,0.0312843151584309,0.050400079343102,0.0795855728880038,0.0951334895681494,0.100243330372156,0.0880512946374722,0.0751053822332897,0.0936862115567158,0.054443522213198,0.131054098266242,0.0441923399124592,0.102510237318645,0.0518901663447023,NA,0.0741449210617675,0.0501685714449101
0.0572899120109566,0.0474610663220533,0.0406872231152946,0.121834223630991,0.226350595691959,0.0321881394579127,0.0550010834822438,0.045367458295065,0.061799360439827,0.0965583765667332,0.0695076632704319,0.0620016371475247,0.135108193469786,0.0681377349958657,0.0741449210617675,NA,0.0609207910955197
0.0230046099345319,0.0621626422301011,0.0710895871234159,0.107896428522155,0.181004022770112,0.0850549086929442,0.064499500500361,0.0625306330616518,0.0852254146854759,0.0734583148009511,0.0959106489770397,0.0748850450808699,0.0966129704355221,0.0737434298043065,0.0501685714449101,0.0609207910955197,NA
