,Valence.Evaluation,Equality,Activity.Intensity,Socioemotional,Formality.and.Regulation,Intimacy,Visibility,Communal.Sharing,Expected.Reciprocity,Strategic,Concreteness,Uniqueness,Love.Expression,Information.Exchange,Money.Exchange,Goods.Exchange,Service.Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance.for.society,Importance.for.individuals,Affiliation.Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial.Distance,Morality,Trust,Generation.Gap,cl_k3
Professor and Graduate student,78.7443524068524,39.5503530420197,63.7032995553829,39.8487537154204,76.0978182311516,32.0611414048914,75.9139940306607,57.8295327357827,58.5344431802765,54.9357028773696,54.4102870894538,55.3724022582356,41.2612944771278,85.8354514929515,27.8529784104784,33.0551904576905,64.006192387859,48.9081085889419,19.4307330323997,24.1715351315351,44.8157636807637,24.5979105462439,67.8908966033966,65.5277867194534,72.1109897818231,79.4538253413253,69.8004495504495,54.8086108336108,73.6760868760869,72.0477414560748,81.7498398206732,78.3334822584823,75.3400904650905,1
Master and Servant,56.2266020245187,26.3769901394901,55.510968352635,34.6274036149036,73.2294527232027,33.2811904145237,48.0694003527337,36.5760233593567,48.407654690988,57.4102046102046,62.8140730411564,53.942881686215,26.9048321739988,48.5918960052294,65.1889195989196,45.7981216931217,75.1639625497959,39.8642041600375,19.4914677298011,36.6208244224911,38.8053983053983,45.4245372528706,39.1782316448983,50.1935804935805,41.0848955057288,63.9104668479668,56.1218978552312,52.7670628753962,58.3309244767578,71.1100431975432,48.4894358727692,53.2525893859227,54.8855241980242,1
Between Close Friends,88.0835080814247,88.1196682175849,82.8474245661745,86.0103974728975,25.325674634008,71.6013963659797,51.060322624906,84.1400433671267,70.0207844624511,25.8060577539744,41.0913068413068,76.6668244101577,85.8782836607837,79.329422984423,34.9797452239119,39.4160116118449,34.0083234974902,87.5391620724954,37.0733157274824,20.4032270198937,48.4967961976295,17.039218682552,64.4398550523551,86.6795659587326,87.2831184247851,26.7798457715124,79.5573051948052,89.8960499377166,80.6837596045929,80.8774615816283,87.9425794884128,93.1615813199147,25.4081531123198,0
Between casual acquaintances,61.3522190772191,71.0924888383222,43.7259246925913,56.4636853886854,40.4086617857451,40.3940456919624,57.0605998939332,53.4832088436255,55.7687341979009,40.5413753684587,42.0510582010582,43.0192904317904,40.1480411563745,41.1459027084027,29.0670814370814,32.572404663238,29.5731685598352,36.7707790666124,27.9292988801322,24.7390173715174,35.1175441225441,20.2664830539831,46.2693824693825,49.9773991440658,49.9140105265105,27.2170046003379,47.2825783784117,40.700779621613,46.3192343150676,46.1998654123654,63.8043405668406,43.6795681170681,39.1293233001566,2
Between teammates in sports,73.5421159087826,78.1342184050517,70.2795064503398,45.2204234037567,59.7743233618234,41.1633201674868,85.3699832574833,60.2921812755146,80.4222495097495,75.9522235480569,59.2135659093993,45.291207712041,41.3598264389931,77.8743506493506,33.2653469215969,37.4090708674042,48.2771484688151,51.8517015392015,18.1843714927048,43.2186026936027,61.4438482042649,23.9042819063652,63.1034726076393,71.2686924186924,90.7921926838594,76.8930558638892,81.3807021682022,48.7844088010755,90.0460784585785,74.1541660499994,80.3818946485613,77.9754583379583,24.6930406013739,1
Between second cousins,70.3891958350292,75.3785462993796,51.9496526621527,71.3022030438697,34.0582261873929,43.290067648401,61.9362752987753,67.8408508158508,59.2272540730874,39.1788148579815,47.5180920930921,58.6953874058041,49.8042859147026,51.7890452140452,23.4166235770402,31.1923581048581,29.0395542728876,46.9088624338624,23.0023579044412,31.9416356020523,40.1099997995831,17.6018849206349,44.5195361737028,54.6258650300317,54.3991457616458,22.1083382666716,51.7993944327278,74.2220793095793,55.1091049382716,35.6417559292559,74.3942477275811,57.0294275169275,36.7077903577904,0
Parent and Infant,87.7366332741333,35.6612914862915,91.1297455630789,89.5559439017772,28.6157052823719,80.201683964184,58.8195942945943,89.2633378966712,50.8856376648043,28.1036065786066,49.5257578840912,86.5211139169473,99.7417438271605,84.5397877585378,29.0517245871412,34.9171166025333,44.9936056998557,98.0715157527657,62.0146604938272,23.5701428972262,34.6711529982363,22.3635111030944,80.8859931734932,90.7510150343484,84.4407139157139,27.1258308049975,85.0677814469481,95.4447009780343,79.1547528089195,91.5730465522132,90.5897710314377,96.7239661572995,73.8068815443816,0
Grandparent and Grandchild,87.4904317904318,39.7079187787521,79.9149057732391,86.3840828924162,30.3738708822042,71.8014917181584,61.742445054945,85.7989986864987,48.8304445554446,27.2958373416707,49.0397670231004,82.2947590989258,94.3846731200898,79.6722823472823,29.2297659130992,37.081390291807,39.8136744428411,90.115547338464,51.9549883758217,20.5156605739939,37.4495540724707,18.7253747795414,73.500353658687,83.9795952504286,77.1531675115008,23.938262354929,77.3667594750928,92.6899840899841,70.5749317040984,71.024093961594,87.6824123407457,90.9000983584317,90.4042835251169,0
Step-parent and Step-child,64.9589185505852,32.5483322233322,67.3181810473477,70.0207505457506,36.2780309196976,56.8313467396801,55.903691370358,72.6662837162837,44.9790505790506,36.9052489177489,44.9370777370777,67.5374529020363,68.8763417909251,64.8954214766715,29.8403990299824,35.9397817460317,36.9165814894982,68.9137265512265,31.0850348725349,40.1681176847843,37.6832170915504,28.5763287638288,65.8031081572748,73.8380688755689,65.5837924421258,24.8308438475105,67.54931334098,76.3153818403818,65.7349210974211,74.3825347492014,78.5424592382926,71.9747880206214,69.2636872386873,0
Foster-parent and Foster-child,70.323628377795,34.3452911286245,75.1224818391485,73.4238850655517,35.2797708464375,57.2051127884461,56.353738699572,74.9490702199035,45.2232347899015,32.9248284123284,43.7764126305793,65.5107623857624,70.5809032788199,68.1550885842553,32.7650112233446,33.7633237133237,41.7205808080808,72.7793801106301,29.4029371091871,32.5680214846882,38.4203864037197,26.1292227833895,68.6685240685241,77.5664591581258,67.2752210752211,30.6445169028502,73.3009365634366,74.988312304979,66.9866656491656,79.6053935262269,80.775525708859,75.4119101577435,71.722957289624,0
Godparent and Godchild,73.7735101318435,39.5168111209778,60.4034238909239,70.5325154783488,36.4498108373108,51.8025010483344,59.0528275736609,68.64827996078,47.5450125491792,34.9129751421418,41.5043848127181,62.4606852252685,66.8864257655924,62.2610980840147,27.9578854016354,34.1383387445888,33.5909982764149,63.1518728956229,26.7828252765753,20.4052028218695,37.2879329004329,19.652712642296,50.4462412587413,63.0596414388081,62.9404054279054,26.2255884547551,60.2447250280584,74.7242219200552,57.3448993907327,54.9920358962026,78.2159928034928,71.3744607244607,70.1539509872843,0
Step-grandparent and Step-grandchild,62.2482827357827,34.0077222160555,58.8494103119103,67.5634899051566,37.6879441546108,53.1498788248788,56.1088454755121,67.9739322405989,45.0714808339808,33.1366391324725,43.24709333876,62.3145432499599,63.5858435545936,58.8512946929614,25.8316277857945,32.0493306076639,31.8857944524611,63.6552629469296,29.1976420955588,25.6894771123938,35.9931206910374,22.4114247635081,55.6496366288033,65.4152777777778,60.6918707835375,23.0276960693627,58.4382145632146,70.4811511019844,57.8301960385294,56.3382600424267,77.6706671415005,67.2353834437168,86.539744052244,0
Ancestor and Descendant,73.3734567901235,30.8814734648068,48.5543069584736,62.7090127465127,48.916682700016,36.0682239057239,61.8839786756453,60.1710878627545,42.2185846560847,31.1961620169954,36.3149430816097,66.0265151515152,56.5871492704826,54.1315856982524,26.7544412377746,28.1346641013308,29.6770803270803,52.5696869488536,45.9891093474427,27.5880832130832,31.517608625942,22.1976972101972,64.7589099172432,68.1680658847326,67.7482292398959,29.5045989504323,47.7396381396381,81.2071138737805,42.5481287231287,44.3470495553829,82.1708416583417,68.3888845722179,90.5848051639718,0
Bride and Groom,86.2148288439955,85.9135000801668,89.1702360910694,85.3754409171076,27.0308621933622,91.0435726310726,64.503689674523,88.4594937469937,72.4145422478756,30.2978234728235,50.9418069584736,85.4766173641174,98.3613556196889,89.491682700016,44.2747234247234,46.377228635562,44.8919893378227,97.4056697931698,91.6167328042328,35.9186568061568,64.2205507455507,23.8164642456309,67.2920010545011,90.0777509527509,84.5100620058953,30.4278414486748,88.0350180683514,80.6333154499821,83.4529427362761,88.5378024753025,89.4411355619689,90.7316015774349,28.7197140822141,0
Man and His Mistress,65.2753026294693,51.0916185666186,65.5389149430816,72.5039502164502,27.7401936026936,81.4399871733205,15.7585798460798,45.111075036075,59.49617003367,48.4039161455828,55.9722182138849,69.3981200897868,76.0559984768318,64.9877405002405,53.3486832611833,50.8965969215969,48.9673841590508,71.6861191277858,79.8237373737374,42.4771544813212,57.3096600929934,31.5667548500882,31.0130494505494,59.1496867330201,56.518644626978,26.0544195002528,71.9962893587894,46.1292941626275,65.3607149023816,63.4427802136135,26.6677842219509,52.5428301636635,31.1173550215217,0
Man Wife and Man Mistress,35.1427348885682,41.3616161616162,41.2093073593074,55.4999118165785,41.0564253647587,36.9470498637165,26.0112734487735,33.6798761423761,37.1218213884881,55.4056537598204,44.1335197210197,66.422126022126,47.9058601891935,43.3806778098445,33.4834896584897,36.4195546737213,29.3665764790765,40.0954345037678,41.3192580567581,71.4575176366843,38.1028880070547,40.4030142696809,32.3935535143869,47.402341331508,39.0276570651571,23.2332049123716,46.1153995695662,38.6441741900075,46.713780355447,45.7962976837977,33.6853732687066,34.9757677507677,32.3153460736794,2
Brother and Sister,72.7004649671316,71.9865540323873,79.0465147506814,78.8806417348084,26.1181617764951,53.2299663299663,70.8909832451499,77.1986912778579,64.9515291806958,29.3456148789482,45.3090468173801,82.7496813371814,84.9930014430014,80.2260501843835,32.3151114317781,39.899178290845,37.0874178290845,83.9092632675966,21.3583894500561,41.2355619688953,50.8970077761744,26.2175024050024,68.7153007486341,85.8508408258408,77.6203375328375,30.1251829960163,73.1138952097286,91.7463519505186,72.2641576016576,76.2874537499537,89.2169538794539,86.1003988295655,38.2622500955834,0
Between step-siblings,51.6106661856662,59.6565075356742,54.9153338945006,61.1875661375661,35.3872655122655,39.1514650472984,61.5050264550265,62.1180575597242,55.3631934423601,36.687329645663,42.5813371813372,66.0783349366683,60.3092652717653,61.3262526054193,26.5696188071188,33.9492604617605,31.1783770242104,58.3804272887606,20.168905323072,47.1189634439635,43.586209315376,26.1314814814815,53.477847307014,67.9340250798584,56.7783219866553,25.9075321283655,56.036847720181,69.1057652224319,57.683057374724,62.556699627533,79.2454010495677,64.2401732526733,38.8671493629827,0
Between distant relatives,54.1021304312971,57.8349386724387,32.0448051948052,50.1357483565817,50.9455026455026,30.473867644701,57.3348424723425,44.7424042007375,50.0849005932339,44.5763468013468,42.9344356261023,50.4122935706269,46.2659812409812,40.9521344396344,24.7559002725669,30.2111572069905,27.023374619208,40.0797158088825,22.2683601891935,36.4375300625301,35.2002545294212,21.8626162417829,42.9078210369877,49.7769125935793,45.1631484256484,27.1813314771648,42.5030854947522,66.3163045288045,44.1828993537327,33.1032391990725,75.6653268028268,51.9137302512302,60.4006877381877,2
Between close relatives,77.3996111912779,66.1870089786756,76.26664662498,79.5887065095398,30.6850990059323,49.6559844476511,66.1290804874138,74.8496973705307,65.7906625781626,34.8579605579606,49.3606742023409,73.7239939073273,80.1500360750361,75.1580347122014,32.7175424883758,38.8864478114478,37.1966109507776,76.5073132114799,25.0217472342472,36.9112814654481,47.9490179573513,22.7502685586019,65.5014534847868,80.964822368989,72.7936276686277,28.9379338254338,70.4696884905218,87.6837347837348,67.2295499253833,68.5817352400686,86.4658944450611,79.5849326599326,56.5916268916269,0
Between twins,78.065203623537,88.0446288279622,87.9275493025493,83.6860028860029,23.5434022767356,72.9059443642777,56.1836379669713,86.2279060445727,65.3057800224467,24.1065416065416,40.9088464005131,89.1594257594258,89.4804083262417,81.8161619244952,19.883422287589,30.0889764556431,23.7088214254881,94.9279407321074,25.3965714840715,33.6230347381663,45.9368588201921,19.0940864690865,44.7855499438833,84.6608666025333,82.5942059483726,21.2185906685907,79.1020141895142,93.5368807118807,78.9454324995992,86.6150032066699,86.8335357543691,92.1979377104377,21.7283168991502,0
Between a person and their family friends,82.8046055796056,68.4003968253969,73.2016394099727,79.6087341670675,31.1337181337181,62.2048460798461,59.6772727272727,79.0018438351772,64.6870691037358,30.1356421356421,43.9079805996473,59.1503488795155,79.1776231484565,72.4057383974051,25.0486259111259,31.3100119016786,28.8331372331372,78.8063968438968,31.0483605900273,34.4336421051333,44.5357910607911,21.5302029760363,56.4705387205387,80.460393618727,73.3983686067019,23.2881293089626,77.0590869007536,79.7720598845599,67.3232724066058,70.9018839185506,83.1592833092833,83.3501042167709,49.0059624017957,0
Between a person and their deceased spouse,72.0547458714125,65.2647667147667,65.3692239858906,75.4148829565496,26.4281224947892,68.7568542568542,37.3728595478595,74.7028579445246,48.696127946128,24.8262065095398,32.8173881673882,77.1539095164095,87.3237362945696,43.1025864567531,23.6444987111654,23.9206898040231,20.7171117462784,86.5033458825126,58.4303579136912,21.051393408411,27.2054692221359,16.3627045793712,42.8037518037518,74.9637546095879,64.5512004970338,18.7574735449735,48.1687570145903,76.150310646144,47.2539802789803,40.7243686868687,79.6449575116242,76.1881172839506,27.0008197049864,0
Manager and Staff,62.7404320987654,30.0569143819144,48.3682259098926,28.6824314574315,82.3311648228315,30.0012345679012,76.878683662017,32.5964886964887,60.3111231361231,80.7330968414302,72.2373256373256,32.3863344988345,23.5335907919241,76.1663888580555,78.4526902110236,49.6334875001542,73.2087326253993,31.2924165340832,18.9983598191932,52.3549248672056,62.459576997077,40.6938768022101,65.8766674683341,57.3632054673721,58.6943141734808,88.4411375661376,62.6251883918551,49.4241542408209,61.3236592111592,57.8957170915504,71.3340367965368,60.3707932499599,54.2918630751964,1
Foreman and Laborer,58.7545374378708,31.421492704826,44.5653118486452,28.7305395222062,77.8881313131313,28.2222743306077,75.73398669232,30.8867003367003,57.6722863556197,79.4313572230239,70.6533910533911,38.0686327561328,21.4833191499858,70.1009743343077,78.937618708452,48.5643444518444,78.0747961914629,30.2144460477794,16.0804399304399,53.5056953524059,59.2306850556851,44.1018205559872,61.4716971300305,53.7279561487895,56.7681056597723,86.6559503767837,60.1188472021805,43.9034872534873,59.235746352413,57.1653639570306,67.4741782908449,58.644727032227,50.5632375340709,1
Owner and Manager,61.7346641013308,34.0754970338304,47.3833573833574,28.5094917428251,80.7665864999198,28.2643217893218,70.8466610549944,32.0220618887286,60.3852132435466,81.1350128266795,72.241682700016,44.1923577965245,20.9798764507098,75.7761520886521,80.8136277302944,49.9511090761091,75.3184861434861,30.7164825914826,18.1319071360738,49.6527708240428,65.3937565520899,39.1224927849928,63.0305114638448,56.5488476030143,61.1388768638769,87.8774270482604,61.4910393618727,51.2041225749559,60.1409812409812,56.1685906685907,68.4720017636684,64.1527938111272,49.8191037357704,1
Union leader and union member,65.461708353375,45.2815736732403,43.773556998557,35.7035794452461,70.8225789642457,28.2480559563893,73.7034231200898,44.09069664903,54.3873256373256,72.556088664422,61.5497554914222,38.7554709179709,24.6761456136456,67.2487500154167,54.7577471910805,37.4955220705221,64.7035779035779,29.6827487327487,16.8624246124246,42.2660280346684,62.6395820229154,34.5720148678482,64.4197430655764,51.0162518037518,65.7886904761905,74.0735409652076,56.6760000801667,48.9871793330127,55.4390311848645,46.4559042809043,71.7990159531826,63.5487794612795,49.5512946929614,1
Manager and Assistant,63.7175725509059,32.858000641334,48.0765191598525,29.1554793971461,76.7981240981241,29.3515111431778,72.9939273689274,32.713760622094,59.5312930896264,77.8045695045695,71.0355178771845,44.8218272468272,24.5159672118005,77.0511311219644,76.2946706071706,46.8231071397738,76.3755243213577,35.9891488141488,21.332031702865,45.7101367849175,61.4132746882747,37.1514181805848,59.6572891614558,57.408645983646,64.1417047458714,87.534760301427,62.8060846560846,50.0311447811448,61.8074595157928,61.0439454064454,69.0837341670675,67.6094957511624,49.2073593073593,1
Chief and Deputy,73.9679886471553,34.8224178599179,66.5352195643862,32.5992478200812,82.2638176638176,24.4639900223234,78.6982320148987,45.0925437217104,67.4959087209087,75.5263281471615,68.4391067266067,61.1097764526686,28.9583575012497,80.2335739514661,59.1498637165304,40.5206609748276,64.3169775485952,43.0332456214809,17.4732151109602,39.3111021512982,50.7731602910524,27.6583073970329,68.2128928170595,66.7678110469777,80.6501863876864,90.2518979477313,75.367450296617,62.7250541125541,76.6559764309764,70.7714506172839,80.46537999038,77.4247154080487,48.2324194324194,1
