,Valence.Evaluation,Equality,Activity.Intensity,Socioemotional,Formality.and.Regulation,Intimacy,Visibility,Communal.Sharing,Expected.Reciprocity,Strategic,Concreteness,Uniqueness,Love.Expression,Information.Exchange,Money.Exchange,Goods.Exchange,Service.Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance.for.society,Importance.for.individuals,Affiliation.Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial.Distance,Morality,Trust,Generation.Gap,cl_k3
Professor and Graduate student,79.8852254227254,38.4575951055118,63.5460574918908,38.4534164138331,77.3478182311516,32.1911017223517,74.2488154592321,56.5795327357827,58.4243241326575,54.7660600202267,55.1984815338982,56.4032664557664,40.5242574400908,86.3835996410996,27.3924845833179,34.247783050283,64.5148343631677,48.7451456259789,17.8035725385725,23.6419055019055,43.2244056560723,23.9534661017994,68.6114353239353,67.3100538350538,71.8236721611722,80.4066872941873,70.9081936581937,54.4062539312539,74.6929218929219,73.3563834313834,82.7083134458135,79.2156371406372,77.341773966774,1
Master and Servant,56.6328520245187,25.4434583934584,55.6324961304128,34.3297845672846,72.8559408184408,33.3729562875396,46.3734678130511,35.3483447879281,47.6353332624166,56.0337165149665,63.1950254221088,55.7194248960916,25.2554494579495,48.0807848941182,64.8568208334875,46.6771340388007,75.4824810683144,38.6395128020128,17.8692455075788,36.067738002738,37.046139046139,44.4875002158335,38.3157176157176,50.8349946349946,40.3733354608355,64.545146982647,55.3295297295297,51.9662772412772,60.188388000888,71.381086968587,47.5809061309061,52.4215007215007,56.0269383394383,1
Between Close Friends,88.0398572877739,89.6439737731404,83.6748055185555,87.0991871554372,24.7592063800397,72.8776860485194,49.0950448471282,85.5904401925235,70.5584828751495,23.9806609285776,40.3844616032116,74.1026268792936,86.4128515620182,79.8010279226946,33.9846834955168,40.7802091427091,32.1922741147741,88.6465694799028,36.1214638756305,19.4908813408813,48.0523517531851,15.8626754726755,64.3321109446109,88.0409576534576,88.8802003552003,26.0065573315573,81.4966991341991,91.2523911273911,82.3594049469049,82.2203347578347,89.9313561438561,95.0139943389944,24.5035515410515,0
Between casual acquaintances,61.2624373311873,71.8782031240365,42.4585635814802,55.8044591982092,40.1859435317769,40.3915655332322,55.5204213225047,53.4668397960065,55.787087372504,39.1921690192524,42.7712962962963,42.3094138885806,39.5554485637819,41.2199767824768,27.8460937827605,34.0847503422503,27.4003290536624,37.0411494369828,27.0589285097618,23.5846963838631,33.4940873324207,18.7566065107732,47.0505272505272,50.0694305694306,49.2321923446923,26.5542661042661,46.8386951011951,41.443765031265,46.5655867280867,46.8901011026011,63.7639365264365,44.085292022792,39.3571571946572,2
Between teammates in sports,74.0711757378424,78.8031642739976,70.2797913506247,44.7400815234149,57.0538105413105,40.3359697401364,86.6571627446628,61.8223807057141,80.4196854071854,76.5000867959201,58.3346485304819,44.666207712041,40.5959375501042,78.244721019721,31.0361802549303,38.7701819785153,47.1266855058522,52.1503126503127,18.1172418630752,44.1514730639731,59.9762556116723,25.182059684143,62.6072604864272,69.8210914085914,91.8944654111321,77.2945710154043,81.1307021682022,48.4883229424896,90.9147653272653,73.6813125146459,80.2777279818946,78.9697765197765,22.981550702384,1
Between second cousins,69.7587115045448,75.6021930230264,49.5539261664262,72.0292685709352,32.8699070990738,41.435651693985,61.9619163244163,68.2311642061642,59.2058865517199,38.1275328066995,46.0636761386761,58.6236281465448,48.6653970258137,51.4117303992304,23.4721791325958,34.0256914381914,27.5696468654802,47.0338624338624,23.055598645182,32.0226541205708,39.4178701699535,18.0833664021164,42.8781220322887,52.0431630098297,53.6339942464943,20.9082120040453,49.2501520084853,72.9158924408924,53.7132716049383,34.0281195656196,74.2591467174801,55.7169275169275,36.4830428830429,0
Parent and Infant,88.6343540718541,33.7433427683428,91.7858709192043,90.3379951838285,27.3558762225429,82.7127950752951,59.1691669441669,90.2969561302895,49.4081447873115,26.2312419062419,47.9260427843761,86.1437991021324,99.9084104938272,83.8754359066859,29.6813542167709,37.1786906766073,43.5815686628187,98.7659601972102,61.8618827160494,23.7576428972262,34.4026344797178,23.2547148067981,81.5747557997558,91.2150301858635,85.3681129056129,26.4623207039874,85.6321753863421,95.8455848164181,80.0531113947781,93.3464051380718,90.9066902233569,97.2940419148753,74.9476643726644,0
Grandparent and Grandchild,88.526899026899,38.2478048186382,80.5157604740938,87.2376441459775,29.5482298565632,74.1191555358222,62.1039835164835,87.0064060939061,47.9184787434787,25.5684869143202,47.4560063393397,82.3757776174443,94.1369879349046,79.5310786435786,29.2390251723585,39.3776865881033,38.70256333173,90.5877695606862,51.9735068943402,20.7263087221421,36.5652948132115,19.49389329806,73.4012374970709,84.0944942403276,77.1702129660463,22.9205855872523,77.153375636709,93.0069032819033,70.7794771586438,71.9079323454323,88.0630941589275,90.8312852271186,91.9592077675411,0
Step-parent and Step-child,64.9215966132633,31.017562992563,67.9768705060372,71.2612063862064,35.882589324256,58.2709478792812,55.8088195754862,73.5033207533208,44.1841787841788,36.0001207126207,43.1692714692715,67.6740269761103,69.1888417909251,64.7241251803752,30.5718805114638,38.8749669312169,35.6781555635722,69.0155784030784,29.1660533910534,40.1750621292288,37.1809022767356,29.2476250601251,65.4609364401031,73.6688769563769,66.3337924421258,23.930591322258,68.0455254621921,77.0578060828061,65.8094160469161,75.1104387896054,78.5411966120299,72.1648132731466,70.1715155215155,0
Foster-parent and Foster-child,70.0535429077096,32.2276273109606,74.6686356853024,73.8905517322184,35.0749275415942,58.4931469764803,56.2611461069794,76.0356799065132,44.1790752457419,32.0006118881119,42.0476377018044,65.4459475709476,69.742940315857,67.0069404361071,33.2881593714927,36.6823051948052,40.4219696969697,71.9668801106301,28.8612704425204,33.0055214846882,37.7537197370531,26.8375561167228,67.1016048766049,76.7766864308531,67.111710974211,30.3610573068906,71.8337648462648,73.8917213958881,66.5838878713879,80.099711708045,80.1176974260308,74.5324909658243,72.263361330028,0
Godparent and Godchild,74.6327693911027,38.7558424600091,59.3213726088726,70.5384983843317,35.6395544270544,51.749224695058,58.1944230152563,69.1494195619196,46.4732176773843,33.2314936606603,39.810367718701,62.9954074474908,66.2058702100369,61.7819314173481,28.7958483645984,36.7124128186628,32.9104427208594,62.4389099326599,26.0443993506493,20.5811287477954,36.7416366041366,20.314749679333,49.2069735819736,61.8266868933536,62.0660367410367,25.2369520911188,58.8223765432099,72.7425300008633,55.9945206028539,54.8771369063036,78.3510938135938,69.9312789062789,70.3692287650621,0
Step-grandparent and Step-grandchild,62.2591089466089,32.7231068314402,58.0078148703149,68.1728916145583,37.2378017044684,54.0518731268731,55.5142585809253,68.7819094485761,43.7620791245791,31.7941889900223,41.3257258173925,62.1154691758858,62.9284361471861,58.8582391374058,26.5260722302389,35.2044232002565,30.9899611191278,64.3960036876703,27.9106050585217,25.8700326679493,35.097287357704,22.9322580968414,54.2500154166821,64.1949494949495,59.3118202784869,22.4816102107769,56.9438963813964,69.2879692838026,57.8017869476203,55.5244974161641,76.7028641111975,66.1829844538178,88.4210571835572,0
Ancestor and Descendant,76.7845679012346,30.3438191438191,50.4752946127946,64.8491362033029,48.1531024531025,37.2682239057239,64.7166947250281,63.3377545294212,43.2235229276896,31.3325817700818,37.3211159211159,65.5691077441077,56.1630751964085,53.3834375501042,25.4951819785153,28.8217011383678,26.5289321789322,51.0382054673721,46.6465167548501,27.2991943241943,28.7972382555716,21.3236231361231,65.8652591235925,68.8323515990183,68.9125149541816,29.4919005377339,46.6086857586858,82.701558318225,41.7132080882081,42.8089543172877,83.1811591186591,68.7642813976147,92.859408338575,0
Bride and Groom,88.196310325477,87.5536235369569,90.7560385602052,86.8291446208113,26.437652316819,92.5627084335418,64.9438131313131,90.1508517716851,73.9324434824435,30.8632555715889,52.5967452300786,85.2266173641174,98.6187630270963,90.4213123296457,42.6339826839827,46.5624138207472,41.7790263748597,97.1593734968735,91.9611772486773,35.1853234728235,62.2205507455507,22.2349827641494,66.5920010545011,90.5610842860843,86.5624429582763,30.1302224010557,89.1778752112085,79.6229979896647,85.3227840061173,89.0020881895882,90.1593895302229,92.0911253869587,25.8855870980871,0
Man and His Mistress,66.6228334936668,52.1947049863716,65.6185445727112,73.9551847843514,27.5938973063973,83.3399871733205,15.9505551547218,45.8666305916306,61.1751823793491,48.9131754048421,56.1012305595639,67.5981200897867,75.328220699054,65.9414442039442,52.9968314093314,50.9947450697451,47.7692360109027,71.8768598685265,82.0774410774411,42.3438211479878,55.8504008337342,31.7723104056437,31.3249542124542,58.6393692727026,57.6884858968192,26.4258480716814,72.5407338032338,45.7158020991354,65.8345244261911,63.5967484675818,25.6638159679826,53.9182269890603,30.6800534342201,0
Man Wife and Man Mistress,35.4266855058522,42.0653198653199,42.1043690877024,56.8826278659612,39.873709315376,36.557543690877,25.5334956709957,34.6002465127465,38.2199695366362,55.9933080808081,43.4884579926247,64.9758297258297,45.8651194484528,40.9362333654,30.9649711399711,37.7899250440917,26.122132034632,37.7343233926567,39.5414802789803,73.5315917107584,34.7936287477954,42.1752364919032,32.2110138318472,47.5737699029366,39.7419427794428,22.8919350711017,46.7915900457567,38.536237682071,46.1018755935423,44.366138953639,33.3202939036272,35.1900534650535,32.5653460736794,2
Brother and Sister,73.4591069424403,73.4291466249799,80.0292308000641,80.2979256854257,25.3805074555075,53.8028058361392,71.3557980599647,78.3307900432901,66.3780723905724,29.5666025332692,46.7967011383678,82.3089405964406,86.135594035594,81.6834575917909,30.3391855058522,41.3417708834376,34.3355659772326,84.5740780824114,19.9398709315376,40.5374138207471,49.0433040724707,25.1804653679654,68.3026023359357,86.9841741591742,80.1750994375994,30.3823258531592,74.1710380668714,93.2788916330583,73.6403480778481,77.1080886705887,89.9979062604063,86.7892877184544,37.0701866035199,0
Between step-siblings,52.7958513708514,61.3960137085137,54.8918771043771,61.4647266313933,34.9249198332532,39.1885020843354,62.0858906525573,62.4884279300946,56.2280082571749,37.2478234728235,42.6017075517076,65.9931497514831,61.3148208273208,62.4188451980118,24.8529521404521,35.8992604617605,28.7672659130992,58.7970939554273,19.2726090267757,47.3097041847042,41.2917648709315,25.4944444444444,53.1175298466965,67.3967234925568,57.6299092882426,25.4202305410639,55.1963715297049,69.5946541113208,58.6552795969463,62.0400329608663,78.7287343829011,64.9750938875939,39.2195303153636,0
