"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.3932,0.1966,0.7683,0.1596,0.6137,0.5357,0.0147,0.5965,0.2021,0.6957,0.6778,0.0081,0.6997,0.3844
