"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.024,0.466,0.7278,0.312,0.0216,0.1129,0.1386,0.2495,0.3364,0.5207,0.943,0.2459,0.271,0.963
