"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.4673,0.1788,0.7945,0.177,0.5006,0.669,0.0414,0.6876,0.2028,0.78,0.8377,0.0073,0.7427,0.3197
