"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.2081,0.4949,0.8095,0.1734,0.7478,0.7679,0.0643,0.07,0.5736,0.7477,0.4054,0.022,0.6481,0.9951
