"","Lexical","personality_all","Coordinate","Climatic_demands","subsistence","disease","urban","wealth","edu","Hofstede_6D","new_gendist_weighted","religion_per","idealogy","demographics"
"1",0.2807,0.3292,0.8592,0.1329,0.4052,0.5596,0.0432,0.1664,0.3824,0.7081,0.5823,0.0181,0.6171,0.9896
