,opposing negotiators,nurse and patient,man wife and man mistress,parent and infant,a person and their crush,volunteer and organizer,doctor and patient,prostitute and customer,distant relatives,landlord and tenant,ancestor and descendant,representative and citizen,a person and their deceased spouse,television host and guest,guest and host,neighbors,dealer and buyer,friends,judge and lawyer,officer and soldier,teammates in sports,patient and caretaker,frenemies,enemies,slave and master,therapist and patient,godparent and godchild,step parent and step child,wife and husband,romantic rivals,romantic lovers,brothers in arms,driver and passenger,employer and employee,university student and administrator,athletic trainer and trainee,native and tourist,co workers,bride and bridesmaid,alumni,sports rivals,classmates,psychologist and client,reader and writer,aunt and niece/nephew,guard and prisoner,criminal and police officer,church members,friends with benefits,parent and child,predecessor and successor,defendant and plaintiff,roommates,mentor and mentee,customer and businessman,superior and subordinate,victim and witness,leader and follower,bride and groom,union leader and union member,foster parent and foster child,police officer and civilian,political opponents,teacher and student,politician and supporter,siblings,second cousins,manager and staff,drug dealer and addict,team captain and team members,life partners,soul mates,close friends,salesperson and customer,competitors in sports,boss and secretary,bully and victim,director and performer,confidants,playmates,uncle and niece/nephew,step grandparent and step grandchild,guide and tourist,fiance and fiancee,criminal and prosecutor,long distance lovers,fraternity brothers,chief and deputy,adoptive parents and adopted kids,master and servant,a person and their family friends,owner and manager,groom and groomsman,strangers,a monarch and their minister,step siblings,business rivals,interviewer and job applicant,student and dorm resident assistant,manager and assistant,a person and their significant other,ex lovers,chef and customer,professor and teaching assistant,grandparent and grandchild,business partners,peers,twins,performer and audience,celebrity and fans,cohabitants,pen friends,judge and contestant,casual acquaintances,diplomats,facebook friends,club member and club president,victim and criminal,man and his mistress,sugar daddy and sugar baby,companions,criminal and hostage,fans of opposing sports teams,reviewer and writer,close relatives,lawyer and client,athlete and referee,consultant and client,researcher and research subject,coach and athlete,criminal and their accomplice,babysitter and infant,religious followers,mother and infant,childhood friends,man and god,divorced spouses,half siblings,parole officer and parolee,landlord and housekeeper,a person and their social media follower,parent and teenager,entrepreneur and investor,professor and graduate student,sorority sisters,doctor and nurse,intern and employee,cousins,brother and sister,political allies,supervisor and subordinate,religious leader and congregant,fans of the same sports team,principal and teacher,celebrity and haters,a person and their in laws,police officer and offender,customer and server,foreman and laborer
opposing negotiators,0.0,0.6497787969298032,0.0,0.5067740237985521,0.004688918574869238,0.5738873764278083,0.6497787969298016,0.6497787969298013,0.5067740237985496,0.6497787969298012,0.5067740237985496,0.6497787969298012,0.5067740237985496,0.6497787969298012,0.6497787969298012,0.021050258665784093,0.6497787969298012,0.021050258665784093,0.01505035422233504,0.5738873764278061,0.02105025866578401,0.6497787969298012,0.0,0.0,0.0,0.6497787969298012,0.5067740237985496,0.5067740237985496,0.004688918574867989,0.0,0.004688918574867989,0.01505035422233524,0.021050258665784093,0.022006572711034445,0.5738873764278071,0.5738873764278061,0.5738873764278071,0.021050258665784093,0.004688918574868221,0.5738873764278071,0.0,0.02105025866578401,0.6497787969298012,0.5738873764278061,0.5067740237985496,0.01505035422233514,0.01505035422233509,0.021050258665784093,0.004688918574868221,0.5067740237985496,0.01505035422233514,0.01505035422233514,0.021050258665784093,0.5738873764278061,0.6497787969298011,0.0,0.01505035422233514,0.5738873764278061,0.5067740237985496,0.02200657271103467,0.5067740237985496,0.01505035422233514,0.0,0.5738873764278061,0.6497787969298012,0.5067740237985486,0.5067740237985496,0.02200657271103467,0.0,0.5738873764278061,0.004688918574868128,0.004688918574867989,0.021050258665784093,0.6497787969298012,0.5738873764278061,0.02200657271103467,0.0,0.5738873764278061,0.004688918574868036,0.02105025866578401,0.5067740237985496,0.5067740237985496,0.6497787969298012,0.004688918574867989,0.01505035422233504,0.004688918574867989,0.021050258665784093,0.022006572711034445,0.5067740237985496,0.0,0.5067740237985496,0.022006572711034445,0.004688918574867989,0.0,0.5738873764278061,0.5067740237985496,0.0,0.022006572711034445,0.5738873764278061,0.022006572711034445,0.004688918574867989,0.004688918574867989,0.6497787969298012,0.5738873764278061,0.5067740237985496,0.6497787969298012,0.021050258665784093,0.5067740237985496,0.5738873764278061,0.6497787969298012,0.004688918574867943,0.02105025866578401,0.6497787969298012,0.021050258665784093,0.6497787969298012,0.021050258665784093,0.5738873764278061,0.01505035422233506,0.0,0.6497787969298012,0.004688918574867989,0.01505035422233501,0.0,0.6497787969298012,0.5067740237985492,0.6497787969298012,0.6497787969298012,0.6497787969298012,0.6497787969298012,0.5738873764278061,0.01505035422233514,0.6497787969298012,0.5738873764278061,0.5067740237985483,0.021050258665784177,0.5738873764278061,0.004688918574868128,0.5067740237985492,0.5738873764278061,0.6497787969298012,0.021050258665784135,0.5067740237985492,0.6497787969298012,0.5738873764278061,0.021050258665784093,0.5738873764278061,0.5738873764278061,0.5067740237985492,0.5067740237985492,0.021050258665784177,0.02200657271103455,0.5738873764278061,0.021050258665784177,0.5738873764278061,0.0,0.5067740237985492,0.015050354222334996,0.6497787969298012,0.02200657271103453
nurse and patient,0.6497787969298032,0.0,0.6497787969298053,0.9866567114612326,0.6454825689551237,0.995315291237536,0.0,0.0,0.9866567114612298,7.450580596923828e-09,0.9866567114612298,0.0,0.9866567114612298,7.450580596923828e-09,7.450580596923828e-09,0.668689020998131,0.0,0.668689020998131,0.6358926030261589,0.9953152912375344,0.668689020998131,0.0,0.6497787969298039,0.6497787969298039,0.6497787969298039,0.0,0.9866567114612298,0.9866567114612298,0.6454825689551251,0.6497787969298039,0.6454825689551251,0.6358926030261588,0.668689020998131,0.6293856346183404,0.9953152912375348,0.9953152912375344,0.9953152912375348,0.668689020998131,0.6454825689551248,0.9953152912375348,0.6497787969298039,0.668689020998131,0.0,0.9953152912375344,0.9866567114612298,0.6358926030261588,0.6358926030261589,0.668689020998131,0.6454825689551248,0.9866567114612298,0.6358926030261588,0.6358926030261588,0.668689020998131,0.9953152912375344,0.0,0.6497787969298039,0.6358926030261588,0.9953152912375344,0.9866567114612298,0.6293856346183402,0.9866567114612298,0.6358926030261588,0.6497787969298039,0.9953152912375344,7.450580596923828e-09,0.9866567114612292,0.9866567114612298,0.6293856346183402,0.6497787969298038,0.9953152912375344,0.6454825689551249,0.6454825689551251,0.668689020998131,7.450580596923828e-09,0.9953152912375344,0.6293856346183402,0.6497787969298039,0.9953152912375344,0.645482568955125,0.668689020998131,0.9866567114612298,0.9866567114612298,7.450580596923828e-09,0.6454825689551251,0.6358926030261589,0.6454825689551251,0.668689020998131,0.6293856346183404,0.9866567114612298,0.6497787969298039,0.9866567114612298,0.6293856346183404,0.6454825689551251,0.6497787969298039,0.9953152912375344,0.9866567114612298,0.6497787969298039,0.6293856346183404,0.9953152912375344,0.6293856346183404,0.6454825689551251,0.6454825689551251,7.450580596923828e-09,0.9953152912375344,0.9866567114612298,7.450580596923828e-09,0.668689020998131,0.9866567114612298,0.9953152912375344,7.450580596923828e-09,0.6454825689551251,0.668689020998131,7.450580596923828e-09,0.668689020998131,7.450580596923828e-09,0.668689020998131,0.9953152912375344,0.635892603026159,0.6497787969298039,7.450580596923828e-09,0.6454825689551251,0.635892603026159,0.6497787969298039,7.450580596923828e-09,0.9866567114612289,7.450580596923828e-09,7.450580596923828e-09,0.0,0.0,0.9953152912375344,0.6358926030261588,7.450580596923828e-09,0.9953152912375344,0.9866567114612284,0.668689020998131,0.9953152912375344,0.6454825689551249,0.9866567114612289,0.9953152912375344,7.450580596923828e-09,0.668689020998131,0.9866567114612289,7.450580596923828e-09,0.9953152912375344,0.668689020998131,0.9953152912375344,0.9953152912375344,0.9866567114612289,0.9866567114612289,0.668689020998131,0.6293856346183403,0.9953152912375344,0.668689020998131,0.9953152912375344,0.6497787969298042,0.9866567114612289,0.635892603026159,0.0,0.6293856346183403
man wife and man mistress,0.0,0.6497787969298053,0.0,0.5067740237985507,0.004688918574871366,0.5738873764278081,0.6497787969298036,0.6497787969298033,0.5067740237985483,0.6497787969298033,0.5067740237985483,0.6497787969298032,0.5067740237985483,0.6497787969298033,0.6497787969298033,0.021050258665782116,0.6497787969298032,0.021050258665782074,0.015050354222337142,0.5738873764278059,0.02105025866578199,0.6497787969298032,6.585445079827193e-10,6.585445079827193e-10,6.585445079827193e-10,0.6497787969298032,0.5067740237985483,0.5067740237985483,0.00468891857487021,6.585445079827193e-10,0.00468891857487021,0.015050354222337315,0.021050258665782074,0.022006572711036534,0.5738873764278067,0.5738873764278059,0.5738873764278067,0.021050258665782074,0.004688918574870349,0.5738873764278067,6.585445079827193e-10,0.02105025866578199,0.6497787969298032,0.5738873764278059,0.5067740237985483,0.015050354222337215,0.015050354222337192,0.021050258665782074,0.004688918574870349,0.5067740237985483,0.015050354222337215,0.015050354222337215,0.021050258665782074,0.5738873764278059,0.6497787969298032,0.0,0.015050354222337243,0.5738873764278059,0.5067740237985483,0.022006572711036763,0.5067740237985483,0.015050354222337215,0.0,0.5738873764278059,0.6497787969298033,0.5067740237985473,0.5067740237985483,0.022006572711036763,6.585445079827193e-10,0.5738873764278059,0.004688918574870256,0.00468891857487021,0.021050258665782074,0.6497787969298033,0.5738873764278059,0.022006572711036763,0.0,0.5738873764278059,0.004688918574870256,0.02105025866578199,0.5067740237985483,0.5067740237985483,0.6497787969298033,0.00468891857487021,0.015050354222337142,0.00468891857487021,0.021050258665782074,0.022006572711036534,0.5067740237985483,0.0,0.5067740237985483,0.022006572711036534,0.00468891857487021,0.0,0.5738873764278059,0.5067740237985483,0.0,0.022006572711036534,0.5738873764278059,0.022006572711036534,0.00468891857487021,0.00468891857487021,0.6497787969298033,0.5738873764278059,0.5067740237985483,0.6497787969298033,0.021050258665782074,0.5067740237985483,0.5738873764278059,0.6497787969298033,0.004688918574870071,0.02105025866578199,0.6497787969298033,0.021050258665782074,0.6497787969298033,0.021050258665782074,0.5738873764278059,0.015050354222337135,6.585445079827193e-10,0.6497787969298033,0.00468891857487021,0.015050354222337085,6.585445079827193e-10,0.6497787969298033,0.506774023798548,0.6497787969298033,0.6497787969298033,0.6497787969298032,0.6497787969298032,0.5738873764278059,0.015050354222337243,0.6497787969298033,0.5738873764278059,0.506774023798547,0.021050258665782157,0.5738873764278059,0.004688918574870256,0.506774023798548,0.5738873764278059,0.6497787969298033,0.021050258665782116,0.506774023798548,0.6497787969298033,0.5738873764278059,0.021050258665782116,0.5738873764278059,0.5738873764278059,0.506774023798548,0.506774023798548,0.021050258665782157,0.022006572711036617,0.5738873764278059,0.021050258665782157,0.5738873764278059,9.313225746154785e-10,0.506774023798548,0.01505035422233707,0.6497787969298033,0.022006572711036617
parent and infant,0.5067740237985521,0.9866567114612326,0.5067740237985507,0.0,0.5103796149589408,0.9978056422058165,0.986656711461232,0.9866567114612308,1.0536712127723509e-08,0.9866567114612307,1.0536712127723509e-08,0.9866567114612306,1.0536712127723509e-08,0.9866567114612307,0.9866567114612307,0.49012104521147126,0.9866567114612306,0.4901210452114712,0.5182241680112576,0.9978056422058144,0.4901210452114713,0.9866567114612306,0.5067740237985517,0.5067740237985517,0.5067740237985517,0.9866567114612306,1.0536712127723509e-08,1.0536712127723509e-08,0.5103796149589404,0.5067740237985517,0.5103796149589404,0.5182241680112578,0.4901210452114712,0.5234015876839225,0.9978056422058154,0.9978056422058144,0.9978056422058154,0.4901210452114712,0.5103796149589405,0.9978056422058154,0.5067740237985517,0.4901210452114713,0.9866567114612306,0.9978056422058144,1.0536712127723509e-08,0.5182241680112576,0.5182241680112577,0.4901210452114712,0.5103796149589405,1.0536712127723509e-08,0.5182241680112576,0.5182241680112576,0.4901210452114712,0.9978056422058144,0.9866567114612306,0.5067740237985519,0.5182241680112578,0.9978056422058144,1.0536712127723509e-08,0.5234015876839226,1.0536712127723509e-08,0.5182241680112576,0.5067740237985519,0.9978056422058144,0.9866567114612307,1.0536712127723509e-08,1.0536712127723509e-08,0.5234015876839226,0.5067740237985519,0.9978056422058144,0.5103796149589404,0.5103796149589404,0.4901210452114712,0.9866567114612307,0.9978056422058144,0.5234015876839226,0.5067740237985519,0.9978056422058144,0.5103796149589404,0.4901210452114713,1.0536712127723509e-08,1.0536712127723509e-08,0.9866567114612307,0.5103796149589404,0.5182241680112576,0.5103796149589404,0.4901210452114712,0.5234015876839225,1.0536712127723509e-08,0.5067740237985519,1.0536712127723509e-08,0.5234015876839225,0.5103796149589404,0.5067740237985519,0.9978056422058144,1.0536712127723509e-08,0.5067740237985519,0.5234015876839225,0.9978056422058144,0.5234015876839225,0.5103796149589404,0.5103796149589404,0.9866567114612307,0.9978056422058144,1.0536712127723509e-08,0.9866567114612307,0.4901210452114712,1.0536712127723509e-08,0.9978056422058144,0.9866567114612307,0.5103796149589404,0.4901210452114713,0.9866567114612307,0.4901210452114712,0.9866567114612307,0.4901210452114712,0.9978056422058144,0.5182241680112577,0.5067740237985516,0.9866567114612307,0.5103796149589404,0.5182241680112576,0.5067740237985516,0.9866567114612307,0.0,0.9866567114612307,0.9866567114612307,0.9866567114612306,0.9866567114612306,0.9978056422058144,0.5182241680112578,0.9866567114612307,0.9978056422058144,0.0,0.49012104521147115,0.9978056422058144,0.5103796149589404,0.0,0.9978056422058144,0.9866567114612307,0.4901210452114711,0.0,0.9866567114612307,0.9978056422058144,0.49012104521147126,0.9978056422058144,0.9978056422058144,0.0,0.0,0.49012104521147115,0.5234015876839225,0.9978056422058144,0.4901210452114712,0.9978056422058144,0.5067740237985515,1.0536712127723509e-08,0.5182241680112577,0.9866567114612307,0.5234015876839225
a person and their crush,0.004688918574869238,0.6454825689551237,0.004688918574871366,0.5103796149589408,0.0,0.5735112296665227,0.6454825689551219,0.6454825689551217,0.5103796149589381,0.6454825689551217,0.5103796149589381,0.6454825689551216,0.5103796149589381,0.6454825689551217,0.6454825689551217,0.025734158597707182,0.6454825689551216,0.025734158597707148,0.010362706115690085,0.5735112296665205,0.025734158597707082,0.6454825689551216,0.004688918574869932,0.004688918574869932,0.004688918574869932,0.6454825689551216,0.5103796149589381,0.5103796149589381,6.585445079827193e-10,0.004688918574869932,6.585445079827193e-10,0.010362706115690293,0.025734158597707148,0.017320674208801647,0.5735112296665213,0.5735112296665205,0.5735112296665213,0.025734158597707148,0.0,0.5735112296665213,0.004688918574869932,0.025734158597707082,0.6454825689551216,0.5735112296665205,0.5103796149589381,0.01036270611569019,0.010362706115690158,0.025734158597707148,0.0,0.5103796149589381,0.01036270611569019,0.01036270611569019,0.025734158597707148,0.5735112296665205,0.6454825689551216,0.0046889185748697935,0.01036270611569019,0.5735112296665205,0.5103796149589381,0.017320674208801873,0.5103796149589381,0.01036270611569019,0.0046889185748697935,0.5735112296665205,0.6454825689551217,0.5103796149589372,0.5103796149589381,0.017320674208801873,0.004688918574869747,0.5735112296665205,0.0,6.585445079827193e-10,0.025734158597707148,0.6454825689551217,0.5735112296665205,0.017320674208801873,0.0046889185748697935,0.5735112296665205,0.0,0.025734158597707082,0.5103796149589381,0.5103796149589381,0.6454825689551217,6.585445079827193e-10,0.010362706115690085,6.585445079827193e-10,0.025734158597707148,0.017320674208801647,0.5103796149589381,0.0046889185748697935,0.5103796149589381,0.017320674208801647,6.585445079827193e-10,0.0046889185748697935,0.5735112296665205,0.5103796149589381,0.0046889185748697935,0.017320674208801647,0.5735112296665205,0.017320674208801647,6.585445079827193e-10,6.585445079827193e-10,0.6454825689551217,0.5735112296665205,0.5103796149589381,0.6454825689551217,0.025734158597707148,0.5103796149589381,0.5735112296665205,0.6454825689551217,0.0,0.025734158597707082,0.6454825689551217,0.025734158597707148,0.6454825689551217,0.025734158597707148,0.5735112296665205,0.010362706115690117,0.004688918574869932,0.6454825689551217,6.585445079827193e-10,0.010362706115690044,0.004688918574869932,0.6454825689551217,0.5103796149589379,0.6454825689551217,0.6454825689551217,0.6454825689551216,0.6454825689551216,0.5735112296665205,0.01036270611569019,0.6454825689551217,0.5735112296665205,0.5103796149589369,0.02573415859770725,0.5735112296665205,0.0,0.5103796149589379,0.5735112296665205,0.6454825689551217,0.025734158597707182,0.5103796149589379,0.6454825689551217,0.5735112296665205,0.025734158597707182,0.5735112296665205,0.5735112296665205,0.5103796149589379,0.5103796149589379,0.02573415859770725,0.017320674208801727,0.5735112296665205,0.02573415859770725,0.5735112296665205,0.004688918574870256,0.5103796149589379,0.010362706115690021,0.6454825689551217,0.017320674208801727
volunteer and organizer,0.5738873764278084,0.995315291237536,0.5738873764278081,0.9978056422058165,0.5735112296665227,0.0,0.9953152912375335,0.9953152912375344,0.9978056422058147,0.9953152912375345,0.9978056422058147,0.9953152912375345,0.9978056422058147,0.9953152912375345,0.9953152912375345,0.577108897601978,0.9953152912375345,0.5771088976019783,0.5731056574898133,0.0,0.5771088976019781,0.9953152912375345,0.5738873764278081,0.5738873764278081,0.5738873764278081,0.9953152912375345,0.9978056422058147,0.9978056422058147,0.573511229666522,0.5738873764278081,0.573511229666522,0.5731056574898132,0.5771088976019783,0.5731531962506075,0.0,0.0,0.0,0.5771088976019783,0.573511229666522,0.0,0.5738873764278081,0.5771088976019781,0.9953152912375345,0.0,0.9978056422058147,0.5731056574898135,0.5731056574898133,0.5771088976019783,0.573511229666522,0.9978056422058147,0.5731056574898135,0.5731056574898135,0.5771088976019783,0.0,0.9953152912375346,0.5738873764278082,0.5731056574898132,0.0,0.9978056422058147,0.5731531962506075,0.9978056422058147,0.5731056574898135,0.5738873764278082,0.0,0.9953152912375345,0.9978056422058137,0.9978056422058147,0.5731531962506075,0.5738873764278083,0.0,0.573511229666522,0.573511229666522,0.5771088976019783,0.9953152912375345,0.0,0.5731531962506075,0.5738873764278082,0.0,0.5735112296665219,0.5771088976019781,0.9978056422058147,0.9978056422058147,0.9953152912375345,0.573511229666522,0.5731056574898133,0.573511229666522,0.5771088976019783,0.5731531962506075,0.9978056422058147,0.5738873764278082,0.9978056422058147,0.5731531962506075,0.573511229666522,0.5738873764278082,0.0,0.9978056422058147,0.5738873764278082,0.5731531962506075,0.0,0.5731531962506075,0.573511229666522,0.573511229666522,0.9953152912375345,0.0,0.9978056422058147,0.9953152912375345,0.5771088976019783,0.9978056422058147,0.0,0.9953152912375345,0.573511229666522,0.5771088976019781,0.9953152912375345,0.5771088976019783,0.9953152912375345,0.5771088976019783,0.0,0.5731056574898132,0.5738873764278082,0.9953152912375345,0.573511229666522,0.5731056574898132,0.5738873764278082,0.9953152912375345,0.9978056422058148,0.9953152912375345,0.9953152912375345,0.9953152912375345,0.9953152912375345,0.0,0.5731056574898132,0.9953152912375345,0.0,0.9978056422058138,0.5771088976019781,0.0,0.573511229666522,0.9978056422058148,0.0,0.9953152912375345,0.5771088976019784,0.9978056422058148,0.9953152912375345,0.0,0.577108897601978,0.0,0.0,0.9978056422058148,0.9978056422058148,0.5771088976019781,0.5731531962506075,0.0,0.5771088976019781,0.0,0.5738873764278083,0.9978056422058148,0.5731056574898131,0.9953152912375345,0.5731531962506075
doctor and patient,0.6497787969298016,0.0,0.6497787969298036,0.986656711461232,0.6454825689551219,0.9953152912375336,0.0,0.0,0.9866567114612291,0.0,0.9866567114612291,0.0,0.9866567114612291,0.0,0.0,0.6686890209981293,0.0,0.6686890209981292,0.6358926030261571,0.9953152912375317,0.6686890209981292,0.0,0.6497787969298022,0.6497787969298022,0.6497787969298022,0.0,0.9866567114612291,0.9866567114612291,0.6454825689551233,0.6497787969298022,0.6454825689551233,0.635892603026157,0.6686890209981292,0.6293856346183386,0.9953152912375322,0.9953152912375317,0.9953152912375322,0.6686890209981292,0.6454825689551231,0.9953152912375322,0.6497787969298022,0.6686890209981292,0.0,0.9953152912375317,0.9866567114612291,0.635892603026157,0.6358926030261571,0.6686890209981292,0.6454825689551231,0.9866567114612291,0.635892603026157,0.635892603026157,0.6686890209981292,0.9953152912375317,0.0,0.6497787969298021,0.6358926030261571,0.9953152912375317,0.9866567114612291,0.6293856346183384,0.9866567114612291,0.635892603026157,0.6497787969298021,0.9953152912375317,0.0,0.9866567114612286,0.9866567114612291,0.6293856346183384,0.6497787969298021,0.9953152912375317,0.6454825689551231,0.6454825689551233,0.6686890209981292,0.0,0.9953152912375317,0.6293856346183384,0.6497787969298021,0.9953152912375317,0.6454825689551232,0.6686890209981292,0.9866567114612291,0.9866567114612291,0.0,0.6454825689551233,0.6358926030261571,0.6454825689551233,0.6686890209981292,0.6293856346183386,0.9866567114612291,0.6497787969298021,0.9866567114612291,0.6293856346183386,0.6454825689551233,0.6497787969298021,0.9953152912375317,0.9866567114612291,0.6497787969298021,0.6293856346183386,0.9953152912375317,0.6293856346183386,0.6454825689551233,0.6454825689551233,0.0,0.9953152912375317,0.9866567114612291,0.0,0.6686890209981292,0.9866567114612291,0.9953152912375317,0.0,0.6454825689551235,0.6686890209981292,0.0,0.6686890209981292,0.0,0.6686890209981292,0.9953152912375317,0.6358926030261572,0.6497787969298022,0.0,0.6454825689551233,0.6358926030261572,0.6497787969298022,0.0,0.9866567114612284,0.0,0.0,0.0,0.0,0.9953152912375317,0.6358926030261571,0.0,0.9953152912375317,0.9866567114612278,0.6686890209981293,0.9953152912375317,0.6454825689551231,0.9866567114612284,0.9953152912375317,0.0,0.6686890209981292,0.9866567114612284,0.0,0.9953152912375317,0.6686890209981293,0.9953152912375317,0.9953152912375317,0.9866567114612284,0.9866567114612284,0.6686890209981293,0.6293856346183385,0.9953152912375317,0.6686890209981293,0.9953152912375317,0.6497787969298024,0.9866567114612284,0.6358926030261574,0.0,0.6293856346183385
prostitute and customer,0.6497787969298013,0.0,0.6497787969298033,0.9866567114612308,0.6454825689551217,0.9953152912375344,0.0,0.0,0.986656711461228,7.450580596923828e-09,0.986656711461228,0.0,0.986656711461228,7.450580596923828e-09,7.450580596923828e-09,0.6686890209981291,0.0,0.668689020998129,0.6358926030261569,0.9953152912375327,0.668689020998129,0.0,0.649778796929802,0.649778796929802,0.649778796929802,0.0,0.986656711461228,0.986656711461228,0.6454825689551231,0.649778796929802,0.6454825689551231,0.6358926030261568,0.668689020998129,0.6293856346183384,0.995315291237533,0.9953152912375327,0.995315291237533,0.668689020998129,0.6454825689551228,0.995315291237533,0.649778796929802,0.668689020998129,0.0,0.9953152912375327,0.986656711461228,0.6358926030261568,0.6358926030261569,0.668689020998129,0.6454825689551228,0.986656711461228,0.6358926030261568,0.6358926030261568,0.668689020998129,0.9953152912375327,0.0,0.6497787969298019,0.6358926030261569,0.9953152912375327,0.986656711461228,0.6293856346183382,0.986656711461228,0.6358926030261568,0.6497787969298019,0.9953152912375327,7.450580596923828e-09,0.9866567114612275,0.986656711461228,0.6293856346183382,0.6497787969298018,0.9953152912375327,0.645482568955123,0.6454825689551231,0.668689020998129,7.450580596923828e-09,0.9953152912375327,0.6293856346183382,0.6497787969298019,0.9953152912375327,0.645482568955123,0.668689020998129,0.986656711461228,0.986656711461228,7.450580596923828e-09,0.6454825689551231,0.6358926030261569,0.6454825689551231,0.668689020998129,0.6293856346183384,0.986656711461228,0.6497787969298019,0.986656711461228,0.6293856346183384,0.6454825689551231,0.6497787969298019,0.9953152912375327,0.986656711461228,0.6497787969298019,0.6293856346183384,0.9953152912375327,0.6293856346183384,0.6454825689551231,0.6454825689551231,7.450580596923828e-09,0.9953152912375327,0.986656711461228,7.450580596923828e-09,0.668689020998129,0.986656711461228,0.9953152912375327,7.450580596923828e-09,0.6454825689551231,0.668689020998129,7.450580596923828e-09,0.668689020998129,7.450580596923828e-09,0.668689020998129,0.9953152912375327,0.635892603026157,0.649778796929802,7.450580596923828e-09,0.6454825689551231,0.635892603026157,0.649778796929802,7.450580596923828e-09,0.9866567114612272,7.450580596923828e-09,7.450580596923828e-09,0.0,0.0,0.9953152912375327,0.6358926030261569,7.450580596923828e-09,0.9953152912375327,0.9866567114612266,0.6686890209981291,0.9953152912375327,0.645482568955123,0.9866567114612272,0.9953152912375327,7.450580596923828e-09,0.668689020998129,0.9866567114612272,7.450580596923828e-09,0.9953152912375327,0.6686890209981291,0.9953152912375327,0.9953152912375327,0.9866567114612272,0.9866567114612272,0.6686890209981291,0.6293856346183383,0.9953152912375327,0.6686890209981291,0.9953152912375327,0.6497787969298022,0.9866567114612272,0.6358926030261571,7.450580596923828e-09,0.6293856346183383
distant relatives,0.5067740237985496,0.9866567114612298,0.5067740237985483,1.0536712127723509e-08,0.5103796149589381,0.9978056422058147,0.9866567114612291,0.986656711461228,0.0,0.9866567114612279,0.0,0.9866567114612278,0.0,0.9866567114612279,0.9866567114612279,0.49012104521146876,0.9866567114612278,0.4901210452114687,0.518224168011255,0.9978056422058126,0.4901210452114688,0.9866567114612278,0.5067740237985493,0.5067740237985493,0.5067740237985493,0.9866567114612278,0.0,0.0,0.5103796149589378,0.5067740237985493,0.5103796149589378,0.5182241680112553,0.4901210452114687,0.52340158768392,0.9978056422058136,0.9978056422058126,0.9978056422058136,0.4901210452114687,0.5103796149589379,0.9978056422058136,0.5067740237985493,0.4901210452114688,0.9866567114612278,0.9978056422058126,0.0,0.518224168011255,0.5182241680112551,0.4901210452114687,0.5103796149589379,0.0,0.518224168011255,0.518224168011255,0.4901210452114687,0.9978056422058126,0.9866567114612278,0.5067740237985493,0.5182241680112553,0.9978056422058126,0.0,0.5234015876839201,0.0,0.518224168011255,0.5067740237985493,0.9978056422058126,0.9866567114612279,1.0536712127723509e-08,0.0,0.5234015876839201,0.5067740237985493,0.9978056422058126,0.5103796149589378,0.5103796149589378,0.4901210452114687,0.9866567114612279,0.9978056422058126,0.5234015876839201,0.5067740237985493,0.9978056422058126,0.5103796149589378,0.4901210452114688,0.0,0.0,0.9866567114612279,0.5103796149589378,0.518224168011255,0.5103796149589378,0.4901210452114687,0.52340158768392,0.0,0.5067740237985493,0.0,0.52340158768392,0.5103796149589378,0.5067740237985493,0.9978056422058126,0.0,0.5067740237985493,0.52340158768392,0.9978056422058126,0.52340158768392,0.5103796149589378,0.5103796149589378,0.9866567114612279,0.9978056422058126,0.0,0.9866567114612279,0.4901210452114687,0.0,0.9978056422058126,0.9866567114612279,0.5103796149589378,0.4901210452114688,0.9866567114612279,0.4901210452114687,0.9866567114612279,0.4901210452114687,0.9978056422058126,0.5182241680112551,0.5067740237985492,0.9866567114612279,0.5103796149589378,0.518224168011255,0.5067740237985492,0.9866567114612279,0.0,0.9866567114612279,0.9866567114612279,0.9866567114612278,0.9866567114612278,0.9978056422058126,0.5182241680112553,0.9866567114612279,0.9978056422058126,0.0,0.49012104521146865,0.9978056422058126,0.5103796149589378,0.0,0.9978056422058126,0.9866567114612279,0.4901210452114686,0.0,0.9866567114612279,0.9978056422058126,0.49012104521146876,0.9978056422058126,0.9978056422058126,0.0,0.0,0.49012104521146865,0.52340158768392,0.9978056422058126,0.49012104521146865,0.9978056422058126,0.5067740237985491,0.0,0.5182241680112551,0.986656711461228,0.52340158768392
