"","V1","V2","V3","V4","V5","V6"
"Father, mother, child",-1.98488082435296,0.414193476522061,-0.1524557071458,-0.604483126979225,0.914287361318179,0.743297507288274
"Husband, wife, in-law",-1.73231893311348,0.636361507701914,0.0415364437623239,0.223733547724998,1.04697191103509,0.0364881793038451
"Parents, firstborn, secondborn",-1.49451138600278,0.995323926139965,-0.269549718131831,0.530170420123688,1.2670780226062,-0.217077012674388
"Trio of friends",-1.33183264029363,1.85655397448752,-1.52964929342914,-1.34230873520128,-2.29936964939424,-1.03656529331179
"The three individuals in a love triangle",-1.75045015873739,-2.13481552491429,-1.48077768503425,-0.749173854422872,-0.585683814447014,-1.57520359886783
"Doctor, nurse, patient",0.206412945800073,0.121435526861354,0.687222054882605,-0.854162561525722,0.538705084712535,-0.498722743620268
"Writer, editor, reader",0.420486703639117,0.81158948953944,0.281226643086373,2.15012820326911,-0.368112991641549,-1.14522982590132
"Tourist, tour guide, native",1.24634833488935,1.10878229181503,-0.315923395513057,-0.403119031136083,-0.211019396809276,-0.37790810623333
"Landlord, tenant, real estate agent",1.64703356084081,0.51998414000807,-0.0795260457792765,0.254789106661174,0.439367110406894,-1.70636765629422
"Lawyer, litigant, judge",0.441694471711174,-1.07358193371092,1.4753631200642,-1.3654766855265,1.13690320433626,-0.215843693259285
"Middleman, seller, buyer",0.722624512856227,0.644592303687777,-0.451505935965527,-1.44887651421306,0.975747693927534,1.78988554085183
"Plaintiff, defendant, mediator",1.02053190649999,-0.353377694380529,-0.170648565072267,0.345091379794938,0.212186881835109,-0.982269075926534
"Therapist, patient's family, mental patient",0.350601757665926,-2.00345934815596,0.96687887911955,-2.31672931795797,0.880657562572902,-1.22018425599146
"employee, employer, client",0.493028727383713,1.02337291432351,-0.411051253079942,-1.52272748109651,0.0513624129012171,-0.648817100140531
"supplier, retailer, consumer",1.31508875662113,0.631865483242293,0.461076015639458,-0.206085136706047,0.977433849621384,1.07840881011096
"Manager, employee, union representative",1.4375476832713,0.164220069252703,0.522929558163094,1.7418184008952,-0.295630862501821,-1.89060509950311
"Teacher, student, parent",0.405771698466995,-0.301945573210802,0.356357718413087,-0.0186775850744917,0.171514823661055,1.48315767796354
"Volunteers, organizers, service recipients",-0.31567618727419,0.355423685589767,1.08521208600863,0.214517408367548,0.38985971903199,-0.236956839069056
"Parents, children, grandparents",0.22084989255819,-0.0269556227100321,1.16801255224852,-0.894597006462872,-0.391267912087487,-0.361954622277632
"Director, screenwriter, actor",0.862034943870826,0.497983796519785,0.266344300342085,-0.141495935690089,-2.06576132880406,0.39317617796498
"Lawyers, prosecutors, judges",-1.72127735247028,0.902020960414873,0.0218785132457673,1.08501992898339,1.14912685101039,-0.139540501816036
"Guests, moderators, audience",-0.368565707605193,0.897951091488413,0.535236023539495,-0.938238789246004,-2.15973259045085,0.123802483290285
"Drug Manufacturer, Drug Dealer, Drug User",1.07974681446821,-0.100240988888869,-2.41587828444578,0.808248858734421,0.0531019589752348,1.68654186202176
"Sex Worker, Pimp, Client",0.395143524537428,-0.617491490269336,-1.33967150478503,0.34197818386873,-0.228588972475834,0.624281209566803
"Criminal, Cellmate, Prison Guard",-0.556827564824541,-1.43451733209969,1.14209182076191,0.554732067295288,-1.55798156903543,2.03518161079851
"Parent, Babysitter, Infant",-0.367398390724486,0.588733183144949,-0.446863404059866,0.207688029720377,0.947954756100217,0.327978356779839
"Casino Owner, Gambler, Dealer",0.756933259472769,-0.505616752078087,-1.45148352648098,-0.458523122868128,-0.0313717970309846,1.25813643558058
"Lender, Debt Collector, Borrower",0.415648389452136,-1.62997734607107,-0.349665006293357,0.624032932340487,0.352767369122552,0.151837034384373
"Cheater, Mistress, Spouse",-0.841995620720857,-2.22885724214419,-1.22602077862503,1.10957530547214,-0.223277454359726,-0.762181274642399
"King, Prime Minister, Public",-0.434133220132217,-0.573190815071838,1.82962562604295,1.63586162666858,-0.79377052766811,0.872362999143949
"Athlete, Coach, Referee",-0.257689290537391,0.2802108205601,0.627864961291657,-0.150036305412837,-0.687381501695457,0.484181160634467
"police officer, prosecutor, judge",-0.653669578792725,-0.00291752254085838,1.58763735146126,0.348027721203248,-1.10295162526931,0.239908657058092
"ticket scalper, organizer, audience",0.662830116910487,-0.34904546309667,-1.22108424173345,0.459347781737425,-0.110612904266633,-0.249663495367855
"parent, home tutor, child",-0.289131145333734,0.885392008043612,0.25526067750161,0.779950286658955,1.60748832476305,-0.0635355078450577
