"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Spain","ESP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1293.76965332031","1345.88745117188","1499.17065429688","1521.90844726563","1878.01989746094","1938.0859375","1987.56262207031","2172.0751953125","2331.98486328125","2492.55981445313","2588.91381835938","2699.24267578125","2843.27514648438","2872.33056640625","2869.16870117188","2765.99780273438","2693.77954101563","2625.68139648438","2613.09985351563","2623.35424804688","2715.46533203125","2855.74560546875","3000.88940429688","3080.52709960938","3109.24365234375","",
"Estonia","EST","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2117.53979492188","2138.498046875","1905.49438476563","1926.37939453125","2212.28686523438","2197.52368164063","2470.72924804688","2457.12744140625","2603.45068359375","2744.93115234375","2969.2412109375","3228.71557617188","3060.57885742188","3397.58178710938","3462.9248046875","3341.01049804688","3284.26318359375","3183.24365234375","3295.07568359375","3542.54614257813","3755.3291015625","3767.96850585938","3846.1103515625","",
"Ethiopia","ETH","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0619201660156","","20.0187492370605","","","42.2295913696289","","","44.7312202453613","","","","90.528923034668","","","","",
"European Union","EUU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1967.74265525497","1992.7064606022","1980.77852028916","2092.49739854224","2122.5181925503","2237.12369941573","2266.79340812243","2339.71341704195","2528.23615468558","2601.25308791594","2690.84618080998","2769.30140527392","2934.73779854028","2990.61656309533","3091.78449485399","3129.79151972648","3252.38948525841","3345.68066747501","3403.84652432285","3546.24520696702","3652.96009451183","3857.76650349653","4023.69224796265","4171.46423147223","4257.48920755205","",
"Fragile and conflict affected situations","FCS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7821.861328125","7526.63037109375","7657.220703125","7361.54052734375","7684.80810546875","7646.3369140625","7720.2236328125","7421.58203125","7473.7060546875","7206.5322265625","7009.28759765625","6844.54736328125","6531.4794921875","6721.830078125","6861.14599609375","7227.5439453125","7527.36083984375","",
"Fiji","FJI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2668.87622070313","2657.86059570313","2664.5400390625","2732.7431640625","2915.69458007813","2986.8583984375","3117.2119140625","3199.74829101563","3334.1669921875","3313.25854492188","3423.74853515625","3585.80590820313","3659.884765625","3747.28466796875","3873.01293945313","3942.38891601563","4073.25048828125","4154.8154296875","4233.63818359375","4336.01416015625","4414.69873046875","4569.90771484375","4699.74169921875","4811.53076171875","4926.18896484375","",
"Faroe Islands","FRO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1813.12194824219","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2490.55493164063","2497.82055664063","2694.61743164063","2853.96557617188","2894.51489257813","3080.69409179688","3340.2216796875","3638.09033203125","3824.26196289063","4123.53173828125","4176.3125","4111.140625","4053.92724609375","4076.55200195313","4043.26708984375","3926.11791992188","3969.85913085938","4119.451171875","4227.6201171875","4319.50146484375","4357.93310546875","4434.9658203125","4554.4658203125","4683.765625","","",
"Georgia","GEO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566.3544921875","1059.47473144531","1280.46362304688","1306.5908203125","1307.40612792969","1463.7734375","1698.85021972656","1712.44519042969","",
"Ghana","GHA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0832996368408","","","37.958610534668","","","","","89.112060546875","","","","","","",
"Gibraltar","GIB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.7547988891602","102.857070922852","","31.7074298858643","","","","","","","52.8925590515137","","","",
"Guinea-Bissau","GNB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1005.33117675781","","1337.3017578125","","1290.70593261719","","1393.29895019531","","1745.49206542969","1779.74914550781","1889.68737792969","","","","2278.51782226563","2300.314453125","2721.31103515625","2791.87158203125","3255.986328125","2769.89990234375","3311.44848632813","3486.71557617188","3731.04565429688","4010.3408203125","",
"Grenada","GRD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","536.154968261719","539.651062011719","647.174987792969","701.711181640625","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6273002624512","24.2591209411621","34.0867805480957","38.5537300109863","38.6972503662109","24.8113193511963","24.7511501312256","26.9141597747803","17.3764591217041","20.2848205566406","22.1505393981934","22.0706901550293","14.0703802108765","12.8711700439453","14.4470300674438","","",
"Guam","GUM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285.321166992188","316.253540039063","303.026489257813","","","","","","","","","","","","","","","","",
"Guyana","GUY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2805.24788227553","2829.61979524001","2908.26767363538","2969.0064613261","3035.24906148867","3132.86844924031","3170.29561487367","3329.44883967338","3413.58318075915","3484.65414584389","3586.79532500946","3574.07111529269","3682.7474371969","3740.318549277","3775.5468473474","3807.83210500922","3857.40390485801","3953.56510708424","4068.43704031949","4121.96108018317","4174.59518038142","4363.13035436963","4528.12937409802","4670.4515119872","","",
"Hong Kong SAR, China","HKG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1062.6474609375","1214.5712890625","1169.78771972656","1372.74011230469","1587.48986816406","2007.08520507813","2163.66772460938","2662.50146484375","2694.02880859375","2858.61938476563","2680.9599609375","2784.69262695313","3114.55200195313","3085.38110351563","3191.21411132813","3377.87426757813","3591.1962890625","3565.12866210938","3741.263671875","3782.3408203125","4026.59887695313","4265.9150390625","4352.15185546875","",
"Honduras","HND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3858108520508","","34.6801910400391","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1054.34057617188","1239.33093261719","1529.33276367188","1509.95617675781","1950.04370117188","1335.41589355469","1628.69348144531","1308.1142578125","1321.96179199219","1404.9521484375","1538.60791015625","1596.53967285156","1641.34228515625","1587.48962402344","1556.84118652344","1526.68078613281","1437.42980957031","1504.17895507813","1850.49572753906","1868.34020996094","1921.13134765625","2135.43603515625","2219.83129882813","",
"Haiti","HTI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007.31164550781","1082.02185058594","1141.19201660156","1227.28942871094","1409.51916503906","1438.76721191406","1471.8779296875","1496.84326171875","1473.53100585938","1574.27124023438","1744.98864746094","1734.91040039063","1851.90612792969","2014.5712890625","2149.81420898438","2326.16650390625","2416.4775390625","2546.08471679688","2673.43432617188","2589.09790039063","2645.7568359375","2921.533203125","3873.91235351563","4057.43969726563","4357.916015625","",
"IBRD only","IBD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","519.031186347771","","460.804274603403","","491.66326478999","","","","","620.174067042126","","","","","677.631830542203","","","","","786.370106726301","","","847.892477362582","","","",
"IDA & IBRD total","IBT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","575.483507132551","","","","","626.390600624278","","","","","726.535935973647","","","","","","",
"IDA total","IDA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.26134582023","","","","","","","","","","","","","","",
"Indonesia","IDN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.676406860352","199.237579345703","","","","","","","","89.4683990478516","","","","","","","178.875396728516","215.190414428711","215.993545532227","388.036163330078","395.666290283203","",
"IDA only","IDX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.006607055664","","115.281898498535","","109.728073120117","","","","","134.912567138672","","","","","156.219665527344","","","","","216.000823974609","","","252.703918457031","","","",
"Not classified","INX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1773.75158691406","1930.2275390625","2093.25537109375","2110.96533203125","2251.06225585938","2329.10717773438","2399.18237304688","2522.31372070313","2713.072265625","2797.9658203125","2877.11767578125","2935.43432617188","3284.0625","3156.91625976563","3112.6484375","3325.77880859375","4853.9580078125","5136.47509765625","5304.4794921875","5270.65966796875","5178.244140625","5142.765625","4733.2158203125","4820.69091796875","4769.1416015625","",
"Iran, Islamic Rep.","IRN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","716.408081054688","","752.461791992188","716.573425292969","743.100952148438","","697.062316894531","679.388977050781","","825.279296875","","1474.91345214844","","1659.45629882813","","",
"Iraq","IRQ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377.518035888672","391.464080810547","415.833099365234","432.015686035156","441.297546386719","","","69.56884765625","65.8100280761719","64.7625274658203","105.922660827637","111.136871337891","122.579406738281","141.419372558594","",
"Iceland","ISL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3294.46606445313","4916.962890625","5137.35400390625","5677.115234375","","6572.47802734375","","6657.359375","","7305.265625","8006.6728515625","7235.986328125","7423.61083984375","7925.9765625","","6981.3955078125","","5648.3603515625","","5887.90673828125","6640.4580078125","6130.51123046875","6088.27099609375","","","",
"Israel","ISR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1339.53735351563","1154.47802734375","1151.75927734375","1149.01196289063","1166.1220703125","1172.77941894531","1245.87023925781","1221.79797363281","1242.69299316406","1415.36010742188","1510.5166015625","1583.0380859375","1625.30334472656","1723.02038574219","1743.34436035156","1781.38854980469","1848.62683105469","1930.68676757813","1956.36059570313","2077.88256835938","2204.076171875","2313.65478515625","2512.185546875","2656.04956054688","2671.83471679688","",
"Jamaica","JAM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1838.6015625","","","","","","","","","","","","","","","","","252.412567138672","592.404296875","595.962951660156","","","","",
"Japan","JPN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4874.802734375","4928.90283203125","5135.7626953125","5174.98095703125","5078.033203125","5113.158203125","4871.5302734375","5094.3095703125","5099.263671875","5303.91650390625","5333.04345703125","5325.62353515625","5108.78271484375","5099.2109375","5103.62548828125","5110.16552734375","5032.93115234375","5147.43505859375","5328.40966796875","5173.03076171875","5209.369140625","5304.1376953125","5331.150390625","5374.5810546875","5454.68310546875","",
"Kazakhstan","KAZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","406.569732666016","376.494384765625","348.625427246094","370.532653808594","385.915191650391","612.183044433594","737.220336914063","798.665405273438","777.144775390625","693.683410644531","666.149719238281","666.935302734375","636.93212890625","689.258239746094","629.851196289063",
"Kenya","KEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.3947601318359","","","221.385925292969","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.6416206359863","","","","","","","","","","","","","30.3670406341553","","","","","","",
"Kiribati","KIR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2173.35034179688","2222.26782226563","1984.97705078125","2131.35864257813","2287.28857421875","2857.84521484375","2956.63208007813","3134.09008789063","3221.46020507813","3692.16552734375","4091.4111328125","4525.93212890625","4801.2421875","4946.0859375","5330.80126953125","5802.8369140625","6304.13818359375","6392.63623046875","6826.27392578125","7013.49072265625","7086.4462890625","7497.59619140625","7980.3955078125","8407.7578125","8713.59375","",
"Kuwait","KWT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.70768737793","180.217666625977","167.039352416992","158.425674438477","159.750335693359","161.909454345703","165.616073608398","169.507553100586","169.148239135742","165.144973754883","188.496963500977","151.731414794922","142.500396728516","136.034683227539","129.732391357422","131.089660644531","","620.167053222656","395.766906738281","478.155120849609","501.565673828125","513.860229492188","184.213150024414","173.513107299805","",
"Latin America & Caribbean (excluding high income)","LAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316.171083965239","324.492787619669","377.653724081376","403.086447514452","471.941795515046","485.369414341186","482.565883655659","500.441661683313","514.083861802538","542.071464855936","569.031631738529","606.134665711665","610.171387510594","583.653552132015","605.950334465765","","","","","","","",
"Lao PDR","LAO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8376302719116","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.275469562833","305.644340044649","354.831004686371","379.509735914694","","457.092725524779","456.426123014865","469.014220580084","483.573616156779","506.378472798626","536.425869061892","568.360281897244","576.809882447709","555.900911807051","580.165583170456","","","","","","","",
"Least developed countries: UN classification","LDC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.725051879883","","","","135.107772827148","","","","138.184295654297","","93.0647125244141","","98.6790237426758","","105.617797851563","","","110.148330688477","98.9488906860352","105.987998962402","106.844673156738","106.398933410645","105.611427307129","","","",
"Lower middle income","LMC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","564.306272147484","","","","","617.480865670307","","","","","716.830769096968","","","","","","",
"Lesotho","LSO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.91182994842529","7.43181991577148","9.97039031982422","","","","","23.0135593414307","","5.93874979019165","","","","24.1133995056152","","","","","","",
"Late-demographic dividend","LTE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","786.553645705894","803.678167116832","725.542843472292","734.669646474586","791.049947451865","814.535981085706","825.028964365994","871.827513240283","914.499975634258","1006.66088686455","1062.27815599568","1149.39327546594","1234.69022667916","1000.41094390327","1049.68106117245","1102.62272417721","1174.44062342054","1143.0155125671","1207.97169882451","1269.01751229849","1339.17302430146","1318.03926356783","1476.91332119849","1570.43184671481","1712.94241972338","",
"Lithuania","LTU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2090.04150390625","2178.82568359375","2372.90161132813","2419.54150390625","2220.8330078125","2324.66088867188","1836.41076660156","1934.76684570313","2175.60327148438","2283.60888671875","2415.74047851563","2598.05224609375","2624.76025390625","2680.54614257813","2752.72290039063","2721.01953125","2634.32592773438","2843.8642578125","3054.01611328125","2785.58471679688","2950.279296875","3071.96069335938","3190.70239257813","3489.60205078125","3728.47998046875","",
"Luxembourg","LUX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3773.42041015625","","","4357.04052734375","4494.72021484375","4864.12353515625","4411.8466796875","4633.67138671875","4712.765625","4826.32373046875","5144.982421875","5451.361328125","4352.17041015625","4614.2177734375","4741.0712890625","4604.92529296875","4776.57861328125","4960.21337890625","4738.47509765625","5076.90869140625","4920.30078125","",
"Latvia","LVA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1145.29748535156","1063.8701171875","1052.02563476563","1090.48986816406","1599.72216796875","1482.60070800781","1479.50939941406","1389.07678222656","1458.5849609375","1457.37573242188","1768.48681640625","1891.18823242188","2012.6572265625","1688.28112792969","1838.72375488281","1885.26037597656","1886.88732910156","1772.65344238281","1854.32653808594","1808.60339355469","1596.54272460938","1784.63708496094","1792.1044921875","1904.81884765625","2158.84008789063","",
"Macao SAR, China","MAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260.995849609375","233.946273803711","319.233306884766","518.239074707031","616.123168945313","556.0966796875","387.900360107422","388.557525634766","569.718811035156","649.846984863281","610.531005859375","736.651184082031","913.276000976563","1031.46691894531","1276.890625","2648.29418945313","3227.40405273438","3543.20629882813","3724.31665039063","3989.52783203125","",
"St. Martin (French part)","MAF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648.342956542969","640.61767578125","656.470947265625","","719.776123046875","845.40673828125","850.278137207031","","1024.353515625","","1073.54028320313","","","","","",
"Monaco","MCO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268.656707763672","295.482086181641","","","","","","","","","","","","","","","","",
"Moldova","MDA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.710815429688","756.852783203125","719.511413574219","700.062255859375","725.501098632813","822.1416015625","802.818420410156","760.863159179688","777.347412109375","768.64794921875","914.183837890625","933.323425292969","953.835266113281","926.994445800781","940.533935546875","918.071960449219","836.27001953125","788.569763183594","",
"Madagascar","MDG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3833503723145","14.853569984436","15.2218503952026","50.550609588623","47.0023612976074","47.1088218688965","47.6324310302734","47.9365882873535","47.6158485412598","48.2156410217285","46.5082015991211","45.2134094238281","51.9581489562988","50.8646812438965","","","","","24.7043800354004","30.6212100982666","34.0411796569824","","","",
"Maldives","MDV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
