"Data Source","World Development Indicators",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Mexico","MEX","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213.576293945313","226.369018554688","216.872772216797","224.434921264648","224.751205444336","233.207763671875","306.161895751953","325.549743652344","380.079650878906","414.338134765625","337.15087890625","347.438171386719","339.654479980469","382.101379394531","337.416564941406","344.228515625","248.085388183594","251.799545288086","260.189392089844","281.32421875","315.269805908203","313.562316894531","310.557189941406","327.217376708984","348.754608154297","",
"Marshall Islands","MHL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480.446560461557","","","","","582.028566315595","","","","","650.690961220124","","","","","741.017190061593","","","813.518101526594","","","",
"North Macedonia","MKD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612.123046875","683.380249023438","669.830078125","651.16357421875","606.997497558594","568.101928710938","544.455932617188","519.6767578125","540.219665527344","514.751586914063","502.559753417969","468.240661621094","431.601348876953","532.128356933594","445.223541259766","611.779113769531","675.27685546875","837.578674316406","858.450439453125","854.334228515625","729.357788085938","799.272399902344","786.883728027344","786.642211914063","",
"Mali","MLI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8536911010742","","","","29.4032592773438","","","","","30.8421802520752","","32.8606185913086","","58.3120498657227","","",
"Malta","MLT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","682.186401367188","688.521423339844","1082.37731933594","1183.73022460938","1282.21533203125","1206.31994628906","1321.15234375","1200.33435058594","1417.00842285156","1785.91088867188","1986.68115234375","1886.65515136719","1831.71899414063","1891.32275390625","2054.5888671875","2130.462890625","2062.6162109375","2132.2880859375","2296.4921875","",
"Myanmar","MMR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.30669021606445","7.36661005020142","11.0434799194336","","12.1545495986938","17.5463695526123","","","","","","","","","","","","","","","29.0731906890869","33.0861206054688","29.5122108459473","31.8508796691895","",
"Middle East & North Africa (excluding high income)","MNA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","593.873744094555","","633.590477421981","","","","","626.363579812814","","902.538800587834","","","","",
"Montenegro","MNE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649.79931640625","","645.011901855469","671.831726074219","834.619995117188","715.807067871094","702.71826171875","762.970886230469","746.830749511719","","",
"Mongolia","MNG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.99267578125","",
"Northern Mariana Islands","MNP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9866304397583","","19.9222507476807","11.9058103561401","38.7708892822266","","","","","42.9653816223145","","","","","","",
"Mauritania","MRT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.81266784668","","","","","","473.852661132813","551.293701171875","563.911804199219","",
"Malawi","MWI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4081802368164","","","50.3521003723145","","","","","","","","","","","",
"Malaysia","MYS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1148986816406","","154.467712402344","","276.909057617188","","295.661956787109","","502.944488525391","","369.983764648438","","600.107421875","1067.53698730469","1462.46875","1648.88366699219","1790.69458007813","","2054.16723632813","2307.95434570313","2396.5400390625","","2184.72241210938","","","",
"North America","NAC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3133.54832456347","3231.89602284495","3384.4204975673","3444.43975026053","3498.60049357987","3579.98856027997","3657.6387966282","3894.36470515759","3817.17141391166","3789.93850745428","3854.06711933576","3858.02201767206","4009.90848814583","4124.74843147586","3958.80758284036","4100.31753176817","4053.08460284115","4144.10253194755","4239.5206409197","4295.25986535704","4263.07376016322","4412.79696507961","4725.15686191307","4821.2275390625","","",
"Namibia","NAM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.466247558594","","","","","","","",
"New Caledonia","NCL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.27552032470703","8.53159999847412","7.90640020370483","8.07563018798828","7.41312980651855","","","","","","","","26.4641494750977","","","","","","","","",
"Nigeria","NGA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.7898101806641","","","","","","","","","","","","","","",
"Nicaragua","NIC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4274826049805","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2283.2626953125","2430.6513671875","2482.01928710938","2639.82446289063","2649.34716796875","2846.71459960938","2723.40356445313","2703.853515625","2971.78491210938","2923.78198242188","3232.94921875","3093.11596679688","3061.72631835938","2824.30810546875","3219.04125976563","3664.36596679688","4361.3505859375","4915.6640625","4955.44677734375","4928.89013671875","5159.32373046875","5347.5791015625","5596.56884765625","5715.169921875","5911.68701171875","",
"Norway","NOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3956.77905273438","","4089.17822265625","","4352.060546875","","4495.9130859375","4493.548828125","4576.56201171875","4831.93408203125","5159.67919921875","5361.11865234375","5443.0966796875","5413.76611328125","5502.46240234375","5552.974609375","5573.826171875","5685.626953125","5890.955078125","6077.56787109375","6350.0625","6432.60498046875","6673.90869140625","6698.8349609375","",
"Nepal","NPL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.6657981872559","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2202.41455078125","","2296.41162109375","","2642.95727539063","","3073.791015625","","3140.23828125","","3449.05297851563","","3723.97534179688","","3688.88623046875","","3961.478515625","","5417.66748046875","","5104.173828125","","5853.9892578125","","",
"OECD members","OED","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2477.70946095572","2503.63070582229","2587.77370076331","2651.72296329634","2706.16354151649","2783.5603734313","2825.32084010413","2951.94701445786","3033.28779066003","3089.56606575848","3190.44267387225","3179.08224030196","3275.63783703525","3319.15190409093","3338.54999157322","3389.39038479092","3432.13869320682","3382.51905755295","3464.03054976358","3543.63449984117","3560.74791072341","3718.46089565348","4025.32325382685","4146.01690636786","","",
"Oman","OMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.758514404297","172.557754516602","132.076934814453","177.912536621094","212.536926269531","239.802963256836","242.410507202148","281.161102294922","354.87939453125","334.915863037109","",
"Other small states","OSS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.1269302368164","","","","","","","","79.1558532714844","","156.953094482422","","157.253402709961","","143.029205322266","","158.129623413086","","278.853973388672","","335.580657958984","","382.892333984375","","",
"Panama","PAN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.826698303223","114.509452819824","158.293258666992","96.9306564331055","94.3792190551758","89.3305587768555","94.3100280761719","94.7321395874023","84.7261734008789","103.296569824219","104.963172912598","165.620681762695","131.676086425781","110.080001831055","","118.171318054199","37.6595306396484","39.1089897155762","","","","","","","","",
"Peru","PER","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7453002929688","70.5582275390625","","79.8830032348633","","77.8140182495117","","81.2126235961914","","84.1055374145508","","186.917755126953","","105.680778503418","","","173.640487670898","","","",
"Palau","PLW","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.488208770752","","","","","",
"Poland","POL","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1362.61889648438","1442.52770996094","1456.76574707031","1463.21337890625","1430.98376464844","1457.26989746094","1473.81127929688","1524.25134277344","1587.1015625","1620.11730957031","1553.21484375","1600.78112792969","1611.32373046875","1593.27111816406","1683.05419921875","1675.06164550781","1752.70678710938","1873.05993652344","2064.04956054688","2171.57885742188","2320.7900390625","3019.11450195313","3106.1064453125","3187.83618164063","3288.16748046875","",
"Pre-demographic dividend","PRE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273.983703613281","","348.3642578125","","","","","","",
"Korea, Dem. People's Rep.","PRK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1245.38488769531","1340.8251953125","1438.89074707031","1536.05883789063","1625.5341796875","1713.98669433594","1827.80493164063","1940.82006835938","1975.38732910156","2010.3974609375","2338.18334960938","2664.85473632813","3813.75708007813","3756.5009765625","3918.75903320313","4168.26708984375","4037.33203125","3610.55346679688","3662.37548828125","3729.77294921875","4004.57641601563","4367.73291015625","4646.134765625","4905.685546875","5214.8466796875","",
"Paraguay","PRY","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5889205932617","82.2492980957031","81.3778381347656","86.3966064453125","71.9768371582031","","","76.6284027099609","","","50.047550201416","168.340393066406","","152.207901000977","182.694931030273","121.105796813965","135.13786315918","139.734146118164","155.579376220703","","",
"West Bank and Gaza","PSE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.5382614135742","94.122428894043","143.26611328125","323.500823974609","","","575.109436035156","","","","","","","","",
"Pacific island small states","PSS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2920.96629758121","2945.95205835206","3033.20469861098","3111.30466436209","3184.7981086736","3276.81210671706","3326.5876842757","3469.35413705698","3550.90388587203","3622.40346787997","3629.23762012628","3667.30980986721","3798.55418875251","3860.96535922114","3876.75836460637","3935.77629456405","3970.2099373336","4059.59557682753","4157.461667721","4247.00777718949","4277.90291740491","4436.21953788575","4640.03605295106","4777.83557947264","","",
"French Polynesia","PYF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548.000915527344","","","583.982604980469","","","577.348510742188","","","",
"Romania","ROU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1328.74658203125","1255.91918945313","1223.78930664063","1052.689453125","924.949768066406","897.070617675781","928.281982421875","965.221313476563","985.128967285156","1071.93762207031","895.767517089844","894.163330078125","931.082580566406","933.763366699219","966.204162597656","790.688049316406","890.669982910156","922.674560546875","903.826293945313","876.228210449219","911.585205078125","891.321228027344","882.441284179688","895.966796875","952.869018554688","",
"Russian Federation","RUS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3797.2353515625","3604.33862304688","3342.10083007813","3383.09155273438","3459.037109375","3468.25415039063","3387.677734375","3370.95654296875","3315.13647460938","3233.59204101563","3238.12036132813","3274.15649414063","3149.85620117188","3085.69409179688","3081.0791015625","3114.61083984375","3078.38745117188","3052.69091796875","3075.142578125","3098.1123046875","2952.2138671875","2821.52661132813","2784.33227539063","2746.67041015625","2721.6806640625","",
"Rwanda","RWA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8981704711914","12.5935697555542","","","","15.5481996536255","","","13.8608598709106","","","58.7631988525391","","",
"South Asia","SAS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.662177859574","","115.281898498535","","110.17124846184","","","","","128.078765281979","","","","","155.40241026701","","","","","222.683158763099","","","250.384580761627","","","",
"Saudi Arabia","SAU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","453.152709960938","",
"Sudan","SDN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.534271240234","280.395111083984","377.093933105469","","369.060211181641","","","","","564.339477539063","","","","","","",
"Singapore","SGP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2503.44482421875","2586.2841796875","2951.8115234375","3185.64819335938","4128.40478515625","4105.91748046875","4414.81005859375","4849.2998046875","5113.2705078125","5576.89990234375","5686.4013671875","5962.7880859375","5829.34326171875","6146.3828125","6241.8623046875","6405.06884765625","6356.67236328125","6603.11279296875","6632.244140625","7006.6298828125","6934.9111328125","6814.625","6824.75","7286.86669921875","","",
"Solomon Islands","SLB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2398681640625","65.7631530761719","63.7119598388672","71.1755294799805","72.9830474853516","","",
"San Marino","SMR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1195.58642578125","1360.3662109375","1429.36938476563","1514.84191894531","1624.00854492188","1643.37414550781","1726.97302246094","1830.99243164063","2071.216796875","2132.77270507813","2079.19970703125","2087.21899414063","2098.44360351563","2167.1103515625","",
"Sub-Saharan Africa (excluding high income)","SSA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1858.9404296875","1853.57482910156","1880.35632324219","1705.16821289063","1843.78796386719","1775.00268554688","1700.14672851563","1782.83251953125","1985.00573730469","2022.72180175781","2181.25830078125","2288.369140625","2331.2529296875","2460.58569335938","2809.39575195313","2833.44018554688","2820.16870117188","2716.36791992188","2715.55249023438","2650.2080078125","2599.9619140625","2794.83837890625","2995.95776367188","3111.04272460938","3164.31005859375","",
"Slovenia","SVN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2257.40673828125","2023.69360351563","2156.099609375","2227.2734375","2181.39697265625","2263.18896484375","2335.87133789063","1899.02514648438","2024.89978027344","2633.11450195313","2924.9462890625","3106.1796875","3475.93627929688","3661.11962890625","3769.81372070313","4277.314453125","4317.18359375","4220.32763671875","4147.0615234375","3814.2158203125","3914.26123046875","4479.400390625","4845.42333984375","5054.71337890625","4932.326171875","",
"Sweden","SWE","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4158.1474609375","","4499.0791015625","","5169.30126953125","","5383.046875","5426.0791015625","6085.1083984375","6126.64794921875","4999.7060546875","5437.1669921875","5079.7333984375","5251.4501953125","5144.5537109375","5164.09619140625","6674.349609375","6875.990234375","6834.0341796875","7154.529296875","7383.41943359375","7536.47509765625","7834.3994140625","7930.18115234375","",
"Eswatini","SWZ","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.343505859375","","","","","","",
"Sint Maarten (Dutch part)","SXM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.647415161133","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9575424194336","","","","","","",
"Turks and Caicos Islands","TCA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8917503356934","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416.57739375049","433.061038110495","364.814513253621","389.432127323508","488.488187682891","493.497346571614","532.054257262532","604.768200862073","696.311822013227","771.820308683709","903.670684617166","965.070567424661","1164.84817947714","687.264848338938","896.527324074014","897.723517720043","1030.62702080848","979.352414934456","1102.96504452655","1060.52848278423","1061.14188882113","1027.10922743835","1088.4602981589","1251.19053651978","1347.31650910134","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2064.95405295785","2055.64666167607","2024.95584926666","1998.3971915652","1980.71118959924","1962.49132902459","1884.43437171549","1844.00018282872","1809.95142627171","1795.71374599858","1811.01968130495","1822.11546328625","1828.3354645153","1832.26472336419","1848.33378748785","1879.52880203613","1858.68523756601","1888.42954525997","1914.3207620639","1907.31624785287","1929.43619057058","",
"Togo","TGO","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6384601593018","25.0559406280518","33.1453895568848","23.5993099212646","36.4842681884766","","","34.3056716918945","34.4560317993164","35.7848892211914","","38.048469543457","36.131950378418","32.1773109436035","38.7570304870605","48.0536918640137","46.8538513183594","45.6386795043945","",
"Thailand","THA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.415458679199","72.4609298706055","","167.226943969727","","278.7255859375","","280.620269775391","","313.469787597656","","323.229553222656","","329.012115478516","","538.519958496094","","790.892700195313","963.854614257813","864.679077148438","1208.458984375","1350.34326171875","1758.08325195313","1790.14660644531","","",
"Tajikistan","TJK","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.275469562833","305.644340044649","354.831004686371","379.509735914694","442.491241486088","457.092725524779","456.426123014865","469.014220580084","483.573616156779","506.378472798626","536.425869061892","568.360281897244","576.809882447709","557.932368338372","580.165583170456","","","","","","","",
"Timor-Leste","TLS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","601.956348658414","","638.711865386743","","","","","626.363579812814","","902.538800587834","","","","",
"Tonga","TON","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.662177859574","","115.281898498535","","110.17124846184","","","","","128.078765281979","","","","","155.40241026701","","","","","222.683158763099","","","250.384580761627","","","",
