"","Formality","Activeness","Valence","Exchange","Equality"
"Parent-Child",-2.14267162414583,1.79241650398429,-0.507109952236844,0.08171905720514,-2.72602323659649
"Parent-Teenager",-1.69589710758655,1.30836649360097,-0.862516004427522,-0.15854106704075,-1.63272016236457
"Wife-Husband",-1.74091309546399,1.77464559093803,-0.718217235366684,0.61511301091876,1.27126634336985
"Fiance-Fiancee",-1.73627760940118,1.29225772920644,0.0404139686912183,0.278142690255901,1.25017992831961
"Siblings",-1.20511881628952,0.662736944335852,-0.583329356899371,-0.747412745406764,0.780981990392955
"Divorced spouses",0.244048419978571,-1.08728037268714,-1.45790159205104,-0.236026307970636,0.962526365311929
"A person and their in laws",-0.425809384950379,-1.36825006732213,0.564153182515929,-0.851260818868495,-0.921859203027319
"Cousins",-0.741016833698917,-1.19738254615874,1.09923226379512,-0.775902760348427,0.86043098414462
"Employer-Employee",1.01743529861086,1.20744528739481,-0.680773546774569,0.867621942811455,-0.275019586080692
"Interviewer-Job applicant",1.07912793739466,-0.122252332653428,0.0736731228909465,-0.104318567968343,0.101766746166182
"Guard-Prisoner",0.23886177729276,-0.623470203576454,-1.86852016511131,-0.342301361569598,-1.14897378551932
"Nurse-Patient",0.107606070702356,0.155022549741123,0.312647626585395,0.148266580959614,-1.34509659182743
"Therapist-Patient",0.0645291572343675,1.04649406583796,0.418044567610414,0.113855082918707,-0.59040686452846
"Salesperson-Customer",0.454176307448637,-1.45767636494495,0.774994743058072,2.65057984442987,0.772754493116074
"Business partners",0.423014487071992,0.434565117825095,-0.112706477787674,1.72852912337064,1.6265297478398
"Opposing negotiators",0.832783996471905,0.0558008229427151,-1.34449579052347,0.588269870570141,1.16407917390309
"Political opponents",1.05567985379888,-0.0534283112128796,-2.22655671279728,-1.13622385058866,0.862169441626205
"Business rivals",0.610954544054458,-0.551890956616273,-2.17646692101018,-0.307954847785767,0.864858925107356
"Enemies",-0.492049044480607,-1.36966221412005,-2.13956857139121,-0.847310663547549,0.58989323697462
"Teacher-Student",0.358415459209539,0.808669294471658,0.328146612476993,-0.346982717448314,-1.70403882113097
"Professor-Graduate student",0.347330717732282,0.178999160519898,0.853478745883388,-0.237605376522632,-1.39439948204073
"Master-Servant",-0.613479239627211,-0.394423809182805,-1.5963355013857,1.56437115764011,-1.68111379708371
"Close friends",-1.32754028823668,0.996171483310459,1.04716785907813,0.215670940991311,1.45791290444376
"Casual acquaintances",-0.513208825826846,-1.4643913798632,1.06576138747935,-0.428659856113781,0.457015426785544
"Teammates in sports",1.23194163241945,1.06325402365132,-0.133307054859124,-0.716527957188856,2.497104311843
"Second cousins",-0.439871619698901,-0.474861992957443,0.418850002360994,-0.806413283652044,0.93289232937708
"Parent-Infant",-1.79237176501746,1.9397315910955,-0.660354186485514,0.82947112660194,-1.55314377791577
"Grandparent-Grandchild",-1.5748635768368,0.820788953380854,0.310678799792582,0.149598609267627,-1.7000022788695
"Step-parent-Step-child",-1.17812614715956,0.56995495333167,-0.584149484812355,0.461860081978659,-1.41305921207501
