,Q39_1_1,Q39_1_2,Q39_1_3,Q39_1_4,Q40_1_1,Q40_1_2,Q40_1_3,Q40_1_4,Q40_1_5
401,4,55,65,99,4,4,99,100,8
402,0,52,100,100,0,0,100,100,8
403,4,49,54,98,7,22,71,91,41
404,2,47,52,100,6,12,100,100,33
406,0,54,53,100,5,22,80,97,35
407,11,84,85,96,3,2,100,100,3
408,0,50,50,100,0,5,75,100,15
409,0,50,50,100,0,32,86,100,14
410,3,50,50,100,4,3,100,100,10
411,4,39,55,100,3,3,100,100,9
412,1,13,12,100,1,3,76,100,16
413,2,48,70,100,1,5,72,100,13
414,0,50,60,100,0,10,75,100,25
415,9,47,35,97,15,18,74,100,31
416,4,50,50,100,1,1,100,100,1
417,7,40,39,97,5,5,89,90,15
418,0,48,48,100,0,5,72,100,11
419,16,40,43,95,12,12,87,90,14
420,7,43,44,100,3,4,62,100,13
421,0,50,50,100,0,10,80,100,20
422,0,50,50,100,0,0,100,100,15
423,6,57,57,100,3,13,86,100,10
425,0,50,50,100,0,0,100,100,0
426,5,50,55,97,0,7,73,91,16
427,3,35,55,98,2,7,80,90,25
428,1,50,70,100,1,11,80,90,22
429,3,50,50,100,1,7,83,96,15
430,6,27,50,100,12,27,80,100,25
431,0,50,100,100,0,0,100,100,0
432,6,55,49,94,6,11,69,90,23
433,27,43,55,98,7,19,69,86,28
434,2,50,70,100,2,13,77,100,27
435,0,56,56,100,6,12,98,100,49
436,7,6,5,96,12,12,62,98,19
437,9,13,15,92,9,15,70,91,27
438,12,16,7,85,19,15,52,90,34
439,2,50,50,99,0,5,86,100,26
440,0,60,70,100,0,0,100,100,0
441,4,52,56,100,4,6,84,99,19
442,2,51,55,100,5,12,52,91,25
443,25,60,65,90,5,20,90,100,40
444,1,50,50,100,2,7,76,100,18
445,0,50,50,100,0,10,75,100,35
446,13,38,40,86,14,11,95,84,8
447,4,53,57,100,5,20,86,100,43
448,10,21,17,90,14,18,59,93,25
449,5,48,36,92,4,16,63,100,39
450,0,50,59,100,1,27,70,100,16
451,5,53,54,98,5,11,83,97,21
452,3,53,71,100,1,2,100,100,8
453,1,50,59,100,22,34,71,94,43
454,3,50,51,100,3,16,77,100,30
455,7,73,81,100,7,45,91,99,23
456,3,36,38,91,3,8,92,100,17
457,6,53,62,95,0,27,77,100,21
458,24,51,51,93,3,23,81,100,14
459,2,50,88,100,2,4,73,87,13
460,2,52,53,100,1,10,75,100,22
461,0,50,51,100,5,15,74,95,38
462,3,52,52,100,5,17,63,100,44
463,8,51,78,100,4,27,70,81,40
464,4,58,50,88,2,3,65,100,16
465,2,48,55,100,1,6,100,100,19
466,0,50,51,100,0,15,69,93,32
467,3,70,48,100,2,4,99,100,19
468,0,50,50,100,1,5,95,100,15
469,6,51,53,97,4,4,97,100,3
470,0,13,9,100,0,42,69,100,16
471,0,50,50,100,0,0,100,100,0
473,9,48,70,91,4,16,92,97,23
474,0,50,50,100,0,5,90,100,20
475,7,52,62,96,5,21,70,84,35
476,14,48,64,91,13,8,88,100,25
477,1,53,72,100,3,11,53,98,25
478,13,40,72,89,5,8,97,100,19
479,5,50,50,100,1,8,61,100,33
480,1,50,50,100,1,5,90,100,15
481,3,55,65,100,2,1,100,100,1
482,0,50,50,98,1,6,75,99,20
483,21,45,70,84,11,15,95,100,14
484,1,50,60,100,1,3,84,100,13
485,0,55,55,100,0,6,63,100,23
486,5,34,32,96,5,5,100,100,1
487,3,53,51,100,5,19,56,91,33
488,1,50,50,98,1,12,72,100,32
489,0,50,50,100,10,0,60,100,29
490,9,52,65,96,5,14,81,97,35
491,0,10,54,100,0,30,74,96,44
492,0,51,51,100,0,6,86,100,14
493,28,51,61,77,11,15,93,100,7
494,1,47,46,100,4,11,100,100,11
496,8,50,65,95,6,9,82,87,15
497,3,38,51,97,13,34,74,100,15
498,4,55,55,100,1,2,78,100,2
499,13,37,54,93,6,41,65,100,16
500,1,50,45,94,1,1,83,100,13
501,0,52,52,100,11,25,65,100,45
502,0,56,55,100,0,12,88,100,27
503,0,50,50,100,0,0,100,100,0
504,6,53,54,100,2,2,100,100,3
505,12,28,54,92,8,42,67,84,20
507,3,50,50,100,1,16,72,100,40
508,0,55,55,100,0,0,100,100,1
509,1,35,50,100,1,9,81,92,23
511,3,53,50,100,3,5,100,100,4
512,11,51,60,94,12,15,77,83,13
513,3,3,5,100,2,3,100,100,4
514,6,50,50,95,6,4,98,96,4
515,3,56,31,100,1,1,100,100,10
516,1,50,60,100,2,6,95,100,18
517,14,78,50,97,8,15,79,98,37
518,0,50,66,100,0,2,80,100,15
520,1,53,53,100,1,1,100,100,1
521,15,47,69,90,17,14,78,77,9
522,1,50,50,100,1,5,100,100,15
523,0,50,50,100,0,10,80,100,25
524,1,28,28,100,1,1,92,100,6
525,8,11,15,87,3,5,100,100,3
526,0,50,49,100,0,8,86,100,23
527,2,52,52,100,1,5,89,100,17
528,5,51,63,96,3,3,100,100,4
529,7,39,45,89,12,18,84,94,3
530,0,47,43,100,9,34,82,100,35
531,0,61,52,100,0,0,100,100,0
532,0,50,50,100,0,17,75,100,31
533,3,49,76,100,4,6,67,100,19
534,14,33,46,97,17,12,81,90,13
535,7,54,54,98,7,19,80,99,33
536,4,50,50,100,9,18,80,98,30
537,1,53,56,100,1,4,100,100,15
538,3,55,50,99,4,8,76,93,19
539,2,54,70,100,2,15,100,100,5
540,3,52,70,100,7,26,74,100,42
541,0,52,52,100,0,0,100,100,0
542,0,56,82,100,0,0,100,100,0
543,0,50,55,85,0,3,90,100,25
544,13,61,53,91,3,11,65,98,19
545,1,49,50,100,1,5,80,100,10
547,26,50,50,100,1,1,87,92,16
548,0,45,40,100,5,9,83,97,24
549,7,27,46,83,2,8,71,95,24
550,0,50,50,100,20,40,80,100,16
551,2,50,49,100,0,0,100,100,0
553,0,50,50,100,0,0,100,100,13
554,5,45,75,84,7,13,89,100,6
555,4,41,48,96,10,14,88,96,21
556,0,60,60,100,0,2,70,100,8
557,1,52,49,100,1,4,61,99,15
558,0,50,50,100,0,0,100,100,0
559,3,33,77,100,4,5,100,100,15
560,3,49,51,98,5,4,100,100,23
561,10,50,50,90,10,25,60,90,40
562,5,50,49,98,3,9,85,93,23
563,2,46,68,98,0,6,100,100,18
564,2,53,53,100,1,8,86,100,28
565,0,20,30,100,0,0,100,100,0
566,0,50,50,100,0,15,75,100,25
567,0,50,50,100,0,0,100,100,10
568,2,50,50,100,4,5,96,96,18
569,7,49,83,100,1,11,66,99,41
570,0,50,50,100,1,7,73,98,13
571,0,10,10,100,0,0,100,100,6
572,2,56,79,100,0,0,100,100,0
573,0,50,80,100,0,0,100,100,20
574,1,50,60,100,1,20,70,100,40
575,0,50,50,100,0,10,73,98,38
576,4,50,49,96,0,7,68,100,20
577,8,59,50,100,9,21,76,91,33
578,11,50,50,100,0,0,100,100,0
579,16,60,61,98,7,10,97,99,17
580,13,37,44,89,4,9,84,87,12
581,14,43,38,98,9,15,92,95,21
582,7,42,32,96,19,12,85,90,12
583,5,21,9,100,3,3,70,100,34
584,0,50,50,100,0,0,100,100,14
585,0,45,45,100,0,0,100,100,0
586,1,50,50,100,1,7,68,100,40
588,0,40,50,100,0,5,70,100,20
589,6,46,47,100,7,7,100,100,7
590,3,6,77,99,5,9,98,96,13
591,3,60,59,100,3,3,100,100,4
592,1,61,66,99,1,8,65,100,41
593,2,51,51,98,1,1,100,100,1
594,10,32,47,100,5,12,56,96,19
595,0,50,50,100,0,0,100,100,0
596,0,50,50,100,0,0,100,100,0
597,2,36,51,100,1,15,88,100,42
598,0,44,60,100,0,7,60,98,23
599,1,50,52,100,1,1,100,100,1
600,16,50,23,86,20,3,78,85,5
601,14,59,78,97,7,8,96,95,7
602,1,50,50,100,1,5,100,100,20
